#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:concatenate" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:concatenate" lower="0.0" name="relativeDeathRate" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="BDBirthRate.t:concatenate" lower="0.0" name="birthDiffRate" spec="beast.core.parameter.RealParameter" upper="10000.0">1.0</parameter>
#            <tree id="Tree.t:concatenate" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.concatenate" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:concatenate" name="distribution" x="@BDBirthRate.t:concatenate">
#            <Uniform id="Uniform.3" name="distr" upper="1000.0"/>
#        </prior>
#        <prior id="DeathRatePrior.t:concatenate" name="distribution" x="@BDDeathRate.t:concatenate">
#            <Uniform id="Uniform.4" name="distr"/>
#        </prior>
#        <prior id="ClockPrior.c:concatenate" name="distribution">
#            <parameter id="clockRate.c:concatenate" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <distribution id="All.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:concatenate">
#            <taxonset id="All" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="bce" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="cdf" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="ebw" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="ecr" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="pae" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="pau" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="rrc" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="sau" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="seo" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="stm" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Uniform id="Uniform.5" lower="2801.0" name="distr" offset="3634.0" upper="Infinity"/>
#        </distribution>
#        <distribution id="ES.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:concatenate">
#            <taxonset id="ES" spec="beast.evolution.alignment.TaxonSet">
#                <taxon idref="ebw"/>
#                <taxon idref="ecr"/>
#                <taxon idref="seo"/>
#                <taxon idref="stm"/>
#            </taxonset>
#            <Uniform id="Uniform.6" lower="57.0" name="distr" offset="176.0" upper="Infinity"/>
#        </distribution>
#        <distribution id="Firmicute.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:concatenate">
#            <taxonset id="Firmicute" spec="beast.evolution.alignment.TaxonSet">
#                <taxon idref="bce"/>
#                <taxon idref="cdf"/>
#                <taxon idref="sau"/>
#            </taxonset>
#            <Uniform id="Uniform.7" lower="2587.0" name="distr" offset="3352.0" upper="Infinity"/>
#        </distribution>
#        <distribution id="proteobacteria.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:concatenate">
#            <taxonset id="proteobacteria" spec="beast.evolution.alignment.TaxonSet">
#                <taxon idref="ebw"/>
#                <taxon idref="ecr"/>
#                <taxon idref="rrc"/>
#                <taxon idref="seo"/>
#                <taxon idref="stm"/>
#            </taxonset>
#            <Uniform id="Uniform.8" lower="2801.0" name="distr" offset="3634.0" upper="Infinity"/>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@concatenate" id="treeLikelihood.concatenate" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:concatenate">
#            <siteModel id="SiteModel.s:concatenate" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:concatenate" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:concatenate" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:concatenate" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:concatenate" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:concatenate" id="StrictClock.c:concatenate" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.concatenate	TreeHeight	BirthDeath	BDBirthRate	BDDeathRate	monophyletic(ES)	logP(mrca(ES))	mrca.age(ES)	monophyletic(Firmicute)	logP(mrca(Firmicute))	mrca.age(Firmicute)	monophyletic(proteobacteria)	logP(mrca(proteobacteria))	mrca.age(proteobacteria)	monophyletic(All)	logP(mrca(All))	mrca.age(All)	clockRate
547000	-81427.66029785656	-81334.0905567213	-93.56974113526351	-81334.0905567213	11237.215989399478	-86.66198585628138	2.0702772893578644E-4	0.4813691829064625	1	0.0	252.85615654014603	1	0.0	7711.476461923326	0	0.0	10425.825128323828	0	0.0	11237.215989399478	4.2529343099615334E-5
548000	-81430.2808168681	-81338.09062559356	-92.19019127453535	-81338.09062559356	10108.207926650131	-85.28243599555321	1.603790210422752E-4	0.33267963009381596	1	0.0	233.4158573790957	1	0.0	7051.712498406345	0	0.0	9361.253137958383	0	0.0	10108.207926650131	4.7830162604969014E-5
549000	-81429.07803123073	-81337.08213566778	-91.99589556296046	-81337.08213566778	10221.595658580456	-85.08814028397832	1.5099447787534154E-4	0.5820037654759452	1	0.0	235.69828029358732	1	0.0	6811.743636896752	0	0.0	9630.303169762521	0	0.0	10221.595658580456	4.7247914169442684E-5
550000	-81432.85121059658	-81338.75574015907	-94.09547043749801	-81338.75574015907	12207.815615393421	-87.18771515851587	8.769338503190008E-5	0.47294516010801235	1	0.0	267.7117207659127	1	0.0	8281.553896158603	0	0.0	11314.336927685601	0	0.0	12207.815615393421	3.845016247768461E-5
551000	-81426.27489081712	-81334.44587092032	-91.82901989680722	-81334.44587092032	9405.122032985799	-84.92126461782509	2.198098121412984E-4	0.558260632457669	1	0.0	242.5134648925619	1	0.0	6397.858008838381	0	0.0	8914.064877753448	0	0.0	9405.122032985799	5.028553926443951E-5
552000	-81435.89650397756	-81335.16033276448	-100.73617121307495	-81335.16033276448	24365.129104794618	-93.82841593409282	1.034652730250333E-4	0.3658877666863052	1	0.0	540.0675173929244	0	0.0	16503.37220640069	0	0.0	22942.494679365514	0	0.0	24365.129104794618	1.9312869828765663E-5
553000	-81429.68380934255	-81336.7887287412	-92.89508060135131	-81336.7887287412	10915.51065118931	-85.98732532236917	1.8094024881169871E-4	0.4285651850715425	0	0.0	242.61106369819163	1	0.0	7569.701022986941	0	0.0	10085.072530306152	0	0.0	10915.51065118931	4.418479504286221E-5
554000	-81430.91237075752	-81335.11997475302	-95.79239600450549	-81335.11997475302	15133.366955004349	-88.88464072552335	1.2023774375408604E-4	0.6133633162185518	1	0.0	303.08085134588805	1	0.0	10155.22019157218	0	0.0	14274.52878520089	0	0.0	15133.366955004349	3.135315440970046E-5
555000	-81428.17451082006	-81335.53582904676	-92.63868177329456	-81335.53582904676	10399.317935816116	-85.73092649431243	1.826164328958199E-4	0.10545405062201486	1	0.0	243.19753527580974	1	0.0	7040.91336163764	1	0.0	9809.968278780903	0	0.0	10399.317935816116	4.554611617372768E-5
556000	-81427.80632349147	-81334.7191503495	-93.08717314197273	-81334.7191503495	11476.220157644968	-86.17941786299059	1.1665304191592315E-4	0.6632788372626632	1	0.0	267.5478115514169	1	0.0	7899.87088725345	0	0.0	11001.582022855886	0	0.0	11476.220157644968	4.12109799660581E-5
557000	-81431.49813596782	-81338.66161884577	-92.83651712205575	-81338.66161884577	10712.190782835769	-85.92876184307362	1.878872546364803E-4	0.1220802144638202	1	0.0	249.54570160362718	1	0.0	7129.830014522596	0	0.0	9895.65051682361	0	0.0	10712.190782835769	4.5384504737532787E-5
558000	-81431.73587526196	-81333.4209631158	-98.31491214615852	-81333.4209631158	18484.61974444829	-91.40715686717638	1.4472134741348096E-4	0.21101613349502818	1	0.0	424.15564774910325	1	0.0	12661.799596635145	0	0.0	17321.097955446396	0	0.0	18484.61974444829	2.59321037697336E-5
559000	-81439.24360275576	-81335.68315406839	-103.56044868735955	-81335.68315406839	32410.908890275903	-96.65269340837742	7.686657504690363E-5	0.5249192426253083	1	0.0	752.4865892596332	1	0.0	22325.648633946836	0	0.0	30947.57253139935	0	0.0	32410.908890275903	1.4464463432094597E-5
560000	-81433.2519018596	-81336.33129417292	-96.92060768668236	-81336.33129417292	18143.15947390669	-90.01285240770022	3.1864116073031075E-5	0.8962004048006772	1	0.0	433.58624353906634	1	0.0	12233.807238771886	0	0.0	17139.738349644016	0	0.0	18143.15947390669	2.6395392026585348E-5
561000	-81436.08088162511	-81338.13240033369	-97.94848129141359	-81338.13240033369	18680.42387927457	-91.04072601243145	4.2231224536390535E-5	0.9351007652668841	1	0.0	485.76820249217565	1	0.0	12334.805908977882	0	0.0	17696.136247073897	0	0.0	18680.42387927457	2.5529076680564553E-5
562000	-81433.27765861599	-81335.91664701297	-97.36101160301196	-81335.91664701297	17803.264417021317	-90.45325632402982	5.9518808818212E-5	0.8922703463207763	1	0.0	449.5138934787368	1	0.0	12131.389219175266	0	0.0	16873.33679437271	0	0.0	17803.264417021317	2.6748593878865344E-5
563000	-81433.16124263222	-81339.71525455631	-93.44598807590941	-81339.71525455631	11525.008825348601	-86.53823279692728	1.0362976265755809E-4	0.4415261709366395	1	0.0	268.959558285265	1	0.0	7663.280251641278	0	0.0	11058.96286857787	0	0.0	11525.008825348601	4.2003376028780776E-5
564000	-81433.62049658284	-81337.48879755441	-96.13169902843129	-81337.48879755441	12075.471882176353	-89.22394374944915	2.929569920991062E-4	0.2595084093768506	1	0.0	294.68271993809014	1	0.0	8223.964599274821	0	0.0	11568.041020816	0	0.0	12075.471882176353	3.9882612142082014E-5
565000	-81430.8116363671	-81334.39854568745	-96.41309067965143	-81334.39854568745	15360.177300771038	-89.5053354006693	1.3403865108338215E-4	0.6587810747588131	1	0.0	374.3963422914368	1	0.0	10535.123578999546	0	0.0	14600.752529134686	0	0.0	15360.177300771038	3.0870003412650846E-5
566000	-81433.5362405933	-81335.25863305932	-98.27760753397283	-81335.25863305932	20895.146527682296	-91.36985225499069	5.0426072124934105E-5	0.7843678188886742	1	0.0	436.1394358336943	1	0.0	14347.559661191799	0	0.0	19522.52731622412	0	0.0	20895.146527682296	2.242433172591225E-5
567000	-81430.49113059168	-81334.2003514309	-96.29077916077688	-81334.2003514309	16219.734354726219	-89.38302388179474	6.684096311033912E-5	0.6050781489297354	1	0.0	361.3556871492476	1	0.0	11118.931539571131	0	0.0	15304.789293567765	0	0.0	16219.734354726219	2.943363549228777E-5
568000	-81441.60796925185	-81340.04495690815	-101.56301234370389	-81340.04495690815	28259.162570087705	-94.65525706472175	7.277623602122318E-5	0.10418376715940252	1	0.0	709.1431905743523	1	0.0	18935.963121177752	0	0.0	26396.010405212808	0	0.0	28259.162570087705	1.718908446939787E-5
569000	-81433.04907205816	-81336.93662629719	-96.11244576097121	-81336.93662629719	16112.638916076046	-89.20469048198908	5.1239384244207173E-5	0.7212483520193018	1	0.0	347.4960393054124	1	0.0	11177.396036508993	0	0.0	15226.253949885624	0	0.0	16112.638916076046	2.9931288704978708E-5
570000	-81446.95511132211	-81333.5801168974	-113.37499442471538	-81333.5801168974	110496.94001923047	-106.46723914573325	3.5491590513777077E-6	0.9528814382243908	1	0.0	2476.4990073371255	1	0.0	75337.27686568497	0	0.0	106035.31313725784	0	0.0	110496.94001923047	4.275824515344948E-6
571000	-81431.1446882405	-81336.05837596371	-95.08631227679061	-81336.05837596371	13682.189647266754	-88.17855699780847	6.697388125506104E-5	0.5713086701039811	1	0.0	336.11490400345093	1	0.0	9408.737839201222	0	0.0	12646.738526546742	0	0.0	13682.189647266754	3.5152315524618496E-5
572000	-81429.34716464809	-81337.05005719251	-92.29710745558923	-81337.05005719251	10132.232581480155	-85.38935217660709	1.8288825652203498E-4	0.6182968539670565	1	0.0	269.26430262292	1	0.0	6772.665704483371	0	0.0	9718.3218153993	0	0.0	10132.232581480155	4.6930457678860596E-5
573000	-81429.28701977873	-81334.71377958199	-94.57324019673982	-81334.71377958199	12312.43123315045	-87.66548491775768	2.1021373675726373E-4	0.14926437999393105	1	0.0	279.98834778874084	1	0.0	8509.763877719268	0	0.0	11449.491298158588	0	0.0	12312.43123315045	3.8516618006547645E-5
574000	-81438.06210318721	-81334.65143591173	-103.41066727548525	-81334.65143591173	35624.80081889838	-96.50291199650312	2.5563316379784064E-5	0.6461648742058494	0	0.0	812.6221580818477	1	0.0	24243.479571255706	0	0.0	33164.84621886219	0	0.0	35624.80081889838	1.3512704861650166E-5
575000	-81443.59765788539	-81339.3874816305	-104.2101762548876	-81339.3874816305	38003.368662398665	-97.30242097590546	7.525742648772909E-6	0.8958628036238063	1	0.0	854.9575782425211	1	0.0	26395.16718923788	0	0.0	35911.83323404718	0	0.0	38003.368662398665	1.2227590278411653E-5
576000	-81432.23904172743	-81339.17325732365	-93.06578440378475	-81339.17325732365	11194.441316925559	-86.15802912480261	2.894145653970341E-5	0.8958628036238063	1	0.0	253.19479323214665	1	0.0	7679.241315418214	0	0.0	10881.147705639716	0	0.0	11194.441316925559	4.216548811645435E-5
577000	-81442.59410392851	-81334.78715646522	-107.80694746329127	-81334.78715646522	39073.039507562615	-100.89919218430913	1.8503453246951915E-5	0.07459438517646354	1	0.0	992.5584314992483	1	0.0	26434.922383816225	0	0.0	36337.812730491336	0	0.0	39073.039507562615	1.224862196473778E-5
578000	-81430.89015029113	-81333.17089896281	-97.71925132832287	-81333.17089896281	18748.548692634617	-90.81149604934073	9.29342193331198E-5	0.3963993089297244	1	0.0	435.3589247708355	1	0.0	12754.657224487893	0	0.0	17744.777843366082	0	0.0	18748.548692634617	2.5376026651319944E-5
579000	-81429.72660867867	-81337.08428885695	-92.6423198217283	-81337.08428885695	10109.638687941671	-85.73456454274616	2.4279084769669455E-4	0.1279769955725711	1	0.0	278.8293712828085	1	0.0	6863.053099796284	0	0.0	9409.910791668839	0	0.0	10109.638687941671	4.685326040856056E-5
580000	-81432.8046062832	-81334.94957362392	-97.85503265928537	-81334.94957362392	19569.611658630132	-90.94727738030323	5.313914165475251E-5	0.6540119109402299	1	0.0	495.05991239270577	1	0.0	13111.3182286531	0	0.0	18578.153803881905	0	0.0	19569.611658630132	2.4659843535916595E-5
581000	-81438.107151223	-81339.46234381026	-98.64480741273337	-81339.46234381026	20914.47134947052	-91.73705213375123	6.406932085039645E-5	0.8230167379061236	1	0.0	476.1874717880313	1	0.0	13941.86307717874	0	0.0	19547.296506588962	0	0.0	20914.47134947052	2.243403036297937E-5
582000	-81437.63485722574	-81342.2684383927	-95.36641883304802	-81342.2684383927	12429.820582319131	-88.45866355406588	9.281436186949125E-5	0.06778030126764104	1	0.0	304.69920261092926	1	0.0	8684.800275671512	0	0.0	11520.209007837273	0	0.0	12429.820582319131	3.898314519638461E-5
583000	-81431.7801946301	-81336.5667509195	-95.21344371059904	-81336.5667509195	13979.375298737177	-88.3056884316169	1.44149747537508E-4	0.3940989560823431	1	0.0	361.60769238052416	1	0.0	9492.111974934513	0	0.0	13144.134159701593	0	0.0	13979.375298737177	3.400853982503127E-5
584000	-81430.05153576966	-81337.64634213595	-92.40519363370974	-81337.64634213595	10130.062682721684	-85.4974383547276	1.667527971729102E-4	0.1952565230081663	1	0.0	244.27368056374775	1	0.0	6875.015246416042	0	0.0	9469.926915065034	0	0.0	10130.062682721684	4.7343686112784253E-5
585000	-81427.5307709975	-81335.07972259789	-92.45104839961546	-81335.07972259789	10617.25927207268	-85.54329312063332	1.4516444758020704E-4	0.5966171774631013	1	0.0	249.51613157311442	1	0.0	7398.981719880893	0	0.0	10027.081751576803	0	0.0	10617.25927207268	4.5117595641725906E-5
586000	-81433.2263132044	-81334.32372308947	-98.90259011493177	-81334.32372308947	21485.115618188607	-91.99483483594963	2.1096229944142407E-5	0.8411661838608102	0	0.0	475.6550865438915	1	0.0	14696.048672114704	0	0.0	20293.10942606416	0	0.0	21485.115618188607	2.197047312423053E-5
587000	-81445.46986118708	-81335.63876192125	-109.83109926584426	-81335.63876192125	71152.3452338242	-102.92334398686212	1.7029828029528277E-5	0.8694635898418697	1	0.0	1538.6412407720468	1	0.0	49037.45420778753	0	0.0	66810.19399917906	0	0.0	71152.3452338242	6.6975783642639E-6
588000	-81436.29291674362	-81335.4734156464	-100.8195010972233	-81335.4734156464	26069.310720478967	-93.91174581824116	3.787726757502077E-5	0.5665508446993582	1	0.0	553.3373826661337	1	0.0	17870.73236564843	0	0.0	24764.743470251233	0	0.0	26069.310720478967	1.7969441911761562E-5
589000	-81439.89971827916	-81338.9510736221	-100.94864465706017	-81338.9510736221	24008.42410107749	-94.04088937807803	1.181515834757005E-4	0.35847063459477985	1	0.0	552.2378449117365	1	0.0	16041.90584358501	0	0.0	22720.329533001233	0	0.0	24008.42410107749	2.0040907000285537E-5
590000	-81434.70668153961	-81333.53298268205	-101.17369885756197	-81333.53298268205	27124.174029260874	-94.26594357857984	6.459519880065546E-5	0.2426654718944373	1	0.0	621.2915290746149	1	0.0	18542.494876346685	0	0.0	25631.94776671855	0	0.0	27124.174029260874	1.741422296371584E-5
591000	-81430.00599735607	-81334.0624445305	-95.9435528255703	-81334.0624445305	15300.991356407105	-89.03579754658816	4.865018464754051E-5	0.7041023575603432	1	0.0	378.8464214075583	1	0.0	10369.590899099543	0	0.0	14528.170975511	0	0.0	15300.991356407105	3.0785453525254106E-5
592000	-81434.56816305923	-81335.58257872963	-98.9855843296024	-81335.58257872963	20622.077364977824	-92.07782905062027	1.1105962060391478E-4	0.24264379100786979	1	0.0	528.4552659443323	1	0.0	14220.998293876304	0	0.0	19811.742599130732	0	0.0	20622.077364977824	2.2923774071731847E-5
593000	-81429.33958275577	-81334.55145339992	-94.78812935584097	-81334.55145339992	12986.955235596348	-87.88037407685883	1.8136734534831997E-4	0.10056025808394252	1	0.0	288.5471971544466	1	0.0	8920.852818761581	0	0.0	12084.950892413915	0	0.0	12986.955235596348	3.640012378429127E-5
594000	-81445.70396571838	-81339.04906128778	-106.65490443060781	-81339.04906128778	38268.9807581466	-99.74714915162568	8.456147347785158E-5	0.5800468327684888	1	0.0	994.9510464013996	1	0.0	26898.486162850095	0	0.0	35567.78629682615	0	0.0	38268.9807581466	1.2544127348571696E-5
595000	-81429.39131943471	-81336.01516810239	-93.37615133232056	-81336.01516810239	11350.632047012157	-86.46839605333842	1.272123136700247E-4	0.3033403690411769	1	0.0	286.9878758395231	1	0.0	7690.67008536879	0	0.0	10651.324468905308	0	0.0	11350.632047012157	4.2294496862624454E-5
596000	-81429.99454297549	-81334.51155173406	-95.48299124142383	-81334.51155173406	13958.569953547396	-88.5752359624417	1.5335033909477135E-4	0.5527350873423127	1	0.0	328.3513507269592	1	0.0	9660.801391152489	0	0.0	13047.957873500613	0	0.0	13958.569953547396	3.3878490566688444E-5
597000	-81430.26499442632	-81336.77143213131	-93.49356229501967	-81336.77143213131	11399.993960826425	-86.58580701603753	1.7869364949124177E-4	0.4049857183397014	1	0.0	294.8752892618241	1	0.0	7820.602239260252	0	0.0	10871.346327937537	0	0.0	11399.993960826425	4.161844477812728E-5
598000	-81431.2919667756	-81334.49102400658	-96.80094276902543	-81334.49102400658	17025.400835287288	-89.89318749004329	9.893666220056787E-5	0.5166167841892468	1	0.0	388.5587580465516	1	0.0	11679.867789129477	0	0.0	16216.99783767443	0	0.0	17025.400835287288	2.7364015147002116E-5
599000	-81443.12438045793	-81338.71875112013	-104.4056293377978	-81338.71875112013	38504.82921031168	-97.49787405881567	4.723972658015135E-5	0.18625548119009405	1	0.0	960.1970516883131	1	0.0	26486.434249233967	0	0.0	36236.8014119029	0	0.0	38504.82921031168	1.2174908600787086E-5
600000	-81452.6717298015	-81336.70299877945	-115.9687310220542	-81336.70299877945	126034.83379267319	-109.06097574307206	2.2853299139658854E-5	0.02346783430392358	1	0.0	3262.2466987972425	1	0.0	88896.23423469262	0	0.0	120181.66684421356	0	0.0	126034.83379267319	3.7184113561024062E-6
601000	-81433.91840413374	-81335.49005483996	-98.42834929378914	-81335.49005483996	19491.878354935416	-91.520594014807	1.136573319633511E-4	0.018169809480372563	1	0.0	457.52287158187886	1	0.0	13292.896705954197	0	0.0	18546.97364313922	0	0.0	19491.878354935416	2.4732841536410313E-5
602000	-81431.09117802892	-81337.74050609769	-93.35067193122138	-81337.74050609769	10920.706585450149	-86.44291665223925	1.2612635969600652E-4	0.18363380124428635	1	0.0	268.0058111692567	1	0.0	7354.041699275008	0	0.0	10320.974894053952	0	0.0	10920.706585450149	4.2967538929483414E-5
603000	-81429.9766158711	-81333.80469592777	-96.17191994333236	-81333.80469592777	15308.55782275342	-89.26416466435022	8.939232408213464E-5	0.31232802262671355	1	0.0	346.6097195330915	1	0.0	10389.316355557981	0	0.0	14715.908935659882	0	0.0	15308.55782275342	3.087612226798472E-5
604000	-81433.42858412779	-81336.34671782328	-97.08186630450142	-81336.34671782328	17233.801447222824	-90.17411102551928	1.0763889995154512E-4	0.21715105688505612	1	0.0	408.9179778570231	1	0.0	11542.04375483654	0	0.0	16427.034559038155	0	0.0	17233.801447222824	2.8197974152956694E-5
605000	-81430.97135474013	-81336.76867501414	-94.20267972599189	-81336.76867501414	12250.112935438832	-87.29492444700975	1.4363155964114782E-4	0.0811170325157303	1	0.0	280.30504602062877	1	0.0	8479.338487540173	0	0.0	11255.689107458142	0	0.0	12250.112935438832	3.869904874922939E-5
606000	-81427.82419928882	-81336.33864135368	-91.4855579351425	-81336.33864135368	9381.13875666858	-84.57780265616036	1.3223126462599838E-4	0.5019804929355989	1	0.0	251.64362268547356	1	0.0	6332.932649174142	0	0.0	8941.355834389913	0	0.0	9381.13875666858	5.026927733203272E-5
607000	-81433.13833276475	-81340.58500585957	-92.55332690517756	-81340.58500585957	10083.428463942326	-85.64557162619542	2.4497261409883665E-4	0.08114568951839374	1	0.0	253.19182837969655	1	0.0	6761.030637060587	0	0.0	9333.099823999517	0	0.0	10083.428463942326	4.831549539662474E-5
608000	-81427.55210430197	-81333.26202475282	-94.29007954915105	-81333.26202475282	13020.999964721812	-87.38232427016891	1.1850842146233656E-4	0.6403181733893627	1	0.0	308.31019252784	1	0.0	8939.418089717577	0	0.0	12287.781139554043	0	0.0	13020.999964721812	3.6626509303530445E-5
609000	-81436.64231833025	-81334.4615419428	-102.18077638745329	-81334.4615419428	32100.86489577217	-95.27302110847116	9.49104976398973E-6	0.9617619664952246	1	0.0	710.7868684906434	1	0.0	21750.538664161006	0	0.0	30735.924666000778	0	0.0	32100.86489577217	1.4853332158324246E-5
610000	-81428.90769613568	-81335.39832820134	-93.50936793433864	-81335.39832820134	12091.46774600563	-86.6016126553565	2.825850113380117E-5	0.9060164940343244	1	0.0	286.20257875044433	1	0.0	8189.687135253097	0	0.0	11364.319895984718	0	0.0	12091.46774600563	3.987595966652249E-5
611000	-81432.34334772963	-81334.99311939625	-97.35022833337327	-81334.99311939625	16146.871431946141	-90.44247305439113	8.235683991542666E-5	0.03477376079259532	1	0.0	348.47304271392187	1	0.0	11266.192055235962	0	0.0	15132.904198402859	0	0.0	16146.871431946141	2.922045057221467E-5
612000	-81428.70705637078	-81336.12950352464	-92.57755284613454	-81336.12950352464	9737.64200365159	-85.6697975671524	2.516407926567145E-4	0.5069962100424522	1	0.0	267.325643581859	1	0.0	6624.262137773498	0	0.0	9194.901077337681	0	0.0	9737.64200365159	4.9202139127286935E-5
613000	-81428.4848927994	-81333.66376763608	-94.82112516332323	-81333.66376763608	12115.318578896105	-87.9133698843411	1.0362168414551773E-4	0.08699211377952573	1	0.0	267.9166845314963	1	0.0	8301.688225700509	1	0.0	11544.354621444532	0	0.0	12115.318578896105	3.889495399129368E-5
614000	-81431.02561102122	-81335.36374932448	-95.66186169674417	-81335.36374932448	15254.525633197198	-88.75410641776203	1.10138599630918E-4	0.5279730108679823	1	0.0	309.2436837605012	1	0.0	10234.48122708827	0	0.0	14356.629673050287	0	0.0	15254.525633197198	3.1642023788842356E-5
615000	-81431.2997287273	-81336.3327122153	-94.967016511997	-81336.3327122153	13624.961939993002	-88.05926123301487	1.3303726235596228E-4	0.4971113056818857	1	0.0	302.75489451155113	1	0.0	9411.93869860656	0	0.0	13065.190538557748	0	0.0	13624.961939993002	3.444597528816077E-5
616000	-81426.41136893671	-81333.44980404114	-92.96156489556657	-81333.44980404114	11122.01311901819	-86.05380961658443	1.1457163548026831E-4	0.49672730502918416	1	0.0	257.63692757213124	1	0.0	7677.6312147739245	0	0.0	10371.958574796907	0	0.0	11122.01311901819	4.269963539795685E-5
617000	-81431.14407131709	-81335.42299290688	-95.72107841020146	-81335.42299290688	13511.856064002524	-88.81332313121932	1.8870842903827105E-4	0.52412956997807	1	0.0	337.91621549415873	1	0.0	9290.258453325927	0	0.0	12683.505806429546	0	0.0	13511.856064002524	3.562171672481393E-5
618000	-81431.86821743066	-81338.0413155483	-93.82690188236259	-81338.0413155483	11839.8101772949	-86.91914660338045	1.632653739467542E-4	0.699282587745865	0	0.0	285.99016332810595	1	0.0	7949.934264287983	0	0.0	11015.16846894108	0	0.0	11839.8101772949	3.991794312768582E-5
619000	-81428.17471751885	-81334.12236444268	-94.05235307617826	-81334.12236444268	12342.211975933255	-87.14459779719613	1.5472988090030945E-4	0.5455596712235324	1	0.0	295.4790338347178	1	0.0	8538.960946473351	0	0.0	11476.029137885762	0	0.0	12342.211975933255	3.854699709392869E-5
620000	-81428.64847241312	-81334.2187910955	-94.42968131762338	-81334.2187910955	11214.111201464882	-87.52192603864124	2.5897511961008013E-4	0.46420973231898244	1	0.0	257.4572541368862	1	0.0	7516.342016120043	0	0.0	10545.51279217266	0	0.0	11214.111201464882	4.2194800226726954E-5
621000	-81431.6275197123	-81335.17516994127	-96.45234977103922	-81335.17516994127	12893.928178376998	-89.54459449205709	2.5897511961008013E-4	0.32586320613664976	1	0.0	301.1416514691891	1	0.0	8704.940729216634	0	0.0	12302.18440978705	0	0.0	12893.928178376998	3.7154390408364115E-5
622000	-81431.08994342884	-81337.12111983127	-93.9688235975719	-81337.12111983127	12257.826540580952	-87.06106831858976	1.4687707629037268E-4	0.56752358546787	0	0.0	311.958309095993	1	0.0	8408.850610084213	0	0.0	11610.028137533986	0	0.0	12257.826540580952	3.8053573850846266E-5
623000	-81434.01934130976	-81339.49752109086	-94.52182021890279	-81339.49752109086	10635.497687534973	-87.61406493992065	2.941639869668248E-4	0.5056988807570897	1	0.0	241.2187949556337	1	0.0	6996.602271661909	0	0.0	10246.73185909623	0	0.0	10635.497687534973	4.418864754593452E-5
624000	-81431.31018996352	-81335.34261946882	-95.96757049469319	-81335.34261946882	13628.974567148642	-89.05981521571105	2.1458231865452697E-4	0.14931485280683846	1	0.0	330.17036890535735	1	0.0	9292.890428569284	0	0.0	12768.501256705511	0	0.0	13628.974567148642	3.461957545149535E-5
625000	-81428.93978830683	-81334.9563503451	-93.98343796172719	-81334.9563503451	12387.667749698243	-87.07568268274505	7.575532236237957E-5	0.627304500455522	1	0.0	286.99681365372817	1	0.0	8461.215121096839	0	0.0	11767.239487076704	0	0.0	12387.667749698243	3.822824770982847E-5
