#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:concatenate" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:concatenate" lower="0.0" name="relativeDeathRate" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="BDBirthRate.t:concatenate" lower="0.0" name="birthDiffRate" spec="beast.core.parameter.RealParameter" upper="10000.0">1.0</parameter>
#            <tree id="Tree.t:concatenate" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.concatenate" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:concatenate" name="distribution" x="@BDBirthRate.t:concatenate">
#            <Uniform id="Uniform.3" name="distr" upper="1000.0"/>
#        </prior>
#        <prior id="DeathRatePrior.t:concatenate" name="distribution" x="@BDDeathRate.t:concatenate">
#            <Uniform id="Uniform.4" name="distr"/>
#        </prior>
#        <prior id="ClockPrior.c:concatenate" name="distribution">
#            <parameter id="clockRate.c:concatenate" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <distribution id="All.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:concatenate">
#            <taxonset id="All" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="bce" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="cdf" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="ebw" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="ecr" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="pae" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="pau" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="rrc" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="sau" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="seo" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="stm" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Uniform id="Uniform.5" lower="2801.0" name="distr" offset="3634.0" upper="Infinity"/>
#        </distribution>
#        <distribution id="ES.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:concatenate">
#            <taxonset id="ES" spec="beast.evolution.alignment.TaxonSet">
#                <taxon idref="ebw"/>
#                <taxon idref="ecr"/>
#                <taxon idref="seo"/>
#                <taxon idref="stm"/>
#            </taxonset>
#            <Uniform id="Uniform.6" lower="57.0" name="distr" offset="176.0" upper="Infinity"/>
#        </distribution>
#        <distribution id="Firmicute.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:concatenate">
#            <taxonset id="Firmicute" spec="beast.evolution.alignment.TaxonSet">
#                <taxon idref="bce"/>
#                <taxon idref="cdf"/>
#                <taxon idref="sau"/>
#            </taxonset>
#            <Uniform id="Uniform.7" lower="2587.0" name="distr" offset="3352.0" upper="Infinity"/>
#        </distribution>
#        <distribution id="proteobacteria.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:concatenate">
#            <taxonset id="proteobacteria" spec="beast.evolution.alignment.TaxonSet">
#                <taxon idref="ebw"/>
#                <taxon idref="ecr"/>
#                <taxon idref="rrc"/>
#                <taxon idref="seo"/>
#                <taxon idref="stm"/>
#            </taxonset>
#            <Uniform id="Uniform.8" lower="2801.0" name="distr" offset="3634.0" upper="Infinity"/>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@concatenate" id="treeLikelihood.concatenate" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:concatenate">
#            <siteModel id="SiteModel.s:concatenate" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:concatenate" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:concatenate" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:concatenate" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:concatenate" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:concatenate" id="StrictClock.c:concatenate" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.concatenate	TreeHeight	BirthDeath	BDBirthRate	BDDeathRate	monophyletic(ES)	logP(mrca(ES))	mrca.age(ES)	monophyletic(Firmicute)	logP(mrca(Firmicute))	mrca.age(Firmicute)	monophyletic(proteobacteria)	logP(mrca(proteobacteria))	mrca.age(proteobacteria)	monophyletic(All)	logP(mrca(All))	mrca.age(All)	clockRate
4453000	-81445.47821001138	-81342.27767161645	-103.20053839493234	-81342.27767161645	31569.10422957628	-96.2927831159502	1.6390069138017933E-5	0.967236420284217	1	0.0	739.244349649727	1	0.0	22814.71989875832	0	0.0	30253.544487961095	0	0.0	31569.10422957628	1.4807556580835108E-5
4454000	-81429.24802302987	-81335.20782375279	-94.04019927707158	-81335.20782375279	12958.641108184827	-87.13244399808944	2.0945723328875698E-5	0.967236420284217	1	0.0	323.393160934781	1	0.0	8944.256159891747	0	0.0	12095.114860716652	0	0.0	12958.641108184827	3.665752747385081E-5
4455000	-81437.77918187722	-81335.32033565397	-102.45884622324449	-81335.32033565397	32044.872121894703	-95.55109094426236	4.405263362015877E-5	0.5316570301800779	1	0.0	750.3309236824017	1	0.0	21843.357644594067	0	0.0	30743.128922796237	0	0.0	32044.872121894703	1.4708278106662196E-5
4456000	-81435.4658800448	-81337.02492538175	-98.44095466304745	-81337.02492538175	17904.86439757875	-91.53319938406531	1.4206423085655592E-4	0.6199629433723998	1	0.0	376.52128853573265	1	0.0	12448.83011815202	0	0.0	16687.34779801291	0	0.0	17904.86439757875	2.7063289430558843E-5
4457000	-81430.56874779577	-81334.54674792026	-96.02199987550443	-81334.54674792026	15873.489827418958	-89.1142445965223	6.959007822964276E-5	0.8261037369811121	1	0.0	381.98872364206386	1	0.0	10964.158292481494	0	0.0	14809.073451334496	0	0.0	15873.489827418958	2.966764255464806E-5
4458000	-81431.35432131236	-81334.10635189866	-97.24796941369604	-81334.10635189866	17039.67419470655	-90.3402141347139	1.290948072359454E-4	0.5473400523992002	1	0.0	402.5143758964259	1	0.0	11580.299223064429	0	0.0	15977.25524632178	0	0.0	17039.67419470655	2.819147686198861E-5
4459000	-81441.09635663511	-81336.0461573869	-105.05019924821788	-81336.0461573869	40446.06588720231	-98.14244396923574	5.434741203367191E-5	0.5447541959345426	1	0.0	977.3463843739795	1	0.0	28163.86232701757	0	0.0	37546.302388249984	0	0.0	40446.06588720231	1.1698117432178521E-5
4460000	-81433.22111591489	-81334.5456081729	-98.6755077419811	-81334.5456081729	21359.081276562865	-91.76775246299896	3.5669839286855516E-5	0.760173864028171	0	0.0	519.6626191432866	1	0.0	14649.25638926751	0	0.0	20067.01591067657	0	0.0	21359.081276562865	2.194513224758047E-5
4461000	-81429.31214931693	-81333.25086408797	-96.06128522896427	-81333.25086408797	15070.56853416394	-89.15352994998213	1.4980160018808952E-4	0.3664141051061959	1	0.0	353.6035257044601	1	0.0	10198.867466110349	0	0.0	14248.632359623834	0	0.0	15070.56853416394	3.188938918322159E-5
4462000	-81428.05788099123	-81334.51967810234	-93.53820288888745	-81334.51967810234	11184.750987325559	-86.63044760990532	1.5177030505076898E-4	0.7986298629506076	1	0.0	260.74722772853005	1	0.0	7689.231631759696	0	0.0	10616.344260994403	0	0.0	11184.750987325559	4.290163414059012E-5
4463000	-81435.97823199807	-81336.88495188666	-99.09328011140951	-81336.88495188666	22065.955034953262	-92.18552483242738	3.3930546349266476E-5	0.911224629910476	1	0.0	524.4620863582434	1	0.0	15355.328872624548	0	0.0	21376.635569163274	0	0.0	22065.955034953262	2.134927742539461E-5
4464000	-81444.34008259072	-81340.43371256058	-103.90637003013026	-81340.43371256058	38305.42566141551	-96.99861475114812	2.710418326734037E-5	0.6291227790474454	1	0.0	898.0747831921487	1	0.0	25062.08686687541	0	0.0	36467.708722930496	0	0.0	38305.42566141551	1.280224714576098E-5
4465000	-81434.72959893498	-81335.87158712493	-98.85801181005009	-81335.87158712493	20914.803544112558	-91.95025653106795	3.5612597157283085E-5	0.9328937723934093	1	0.0	495.82812622422404	1	0.0	14747.01175902627	0	0.0	19548.575165867976	0	0.0	20914.803544112558	2.2793769904671605E-5
4466000	-81445.63039216751	-81336.28913518632	-109.34125698119125	-81336.28913518632	65993.2481634353	-102.43350170220911	1.2001605737576498E-5	0.9328937723934093	1	0.0	1490.6026512824947	1	0.0	44233.63188073081	0	0.0	63334.972521830125	0	0.0	65993.2481634353	7.152521408627536E-6
4467000	-81436.0767638583	-81334.20190318643	-101.87486067187764	-81334.20190318643	28763.409867688704	-94.9671053928955	7.556084449328697E-5	0.5153444297469565	1	0.0	608.7263077588071	1	0.0	19601.090819171703	0	0.0	26781.236435870967	0	0.0	28763.409867688704	1.6577212795555113E-5
4468000	-81431.07579853937	-81339.39970219374	-91.6760963456348	-81339.39970219374	9628.262655599994	-84.76834106665267	1.519849339277931E-4	0.40559853159795745	1	0.0	249.6644279433035	1	0.0	6399.288257001534	0	0.0	9162.086807738093	0	0.0	9628.262655599994	5.0093219379212885E-5
4469000	-81432.0976776354	-81339.26468605992	-92.83299157547404	-81339.26468605992	10410.822485764445	-85.9252362964919	1.7110053712581985E-4	0.7759165059448812	1	0.0	266.1259184768154	1	0.0	6932.9334130646575	0	0.0	9816.346989078766	0	0.0	10410.822485764445	4.642423947459228E-5
4470000	-81433.41749039257	-81340.73759788716	-92.67989250542014	-81340.73759788716	9867.902980656216	-85.772137226438	2.672203226180476E-4	0.2135635332436119	1	0.0	250.84668415604597	1	0.0	6818.761046082112	1	0.0	9345.168688554895	0	0.0	9867.902980656216	4.818830023388889E-5
4471000	-81432.33016684715	-81336.390867804	-95.93929904315401	-81336.390867804	15398.491057869634	-89.03154376417187	1.1020083606189526E-4	0.41042425913044284	1	0.0	346.61479186766	1	0.0	10718.246420140285	0	0.0	14564.438427922936	0	0.0	15398.491057869634	3.135216258271564E-5
4472000	-81429.03475990816	-81336.60582421624	-92.4289356919182	-81336.60582421624	10611.153825847416	-85.52118041293606	1.4431283826354295E-4	0.5538987915764056	1	0.0	268.96899538136245	1	0.0	7356.885504121383	1	0.0	9765.183514564866	0	0.0	10611.153825847416	4.525035159205777E-5
4473000	-81431.78992450946	-81338.31568143812	-93.47424307133406	-81338.31568143812	11809.711145051731	-86.56648779235192	1.3606020599891508E-4	0.715385025894316	1	0.0	234.43061937537968	1	0.0	8184.3200506382755	0	0.0	11023.609903998575	0	0.0	11809.711145051731	4.041669728110476E-5
4474000	-81427.90510841647	-81336.79558887445	-91.10951954202594	-81336.79558887445	8820.21716982055	-84.2017642630438	1.4937990190063216E-4	0.8308068278766269	1	0.0	238.54114587023085	1	0.0	6135.725305221874	0	0.0	8302.530919570429	0	0.0	8820.21716982055	5.3890006204196235E-5
4475000	-81429.39247122935	-81334.73691353983	-94.65555768951661	-81334.73691353983	12857.442256920322	-87.74780241053448	6.698076648385895E-5	0.5828671531287578	1	0.0	284.72098876323685	1	0.0	8862.746850091416	0	0.0	12164.260271229523	0	0.0	12857.442256920322	3.678007914646658E-5
4476000	-81428.21687294416	-81337.13183097405	-91.08504197012223	-81337.13183097405	9429.789401587015	-84.1772866911401	6.189968798378619E-5	0.8590212862853996	1	0.0	240.45326572744804	1	0.0	6533.821710291921	0	0.0	8753.268606959035	0	0.0	9429.789401587015	5.048146934931777E-5
4477000	-81433.46563262839	-81340.9914520139	-92.47418061448802	-81340.9914520139	10458.032076354588	-85.56642533550588	1.7706745743240398E-4	0.4830496966610441	1	0.0	263.73328484117513	1	0.0	7260.836962280444	0	0.0	9631.765155645364	0	0.0	10458.032076354588	4.553337727619314E-5
4478000	-81436.40090554865	-81337.25357915366	-99.14732639498249	-81337.25357915366	21853.48843084756	-92.23957111600035	5.740641208799195E-5	0.4417804026193409	1	0.0	584.8878771036929	1	0.0	14990.901417999752	0	0.0	20137.142549229702	0	0.0	21853.48843084756	2.155140876016652E-5
4479000	-81443.31479272123	-81336.37477298245	-106.94001973877292	-81336.37477298245	52171.10957115869	-100.03226445979078	8.659471561182163E-6	0.9593096731420475	1	0.0	1314.947290668763	1	0.0	36010.862400540966	0	0.0	48598.60352655047	0	0.0	52171.10957115869	9.153660940596373E-6
4480000	-81427.7270287775	-81334.1379107409	-93.58911803660249	-81334.1379107409	12436.15519521243	-86.68136275762035	2.3905293940680307E-5	0.9593096731420475	1	0.0	296.03577120912456	1	0.0	8329.527524391264	0	0.0	11916.51820350311	0	0.0	12436.15519521243	3.843413493331849E-5
4481000	-81428.80339129723	-81336.30024857524	-92.5031427220019	-81336.30024857524	10377.870742833888	-85.59538744301976	1.6715906240832984E-4	0.6688402059888421	1	0.0	249.42823513528134	1	0.0	7133.354007923483	0	0.0	9842.522338582497	0	0.0	10377.870742833888	4.542838256132555E-5
4482000	-81429.15085052633	-81337.77852919974	-91.37232132658967	-81337.77852919974	9429.98998755046	-84.46456604760753	6.459981168376283E-5	0.7987959869134785	1	0.0	236.1651907501575	1	0.0	6398.969303840102	0	0.0	8988.802571882277	0	0.0	9429.98998755046	5.073789649760403E-5
4483000	-81432.07002816423	-81339.0341629343	-93.03586522993771	-81339.0341629343	10605.237474126943	-86.12810995095558	1.5184451650553535E-4	0.0991189674613609	1	0.0	245.78964460624738	0	0.0	7288.672216509389	0	0.0	9960.291945576291	0	0.0	10605.237474126943	4.4867242713841995E-5
4484000	-81429.161431508	-81336.42967439296	-92.73175711503146	-81336.42967439296	11396.633906013429	-85.82400183604932	4.734070536069866E-5	0.9150039759599607	1	0.0	295.1701690608172	1	0.0	7630.695979381955	0	0.0	10709.359736884624	0	0.0	11396.633906013429	4.237848563936709E-5
4485000	-81436.04459104859	-81335.51139059536	-100.53320045322698	-81335.51139059536	26831.055823274353	-93.62544517424485	3.52468916626154E-5	0.7633150908999695	0	0.0	575.847273670764	1	0.0	18429.930671057467	0	0.0	25490.07498901206	0	0.0	26831.055823274353	1.7609798409875584E-5
4486000	-81431.33591547662	-81335.25151158893	-96.08440388769463	-81335.25151158893	10389.593108338342	-89.1766486087125	3.975521756945881E-4	0.2855081637515257	1	0.0	265.00381276992175	1	0.0	7165.610376019517	0	0.0	9706.542879645374	0	0.0	10389.593108338342	4.5898230205071016E-5
4487000	-81431.087466044	-81337.10009628907	-93.98736975493121	-81337.10009628907	10472.881579384988	-87.07961447594907	1.630427335140913E-4	0.8884270713673583	1	0.0	276.0463321235894	1	0.0	7195.529177522604	0	0.0	9700.01975651875	0	0.0	10472.881579384988	4.538182974429797E-5
4488000	-81435.06880740296	-81334.56466113566	-100.5041462673002	-81334.56466113566	25337.06372659772	-93.59639098831806	7.121752862973766E-5	0.30596886492393593	1	0.0	578.505879943654	1	0.0	17174.708277512407	0	0.0	24113.02530515465	0	0.0	25337.06372659772	1.8776758872567407E-5
4489000	-81427.69648828643	-81336.22277768255	-91.47371060387808	-81336.22277768255	9466.439710895802	-84.56595532489594	1.86254296014574E-4	0.4964237429355043	1	0.0	234.5806280324167	1	0.0	6424.040934669433	1	0.0	8799.280821584163	0	0.0	9466.439710895802	5.033574169607104E-5
4490000	-81429.44353038007	-81336.68833571416	-92.75519466590579	-81336.68833571416	9539.549165436028	-85.84743938692365	2.483786079862275E-4	0.648856065381872	1	0.0	241.11619640789425	0	0.0	6585.236490680496	0	0.0	9211.182674335518	0	0.0	9539.549165436028	4.866110876708132E-5
4491000	-81430.09723888489	-81336.12741923053	-93.9698196543574	-81336.12741923053	12827.77783284408	-87.06206437537526	9.471513831279331E-5	0.6269628893130212	1	0.0	295.2220884365732	1	0.0	8854.694680147337	0	0.0	11799.156361261286	0	0.0	12827.77783284408	3.723781600852092E-5
4492000	-81432.50579075993	-81334.76715128194	-97.73863947799177	-81334.76715128194	14809.460056208196	-90.83088419900963	1.2866299265154775E-4	0.9046056806962912	1	0.0	340.02945065756046	1	0.0	9907.032259936514	0	0.0	14165.480721672382	0	0.0	14809.460056208196	3.20425246186949E-5
4493000	-81434.45863585286	-81335.9887543072	-98.46988154566398	-81335.9887543072	19866.293052014917	-91.56212626668184	1.0063506398625179E-4	0.4334012497507345	1	0.0	469.2209891079227	1	0.0	13805.954004671516	0	0.0	19008.572091890255	0	0.0	19866.293052014917	2.3551982883067997E-5
4494000	-81429.98469891389	-81335.43590598546	-94.54879292842472	-81335.43590598546	11404.932302484762	-87.64103764944258	2.76516026809544E-4	0.04965600050180319	0	0.0	265.3129521012657	0	0.0	7552.582973749521	0	0.0	10753.364262673767	0	0.0	11404.932302484762	4.162217836825153E-5
4495000	-81439.37289281098	-81343.23465838497	-96.13823442600129	-81343.23465838497	14121.129801287922	-89.23047914701915	2.1321867348865652E-4	0.019770756413352346	1	0.0	324.0090217669538	1	0.0	9371.048316538174	0	0.0	13033.232400215846	0	0.0	14121.129801287922	3.4041300234806676E-5
4496000	-81438.7295617458	-81337.07871353907	-101.65084820672584	-81337.07871353907	29338.95027785787	-94.7430929277437	5.087908283905971E-5	0.44067174633886536	1	0.0	698.0704962868798	1	0.0	20072.019610095882	0	0.0	26931.580241556996	0	0.0	29338.95027785787	1.6202448939379668E-5
4497000	-81431.33006742994	-81335.42248442222	-95.90758300772342	-81335.42248442222	16160.69984802532	-88.99982772874128	2.6891847448984285E-5	0.9301412052922187	1	0.0	351.67467371829554	1	0.0	10983.936484529924	0	0.0	15302.985039825999	0	0.0	16160.69984802532	2.9783181760131542E-5
4498000	-81432.91243562986	-81335.63008735038	-97.28234827947912	-81335.63008735038	15244.646093534899	-90.37459300049699	5.226675124573855E-5	0.3955260513431229	1	0.0	333.03276559396227	1	0.0	10253.763722368449	0	0.0	14573.567713697266	0	0.0	15244.646093534899	3.105108324383883E-5
4499000	-81437.46270739015	-81340.52960959123	-96.93309779891553	-81340.52960959123	14219.741312089014	-90.02534251993339	2.2490019395415408E-4	0.17705180826447117	1	0.0	365.10528996279913	1	0.0	9895.34499562965	0	0.0	13442.50294702886	0	0.0	14219.741312089014	3.279041700128654E-5
4500000	-81444.04167285461	-81335.49490671305	-108.54676614156716	-81335.49490671305	61762.06909424816	-101.63901086258502	2.390572148032045E-5	0.2989971197350874	1	0.0	1317.557772098521	1	0.0	41926.95343299087	0	0.0	57770.76685164039	0	0.0	61762.06909424816	7.711639725793417E-6
4501000	-81434.04365744826	-81334.13551310204	-99.9081443462183	-81334.13551310204	24290.780977529896	-93.00038906723616	6.598240466771472E-5	0.5206379251285995	1	0.0	517.3725687352459	1	0.0	16560.559135909465	0	0.0	22826.736059495648	0	0.0	24290.780977529896	1.9670067219417667E-5
4502000	-81434.3444243786	-81339.29013011818	-95.05429426041532	-81339.29013011818	14301.084283402097	-88.14653898143318	8.499920235646292E-5	0.774777483316516	1	0.0	416.68128223527253	1	0.0	9589.055062385896	0	0.0	13515.345675483342	0	0.0	14301.084283402097	3.2945882569112774E-5
4503000	-81435.56330465981	-81334.79744663651	-100.76585802329703	-81334.79744663651	27533.528527617727	-93.85810274431489	1.40142838776388E-5	0.9213888087483547	1	0.0	704.9592435857197	1	0.0	18752.401650946085	0	0.0	25868.56501806937	0	0.0	27533.528527617727	1.739941800116363E-5
4504000	-81432.93694828749	-81334.91780906597	-98.0191392215218	-81334.91780906597	19809.798607560806	-91.11138394253966	7.458092794914714E-5	0.6869567712003217	1	0.0	497.93775659811854	1	0.0	13393.04323463161	0	0.0	18723.86655771325	0	0.0	19809.798607560806	2.4251891438594476E-5
4505000	-81429.33939197166	-81335.21772048577	-94.12167148589606	-81335.21772048577	11894.036816578162	-87.21391620691392	2.0621476260061688E-4	0.33679492553333334	1	0.0	276.79201643787366	1	0.0	8140.774296809678	0	0.0	11234.105822745712	0	0.0	11894.036816578162	4.055210828555183E-5
4506000	-81433.29511259118	-81337.89557724555	-95.39953534562545	-81337.89557724555	14595.948381903007	-88.49178006664332	1.225542656197042E-4	0.633236745352544	1	0.0	341.03126650121453	1	0.0	9860.20444081326	0	0.0	13595.812911235489	0	0.0	14595.948381903007	3.2977438152326534E-5
4507000	-81430.05528756812	-81336.6363994384	-93.41888812970997	-81336.6363994384	11226.986500053074	-86.51113285072783	1.8805141507835806E-4	0.30257937372402727	1	0.0	267.3340510024029	1	0.0	7793.47877064275	0	0.0	10742.204143893943	0	0.0	11226.986500053074	4.2340131395951524E-5
4508000	-81428.1926972926	-81335.89007718187	-92.30262011072266	-81335.89007718187	9472.362108816398	-85.39486483174052	2.631127854696525E-4	0.38409432303158436	1	0.0	239.75347726125653	1	0.0	6533.158374841774	0	0.0	8981.462333890808	0	0.0	9472.362108816398	4.937306196426784E-5
4509000	-81428.732961072	-81336.70468452926	-92.02827654274172	-81336.70468452926	10146.716822001292	-85.12052126375958	1.635476366112086E-4	0.48835987548194293	1	0.0	251.80412282632258	1	0.0	6761.719493081248	0	0.0	9402.077714360585	0	0.0	10146.716822001292	4.7456927134071136E-5
4510000	-81437.01902511959	-81336.37377293366	-100.64525218593653	-81336.37377293366	26566.39848261104	-93.73749690695439	5.880130773165774E-5	0.580636910061092	1	0.0	639.8961150875334	1	0.0	18182.207801615707	0	0.0	24998.230930558133	0	0.0	26566.39848261104	1.7712718989317606E-5
4511000	-81435.36249304675	-81338.38320535912	-96.97928768762625	-81338.38320535912	16495.770620505453	-90.07153240864412	1.0052594147776549E-4	0.07000253203755463	1	0.0	352.9963337904559	1	0.0	11064.693968549802	0	0.0	15700.700414766823	0	0.0	16495.770620505453	2.905034799293037E-5
4512000	-81438.08427790654	-81335.72669362136	-102.35758428518487	-81335.72669362136	29241.601232082125	-95.44982900620273	8.69534550222631E-5	0.2748220956270946	1	0.0	706.3364566477043	1	0.0	19688.681839661167	0	0.0	27795.0595129774	0	0.0	29241.601232082125	1.618453545828554E-5
4513000	-81435.51933402062	-81335.72331559024	-99.79601843037467	-81335.72331559024	21139.925796528943	-92.88826315139254	3.433883081419448E-5	0.5444525044770393	1	0.0	484.5568598427417	1	0.0	14736.153197327405	0	0.0	20020.52167886682	0	0.0	21139.925796528943	2.227363276695049E-5
4514000	-81450.66616890706	-81335.48760192511	-115.17856698195442	-81335.48760192511	130355.26771324006	-108.27081170297228	1.4306762727721207E-5	0.5662981159256286	1	0.0	3080.517706916785	1	0.0	89190.81755872698	0	0.0	122320.53692049469	0	0.0	130355.26771324006	3.6846618328058867E-6
4515000	-81442.71759671663	-81333.82671191843	-108.89088479818858	-81333.82671191843	56815.91725291392	-101.98312951920644	4.6026098775318785E-5	0.5693871610685285	1	0.0	1395.1673127259746	1	0.0	39109.4327701738	0	0.0	54051.51697456699	0	0.0	56815.91725291392	8.29224609629105E-6
4516000	-81434.23732038378	-81335.04423594713	-99.19308443664815	-81335.04423594713	22052.212540034365	-92.28532915766601	5.495677641796002E-5	0.5024103159917153	1	0.0	522.0653100353309	1	0.0	15074.953077412812	1	0.0	21198.716888922783	0	0.0	22052.212540034365	2.1421779336210272E-5
4517000	-81436.01476678927	-81335.0205800017	-100.99418678758103	-81335.0205800017	28027.76257060786	-94.08643150859889	1.4471736180911165E-5	0.8996268833881881	1	0.0	623.8676405730744	1	0.0	19389.154397557148	0	0.0	26084.332044261682	0	0.0	28027.76257060786	1.7073760378378037E-5
4518000	-81430.46162096034	-81338.51576047887	-91.94586048146468	-81338.51576047887	10311.266279893647	-85.03810520248254	4.65181771466747E-5	0.8996268833881881	1	0.0	236.39163536854255	1	0.0	7353.528564683491	0	0.0	9547.665047068942	0	0.0	10311.266279893647	4.59918141941647E-5
4519000	-81430.7006005903	-81335.39966648651	-95.30093410377928	-81335.39966648651	13155.42171740476	-88.39317882479715	1.4581608171536405E-4	0.791967272735493	1	0.0	327.70509995589373	1	0.0	8938.996032502404	0	0.0	12260.815338100832	0	0.0	13155.42171740476	3.640507959434227E-5
4520000	-81428.01726903724	-81336.34681641257	-91.67045262467529	-81336.34681641257	9568.630589478147	-84.76269734569316	1.535774251782543E-4	0.7624490057891038	1	0.0	239.43324790251324	1	0.0	6567.751523053668	0	0.0	9042.84330872536	0	0.0	9568.630589478147	4.873509279484942E-5
4521000	-81431.31365204939	-81339.8661163707	-91.44753567868703	-81339.8661163707	9556.388897927027	-84.5397803997049	1.420989223651856E-4	0.6207573674333539	1	0.0	246.04263752026466	1	0.0	6631.346680784136	0	0.0	8952.550161946114	0	0.0	9556.388897927027	4.833069026989958E-5
4522000	-81433.06028942124	-81336.95153132992	-96.10875809131404	-81336.95153132992	14636.688480905277	-89.20100281233191	1.7943771293942577E-4	0.11433961307484582	1	0.0	344.24966182184346	1	0.0	10056.83339018351	0	0.0	13870.539779408424	0	0.0	14636.688480905277	3.239791970302494E-5
4523000	-81435.77487435458	-81336.76929060016	-99.00558375442742	-81336.76929060016	21315.654527532355	-92.09782847544528	7.456468543285571E-5	0.27329551061605867	1	0.0	495.9494611041239	1	0.0	14910.604165739394	0	0.0	19976.77746863749	0	0.0	21315.654527532355	2.2556954323726314E-5
4524000	-81427.78814771	-81336.68382386597	-91.10432384403191	-81336.68382386597	8982.88434135468	-84.19656856504977	1.9846052133558808E-4	0.4109929218672591	1	0.0	246.3135326452325	1	0.0	6170.456534921723	0	0.0	8471.042017366153	0	0.0	8982.88434135468	5.2539080534822415E-5
4525000	-81427.22896618267	-81333.45008181244	-93.77888437022679	-81333.45008181244	12239.635182021953	-86.87112909124465	5.180818965742946E-5	0.7804189882583494	1	0.0	266.16946260968587	1	0.0	8400.560454031052	0	0.0	11572.699633032387	0	0.0	12239.635182021953	3.8610037635755506E-5
4526000	-81439.28433241103	-81334.85258494565	-104.43174746537265	-81334.85258494565	36182.56703663489	-97.52399218639052	6.403782588344159E-5	0.6172555223269737	1	0.0	804.7360079353062	1	0.0	24287.64006410122	0	0.0	34572.79333659328	0	0.0	36182.56703663489	1.2961246728423144E-5
4527000	-81432.22982667791	-81335.63621487335	-96.59361180457081	-81335.63621487335	14085.838544762748	-89.68585652558868	1.711623644512914E-4	0.7471059571158041	1	0.0	300.76945779556917	1	0.0	9494.377536159775	0	0.0	13360.298351793695	0	0.0	14085.838544762748	3.34223774405087E-5
4528000	-81431.8255878312	-81334.88693504178	-96.93865278943002	-81334.88693504178	17387.4107260509	-90.03089751044789	9.553229201430996E-5	0.4652057927974886	1	0.0	415.45329138213054	1	0.0	11890.798555220541	0	0.0	16226.519245263844	0	0.0	17387.4107260509	2.753739046486104E-5
4529000	-81437.69966584175	-81337.95863416976	-99.74103167198705	-81337.95863416976	21155.062687814065	-92.83327639300491	1.0783750157591832E-4	0.6705402759878978	0	0.0	461.46723262010414	1	0.0	14550.613294973125	0	0.0	20069.497827971732	0	0.0	21155.062687814065	2.200572761067239E-5
4530000	-81437.00032778722	-81342.55539248206	-94.44493530516499	-81342.55539248206	13017.047334737996	-87.53718002618285	1.2297437776970983E-4	0.38058312665723765	0	0.0	324.3887832249327	1	0.0	9002.433802710193	0	0.0	12408.971522560514	0	0.0	13017.047334737996	3.5877272926723114E-5
4531000	-81439.21700527662	-81338.67423869776	-100.54276657885441	-81338.67423869776	25473.0789178443	-93.63501129987228	5.389840099942928E-5	0.4475724484150295	1	0.0	653.9157087682347	1	0.0	17670.224343882197	0	0.0	24708.979147842947	0	0.0	25473.0789178443	1.8613484044501702E-5
