"Uni_N1","Uni_N2"
"eco:b3622","eco:core oligosaccharide lipid A"
"eco:b3622","eco:H+"
"eco:b3622","eco:(enterobacterial common antigen)x4 core oligosaccharide lipid A"
"eco:b3622","eco:(enterobacterial common antigen)x4 undecaprenyl-diphosphate"
"eco:b3059","eco:Phosphate"
"eco:b3059","eco:Glycerol 3-phosphate"
"eco:b3059","eco:H+"
"eco:b3059","eco:1-octadec-11-enoyl-sn-glycerol 3-phosphate"
"eco:b3059","eco:Octadecanoyl-phosphate (n-C18:1)"
"eco:b2170","eco:H+"
"eco:b0070","eco:H+"
"eco:b1528","eco:H+"
"eco:b2170","eco:Lactose"
"eco:b0070","eco:Lactose"
"eco:b1528","eco:Lactose"
"eco:b2170","eco:Lactose"
"eco:b0070","eco:Lactose"
"eco:b1528","eco:Lactose"
"eco:b2170","eco:H+"
"eco:b0070","eco:H+"
"eco:b1528","eco:H+"
"eco:b0914","eco:1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate"
"eco:b0914","eco:1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate"
"eco:b0914","eco:H2O"
"eco:b0914","eco:Phosphate"
"eco:b0914","eco:ADP"
"eco:b0914","eco:H+"
"eco:b0914","eco:ATP"
"eco:b1094","eco:Phosphate"
"eco:b1090","eco:Phosphate"
"eco:b1094","eco:Octadecanoyl-ACP (n-C18:0ACP)"
"eco:b1090","eco:Octadecanoyl-ACP (n-C18:0ACP)"
"eco:b1094","eco:H+"
"eco:b1090","eco:H+"
"eco:b1094","eco:Octadecanoyl-phosphate (n-C18:0)"
"eco:b1090","eco:Octadecanoyl-phosphate (n-C18:0)"
"eco:b1094","eco:acyl carrier protein"
"eco:b1090","eco:acyl carrier protein"
"eco:Phenylacetaldehyde exchange","eco:Phenylacetaldehyde"
"eco:b1394","eco:2-oxepin-2(3H)-ylideneacetyl-CoA"
"eco:b1394","eco:Ring 1,2-epoxyphenylacetyl-CoA"
"eco:b0241","eco:D-Glucuronate 1-phosphate"
"eco:b0929","eco:D-Glucuronate 1-phosphate"
"eco:b1377","eco:D-Glucuronate 1-phosphate"
"eco:b2215","eco:D-Glucuronate 1-phosphate"
"eco:b0241","eco:D-Glucuronate 1-phosphate"
"eco:b0929","eco:D-Glucuronate 1-phosphate"
"eco:b1377","eco:D-Glucuronate 1-phosphate"
"eco:b2215","eco:D-Glucuronate 1-phosphate"
"eco:b0954","eco:H2O"
"eco:b0180","eco:H2O"
"eco:b0954","eco:(R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein]"
"eco:b0180","eco:(R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein]"
"eco:b0954","eco:trans-octadec-2-enoyl-[acyl-carrier protein]"
"eco:b0180","eco:trans-octadec-2-enoyl-[acyl-carrier protein]"
"eco:s0001","eco:Nitrous oxide"
"eco:s0001","eco:H2O"
"eco:s0001","eco:Fe3+"
"eco:s0001","eco:H+"
"eco:s0001","eco:[4Fe-4S] iron-sulfur cluster"
"eco:s0001","eco:[3Fe-4S] damaged iron-sulfur cluster"
"eco:s0001","eco:Nitric oxide"
"eco:b4040","eco:3-Octaprenyl-4-hydroxybenzoate"
"eco:b4040","eco:all-trans-Octaprenyl diphosphate"
"eco:b4040","eco:Diphosphate"
"eco:b4040","eco:4-Hydroxybenzoate"
"eco:b0241","eco:L-Valine"
"eco:b0929","eco:L-Valine"
"eco:b1377","eco:L-Valine"
"eco:b2215","eco:L-Valine"
"eco:b0241","eco:L-Valine"
"eco:b0929","eco:L-Valine"
"eco:b1377","eco:L-Valine"
"eco:b2215","eco:L-Valine"
"eco:D-Cysteine exchange","eco:D-Cysteine"
"eco:b4198","eco:L-Ribulose 5-phosphate"
"eco:b3583","eco:L-Ribulose 5-phosphate"
"eco:b0061","eco:L-Ribulose 5-phosphate"
"eco:b4198","eco:D-Xylulose 5-phosphate"
"eco:b3583","eco:D-Xylulose 5-phosphate"
"eco:b0061","eco:D-Xylulose 5-phosphate"
"eco:b0632","eco:two linked disacharide tetrapeptide murein units (uncrosslinked, middle of chain)"
"eco:b3182","eco:two linked disacharide tetrapeptide murein units (uncrosslinked, middle of chain)"
"eco:b0839","eco:two linked disacharide tetrapeptide murein units (uncrosslinked, middle of chain)"
"eco:b2010","eco:two linked disacharide tetrapeptide murein units (uncrosslinked, middle of chain)"
"eco:b0632","eco:H2O"
"eco:b3182","eco:H2O"
"eco:b0839","eco:H2O"
"eco:b2010","eco:H2O"
"eco:b0632","eco:D-Alanine"
"eco:b3182","eco:D-Alanine"
"eco:b0839","eco:D-Alanine"
"eco:b2010","eco:D-Alanine"
"eco:b0632","eco:two linked disacharide pentapeptide and tetrapeptide murein units (uncrosslinked, middle of chain)"
"eco:b3182","eco:two linked disacharide pentapeptide and tetrapeptide murein units (uncrosslinked, middle of chain)"
"eco:b0839","eco:two linked disacharide pentapeptide and tetrapeptide murein units (uncrosslinked, middle of chain)"
"eco:b2010","eco:two linked disacharide pentapeptide and tetrapeptide murein units (uncrosslinked, middle of chain)"
"eco:b3821","eco:Hexadecanoate (n-C16:0)"
"eco:b3821","eco:1-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0)"
"eco:b3821","eco:H+"
"eco:b3821","eco:phosphatidylethanolamine (dihexadecanoyl, n-C16:0)"
"eco:b3821","eco:H2O"
"eco:b3469","eco:H+"
"eco:b3469","eco:ADP"
"eco:b3469","eco:nickel"
"eco:b3469","eco:nickel"
"eco:b3469","eco:Phosphate"
"eco:b3469","eco:H2O"
"eco:b3469","eco:ATP"
"eco:Orotate exchange","eco:Orotate"
"eco:b0311","eco:Nicotinamide adenine dinucleotide - reduced"
"eco:b0311","eco:H+"
"eco:b0311","eco:Betaine aldehyde"
"eco:b0311","eco:Nicotinamide adenine dinucleotide"
"eco:b0311","eco:Choline"
"eco:Cyanate exchange","eco:Cyanate"
"eco:b0914","eco:H+"
"eco:b0914","eco:1,2-dioctadecanoyl-sn-glycerol 3-phosphate"
"eco:b0914","eco:ADP"
"eco:b0914","eco:1,2-dioctadecanoyl-sn-glycerol 3-phosphate"
"eco:b0914","eco:Phosphate"
"eco:b0914","eco:H2O"
"eco:b0914","eco:ATP"
"eco:b3059","eco:Phosphate"
"eco:b3059","eco:Glycerol 3-phosphate"
"eco:b3059","eco:H+"
"eco:b3059","eco:1-octadecanoyl-sn-glycerol 3-phosphate"
"eco:b3059","eco:Octadecanoyl-phosphate (n-C18:0)"
"eco:b2799","eco:Nicotinamide adenine dinucleotide"
"eco:b2799","eco:L-Lactaldehyde"
"eco:b2799","eco:H+"
"eco:b2799","eco:(S)-Propane-1,2-diol"
"eco:b2799","eco:Nicotinamide adenine dinucleotide - reduced"
"eco:b0401","eco:H+"
"eco:b2683","eco:H+"
"eco:b2682","eco:H+"
"eco:b0401","eco:L-Valine"
"eco:b2683","eco:L-Valine"
"eco:b2682","eco:L-Valine"
"eco:b0401","eco:L-Valine"
"eco:b2683","eco:L-Valine"
"eco:b2682","eco:L-Valine"
"eco:b0401","eco:H+"
"eco:b2683","eco:H+"
"eco:b2682","eco:H+"
"eco:b1094","eco:Phosphate"
"eco:b1090","eco:Phosphate"
"eco:b1094","eco:cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1)"
"eco:b1090","eco:cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1)"
"eco:b1094","eco:H+"
"eco:b1090","eco:H+"
"eco:b1094","eco:Hexadecanoyl-phosphate (n-C16:1)"
"eco:b1090","eco:Hexadecanoyl-phosphate (n-C16:1)"
"eco:b1094","eco:acyl carrier protein"
"eco:b1090","eco:acyl carrier protein"
"eco:M-diaminopimelic acid ABC transport (periplasm)","eco:Phosphate"
"eco:M-diaminopimelic acid ABC transport (periplasm)","eco:meso-2,6-Diaminoheptanedioate"
"eco:M-diaminopimelic acid ABC transport (periplasm)","eco:meso-2,6-Diaminoheptanedioate"
"eco:M-diaminopimelic acid ABC transport (periplasm)","eco:H2O"
"eco:M-diaminopimelic acid ABC transport (periplasm)","eco:H+"
"eco:M-diaminopimelic acid ABC transport (periplasm)","eco:ADP"
"eco:M-diaminopimelic acid ABC transport (periplasm)","eco:ATP"
"eco:b2480","eco:Oxidized thioredoxin"
"eco:b3781","eco:Oxidized thioredoxin"
"eco:b2582","eco:Oxidized thioredoxin"
"eco:b1710","eco:Oxidized thioredoxin"
"eco:b2480","eco:Reduced thioredoxin"
"eco:b3781","eco:Reduced thioredoxin"
"eco:b2582","eco:Reduced thioredoxin"
"eco:b1710","eco:Reduced thioredoxin"
"eco:b2480","eco:H2O"
"eco:b3781","eco:H2O"
"eco:b2582","eco:H2O"
"eco:b1710","eco:H2O"
"eco:b2480","eco:Hydrogen peroxide"
"eco:b3781","eco:Hydrogen peroxide"
"eco:b2582","eco:Hydrogen peroxide"
"eco:b1710","eco:Hydrogen peroxide"
"eco:b3626","eco:UDP"
"eco:b3626","eco:H+"
"eco:b3626","eco:glucosyl-glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A"
"eco:b3626","eco:UDPglucose"
"eco:b3626","eco:glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A"
"eco:b3200","eco:(enterobacterial common antigen)x4 core oligosaccharide lipid A"
"eco:b3201","eco:(enterobacterial common antigen)x4 core oligosaccharide lipid A"
"eco:b3199","eco:(enterobacterial common antigen)x4 core oligosaccharide lipid A"
"eco:b4261","eco:(enterobacterial common antigen)x4 core oligosaccharide lipid A"
"eco:b4262","eco:(enterobacterial common antigen)x4 core oligosaccharide lipid A"
"eco:b3200","eco:(enterobacterial common antigen)x4 core oligosaccharide lipid A"
"eco:b3201","eco:(enterobacterial common antigen)x4 core oligosaccharide lipid A"
"eco:b3199","eco:(enterobacterial common antigen)x4 core oligosaccharide lipid A"
"eco:b4261","eco:(enterobacterial common antigen)x4 core oligosaccharide lipid A"
"eco:b4262","eco:(enterobacterial common antigen)x4 core oligosaccharide lipid A"
"eco:b3200","eco:H2O"
"eco:b3201","eco:H2O"
"eco:b3199","eco:H2O"
"eco:b4261","eco:H2O"
"eco:b4262","eco:H2O"
"eco:b3200","eco:ATP"
"eco:b3201","eco:ATP"
"eco:b3199","eco:ATP"
"eco:b4261","eco:ATP"
"eco:b4262","eco:ATP"
"eco:b3200","eco:Phosphate"
"eco:b3201","eco:Phosphate"
"eco:b3199","eco:Phosphate"
"eco:b4261","eco:Phosphate"
"eco:b4262","eco:Phosphate"
"eco:b3200","eco:H+"
"eco:b3201","eco:H+"
"eco:b3199","eco:H+"
"eco:b4261","eco:H+"
"eco:b4262","eco:H+"
"eco:b3200","eco:ADP"
"eco:b3201","eco:ADP"
"eco:b3199","eco:ADP"
"eco:b4261","eco:ADP"
"eco:b4262","eco:ADP"
"eco:b1395","eco:H+"
"eco:b1395","eco:Nicotinamide adenine dinucleotide"
"eco:b1395","eco:(3S)-3-Hydroxyadipyl-CoA"
"eco:b1395","eco:3-Oxoadipyl-CoA"
"eco:b1395","eco:Nicotinamide adenine dinucleotide - reduced"
"eco:b0180","eco:trans-3-cis-9-palmitoleoyl-[acyl-carrier protein]"
"eco:b0954","eco:trans-3-cis-9-palmitoleoyl-[acyl-carrier protein]"
"eco:b0180","eco:H2O"
"eco:b0954","eco:H2O"
"eco:b0180","eco:(R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein]"
"eco:b0954","eco:(R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein]"
"eco:Ornithine exchange","eco:Ornithine"
"eco:s0001","eco:H2O"
"eco:s0001","eco:H+"
"eco:s0001","eco:[4Fe-4S] iron-sulfur cluster"
"eco:s0001","eco:Fe3+"
"eco:s0001","eco:[3Fe-4S] damaged iron-sulfur cluster"
"eco:s0001","eco:Hydrogen peroxide"
"eco:b2710","eco:Nitrous oxide"
"eco:b2711","eco:Nitrous oxide"
"eco:b2710","eco:H2O"
"eco:b2711","eco:H2O"
"eco:b2710","eco:Nicotinamide adenine dinucleotide"
"eco:b2711","eco:Nicotinamide adenine dinucleotide"
"eco:b2710","eco:Nitric oxide"
"eco:b2711","eco:Nitric oxide"
"eco:b2710","eco:Nicotinamide adenine dinucleotide - reduced"
"eco:b2711","eco:Nicotinamide adenine dinucleotide - reduced"
"eco:b2710","eco:H+"
"eco:b2711","eco:H+"
"eco:b3809","eco:meso-2,6-Diaminoheptanedioate"
"eco:b3809","eco:LL-2,6-Diaminoheptanedioate"
"eco:b0063","eco:L-Ribulose 5-phosphate"
"eco:b0063","eco:H+"
"eco:b0063","eco:L-Ribulose"
"eco:b0063","eco:ADP"
"eco:b0063","eco:ATP"
"eco:Hydrogen cyanide exchange","eco:Hydrogen cyanide"
"eco:b0241","eco:Choline"
"eco:b0929","eco:Choline"
"eco:b1377","eco:Choline"
"eco:b2215","eco:Choline"
"eco:b0241","eco:Choline"
"eco:b0929","eco:Choline"
"eco:b1377","eco:Choline"
"eco:b2215","eco:Choline"
"eco:b3821","eco:H+"
"eco:b3821","eco:tetradecenoate (n-C14:1)"
"eco:b3821","eco:1-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1)"
"eco:b3821","eco:phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1)"
"eco:b3821","eco:H2O"
"eco:b0632","eco:two linked disacharide pentapeptide and tetrapeptide murein units (uncrosslinked, middle of chain)"
"eco:b3182","eco:two linked disacharide pentapeptide and tetrapeptide murein units (uncrosslinked, middle of chain)"
"eco:b0839","eco:two linked disacharide pentapeptide and tetrapeptide murein units (uncrosslinked, middle of chain)"
"eco:b2010","eco:two linked disacharide pentapeptide and tetrapeptide murein units (uncrosslinked, middle of chain)"
"eco:b0632","eco:D-Alanine"
"eco:b3182","eco:D-Alanine"
"eco:b0839","eco:D-Alanine"
"eco:b2010","eco:D-Alanine"
"eco:b0632","eco:two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)"
"eco:b3182","eco:two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)"
"eco:b0839","eco:two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)"
"eco:b2010","eco:two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)"
"eco:b0632","eco:H2O"
"eco:b3182","eco:H2O"
"eco:b0839","eco:H2O"
"eco:b2010","eco:H2O"
"eco:b3059","eco:Phosphate"
"eco:b3059","eco:H+"
"eco:b3059","eco:Glycerol 3-phosphate"
"eco:b3059","eco:1-hexadec-9-enoyl-sn-glycerol 3-phosphate"
"eco:b3059","eco:Hexadecanoyl-phosphate (n-C16:1)"
"eco:lacaldehyde reductase (R-propane-1,2-diol forming)","eco:Nicotinamide adenine dinucleotide"
"eco:lacaldehyde reductase (R-propane-1,2-diol forming)","eco:H+"
"eco:lacaldehyde reductase (R-propane-1,2-diol forming)","eco:(R)-Propane-1,2-diol"
"eco:lacaldehyde reductase (R-propane-1,2-diol forming)","eco:Nicotinamide adenine dinucleotide - reduced"
"eco:lacaldehyde reductase (R-propane-1,2-diol forming)","eco:D-Lactaldehyde"
"eco:b0914","eco:Phosphate"
"eco:b0914","eco:1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate"
"eco:b0914","eco:H+"
"eco:b0914","eco:ATP"
"eco:b0914","eco:ADP"
"eco:b0914","eco:H2O"
"eco:b0914","eco:1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate"
"eco:b1094","eco:Palmitoyl-ACP (n-C16:0ACP)"
"eco:b1090","eco:Palmitoyl-ACP (n-C16:0ACP)"
"eco:b1094","eco:H+"
"eco:b1090","eco:H+"
"eco:b1094","eco:Hexadecanoyl-phosphate (n-C16:0)"
"eco:b1090","eco:Hexadecanoyl-phosphate (n-C16:0)"
"eco:b1094","eco:acyl carrier protein"
"eco:b1090","eco:acyl carrier protein"
"eco:b1094","eco:Phosphate"
"eco:b1090","eco:Phosphate"
"eco:b2551","eco:5,10-Methenyltetrahydrofolate"
"eco:b2551","eco:5-Formyltetrahydrofolate"
"eco:b2551","eco:H2O"
"eco:b2551","eco:H+"
"eco:b3627","eco:UDP"
"eco:b3627","eco:H+"
"eco:b3627","eco:glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A"
"eco:b3627","eco:UDPglucose"
"eco:b3627","eco:galactosyl-glucosyl-inner core oligosaccharide lipid A"
"eco:octanoate (n-C8:0) exchange","eco:octanoate (n-C8:0)"
"eco:b0123","eco:H+"
"eco:b0123","eco:Fe2+"
"eco:b0123","eco:H2O"
"eco:b0123","eco:Fe3+"
"eco:b0123","eco:O2"
"eco:b0954","eco:H2O"
"eco:b0180","eco:H2O"
"eco:b0954","eco:R-3-hydroxypalmitoyl-[acyl-carrier protein]"
"eco:b0180","eco:R-3-hydroxypalmitoyl-[acyl-carrier protein]"
"eco:b0954","eco:trans-Hexadec-2-enoyl-[acyl-carrier protein]"
"eco:b0180","eco:trans-Hexadec-2-enoyl-[acyl-carrier protein]"
"eco:b1288","eco:trans-Oct-2-enoyl-[acyl-carrier protein]"
"eco:b1288","eco:Nicotinamide adenine dinucleotide phosphate - reduced"
"eco:b1288","eco:H+"
"eco:b1288","eco:Octanoyl-ACP (n-C8:0ACP)"
"eco:b1288","eco:Nicotinamide adenine dinucleotide phosphate"
"eco:b3846","eco:Nicotinamide adenine dinucleotide - reduced"
"eco:b2341","eco:Nicotinamide adenine dinucleotide - reduced"
"eco:b3846","eco:H+"
"eco:b2341","eco:H+"
"eco:b3846","eco:3-Oxooctadecanoyl-CoA"
"eco:b2341","eco:3-Oxooctadecanoyl-CoA"
"eco:b3846","eco:Nicotinamide adenine dinucleotide"
"eco:b2341","eco:Nicotinamide adenine dinucleotide"
"eco:b3846","eco:(S)-3-Hydroxyoctadecanoyl-CoA"
"eco:b2341","eco:(S)-3-Hydroxyoctadecanoyl-CoA"
"eco:b3454","eco:L-Valine"
"eco:b3455","eco:L-Valine"
"eco:b3457","eco:L-Valine"
"eco:b3460","eco:L-Valine"
"eco:b3456","eco:L-Valine"
"eco:b3454","eco:L-Valine"
"eco:b3455","eco:L-Valine"
"eco:b3457","eco:L-Valine"
"eco:b3460","eco:L-Valine"
"eco:b3456","eco:L-Valine"
"eco:b3454","eco:ATP"
"eco:b3455","eco:ATP"
"eco:b3457","eco:ATP"
"eco:b3460","eco:ATP"
"eco:b3456","eco:ATP"
"eco:b3454","eco:H2O"
"eco:b3455","eco:H2O"
"eco:b3457","eco:H2O"
"eco:b3460","eco:H2O"
"eco:b3456","eco:H2O"
"eco:b3454","eco:H+"
"eco:b3455","eco:H+"
"eco:b3457","eco:H+"
"eco:b3460","eco:H+"
"eco:b3456","eco:H+"
"eco:b3454","eco:Phosphate"
"eco:b3455","eco:Phosphate"
"eco:b3457","eco:Phosphate"
"eco:b3460","eco:Phosphate"
"eco:b3456","eco:Phosphate"
"eco:b3454","eco:ADP"
"eco:b3455","eco:ADP"
"eco:b3457","eco:ADP"
"eco:b3460","eco:ADP"
"eco:b3456","eco:ADP"
"eco:b0451","eco:Ammonium"
"eco:s0001","eco:Ammonium"
"eco:b0451","eco:Ammonium"
"eco:s0001","eco:Ammonium"
"eco:b0314","eco:H+"
"eco:b1801","eco:H+"
"eco:b0314","eco:Choline"
"eco:b1801","eco:Choline"
"eco:b0314","eco:H+"
"eco:b1801","eco:H+"
"eco:b0314","eco:Choline"
"eco:b1801","eco:Choline"
"eco:b3752","eco:alpha-D-Ribose 5-phosphate"
"eco:b3752","eco:ADP"
"eco:b3752","eco:H+"
"eco:b3752","eco:D-Ribose"
"eco:b3752","eco:ATP"
"eco:b1094","eco:Phosphate"
"eco:b1090","eco:Phosphate"
"eco:b1094","eco:H+"
"eco:b1090","eco:H+"
"eco:b1094","eco:Tetradecanoyl-phosphate (n-C14:1)"
"eco:b1090","eco:Tetradecanoyl-phosphate (n-C14:1)"
"eco:b1094","eco:acyl carrier protein"
"eco:b1090","eco:acyl carrier protein"
"eco:b1094","eco:cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1)"
"eco:b1090","eco:cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1)"
"eco:Cu2+ exchange","eco:Cu2+"
"eco:b0632","eco:D-Alanine"
"eco:b3182","eco:D-Alanine"
"eco:b0839","eco:D-Alanine"
"eco:b2010","eco:D-Alanine"
"eco:b0632","eco:three disacharide linked murein units (pentapeptide crosslinked tetrapeptide (A2pm->D-ala) tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain)"
"eco:b3182","eco:three disacharide linked murein units (pentapeptide crosslinked tetrapeptide (A2pm->D-ala) tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain)"
"eco:b0839","eco:three disacharide linked murein units (pentapeptide crosslinked tetrapeptide (A2pm->D-ala) tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain)"
"eco:b2010","eco:three disacharide linked murein units (pentapeptide crosslinked tetrapeptide (A2pm->D-ala) tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain)"
"eco:b0632","eco:three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala) & tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain)"
"eco:b3182","eco:three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala) & tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain)"
"eco:b0839","eco:three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala) & tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain)"
"eco:b2010","eco:three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala) & tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain)"
"eco:b0632","eco:H2O"
"eco:b3182","eco:H2O"
"eco:b0839","eco:H2O"
"eco:b2010","eco:H2O"
"eco:b3821","eco:H+"
"eco:b3821","eco:1-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0)"
"eco:b3821","eco:tetradecanoate (n-C14:0)"
"eco:b3821","eco:H2O"
"eco:b3821","eco:phosphatidylethanolamine (ditetradecanoyl, n-C14:0)"
"eco:b2838","eco:L-Lysine"
"eco:b2838","eco:CO2"
"eco:b2838","eco:H+"
"eco:b2838","eco:meso-2,6-Diaminoheptanedioate"
"eco:b0954","eco:trans-3-cis-7-myristoleoyl-[acyl-carrier protein]"
"eco:b0180","eco:trans-3-cis-7-myristoleoyl-[acyl-carrier protein]"
"eco:b0954","eco:H2O"
"eco:b0180","eco:H2O"
"eco:b0954","eco:(R)-3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein]"
"eco:b0180","eco:(R)-3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein]"
"eco:b3059","eco:Phosphate"
"eco:b3059","eco:H+"
"eco:b3059","eco:1-hexadecanoyl-sn-glycerol 3-phosphate"
"eco:b3059","eco:Hexadecanoyl-phosphate (n-C16:0)"
"eco:b3059","eco:Glycerol 3-phosphate"
"eco:b1415","eco:Nicotinamide adenine dinucleotide - reduced"
"eco:b1415","eco:L-Lactaldehyde"
"eco:b1415","eco:H2O"
"eco:b1415","eco:L-Lactate"
"eco:b1415","eco:H+"
"eco:b1415","eco:Nicotinamide adenine dinucleotide"
"eco:b0166","eco:Succinyl-CoA"
"eco:b0166","eco:H2O"
"eco:b0166","eco:N-Succinyl-2-L-amino-6-oxoheptanedioate"
"eco:b0166","eco:2,3,4,5-Tetrahydrodipicolinate"
"eco:b0166","eco:Coenzyme A"
"eco:b0150","eco:ferroxamine"
"eco:b1252","eco:ferroxamine"
"eco:b3005","eco:ferroxamine"
"eco:b3006","eco:ferroxamine"
"eco:b0150","eco:ferroxamine"
"eco:b1252","eco:ferroxamine"
"eco:b3005","eco:ferroxamine"
"eco:b3006","eco:ferroxamine"
"eco:b0150","eco:H+"
"eco:b1252","eco:H+"
"eco:b3005","eco:H+"
"eco:b3006","eco:H+"
"eco:b0150","eco:H+"
"eco:b1252","eco:H+"
"eco:b3005","eco:H+"
"eco:b3006","eco:H+"
"eco:octadecenoate (n-C18:1) exchange","eco:octadecenoate (n-C18:1)"
"eco:b0914","eco:1,2-dihexadecanoyl-sn-glycerol 3-phosphate"
"eco:b0914","eco:1,2-dihexadecanoyl-sn-glycerol 3-phosphate"
"eco:b0914","eco:ATP"
"eco:b0914","eco:H2O"
"eco:b0914","eco:H+"
"eco:b0914","eco:Phosphate"
"eco:b0914","eco:ADP"
"eco:b1288","eco:Nicotinamide adenine dinucleotide - reduced"
"eco:b1288","eco:H+"
"eco:b1288","eco:Octanoyl-ACP (n-C8:0ACP)"
"eco:b1288","eco:Nicotinamide adenine dinucleotide"
"eco:b1288","eco:trans-Oct-2-enoyl-[acyl-carrier protein]"
"eco:b3846","eco:H+"
"eco:b2341","eco:H+"
"eco:b3846","eco:3-Oxohexadecanoyl-CoA"
"eco:b2341","eco:3-Oxohexadecanoyl-CoA"
"eco:b3846","eco:Nicotinamide adenine dinucleotide"
"eco:b2341","eco:Nicotinamide adenine dinucleotide"
"eco:b3846","eco:(S)-3-Hydroxyhexadecanoyl-CoA"
"eco:b2341","eco:(S)-3-Hydroxyhexadecanoyl-CoA"
"eco:b3846","eco:Nicotinamide adenine dinucleotide - reduced"
"eco:b2341","eco:Nicotinamide adenine dinucleotide - reduced"
"eco:b3631","eco:UDP"
"eco:b3631","eco:H+"
"eco:b3631","eco:glucosyl-inner core oligosaccharide lipid A"
"eco:b3631","eco:UDPglucose"
"eco:b3631","eco:inner core oligosaccharide lipid A (E coli)"
"eco:b4258","eco:L-Valine"
"eco:b4258","eco:AMP"
"eco:b4258","eco:tRNA(Val)"
"eco:b4258","eco:L-Valyl-tRNA(Val)"
"eco:b4258","eco:Diphosphate"
"eco:b4258","eco:ATP"
"eco:b0632","eco:two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)"
"eco:b3182","eco:two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)"
"eco:b0839","eco:two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)"
"eco:b2010","eco:two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)"
"eco:b0632","eco:H2O"
"eco:b3182","eco:H2O"
"eco:b0839","eco:H2O"
"eco:b2010","eco:H2O"
"eco:b0632","eco:two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)"
"eco:b3182","eco:two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)"
"eco:b0839","eco:two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)"
"eco:b2010","eco:two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)"
"eco:b0632","eco:D-Alanine"
"eco:b3182","eco:D-Alanine"
"eco:b0839","eco:D-Alanine"
"eco:b2010","eco:D-Alanine"
"eco:Cu+ exchange","eco:Cu+"
"eco:b0241","eco:Ammonium"
"eco:b0929","eco:Ammonium"
"eco:b1377","eco:Ammonium"
"eco:b2215","eco:Ammonium"
"eco:b0241","eco:Ammonium"
"eco:b0929","eco:Ammonium"
"eco:b1377","eco:Ammonium"
"eco:b2215","eco:Ammonium"
"eco:b1094","eco:Tetradecanoyl-phosphate (n-C14:0)"
"eco:b1090","eco:Tetradecanoyl-phosphate (n-C14:0)"
"eco:b1094","eco:Myristoyl-ACP (n-C14:0ACP)"
