node1	node2
b3182	two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)
b0839	two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)
b2010	two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)
b0632	H2O
b3182	H2O
b0839	H2O
b2010	H2O
b0632	two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)
b3182	two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)
b0839	two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)
b2010	two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)
b0632	D-Alanine
b3182	D-Alanine
b0839	D-Alanine
b2010	D-Alanine
Cu+ exchange	Cu+
b0241	Ammonium
b0929	Ammonium
b1377	Ammonium
b2215	Ammonium
b0241	Ammonium
b0929	Ammonium
b1377	Ammonium
b2215	Ammonium
b1094	Tetradecanoyl-phosphate (n-C14:0)
b1090	Tetradecanoyl-phosphate (n-C14:0)
b1094	Myristoyl-ACP (n-C14:0ACP)
b1090	Myristoyl-ACP (n-C14:0ACP)
b1094	H+
b1090	H+
b1094	acyl carrier protein
b1090	acyl carrier protein
b1094	Phosphate
b1090	Phosphate
b2128	Phosphate
b2129	Phosphate
b2130	Phosphate
b2131	Phosphate
b2128	H+
b2129	H+
b2130	H+
b2131	H+
b2128	H2O
b2129	H2O
b2130	H2O
b2131	H2O
b2128	ATP
b2129	ATP
b2130	ATP
b2131	ATP
b2128	Choline
b2129	Choline
b2130	Choline
b2131	Choline
b2128	ADP
b2129	ADP
b2130	ADP
b2131	ADP
b2128	Choline
b2129	Choline
b2130	Choline
b2131	Choline
b2871	Ammonium
b2871	H2O
b2871	2,3-diaminopropionate
b2871	Pyruvate
b0415	4-(1-D-Ribitylamino)-5-aminouracil
b1662	4-(1-D-Ribitylamino)-5-aminouracil
b0415	Riboflavin
b1662	Riboflavin
b0415	6,7-Dimethyl-8-(1-D-ribityl)lumazine
b1662	6,7-Dimethyl-8-(1-D-ribityl)lumazine
b3821	Dodecanoate (n-C12:0)
b3821	phosphatidylethanolamine (didodecanoyl, n-C12:0)
b3821	1-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0)
b3821	H+
b3821	H2O
b3059	Phosphate
b3059	H+
b3059	1-tetradec-7-enoyl-sn-glycerol 3-phosphate
b3059	Tetradecanoyl-phosphate (n-C14:1)
b3059	Glycerol 3-phosphate
b0237	L-Glutamate
b0237	L-alanine-L-glutamate
b0237	L-Alanine
b0237	H2O
b1288	Nicotinamide adenine dinucleotide phosphate - reduced
b1288	H+
b1288	Nicotinamide adenine dinucleotide phosphate
b1288	Hexanoyl-ACP (n-C6:0ACP)
b1288	trans-Hex-2-enoyl-[acyl-carrier protein]
b3846	H+
b2341	H+
b3846	3-Oxotetradecanoyl-CoA
b2341	3-Oxotetradecanoyl-CoA
b3846	Nicotinamide adenine dinucleotide
b2341	Nicotinamide adenine dinucleotide
b3846	(S)-3-Hydroxytetradecanoyl-CoA
b2341	(S)-3-Hydroxytetradecanoyl-CoA
b3846	Nicotinamide adenine dinucleotide - reduced
b2341	Nicotinamide adenine dinucleotide - reduced
b1602	H+
b1603	H+
b1602	Nicotinamide adenine dinucleotide - reduced
b1603	Nicotinamide adenine dinucleotide - reduced
b1602	Nicotinamide adenine dinucleotide phosphate
b1603	Nicotinamide adenine dinucleotide phosphate
b1602	Nicotinamide adenine dinucleotide
b1603	Nicotinamide adenine dinucleotide
b1602	Nicotinamide adenine dinucleotide phosphate - reduced
b1603	Nicotinamide adenine dinucleotide phosphate - reduced
b1602	H+
b1603	H+
b0954	trans-Tetradec-2-enoyl-[acyl-carrier protein]
b0180	trans-Tetradec-2-enoyl-[acyl-carrier protein]
b0954	H2O
b0180	H2O
b0954	(R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]
b0180	(R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]
octadecanoate (n-C18:0) exchange	octadecanoate (n-C18:0)
b3429	glycogen
b3429	ADP
b3429	H+
b3429	ADPglucose
b3770	L-Valine
b3770	2-Oxoglutarate
b3770	3-Methyl-2-oxobutanoate
b3770	L-Glutamate
s0001	ferroxamine
s0001	ferroxamine minus Fe(3)
s0001	Fe3+
b0914	ADP
b0914	H+
b0914	1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate
b0914	1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate
b0914	Phosphate
b0914	H2O
b0914	ATP
Cytosine exchange	Cytosine
b0241	dAMP
b0929	dAMP
b1377	dAMP
b2215	dAMP
b0241	dAMP
b0929	dAMP
b1377	dAMP
b2215	dAMP
b0084	three disacharide linked murein units (pentapeptide crosslinked tetrapeptide (A2pm->D-ala) tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain)
b0635	three disacharide linked murein units (pentapeptide crosslinked tetrapeptide (A2pm->D-ala) tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain)
b0149	three disacharide linked murein units (pentapeptide crosslinked tetrapeptide (A2pm->D-ala) tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain)
b3396	three disacharide linked murein units (pentapeptide crosslinked tetrapeptide (A2pm->D-ala) tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain)
b0084	D-Alanine
b0635	D-Alanine
b0149	D-Alanine
b3396	D-Alanine
b0084	three linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)
b0635	three linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)
b0149	three linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)
b3396	three linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)
b0474	ADP
b2518	ADP
b0474	dADP
b2518	dADP
b0474	ATP
b2518	ATP
b0474	dATP
b2518	dATP
b3132	D-Tagatose 1,6-biphosphate
b3137	D-Tagatose 1,6-biphosphate
b2095	D-Tagatose 1,6-biphosphate
b2096	D-Tagatose 1,6-biphosphate
b3132	Glyceraldehyde 3-phosphate
b3137	Glyceraldehyde 3-phosphate
b2095	Glyceraldehyde 3-phosphate
b2096	Glyceraldehyde 3-phosphate
b3132	Dihydroxyacetone phosphate
b3137	Dihydroxyacetone phosphate
b2095	Dihydroxyacetone phosphate
b2096	Dihydroxyacetone phosphate
b0180	(R)-3-hydroxy-cis-dodec-5-enoyl-[acyl-carrier protein]
b0954	(R)-3-hydroxy-cis-dodec-5-enoyl-[acyl-carrier protein]
b0180	trans-3-cis-5-dodecenoyl-[acyl-carrier protein]
b0954	trans-3-cis-5-dodecenoyl-[acyl-carrier protein]
b0180	H2O
b0954	H2O
b1094	Dodecanoly-phosphate (n-C12:0)
b1090	Dodecanoly-phosphate (n-C12:0)
b1094	Dodecanoyl-ACP (n-C12:0ACP)
b1090	Dodecanoyl-ACP (n-C12:0ACP)
b1094	acyl carrier protein
b1090	acyl carrier protein
b1094	Phosphate
b1090	Phosphate
b1094	H+
b1090	H+
b0415	3,4-dihydroxy-2-butanone 4-phosphate
b1662	3,4-dihydroxy-2-butanone 4-phosphate
b0415	4-(1-D-Ribitylamino)-5-aminouracil
b1662	4-(1-D-Ribitylamino)-5-aminouracil
b0415	Phosphate
b1662	Phosphate
b0415	6,7-Dimethyl-8-(1-D-ribityl)lumazine
b1662	6,7-Dimethyl-8-(1-D-ribityl)lumazine
b0415	H2O
b1662	H2O
b0241	Cys-Gly
b0929	Cys-Gly
b1377	Cys-Gly
b2215	Cys-Gly
b0241	Cys-Gly
b0929	Cys-Gly
b1377	Cys-Gly
b2215	Cys-Gly
Superoxide anion exchange	Superoxide anion
b3821	1-octadec-11-enoyl-sn-glycerol 3-phosphate
b3821	H+
b3821	1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate
b3821	octadecenoate (n-C18:1)
b3821	H2O
b3059	Phosphate
b3059	H+
b3059	1-tetradecanoyl-sn-glycerol 3-phosphate
b3059	Tetradecanoyl-phosphate (n-C14:0)
b3059	Glycerol 3-phosphate
b0241	D-Glucarate
b0929	D-Glucarate
b1377	D-Glucarate
b2215	D-Glucarate
b0241	D-Glucarate
b0929	D-Glucarate
b1377	D-Glucarate
b2215	D-Glucarate
D-carnitine exchange	D-Carnitine
L-Lactaldehyde:NADP+ 1-oxidoreductase	Nicotinamide adenine dinucleotide phosphate
L-Lactaldehyde:NADP+ 1-oxidoreductase	L-Lactaldehyde
L-Lactaldehyde:NADP+ 1-oxidoreductase	Nicotinamide adenine dinucleotide phosphate - reduced
L-Lactaldehyde:NADP+ 1-oxidoreductase	Methylglyoxal
L-Lactaldehyde:NADP+ 1-oxidoreductase	H+
b0524	UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine
b0524	H2O
b0524	2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate
b0524	UMP
b0524	H+
b1288	Nicotinamide adenine dinucleotide
b1288	Nicotinamide adenine dinucleotide - reduced
b1288	H+
b1288	Hexanoyl-ACP (n-C6:0ACP)
b1288	trans-Hex-2-enoyl-[acyl-carrier protein]
b3846	Nicotinamide adenine dinucleotide
b2341	Nicotinamide adenine dinucleotide
b3846	H+
b2341	H+
b3846	3-Oxododecanoyl-CoA
b2341	3-Oxododecanoyl-CoA
b3846	(S)-3-Hydroxydodecanoyl-CoA
b2341	(S)-3-Hydroxydodecanoyl-CoA
b3846	Nicotinamide adenine dinucleotide - reduced
b2341	Nicotinamide adenine dinucleotide - reduced
b0153	ferroxamine
b0151	ferroxamine
b0152	ferroxamine
b0153	ADP
b0151	ADP
b0152	ADP
b0153	Phosphate
b0151	Phosphate
b0152	Phosphate
b0153	H+
b0151	H+
b0152	H+
b0153	ferroxamine
b0151	ferroxamine
b0152	ferroxamine
b0153	H2O
b0151	H2O
b0152	H2O
b0153	ATP
b0151	ATP
b0152	ATP
b0474	ATP
b2518	ATP
b0474	dCTP
b2518	dCTP
b0474	ADP
b2518	ADP
b0474	dCDP
b2518	dCDP
b0914	Phosphate
b0914	H+
b0914	1,2-ditetradecanoyl-sn-glycerol 3-phosphate
b0914	ATP
b0914	1,2-ditetradecanoyl-sn-glycerol 3-phosphate
b0914	ADP
b0914	H2O
b0241	D-Alanine
b0929	D-Alanine
b1377	D-Alanine
b2215	D-Alanine
b0241	D-Alanine
b0929	D-Alanine
b1377	D-Alanine
b2215	D-Alanine
O2 exchange	O2
b0025	Riboflavin
b0025	ATP
b0025	FMN
b0025	H+
b0025	ADP
b0149	two disacharide linked murein units, pentapeptide corsslinked tripeptide (A2pm->A2pm) (middle of chain)
b3396	two disacharide linked murein units, pentapeptide corsslinked tripeptide (A2pm->A2pm) (middle of chain)
b0149	D-Alanyl-D-alanine
b3396	D-Alanyl-D-alanine
b0149	two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)
b3396	two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)
b1748	L-Glutamate
b3359	L-Glutamate
b1748	N-Acetyl-L-glutamate 5-semialdehyde
b3359	N-Acetyl-L-glutamate 5-semialdehyde
b1748	2-Oxoglutarate
b3359	2-Oxoglutarate
b1748	N2-Acetyl-L-ornithine
b3359	N2-Acetyl-L-ornithine
b3544	H+
b3543	H+
b3542	H+
b3541	H+
b3540	H+
b3544	Cys-Gly
b3543	Cys-Gly
b3542	Cys-Gly
b3541	Cys-Gly
b3540	Cys-Gly
b3544	ADP
b3543	ADP
b3542	ADP
b3541	ADP
b3540	ADP
b3544	Phosphate
b3543	Phosphate
b3542	Phosphate
b3541	Phosphate
b3540	Phosphate
b3544	Cys-Gly
b3543	Cys-Gly
b3542	Cys-Gly
b3541	Cys-Gly
b3540	Cys-Gly
b3544	H2O
b3543	H2O
b3542	H2O
b3541	H2O
b3540	H2O
b3544	ATP
b3543	ATP
b3542	ATP
b3541	ATP
b3540	ATP
L-Carnitine exchange	L-Carnitine
b3821	1-octadecanoyl-sn-glycerol 3-phosphate
b3821	1,2-dioctadecanoyl-sn-glycerol 3-phosphate
b3821	H+
b3821	octadecanoate (n-C18:0)
b3821	H2O
b0180	trans-Dodec-2-enoyl-[acyl-carrier protein]
b0954	trans-Dodec-2-enoyl-[acyl-carrier protein]
b0180	H2O
b0954	H2O
b0180	(R)-3-Hydroxydodecanoyl-[acyl-carrier protein]
b0954	(R)-3-Hydroxydodecanoyl-[acyl-carrier protein]
b4136	periplasmic disulfide isomerase/thiol-disulphide oxidase (reduced)
b0604	periplasmic disulfide isomerase/thiol-disulphide oxidase (reduced)
b4136	fused thiol:disulfide interchange protein (oxidized)
b0604	fused thiol:disulfide interchange protein (oxidized)
b4136	periplasmic disulfide isomerase/thiol-disulphide oxidase (oxidized)
b0604	periplasmic disulfide isomerase/thiol-disulphide oxidase (oxidized)
b4136	fused thiol:disulfide interchange protein (reduced)
b0604	fused thiol:disulfide interchange protein (reduced)
b3945	Nicotinamide adenine dinucleotide
b3945	D-Lactaldehyde
b3945	Nicotinamide adenine dinucleotide - reduced
b3945	Methylglyoxal
b3945	H+
b1288	Nicotinamide adenine dinucleotide phosphate
b1288	But-2-enoyl-[acyl-carrier protein]
b1288	Butyryl-ACP (n-C4:0ACP)
b1288	Nicotinamide adenine dinucleotide phosphate - reduced
b1288	H+
b3846	Nicotinamide adenine dinucleotide
b2341	Nicotinamide adenine dinucleotide
b3846	3-Oxodecanoyl-CoA
b2341	3-Oxodecanoyl-CoA
b3846	(S)-3-Hydroxydecanoyl-CoA
b2341	(S)-3-Hydroxydecanoyl-CoA
b3846	Nicotinamide adenine dinucleotide - reduced
b2341	Nicotinamide adenine dinucleotide - reduced
b3846	H+
b2341	H+
b3127	H+
b2789	H+
b3127	D-Glucarate
b2789	D-Glucarate
b3127	H+
b2789	H+
b3127	D-Glucarate
b2789	D-Glucarate
b3059	Phosphate
b3059	H+
b3059	1-dodecanoyl-sn-glycerol 3-phosphate
b3059	Glycerol 3-phosphate
b3059	Dodecanoly-phosphate (n-C12:0)
b0411	Uridine
b0411	Uridine
b2518	dUTP
b0474	dUTP
b2518	ADP
b0474	ADP
b2518	dUDP
b0474	dUDP
b2518	ATP
b0474	ATP
b4208	H+
b4208	D-Alanine
b4208	H+
b4208	D-Alanine
b0084	two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)
b0635	two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)
b0149	two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)
b3396	two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)
b0084	D-Alanine
b0635	D-Alanine
b0149	D-Alanine
b3396	D-Alanine
b0084	two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)
b0635	two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)
b0149	two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)
b3396	two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)
(O16 antigen)x4 core oligosaccharide lipid A exchange	(O16 antigen)x4 core oligosaccharide lipid A
ferroxamine (minus Fe3) secretion (to periplasm)	ferroxamine minus Fe(3)
ferroxamine (minus Fe3) secretion (to periplasm)	H+
ferroxamine (minus Fe3) secretion (to periplasm)	H+
ferroxamine (minus Fe3) secretion (to periplasm)	ferroxamine minus Fe(3)
b0954	(R)-3-Hydroxydecanoyl-[acyl-carrier protein]
b0180	(R)-3-Hydroxydecanoyl-[acyl-carrier protein]
b0954	trans-Dec-2-enoyl-[acyl-carrier protein]
b0180	trans-Dec-2-enoyl-[acyl-carrier protein]
b0954	H2O
b0180	H2O
coprogen unloaded (no Fe(III)) exchange	coprogen unloaded (no Fe(III))
b0914	Phosphate
b0914	1,2-didodecanoyl-sn-glycerol 3-phosphate
b0914	H2O
b0914	1,2-didodecanoyl-sn-glycerol 3-phosphate
b0914	ATP
b0914	H+
b0914	ADP
b0241	alpha-D-Ribose 5-phosphate
b0929	alpha-D-Ribose 5-phosphate
b1377	alpha-D-Ribose 5-phosphate
b2215	alpha-D-Ribose 5-phosphate
b0241	alpha-D-Ribose 5-phosphate
b0929	alpha-D-Ribose 5-phosphate
b1377	alpha-D-Ribose 5-phosphate
b2215	alpha-D-Ribose 5-phosphate
b1661	H+
b1661	cyclopropane phosphatidylglycerol (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo)
b1661	S-Adenosyl-L-homocysteine
b1661	Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)
b1661	S-Adenosyl-L-methionine
b2788	5-Dehydro-4-deoxy-D-glucarate
b2787	5-Dehydro-4-deoxy-D-glucarate
b2788	D-Glucarate
b2787	D-Glucarate
b2788	H2O
b2787	H2O
b3821	1-hexadec-9-enoyl-sn-glycerol 3-phosphate
b3821	H2O
b3821	1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate
b3821	Hexadecenoate (n-C16:1)
b3821	H+
b2893	fused thiol:disulfide interchange protein (oxidized)
b4136	fused thiol:disulfide interchange protein (oxidized)
b2893	protein disulfide isomerase II (oxidized)
b4136	protein disulfide isomerase II (oxidized)
b2893	protein disulfide isomerase II (reduced)
b4136	protein disulfide isomerase II (reduced)
b2893	fused thiol:disulfide interchange protein (reduced)
b4136	fused thiol:disulfide interchange protein (reduced)
b0118	Isocitrate
b1276	Isocitrate
b0118	H2O
b1276	H2O
b0118	cis-Aconitate
b1276	cis-Aconitate
b1288	Nicotinamide adenine dinucleotide
b1288	But-2-enoyl-[acyl-carrier protein]
b1288	Butyryl-ACP (n-C4:0ACP)
b1288	Nicotinamide adenine dinucleotide - reduced
b1288	H+
b3846	Nicotinamide adenine dinucleotide
b2341	Nicotinamide adenine dinucleotide
b3846	3-Oxooctanoyl-CoA
b2341	3-Oxooctanoyl-CoA
b3846	(S)-3-Hydroxyoctanoyl-CoA
b2341	(S)-3-Hydroxyoctanoyl-CoA
b3846	Nicotinamide adenine dinucleotide - reduced
b2341	Nicotinamide adenine dinucleotide - reduced
b3846	H+
b2341	H+
novobiocin exchange	novobiocin
b2406	Uridine
b2406	H+
b2406	H+
b2406	Uridine
b1634	H+
b3496	H+
b4130	H+
b0709	H+
b1634	L-alanine-L-glutamate
b3496	L-alanine-L-glutamate
b4130	L-alanine-L-glutamate
b0709	L-alanine-L-glutamate
b1634	H+
b3496	H+
b4130	H+
b0709	H+
b1634	L-alanine-L-glutamate
b3496	L-alanine-L-glutamate
b4130	L-alanine-L-glutamate
b0709	L-alanine-L-glutamate
b0121	H+
b0121	5-Methylthioadenosine
b0121	N-3-aminopropyl-1,5-diaminopentane
b0121	S-Adenosylmethioninamine
b0121	1,5-Diaminopentane
b4042	1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate
b4042	H+
b4042	ADP
b4042	ATP
b4042	1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1)
b2521	Thiocyanate
b2521	Pyruvate
b2521	H+
b2521	Mercaptopyruvate
b2521	Hydrogen cyanide
ferroxamine (minus Fe3) secretion (to extracellular)	H+
ferroxamine (minus Fe3) secretion (to extracellular)	H+
ferroxamine (minus Fe3) secretion (to extracellular)	ferroxamine minus Fe(3)
ferroxamine (minus Fe3) secretion (to extracellular)	ferroxamine minus Fe(3)
b0474	dGTP
b2518	dGTP
b0474	ADP
b2518	ADP
b0474	dGDP
b2518	dGDP
b0474	ATP
b2518	ATP
b0118	Citrate
b1276	Citrate
b0118	H2O
b1276	H2O
b0118	cis-Aconitate
b1276	cis-Aconitate
coprogen exchange	coprogen
b0386	H+
b0386	1-Pyrroline-5-carboxylate
b0386	L-Proline
b0386	Nicotinamide adenine dinucleotide phosphate - reduced
b0386	Nicotinamide adenine dinucleotide phosphate
b0929	3'-GMP
b1377	3'-GMP
b2215	3'-GMP
b0241	3'-GMP
b0929	3'-GMP
b1377	3'-GMP
b2215	3'-GMP
b0241	3'-GMP
b0822	alpha-D-Ribose 5-phosphate
b4055	alpha-D-Ribose 5-phosphate
b0822	Phosphate
b4055	Phosphate
b0822	H2O
b4055	H2O
b0822	D-Ribose
b4055	D-Ribose
b1661	H+
b1661	cyclopropane phosphatidylethanolamine (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo)
b1661	S-Adenosyl-L-homocysteine
b1661	phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1)
b1661	S-Adenosyl-L-methionine
b2215	L-alanine-L-glutamate
b1377	L-alanine-L-glutamate
b0241	L-alanine-L-glutamate
b0929	L-alanine-L-glutamate
b2215	L-alanine-L-glutamate
b1377	L-alanine-L-glutamate
b0241	L-alanine-L-glutamate
b0929	L-alanine-L-glutamate
b2393	H+
b2964	H+
b2393	Uridine
b2964	Uridine
b2393	Uridine
b2964	Uridine
b2393	H+
b2964	H+
b0915	ADP
b0915	ATP
b0915	Lipid A Disaccharide
b0915	2,3,2'3'-Tetrakis(beta-hydroxymyristoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate
b0915	H+
b3821	1,2-dihexadecanoyl-sn-glycerol 3-phosphate
b3821	1-hexadecanoyl-sn-glycerol 3-phosphate
b3821	H2O
b3821	Hexadecanoate (n-C16:0)
b3821	H+
b3126	Pyruvate
b3126	2-Hydroxy-3-oxopropanoate
b3126	5-Dehydro-4-deoxy-D-glucarate
b1288	cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1)
b1288	Nicotinamide adenine dinucleotide phosphate
b1288	H+
b1288	trans-3-cis-11-vacceoyl-[acyl-carrier protein]
b1288	Nicotinamide adenine dinucleotide phosphate - reduced
b3846	Nicotinamide adenine dinucleotide
b2341	Nicotinamide adenine dinucleotide
b3846	(S)-3-Hydroxyhexanoyl-CoA
b2341	(S)-3-Hydroxyhexanoyl-CoA
b3846	3-Oxohexanoyl-CoA
b2341	3-Oxohexanoyl-CoA
b3846	Nicotinamide adenine dinucleotide - reduced
b2341	Nicotinamide adenine dinucleotide - reduced
b3846	H+
b2341	H+
Nitrate exchange	Nitrate
b0049	ATP
b0049	ADP
b0049	H2O
b0049	H+
b0049	P1,P5-Bis(5'-adenosyl) pentaphosphate
b0241	3'-cmp
b0929	3'-cmp
b1377	3'-cmp
b2215	3'-cmp
b0241	3'-cmp
b0929	3'-cmp
b1377	3'-cmp
b2215	3'-cmp
b4042	1,2-dioctadecanoyl-sn-glycerol 3-phosphate
b4042	H+
b4042	ADP
b4042	ATP
b4042	1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)
b0822	H2O
b4055	H2O
b0822	D-Ribose
b4055	D-Ribose
b0822	alpha-D-Ribose 5-phosphate
b4055	alpha-D-Ribose 5-phosphate
b0822	Phosphate
b4055	Phosphate
b0474	ADP
b2518	ADP
b0474	dTDP
b2518	dTDP
b0474	ATP
b2518	ATP
b0474	dTTP
b2518	dTTP
b4367	Fe2+
b4367	Reduced riboflavin
b4367	Riboflavin
b4367	H+
b4367	ferroxamine minus Fe(3)
b4367	ferroxamine
b1094	Malonyl-[acyl-carrier protein]
b1092	Malonyl-[acyl-carrier protein]
b1094	Coenzyme A
b1092	Coenzyme A
b1094	Malonyl-CoA
b1092	Malonyl-CoA
b1094	acyl carrier protein
b1092	acyl carrier protein
core oligosaccharide lipid A diphosphate exchange	core oligosaccharide lipid A diphosphate
b3788	dTDPglucose
b2041	dTDPglucose
b3788	H2O
b2041	H2O
b3788	dTDP-4-dehydro-6-deoxy-D-glucose
b2041	dTDP-4-dehydro-6-deoxy-D-glucose
b1014	Nicotinamide adenine dinucleotide
b1014	1-Pyrroline-5-carboxylate
b1014	H2O
b1014	H+
b1014	Nicotinamide adenine dinucleotide - reduced
b1014	L-Glutamate
b1519	S-Adenosyl-L-homocysteine
b1519	E-3-carboxy-2-pentenedioate 6-methyl ester
b1519	S-Adenosyl-L-methionine
b1519	trans-Aconitate
b2066	UMP
b2066	GTP
b2066	GDP
b2066	H+
b2066	Uridine
b3428	Phosphate
b3417	Phosphate
b3428	branching glycogen
b3417	branching glycogen
b3428	D-Glucose 1-phosphate
b3417	D-Glucose 1-phosphate
b3821	1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate
b3821	H2O
b3821	tetradecenoate (n-C14:1)
b3821	1-tetradec-7-enoyl-sn-glycerol 3-phosphate
b3821	H+
Nitrite exchange	Nitrite
b1634	H+
b3496	H+
b4130	H+
b0709	H+
b1634	L-alanine-D-glutamate
b3496	L-alanine-D-glutamate
b4130	L-alanine-D-glutamate
b0709	L-alanine-D-glutamate
b1634	H+
b3496	H+
b4130	H+
b0709	H+
b1634	L-alanine-D-glutamate
b3496	L-alanine-D-glutamate
b4130	L-alanine-D-glutamate
b0709	L-alanine-D-glutamate
b1661	H+
b1661	cyclopropane phosphatidylglycerol (dihexadec-9,10-cyclo-anoyl, n-C16:0 cyclo)
b1661	S-Adenosyl-L-homocysteine
b1661	Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)
b1661	S-Adenosyl-L-methionine
core oligosaccharide lipid A exchange	core oligosaccharide lipid A
b1288	cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1)
b1288	Nicotinamide adenine dinucleotide
b1288	trans-3-cis-11-vacceoyl-[acyl-carrier protein]
b1288	Nicotinamide adenine dinucleotide - reduced
b1288	H+
b3846	Nicotinamide adenine dinucleotide
b2341	Nicotinamide adenine dinucleotide
b3846	(S)-3-Hydroxybutanoyl-CoA
b2341	(S)-3-Hydroxybutanoyl-CoA
b3846	Nicotinamide adenine dinucleotide - reduced
b2341	Nicotinamide adenine dinucleotide - reduced
b3846	H+
b2341	H+
b3846	Acetoacetyl-CoA
b2341	Acetoacetyl-CoA
b2518	ATP
b0474	ATP
b2518	CTP
b0474	CTP
b2518	ADP
b0474	ADP
b2518	CDP
b0474	CDP
b0241	3'-AMP
b0929	3'-AMP
b1377	3'-AMP
b2215	3'-AMP
b0241	3'-AMP
b0929	3'-AMP
b1377	3'-AMP
b2215	3'-AMP
b4129	P1,P4-Bis(5'-adenosyl) tetraphosphate
b4129	H+
b4129	ATP
b4129	Diphosphate
b1394	3-oxo-5,6-dehydrosuberyl-CoA
b1397	3-oxo-5,6-dehydrosuberyl-CoA
b1394	Coenzyme A
b1397	Coenzyme A
b1394	Acetyl-CoA
b1397	Acetyl-CoA
b1394	2,3-dehydroadipyl-CoA
b1397	2,3-dehydroadipyl-CoA
s0001	trans-Aconitate
s0001	cis-Aconitate
ribose 1-phosphokinase	D-Ribose 1,5-bisphosphate
ribose 1-phosphokinase	ATP
ribose 1-phosphokinase	ADP
ribose 1-phosphokinase	H+
ribose 1-phosphokinase	alpha-D-Ribose 1-phosphate
b4367	ferroxamine minus Fe(3)
b4367	Fe2+
b4367	Reduced FMN
b4367	H+
b4367	FMN
b4367	ferroxamine
b4042	1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate
b4042	H+
b4042	ADP
b4042	ATP
b4042	1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1)
b0333	Coenzyme A
b0333	2-Methylcitrate
b0333	Propanoyl-CoA
b0333	H+
b0333	Oxaloacetate
b0333	H2O
Nitric oxide exchange	Nitric oxide
b3428	D-Glucose 1-phosphate
b3417	D-Glucose 1-phosphate
b3428	Phosphate
b3417	Phosphate
b3428	glycogen
b3417	glycogen
b2040	Nicotinamide adenine dinucleotide phosphate
b2040	dTDP-L-rhamnose
b2040	Nicotinamide adenine dinucleotide phosphate - reduced
b2040	dTDP-4-dehydro-6-deoxy-L-mannose
b2040	H+
b2215	L-alanine-D-glutamate
b1377	L-alanine-D-glutamate
b0241	L-alanine-D-glutamate
