node1	node2	score
b1075	b1944	5.21178184310339
b4288	b4289	5.21116601241692
b1079	b1081	5.21103917402893
b1076	b1946	5.21056158060689
b1939	b1944	5.2098377846605
b1074	b1924	5.20809824791835
b1922	b1945	5.20747258254398
b1924	b1926	5.20735053751033
b1881	b1925	5.20705013564022
b4201	b4202	5.20538155067077
b0724	b0728	5.20446361675314
b1886	b1888	5.20250544005854
b1223	b1224	5.20238884964327
b1075	b1946	5.20187943198568
b1071	b1926	5.20046829223332
b1681	b1683	5.20046320816657
b1938	b1939	5.19984451681818
b1080	b1946	5.19980695401555
b1075	b1079	5.1991699013283
b1941	b1944	5.19819601683986
b1885	b1887	5.19771156426505
b1080	b1944	5.19751957083279
b1078	b1924	5.19691159370947
b1071	b1923	5.19674963485544
b1924	b3525	5.19672667850899
b1071	b1946	5.19270836992566
b2704	b2705	5.1927024288229
b1075	b1080	5.19178639178847
b1073	b1924	5.19079732107824
b0596	b0597	5.18938931820225
b1888	b1923	5.18918396731076
b1374	b1545	5.18898242045531
b1072	b1944	5.18882243012216
b1073	b1923	5.18769684707778
b0428	b0430	5.18756905143138
b2280	b2281	5.18739859225092
b2422	b2764	5.18717338263306
b1071	b1925	5.18699846474591
b1243	b1244	5.18690418595764
b3316	b3319	5.18639749398127
b1194	b3525	5.18397690907591
b0595	b0597	5.18220366230947
b3315	b3319	5.18211466867892
b1077	b1079	5.18132031977388
b1078	b1923	5.18007907320848
b1074	b1080	5.17925053663215
b1073	b1080	5.17848940039405
b0723	b0728	5.1781926565071
b1072	b1074	5.17797931195404
b4287	b4291	5.17730823087792
b1018	b1019	5.17571574517416
b1074	b1923	5.17559079098688
b1881	b1926	5.1748088744848
b2557	b4005	5.17480650924217
b1492	b3511	5.17405365775637
b1078	b1946	5.17388101592259
b1080	b1939	5.17378520477123
b1079	b1939	5.17354993268161
b1297	b1298	5.17338329322613
b3958	b3960	5.17290186996644
b2903	b2904	5.17262066724312
b1940	b1944	5.17190457636715
b1074	b1946	5.17141887003456
b4200	b4201	5.17116663419844
b1082	b1925	5.17086448486475
b3511	b3517	5.17050289684607
b1823	b1824	5.16908998963531
b3302	b3303	5.16763292577516
b1071	b1073	5.1674855207247
b1078	b1944	5.1672218447636
b0594	b0595	5.16575765862438
b3319	b3320	5.16572603675688
b3296	b3298	5.16497420539596
b3314	b3315	5.1641766103183
b1077	b1078	5.16327688923472
b1921	b1923	5.16268782406629
b1076	b1926	5.162661977412
b1922	b1944	5.16210766678493
b3315	b3316	5.16163858930713
b1070	b1924	5.16016512595093
b0809	b0810	5.15961130244976
b0978	b0979	5.15948023776531
b1070	b1923	5.15915862140611
b3313	b3315	5.15902253618556
b1926	b1945	5.15883970879911
b3983	b3985	5.15880020210374
b3317	b3319	5.15711251766833
b1070	b1926	5.15681481831084
b1079	b1944	5.15521532004108
b3319	b3321	5.15514297200539
b1080	b1940	5.15486611070111
b1938	b1944	5.15372670935419
b2529	b2530	5.15364774957731
b1075	b1923	5.15289704754458
b1245	b1247	5.15258094866309
b0593	b0595	5.15111301949234
b3959	b3960	5.15080726481362
b3313	b3317	5.15009323096854
b0593	b0594	5.14916519792039
b4289	b4291	5.14859078691349
b1075	b1924	5.14831956160043
b1817	b1819	5.14780133264932
b2202	b2204	5.14767898930712
b1226	b1227	5.14655198592133
b2673	b2674	5.1462227534891
b1076	b1082	5.14558861011446
b2903	b2905	5.14456151805888
b1073	b1077	5.14384806717074
b1072	b1945	5.14372405642735
b1071	b1921	5.14365473118134
b2149	b2150	5.14334811561028
b1304	b1305	5.14305503856251
b1073	b1925	5.14298616248336
b1070	b1082	5.14290980998289
b1198	b1200	5.14280118150042
b1073	b1079	5.14199714166454
b4032	b4036	5.14086088823222
b2093	b2094	5.14021504355568
b3301	b3303	5.13963196145068
b0428	b0431	5.13885796338756
b3312	b3313	5.1364314766838
b1078	b1939	5.13638777362584
b3509	b3511	5.1359783858014
b2751	b2764	5.13566391236236
b1077	b1922	5.13529518018307
b3302	b3304	5.1349031353362
b1078	b1925	5.13469990670968
b2499	b4006	5.13351141786088
b0722	b0726	5.13316259918509
b1071	b3525	5.13282577680715
b1079	b1941	5.13182127616521
b1681	b1682	5.13167785532527
b4381	b4382	5.1299643724664
b3005	b3006	5.12970874601291
b1082	b3525	5.12944507426669
b1078	b1921	5.12922586400725
b1923	b3525	5.1290104589862
b2021	b2023	5.12889292198483
b2727	b2729	5.12860083052813
b1680	b1681	5.12792254674304
b1076	b1941	5.12754952628241
b3097	b3098	5.12610673192007
b1078	b1940	5.12581608838605
b1938	b1945	5.12553326179557
b1921	b1924	5.12542762707265
b0871	b2672	5.12450581739128
b0594	b0597	5.1224753231522
b1077	b1921	5.12165340614308
b2752	b2764	5.12091511987811
b1682	b1683	5.12085974308478
b1921	b1945	5.1205992962959
b3736	b3737	5.11999275778886
b1075	b1938	5.11848445446809
b3307	b3310	5.1183336694447
b2530	b2531	5.11758312751978
b0118	b0723	5.11675367594175
b3510	b3511	5.11656084086569
b0428	b0432	5.11611133401699
b1881	b3525	5.11570254688771
b1076	b1079	5.1145758802837
b1939	b1946	5.1141221376404
b1073	b1939	5.11396258906176
b1078	b1079	5.1133397263261
b1926	b3525	5.11331623456514
b3985	b3986	5.11282516926977
b1080	b1926	5.1127301738656
b0118	b0724	5.11111237080523
b3317	b3321	5.11045348076632
b2278	b2281	5.11023171232314
b1074	b1939	5.10972056160271
b1080	b1938	5.10874856003433
b0723	b0729	5.1085807923709
b1071	b1076	5.10727849115488
b2285	b2286	5.10623442414662
b1082	b1888	5.10412407728301
b1076	b1939	5.10340636240027
b1076	b1940	5.10319369723868
b1078	b1881	5.10312344718047
b1074	b1926	5.10239589010083
b1077	b1944	5.10111303101639
b3429	b3430	5.10105953339663
b2422	b2751	5.1008636832192
b1073	b1946	5.10050108848811
b1082	b1194	5.10009579241167
b1777	b1778	5.09981505607191
b2464	b2465	5.09963352808688
b1881	b1888	5.09920474461033
b1566	b1923	5.09894042981606
b2750	b2751	5.09887319795021
b1926	b1946	5.09802509116178
b1073	b1887	5.09703461490567
b1924	b1945	5.09685002850268
b0722	b0727	5.09675381520612
b1071	b1074	5.09547355327769
b1244	b1247	5.09431724165337
b1079	b1921	5.09378531828242
b1071	b1881	5.0922056029355
b0724	b0729	5.09165112689934
b1940	b1941	5.09153811388849
b2499	b2557	5.0913001826787
b2674	b2675	5.09119285982026
b2499	b2500	5.09081294062617
b0273	b3958	5.09060333191717
b2266	b4376	5.09033963903273
b1071	b1888	5.08968670751473
b2422	b2763	5.08904908256121
b2422	b2423	5.08823572252269
b3316	b3320	5.08764558445693
b3311	b3312	5.08657190792263
b3316	b3317	5.08582013429207
b3314	b3316	5.08577522559483
b1070	b1075	5.08559026705711
b1072	b1076	5.08525877892413
b1073	b1926	5.08439166089782
b4200	b4202	5.08393758838139
b1071	b1072	5.08290847856851
b2022	b2023	5.08262128489152
b3991	b3992	5.08172006840349
b1493	b3511	5.08163698467358
b3317	b3320	5.08014324002361
b0721	b0727	5.08011886912644
b2280	b2282	5.07934052922184
b3992	b3993	5.07867306089328
b1078	b1926	5.07830832059105
b1887	b1923	5.0778928764762
b1076	b1925	5.07729530981936
b3428	b3429	5.07652145436128
b1075	b1939	5.07602102703505
b1080	b1081	5.07473464533495
b1926	b1944	5.0747098681978
b0810	b0811	5.0738016357813
b1073	b3525	5.07286523854545
b1070	b1888	5.07247652011965
b1070	b1925	5.07108986303396
b2751	b2763	5.07091233412048
b1075	b1926	5.07072002068757
b1078	b1941	5.06988898562547
b1075	b1940	5.06974156387169
b1888	b1922	5.06864060701252
b4142	b4143	5.06850507259858
b3301	b3302	5.06750629234871
b3297	b3298	5.06714934677889
b0586	b0595	5.06681296347718
b1683	b1684	5.06526740689238
b2239	b2240	5.0638198672992
b2818	b3958	5.06313074472471
b1076	b1887	5.06164578703086
b2266	b2672	5.06157455672573
b1884	b1888	5.06152581205877
b1945	b3525	5.06151783065016
b1921	b1939	5.06025585979303
b1888	b1924	5.06012316062841
b1080	b1921	5.06000568372972
b1079	b1940	5.05943150721378
b3306	b3309	5.05934649386711
b1888	b3525	5.05880610491579
b0118	b0727	5.05847974588025
b2094	b2096	5.05833936803037
b1926	b1939	5.05816888320765
b1079	b1888	5.05808318470501
b1080	b1924	5.05805379900754
b0522	b0523	5.0576383918578
b1888	b1921	5.05744951520253
b1887	b1924	5.05702269837346
b1886	b1923	5.05625592288199
b1078	b3525	5.05601227833066
b1071	b1082	5.05553430117064
b1939	b1941	5.05540571978738
b3958	b4254	5.05416152403859
b1925	b1944	5.054152507243
b0336	b0337	5.05332398351001
b1072	b1941	5.0530931144797
b1079	b1922	5.05278751813145
b2037	b2038	5.05243047642232
b3512	b3517	5.05065329060492
b1070	b1073	5.05061303012894
b2600	b2601	5.05020175017581
b1051	b2266	5.04848349321824
b1922	b1946	5.04822631795311
b1076	b1888	5.04804891874761
b1044	b1925	5.04646885165155
b1078	b1943	5.0458285487652
b1076	b3525	5.04396632421899
b2278	b2279	5.04370805753246
b1077	b1946	5.04360097831414
b3320	b3321	5.04292749489266
b0594	b0596	5.042850450142
b3212	b3213	5.04198024094275
b1940	b1946	5.04178608310053
b1075	b1082	5.04034314588156
b1921	b1944	5.03900923617467
b1921	b1946	5.03695493819026
b2020	b2021	5.03660242039407
b1923	b4109	5.03646099675113
b1080	b1925	5.0364387295536
b2279	b2282	5.03590938401048
b3314	b3319	5.03486279019894
b1938	b1940	5.03468144101815
b2425	b2764	5.03290844363688
b1566	b1888	5.03288637050492
b1888	b1926	5.03265641748216
b3312	b3314	5.03242906599825
b1884	b1889	5.03140551585805
b0758	b0759	5.03124942349384
b1889	b1923	5.03060502613479
b3315	b3320	5.03059283040377
b2465	b2672	5.03045117056507
b1198	b1199	5.02972239854808
b1073	b1886	5.02905733303682
b1188	b1783	5.02886107000798
b2796	b2797	5.02864443974901
b1566	b1922	5.02775426777721
b1071	b1944	5.02724796169178
b1194	b1925	5.02712417404368
b2019	b2021	5.02561383406341
b3303	b3305	5.0254526174193
b1682	b1684	5.02544250758706
b1080	b1082	5.02510755127207
b1194	b1924	5.02441338595453
b1074	b1885	5.02416500628942
b1072	b1078	5.023453821461
b0572	b0573	5.0224816041575
b1566	b4109	5.02237212558707
b1074	b3525	5.02228173614788
b0897	b2465	5.02198592341057
b1884	b1923	5.02194126725441
b1073	b1888	5.02180263650416
b1070	b3525	5.02148524197079
b2279	b2281	5.02146624835594
b1070	b1939	5.02103379389829
b1080	b1881	5.02044747136375
b1884	b1921	5.02005519757665
b1921	b3525	5.01954821686251
b3309	b3310	5.01887040171288
b3301	b3304	5.01825067621459
b1074	b1940	5.01813978046269
b1074	b1886	5.01794811696778
b3686	b3687	5.0178697589537
b2282	b2283	5.01770251665569
b1088	b3637	5.01738212297701
b1070	b1078	5.01690702514386
b1070	b1921	5.01683908441946
b1076	b1886	5.01657070471362
b2241	b2242	5.01638778907801
b3313	b3316	5.01629327933795
b2422	b2762	5.01611058261302
b1074	b1938	5.01578531251073
b2279	b2280	5.01513765328272
b1071	b1922	5.0144945911523
b1071	b1889	5.01434139022659
b1073	b1885	5.01354795545598
b1922	b1939	5.01338348137423
b1074	b1925	5.01221234132159
b0722	b0728	5.01180238895879
b2203	b2206	5.01171071414402
b0593	b0596	5.01150529278454
b1884	b1946	5.01149611251427
b1075	b3525	5.0111929709197
b1080	b3525	5.01061411601889
b1941	b1946	5.01022564260002
b1885	b1888	5.00960134860459
b1077	b1080	5.00900629330057
b1073	b1940	5.00885465203158
b1079	b1946	5.00871483236558
b0430	b0727	5.0087085364928
b0430	b0724	5.00828396942455
b2148	b2149	5.00825495479826
b1070	b1074	5.00818886842344
b1076	b1881	5.0076298921538
b1075	b1886	5.0071910704734
b0120	b0121	5.00659863813055
b3922	b3923	5.00589959076951
b1926	b1941	5.00522957301545
b1923	b1945	5.00506665014274
b1072	b1939	5.00504665359424
b1923	b1926	5.00499370025125
b3991	b3993	5.00463585607425
b1883	b1885	5.00461084899922
b3318	b3321	5.0040902312904
b1072	b1926	5.00390011951567
b1070	b1881	5.00377657116444
b1075	b1887	5.00372669139754
b1072	b1922	5.00071148385372
b1493	b3510	5.00026187201103
b1044	b1926	4.99979182096985
b1884	b1945	4.99968468895692
b1075	b1941	4.99935678984258
b2287	b2288	4.99878538989539
b2661	b2662	4.99846885204337
b1070	b1076	4.99823905109501
b1224	b1226	4.99821711994835
b2012	b2013	4.99812565694141
b1588	b1589	4.9977859709587
b0757	b0758	4.99767327591825
b1071	b1939	4.99727532476522
b1070	b1072	4.99678307676055
b0032	b0337	4.99560441239213
b0585	b0586	4.99458223632159
b1942	b1943	4.99440422237774
b1074	b1888	4.99318842883841
b1783	b1784	4.99317270937189
b1078	b1887	4.9930545826485
b1164	b1165	4.9927045890398
b0777	b0778	4.99141851958833
b1921	b1926	4.99130951366178
b2607	b2608	4.99112392909851
b1373	b1546	4.99093313018377
b2675	b2676	4.99034213520258
b4034	b4037	4.98953200162243
b3306	b3307	4.98952069489883
b1194	b1881	4.9888398985632
b0585	b0594	4.9882179219951
b1888	b1944	4.98814787838023
b1078	b1938	4.98800457252862
b2727	b2728	4.98723017520888
b1044	b1924	4.98639762882289
b1883	b1884	4.98571938198369
b3306	b3308	4.98492293496871
b1075	b1888	4.98481604085198
b2818	b4254	4.98468560520929
b1072	b1924	4.98441969576407
b2281	b2283	4.98425564157187
b1924	b1944	4.98390975308886
b1072	b1946	4.98388268564659
b1074	b1082	4.98342900977802
b3311	b3315	4.98275436265102
b3303	b3308	4.9814073332739
b0062	b0063	4.9800352655041
b0812	b3098	4.98001256541524
b2996	b2997	4.97976409464715
b1080	b1888	4.9795451585863
b3316	b3321	4.97845076041822
b1071	b1080	4.9779283444278
b1818	b1819	4.97698431029052
b1923	b1946	4.97690657672626
b0863	b0864	4.9758418512598
b1074	b1079	4.97509737541109
b1079	b1884	4.97508225073249
b0975	b0976	4.97491491037952
b1747	b1748	4.97477655346416
b3636	b3637	4.97469553188789
b1077	b1888	4.97458111171933
b0721	b0728	4.9738341979624
b4033	b4035	4.97374031070852
b1679	b1680	4.97332838424252
b0430	b0722	4.9731010263097
b1073	b1941	4.97295680169666
b1566	b1889	4.97221859063197
b1074	b1887	4.97201828119204
b0273	b4254	4.97119551249718
b2022	b2025	4.97040093850836
b1071	b1566	4.9696422965446
b2032	b2033	4.96917556098458
b1887	b1944	4.96858759883873
b3311	b3314	4.96819857403087
b4067	b4068	4.96793428490641
b1941	b1943	4.96729085140164
b1078	b1885	4.96718229681995
b3735	b3737	4.96685216194992
b1888	b1939	4.96572679141514
b0871	b2266	4.96542387540839
b0586	b0596	4.96504072530727
b1922	b3525	4.96493915762302
b1080	b1949	4.96457156923138
b1884	b1939	4.96453983847489
b1070	b1080	4.96292490088498
b1888	b1945	4.96191284048668
b2672	b3555	4.96158336050555
b3307	b3308	4.96098293258526
b0306	b0307	4.96083618171503
b1072	b1921	4.9603658661698
b3726	b3727	4.96033164050674
b3341	b3342	4.96011071080773
b1298	b1299	4.95929066852499
b1746	b1747	4.95878631984958
b0584	b0597	4.95873234138914
b1075	b1885	4.95860756539526
b1071	b1078	4.9584243634633
b1304	b1306	4.95688608366937
b0584	b0585	4.95646225003979
b1305	b1306	4.95599752959797
b0897	b2097	4.95559091963029
b1924	b1939	4.95542542984104
b1881	b1923	4.95462602433367
b3303	b3306	4.95395076475538
b0894	b0895	4.95375141382804
b1924	b4110	4.95368297629425
b2168	b2169	4.95337941612959
b1082	b1945	4.95298996699732
b2024	b2025	4.95206092915732
b1889	b1922	4.95162909657153
b3736	b3738	4.95160421454319
b1944	b3525	4.94985717020095
b2499	b4005	4.94937887365696
b0014	b4143	4.94808195822046
b3542	b3543	4.94714522992412
b1072	b1080	4.94539614942648
b0432	b0721	4.94505715109552
b1945	b1949	4.94387987728592
b1887	b1921	4.9432102967319
b1044	b1080	4.94201838932747
b2286	b2287	4.94181522235485
b2205	b2206	4.94179476941658
b0118	b0726	4.94163574045368
b1078	b1888	4.9415862054492
b3098	b3099	4.94155250886755
b3454	b3455	4.94083999053181
b2091	b2096	4.93949624118523
b2203	b2205	4.93886032836916
b1939	b3525	4.93864676806539
b1926	b1940	4.93793842298483
b1881	b1887	4.93729576896727
b1074	b1941	4.93675987275699
b1887	b1945	4.93586757968033
b1072	b1923	4.93560647104535
b3960	b4254	4.93440815381796
b0897	b2672	4.93418866511747
b1070	b1945	4.93356817645001
b2422	b2750	4.9326662299868
b1070	b1944	4.93128004372644
b1071	b1945	4.931212168827
b3506	b3512	4.93078289548982
b1194	b1888	4.93066418284865
b4202	b4203	4.92969770311495
b0485	b3511	4.92933474587019
b1261	b1263	4.92913124663255
b1080	b1943	4.92898453087708
b2528	b2529	4.92803283338464
b0584	b0595	4.92760139723527
b3892	b3894	4.92653887893869
b1072	b1888	4.92625904339074
b1194	b1926	4.92576221970218
b3314	b3318	4.92547271263119
b1888	b1946	4.92406327182345
b1124	b1125	4.923559899473
b1070	b1887	4.92343575953207
b1783	b2266	4.92237642808348
b1884	b1944	4.92193484436262
b3301	b3305	4.92124104474964
b1493	b3509	4.92117934404222
b1886	b1921	4.92038200552642
b1070	b1922	4.92014908174452
b0473	b3931	4.91947760119222
b2266	b2465	4.9191730971916
b1071	b4109	4.91888124329179
b1082	b1944	4.91872104386957
b4035	b4037	4.91788943337007
b3926	b3927	4.9177093652009
b0439	b3931	4.91716469556472
b0586	b0593	4.91688811117405
b1566	b1921	4.91482834113171
b3299	b3317	4.91474017545315
b1080	b1884	4.91452554301859
b0273	b2818	4.91421304728433
b0073	b0074	4.91403409520891
b0428	b0723	4.91355361989815
b1076	b1938	4.91337209045042
b1921	b4109	4.91314845244238
b1072	b1079	4.91288451432128
b0522	b2500	4.91226406621605
b0974	b0975	4.91219629351101
b1746	b1748	4.91174623943756
b1889	b1946	4.91143901570202
b1077	b1939	4.91128598833588
b0118	b0722	4.91123401803883
b1923	b1939	4.91016807005196
b1070	b1946	4.90950948052723
b1475	b1476	4.90943968351363
b3313	b3318	4.90915507975796
b1079	b1879	4.90914626597172
b1881	b4355	4.90910014213948
b1881	b1944	4.90900263489772
b3304	b3308	4.90884962775694
b1051	b2665	4.90871842059193
b1783	b2465	4.90869655696003
b0072	b0073	4.90836284791013
b3298	b3317	4.90795996419405
b3993	b3994	4.90696181704263
b2423	b2424	4.90675224155506
b1073	b1938	4.90663212961285
b2284	b2286	4.906238812058
b2422	b2425	4.90591423424705
b1080	b1887	4.90538338923155
b3509	b3512	4.90530545489255
b1783	b2672	4.90512068008419
b3231	b3317	4.90483986302576
b2203	b2207	4.9047216881086
b0586	b0594	4.90425999968013
b4322	b4323	4.90370497848033
b3305	b3307	4.9036898763556
b3315	b3321	4.90355592718743
b3312	b3316	4.90308827245088
b2425	b2752	4.90283982216806
b1070	b1194	4.90278043945946
b1940	b3525	4.90269673463108
b3540	b3541	4.90234762868432
b1926	b1943	4.90196820793712
b0782	b0783	4.90029474627953
b1072	b1077	4.89999680301669
b2000	b2001	4.898468487617
b0089	b0090	4.89746505217624
b0812	b2266	4.89713233606926
b1287	b2764	4.89683733736932
b3296	b3297	4.8961299731726
b2524	b2525	4.89577016093459
b3125	b3126	4.8952079217359
b2095	b2096	4.89494132385419
b2266	b3098	4.89491229723141
b1078	b1886	4.89470192915807
b0897	b1004	4.89442463743271
b2674	b2676	4.8943023778426
b0002	b0004	4.89321884878057
b0585	b0595	4.89320203109429
b0860	b3958	4.89318435634696
b1492	b3509	4.89304499977544
b1076	b1884	4.89071618812326
b2153	b2551	4.89041621242184
b1080	b1923	4.88881314813504
b1886	b1924	4.88845696422285
b3990	b3991	4.88844567228003
b0473	b2592	4.88835527996036
b1884	b1922	4.88759986295
b0003	b0004	4.88729860018607
b2167	b2168	4.88668153660301
b2351	b2352	4.88654079746465
b0593	b0597	4.88650295294589
b2465	b4376	4.88639251306519
b1923	b1925	4.88611001431907
b1073	b1881	4.88531236129734
b1044	b1078	4.88526512742853
b2202	b2207	4.88518865203421
b3313	b3319	4.88425455901169
b3990	b3992	4.88349944996738
b0897	b2266	4.88342252517642
b3304	b3317	4.88301226294839
b2423	b2763	4.88218511950774
b1922	b4109	4.88151833111942
b3311	b3313	4.8809128043933
b2276	b2277	4.8801062017271
b1924	b1940	4.88000804546021
b1886	b1945	4.87988452532707
b0720	b3236	4.87952944569556
b0911	b3303	4.87930084166081
b1745	b1746	4.87913054557869
b2033	b2034	4.87848331576369
b1938	b1946	4.87595594631682
b3992	b3994	4.87541005008262
b3304	b3315	4.8752234586966
b1923	b1944	4.87449771123479
b0118	b0729	4.8738769230213
b2207	b2208	4.87370773719516
b1886	b1944	4.87355936000403
b1887	b1926	4.87332820900346
b1897	b2464	4.87226132893201
b3603	b3605	4.87208355201776
b0453	b2672	4.87187420222216
b1886	b1939	4.87180357650041
b1883	b1888	4.87087688489151
b1886	b1922	4.87087096822274
b1888	b1925	4.8696740591896
b3126	b3128	4.86901043496233
b1044	b1881	4.86865252881454
b1083	b1923	4.86858762763315
b1882	b1883	4.86743102738173
b1921	b1941	4.86661874777608
b4314	b4316	4.8664765393246
b2080	b4107	4.86629716042168
b0871	b1927	4.86614605105161
b1881	b1883	4.86555414573199
b4014	b4015	4.86553158851343
b2038	b2039	4.86536021000457
b1744	b1745	4.86532065216908
b0871	b2465	4.86472937809936
b1849	b4005	4.86431291742304
b1062	b4006	4.86407275079134
b3525	b4109	4.864015419338
b0312	b0313	4.86378757449291
b3359	b3958	4.86325420412699
b2976	b2977	4.86292460488695
b1051	b1783	4.8628110033475
b3737	b3738	4.86216870851327
b1044	b1074	4.86196386460134
b1080	b1885	4.86193883936672
b3506	b3509	4.86090563277668
b1300	b1301	4.86078889539941
b1071	b1075	4.86064165756997
b3304	b3319	4.86018265010109
b4237	b4238	4.85980807033944
b1646	b3361	4.85861004259199
b1678	b1783	4.85859330616144
b0972	b0975	4.85854477549566
b3507	b3517	4.85785300438632
