"node1","node2","Uni_N1","Uni_N2"
"eco:b3725","eco:b4087","P0AAH0","P32721"
"eco:b1483","eco:b4087","P77622","P32721"
"eco:b0864","eco:b4087","P0AAF6","P32721"
"eco:b0855","eco:b4087","P31134","P32721"
"eco:b1917","eco:b4087","P37774","P32721"
"eco:b0495","eco:b4087","P0A9T8","P32721"
"eco:b3454","eco:b4087","P22731","P32721"
"eco:b0829","eco:b4087","P75796","P32721"
"eco:b1290","eco:b4087","P0AAH8","P32721"
"eco:b0933","eco:b4087","P0AAI1","P32721"
"eco:b2149","eco:b4087","P0AAG8","P32721"
"eco:b1682","eco:b4087","P77499","P32721"
"eco:b3271","eco:b4087","P45769","P32721"
"eco:b0794","eco:b4087","P0A9U1","P32721"
"eco:b0914","eco:b4087","P60752","P32721"
"eco:b0448","eco:b4087","P77265","P32721"
"eco:b0820","eco:b4087","P0A9U3","P32721"
"eco:b1246","eco:b4087","P76027","P32721"
