node1	node2	score
b0318	b4017	4.59749502053942
b1592	b2389	4.59749502053942
b0318	b3790	4.59566545629225
b0808	b2924	4.59542667540109
b1856	b3613	4.59440935242929
b1223	b1469	4.5942325779239
b1225	b1467	4.59168258200875
b1010	b1809	4.59145542533868
b1817	b3133	4.59037216974248
b1817	b3138	4.59037216974248
b0150	b0805	4.59023292520919
b0584	b0805	4.59023292520919
b0805	b1102	4.59023292520919
b0826	b2812	4.59020289076163
b2812	b3992	4.59020289076163
b2841	b2943	4.59017960228113
b2841	b4031	4.59017960228113
b2943	b4031	4.59017960228113
b0822	b3826	4.5891165009477
b0974	b1670	4.58885689561933
b1289	b1960	4.58885689561933
b1482	b3356	4.58885689561933
b0284	b2881	4.58876839375097
b2866	b2881	4.58876839375097
b1850	b4477	4.58796722680644
b2095	b3132	4.58796722680644
b1360	b4361	4.58496793708424
b0683	b4046	4.58381946871001
b0304	b2542	4.58352094742497
b2240	b3666	4.58294196924458
b2240	b3667	4.58294196924458
b0448	b0449	4.58241931799153
b2803	b3580	4.58189452174583
b3564	b3580	4.58189452174583
b3580	b3926	4.58189452174583
b0053	b3775	4.58153154853033
b0997	b3551	4.58122930544382
b0005	b2390	4.58116614393053
b0157	b3646	4.58116614393053
b0175	b1409	4.58116614393053
b0226	b1564	4.58116614393053
b0232	b2017	4.58116614393053
b0248	b2643	4.58116614393053
b0277	b2626	4.58116614393053
b0296	b3936	4.58116614393053
b0317	b1036	4.58116614393053
b0319	b0520	4.58116614393053
b0357	b2105	4.58116614393053
b0435	b3190	4.58116614393053
b0460	b1625	4.58116614393053
b0554	b1556	4.58116614393053
b0555	b1554	4.58116614393053
b0579	b4057	4.58116614393053
b0598	b4354	4.58116614393053
b0601	b1365	4.58116614393053
b0645	b0648	4.58116614393053
b0660	b1020	4.58116614393053
b0681	b1615	4.58116614393053
b0733	b0978	4.58116614393053
b0734	b0979	4.58116614393053
b0752	b3915	4.58116614393053
b0896	b1590	4.58116614393053
b0980	b1002	4.58116614393053
b0984	b4029	4.58116614393053
b0985	b4028	4.58116614393053
b0986	b4027	4.58116614393053
b1041	b1042	4.58116614393053
b1050	b3688	4.58116614393053
b1087	b3248	4.58116614393053
b1195	b1795	4.58116614393053
b1227	b1465	4.58116614393053
b1237	b2669	4.58116614393053
b1259	b4518	4.58116614393053
b1327	b3830	4.58116614393053
b1445	b4559	4.58116614393053
b1537	b2700	4.58116614393053
b1550	b4517	4.58116614393053
b1571	b4527	4.58116614393053
b1576	b1837	4.58116614393053
b1614	b3861	4.58116614393053
b1643	b3242	4.58116614393053
b1739	b2617	4.58116614393053
b1743	b4484	4.58116614393053
b1782	b3584	4.58116614393053
b1793	b4529	4.58116614393053
b1806	b3506	4.58116614393053
b1929	b2013	4.58116614393053
b2271	b2753	4.58116614393053
b2279	b2485	4.58116614393053
b2343	b3922	4.58116614393053
b2490	b2718	4.58116614393053
b2543	b3101	4.58116614393053
b2597	b3203	4.58116614393053
b2624	b4501	4.58116614393053
b2783	b4224	4.58116614393053
b2809	b2833	4.58116614393053
b2929	b3601	4.58116614393053
b2930	b3925	4.58116614393053
b2968	b3334	4.58116614393053
b2975	b3603	4.58116614393053
b2987	b3493	4.58116614393053
b3037	b4185	4.58116614393053
b3214	b3219	4.58116614393053
b3244	b4235	4.58116614393053
b3299	b4506	4.58116614393053
b3509	b3510	4.58116614393053
b3562	b3563	4.58116614393053
b3587	b3598	4.58116614393053
b3875	b4311	4.58116614393053
b4123	b4138	4.58116614393053
b4204	b4325	4.58116614393053
b4261	b4262	4.58116614393053
b4353	b4512	4.58116614393053
b4410	b4411	4.58116614393053
b4510	b4528	4.58116614393053
b0132	b2244	4.58112551333013
b0132	b2305	4.58112551333013
b0132	b3411	4.58112551333013
b0247	b2002	4.58112551333013
b0247	b2644	4.58112551333013
b0328	b3823	4.58112551333013
b0328	b3824	4.58112551333013
b1780	b2544	4.58112551333013
b1780	b3879	4.58112551333013
b2002	b2644	4.58112551333013
b2244	b2305	4.58112551333013
b2244	b3411	4.58112551333013
b2305	b3411	4.58112551333013
b2544	b3879	4.58112551333013
b3823	b3824	4.58112551333013
b0838	b1635	4.57936604507208
b0838	b2302	4.57936604507208
b0838	b2989	4.57936604507208
b0838	b3229	4.57936604507208
b0838	b3592	4.57936604507208
b1635	b2302	4.57936604507208
b1635	b2989	4.57936604507208
b1635	b3229	4.57936604507208
b1635	b3592	4.57936604507208
b2302	b2989	4.57936604507208
b2302	b3229	4.57936604507208
b2302	b3592	4.57936604507208
b2989	b3229	4.57936604507208
b2989	b3592	4.57936604507208
b3229	b3592	4.57936604507208
b0078	b3670	4.57627379975512
b0337	b4095	4.57627379975512
b0797	b1343	4.57555295416513
b1343	b2576	4.57555295416513
b1343	b3780	4.57555295416513
b1019	b2431	4.57512514113128
b2293	b3715	4.57449604594516
b0150	b2155	4.57323006226293
b0584	b2155	4.57323006226293
b1102	b2155	4.57323006226293
b0320	b0729	4.57228145088416
b0518	b0729	4.57228145088416
b1106	b3859	4.57158664672837
b2237	b3630	4.57158664672837
b3844	b3924	4.57149376682119
b1650	b3081	4.57124333641461
b1145	b2568	4.57120494933307
b2482	b2723	4.56965947006138
b0443	b0736	4.56960173572545
b2241	b3426	4.56848353257179
b0036	b1393	4.56844767109522
b0036	b2919	4.56844767109522
b1393	b2262	4.56844767109522
b2262	b2919	4.56844767109522
b0632	b2134	4.56679659825147
b0839	b2134	4.56679659825147
b2010	b2134	4.56679659825147
b1299	b1434	4.56610655602278
b0805	b4291	4.56606318523406
b0623	b0989	4.5656957492966
b0623	b0990	4.5656957492966
b0623	b1552	4.5656957492966
b0623	b1557	4.5656957492966
b0623	b1558	4.5656957492966
b0623	b1823	4.5656957492966
b0623	b3556	4.5656957492966
b0989	b0990	4.5656957492966
b0989	b1552	4.5656957492966
b0989	b1557	4.5656957492966
b0989	b1558	4.5656957492966
b0989	b1823	4.5656957492966
b0989	b3556	4.5656957492966
b0990	b1552	4.5656957492966
b0990	b1557	4.5656957492966
b0990	b1558	4.5656957492966
b0990	b1823	4.5656957492966
b0990	b3556	4.5656957492966
b1552	b1557	4.5656957492966
b1552	b1558	4.5656957492966
b1552	b1823	4.5656957492966
b1552	b3556	4.5656957492966
b1557	b1558	4.5656957492966
b1557	b1823	4.5656957492966
b1557	b3556	4.5656957492966
b1558	b1823	4.5656957492966
b1558	b3556	4.5656957492966
b1823	b3556	4.5656957492966
b2542	b3962	4.56472779824909
b0058	b2791	4.56436347689253
b1267	b3282	4.56420201655947
b1660	b2182	4.56286811893008
b2182	b3673	4.56286811893008
b0325	b4269	4.56147048432782
b0811	b1920	4.56144513245009
b0860	b1920	4.56144513245009
b0140	b0531	4.55990529456112
b0140	b0717	4.55990529456112
b0140	b0939	4.55990529456112
b0140	b0944	4.55990529456112
b0140	b2110	4.55990529456112
b0140	b2336	4.55990529456112
b0140	b3047	4.55990529456112
b0140	b3143	4.55990529456112
b0140	b4316	4.55990529456112
b0531	b0717	4.55990529456112
b0531	b0939	4.55990529456112
b0531	b0944	4.55990529456112
b0531	b2110	4.55990529456112
b0531	b2336	4.55990529456112
b0531	b3047	4.55990529456112
b0531	b3143	4.55990529456112
b0531	b4316	4.55990529456112
b0717	b0939	4.55990529456112
b0717	b0944	4.55990529456112
b0717	b2110	4.55990529456112
b0717	b2336	4.55990529456112
b0717	b3047	4.55990529456112
b0717	b3143	4.55990529456112
b0717	b4316	4.55990529456112
b0863	b2309	4.55990529456112
b0863	b2310	4.55990529456112
b0939	b0944	4.55990529456112
b0939	b2110	4.55990529456112
b0939	b2336	4.55990529456112
b0939	b3047	4.55990529456112
b0939	b3143	4.55990529456112
b0939	b4316	4.55990529456112
b0944	b2110	4.55990529456112
b0944	b2336	4.55990529456112
b0944	b3047	4.55990529456112
b0944	b3143	4.55990529456112
b0944	b4316	4.55990529456112
b2110	b2336	4.55990529456112
b2110	b3047	4.55990529456112
b2110	b3143	4.55990529456112
b2110	b4316	4.55990529456112
b2309	b2310	4.55990529456112
b2336	b3047	4.55990529456112
b2336	b3143	4.55990529456112
b2336	b4316	4.55990529456112
b3047	b3143	4.55990529456112
b3047	b4316	4.55990529456112
b3143	b4316	4.55990529456112
b0872	b3924	4.55773050996542
b0116	b2542	4.55769221126602
b2542	b3500	4.55769221126602
b1113	b1678	4.5571104822948
b1803	b3924	4.55188540754365
b0041	b2770	4.55124088037782
b1697	b2770	4.55124088037782
b2764	b2790	4.54959693018574
b4059	b4201	4.54923700857952
b1521	b1542	4.54892434657157
b1521	b2172	4.54892434657157
b1521	b4323	4.54892434657157
b0110	b0867	4.54860952491426
b1908	b2909	4.54860952491426
b2429	b2715	4.54860952491426
b2928	b3974	4.54860952491426
b0241	b1377	4.54856149169428
b0929	b1377	4.54856149169428
b1377	b2215	4.54856149169428
b2155	b4291	4.54854518067164
b1981	b2587	4.54832223653501
b0107	b0569	4.54811430001148
b0797	b3162	4.54695042998967
b2576	b3162	4.54695042998967
b3162	b3780	4.54695042998967
b0323	b0521	4.54612949790407
b0323	b2874	4.54612949790407
b0521	b2874	4.54612949790407
b1134	b1759	4.54602423904477
b1134	b2251	4.54602423904477
b1759	b2251	4.54602423904477
b3386	b4085	4.54523235480913
b3386	b4301	4.54523235480913
b3581	b4196	4.54523235480913
b4085	b4301	4.54523235480913
b0577	b0808	4.54448165687587
b1981	b3523	4.54340870864827
b2587	b3523	4.54340870864827
b0286	b2868	4.54304892038896
b0342	b0459	4.54272269574907
b0818	b2292	4.54221769070618
b0692	b4132	4.54191252492209
b1959	b3660	4.54060684701871
b1959	b3827	4.54060684701871
b3038	b4186	4.54060684701871
b3660	b3827	4.54060684701871
b1538	b3498	4.53975459802959
b1197	b3080	4.53970484532595
b3080	b3519	4.53970484532595
b2220	b4004	4.53923425758
b2155	b3966	4.53869185127056
b0854	b1123	4.53583058539619
b0854	b1440	4.53583058539619
b1123	b1440	4.53583058539619
b1772	b2100	4.53583058539619
b1772	b3883	4.53583058539619
b2100	b3883	4.53583058539619
b2349	b2442	4.53515171522831
b2349	b2622	4.53515171522831
b2442	b2622	4.53515171522831
b0604	b2893	4.533763425461
b2712	b3282	4.53022614813096
b0731	b3900	4.53017782335073
b0811	b0863	4.52932194111126
b0811	b2309	4.52932194111126
b0811	b2310	4.52932194111126
b0860	b0863	4.52932194111126
b0860	b2309	4.52932194111126
b0860	b2310	4.52932194111126
b0465	b0577	4.5282427919529
b0577	b1330	4.5282427919529
b0577	b4159	4.5282427919529
b0870	b3708	4.52685393725059
b2484	b2486	4.52564563926072
b1380	b3553	4.52549287098591
b0018	b1562	4.52470518006186
b0018	b4415	4.52470518006186
b0018	b4428	4.52470518006186
b0018	b4455	4.52470518006186
b0793	b3485	4.52470518006186
b1193	b2963	4.52470518006186
b1562	b4415	4.52470518006186
b1562	b4428	4.52470518006186
b1562	b4455	4.52470518006186
b2368	b2685	4.52470518006186
b2368	b4082	4.52470518006186
b2685	b4082	4.52470518006186
b4415	b4428	4.52470518006186
b4415	b4455	4.52470518006186
b4428	b4455	4.52470518006186
b2531	b4178	4.52411897207951
b2667	b3501	4.52411897207951
b0448	b0886	4.52228506666254
b0448	b0887	4.52228506666254
b0448	b0914	4.52228506666254
b0449	b0886	4.52228506666254
b0449	b0887	4.52228506666254
b0449	b0914	4.52228506666254
b1652	b1844	4.52212688687641
b1844	b4162	4.52212688687641
b1392	b3924	4.5207961364295
b0348	b3039	4.52064314590545
b0411	b2408	4.52064314590545
b0527	b1728	4.52064314590545
b0937	b3713	4.52064314590545
b1108	b3031	4.52064314590545
b1304	b4182	4.52064314590545
b1340	b2331	4.52064314590545
b1342	b3816	4.52064314590545
b1679	b2811	4.52064314590545
b1724	b4128	4.52064314590545
b2502	b3779	4.52064314590545
b2804	b3748	4.52064314590545
b2995	b4073	4.52064314590545
b3522	b3886	4.52064314590545
b3720	b4036	4.52064314590545
b4363	b4364	4.52064314590545
b4515	b4592	4.52064314590545
b1127	b2872	4.52058990474549
b2472	b2872	4.52058990474549
b2872	b3957	4.52058990474549
b0283	b2875	4.52038640607661
b0462	b2470	4.51976756263003
b0462	b3266	4.51976756263003
b0462	b3514	4.51976756263003
b0597	b1686	4.51976756263003
b0597	b3820	4.51976756263003
b1686	b3820	4.51976756263003
b2470	b3266	4.51976756263003
b2470	b3514	4.51976756263003
b3266	b3514	4.51976756263003
b2605	b3552	4.51847271761374
b2552	b3924	4.51753091798318
b1521	b3600	4.51717693057148
b0793	b3486	4.51523994955779
b3485	b3486	4.51523994955779
b0605	b2480	4.51519019648118
b0247	b3638	4.51466754365972
b2002	b3638	4.51466754365972
b2644	b3638	4.51466754365972
b0307	b0308	4.51423878997037
b0684	b3850	4.51418433367525
b2895	b3850	4.51418433367525
b0058	b1086	4.51375429202092
b0058	b2594	4.51375429202092
b1086	b2791	4.51375429202092
b2594	b2791	4.51375429202092
b2293	b3385	4.5118962244163
b3385	b3715	4.5118962244163
b1101	b2429	4.51111906709781
b1621	b2429	4.51111906709781
b2429	b4240	4.51111906709781
b1300	b1385	4.51099982490502
b1300	b1415	4.51099982490502
b1300	b1525	4.51099982490502
b1300	b3588	4.51099982490502
b1385	b1415	4.51099982490502
b1385	b1525	4.51099982490502
b1385	b3588	4.51099982490502
b1415	b1525	4.51099982490502
b1415	b3588	4.51099982490502
b1525	b3588	4.51099982490502
b2383	b3900	4.509417079907
b0070	b2170	4.50852865691469
b0070	b3659	4.50852865691469
b1828	b2077	4.50852865691469
b2170	b3659	4.50852865691469
b2367	b2686	4.50852865691469
b0644	b0647	4.5064968997111
b0644	b4078	4.5064968997111
b0647	b4078	4.5064968997111
b1511	b2776	4.5064968997111
b1068	b1315	4.50636054814518
b1068	b1624	4.50636054814518
b1068	b3440	4.50636054814518
b1068	b4280	4.50636054814518
b1315	b1624	4.50636054814518
b1315	b3440	4.50636054814518
b1315	b4280	4.50636054814518
b1624	b3440	4.50636054814518
b1624	b4280	4.50636054814518
b3440	b4280	4.50636054814518
b1193	b2558	4.50590187580851
b2558	b2963	4.50590187580851
b2277	b2482	4.50554582369234
b2277	b2723	4.50554582369234
b1380	b2913	4.50401753111301
b2913	b3553	4.50401753111301
b0623	b0880	4.5003366737727
b0880	b0989	4.5003366737727
b0880	b0990	4.5003366737727
b0880	b1552	4.5003366737727
b0880	b1557	4.5003366737727
b0880	b1558	4.5003366737727
b0880	b1823	4.5003366737727
b0880	b3556	4.5003366737727
b0679	b2429	4.49991107051886
b2429	b3722	4.49991107051886
b0130	b1023	4.49989105671301
b0130	b2256	4.49989105671301
b1023	b2256	4.49989105671301
b0215	b1844	4.49757868010571
b0270	b1616	4.49710077571083
b0270	b3877	4.49710077571083
