"node1","node2","Uni_N1","Uni_N2"
"eco:b0437","eco:b1322","P0A6G7","P0A8R7"
"eco:b1294","eco:b1322","Q47622","P0A8R7"
"eco:b0473","eco:b1322","P0A6Z3","P0A8R7"
"eco:b1291","eco:b1322","P0AAH4","P0A8R7"
"eco:b0492","eco:b1322","P77395","P0A8R7"
"eco:b0658","eco:b1322","P0AE78","P0A8R7"
"eco:b1305","eco:b1322","P0AFM9","P0A8R7"
"eco:b0438","eco:b1322","P0A6H1","P0A8R7"
"eco:b1292","eco:b1322","P0AGH5","P0A8R7"
"eco:b1303","eco:b1322","P37344","P0A8R7"
"eco:b0330","eco:b1322","P77743","P0A8R7"
"eco:b1306","eco:b1322","P0AFN2","P0A8R7"
"eco:b0439","eco:b1322","P0A9M0","P0A8R7"
"eco:b1304","eco:b1322","P0AFM6","P0A8R7"
"eco:b0110","eco:b1323","P13016","P07604"
"eco:b0606","eco:b1323","P35340","P07604"
"eco:b1321","eco:b1323","P76046","P07604"
"eco:b1305","eco:b1323","P0AFM9","P07604"
"eco:b1306","eco:b1323","P0AFN2","P07604"
"eco:b0888","eco:b1323","P0A9P4","P07604"
"eco:b0436","eco:b1323","P0A850","P07604"
"eco:b1322","eco:b1323","P0A8R7","P07604"
"eco:b0111","eco:b1323","P0AE14","P07604"
"eco:b1304","eco:b1323","P0AFM6","P07604"
"eco:b1306","eco:b1324","P0AFN2","P0A862"
"eco:b0727","eco:b1324","P0AFG6","P0A862"
"eco:b1136","eco:b1324","P08200","P0A862"
"eco:b0728","eco:b1324","P0A836","P0A862"
"eco:b1321","eco:b1324","P76046","P0A862"
"eco:b0428","eco:b1324","P0AEA5","P0A862"
"eco:b1323","eco:b1324","P07604","P0A862"
"eco:b0720","eco:b1324","P0ABH7","P0A862"
"eco:b0394","eco:b1324","P23917","P0A862"
"eco:b0424","eco:b1324","Q46948","P0A862"
"eco:b0726","eco:b1324","P0AFG3","P0A862"
"eco:b0724","eco:b1324","P07014","P0A862"
"eco:b0606","eco:b1324","P35340","P0A862"
"eco:b0116","eco:b1324","P0A9P0","P0A862"
"eco:b1322","eco:b1324","P0A8R7","P0A862"
"eco:b0522","eco:b1324","P09029","P0A862"
"eco:b0755","eco:b1324","P62707","P0A862"
"eco:b1108","eco:b1324","P0A8E1","P0A862"
"eco:b0475","eco:b1324","P23871","P0A862"
"eco:b0721","eco:b1324","P69054","P0A862"
"eco:b1119","eco:b1324","P75959","P0A862"
"eco:b0118","eco:b1324","P36683","P0A862"
"eco:b0031","eco:b1324","P04036","P0A862"
"eco:b0729","eco:b1324","P0AGE9","P0A862"
"eco:b0722","eco:b1324","P0AC44","P0A862"
"eco:b0307","eco:b1324","P77536","P0A862"
"eco:b0723","eco:b1324","P0AC41","P0A862"
"eco:b0869","eco:b1325","P75822","P51981"
"eco:b0835","eco:b1325","P0AEI4","P51981"
"eco:b1192","eco:b1325","P76008","P51981"
"eco:b1250","eco:b1325","P31069","P51981"
"eco:b1286","eco:b1325","P30850","P51981"
"eco:b0581","eco:b1325","P77213","P51981"
"eco:b0616","eco:b1325","P0A9I1","P51981"
"eco:b1322","eco:b1325","P0A8R7","P51981"
"eco:b1324","eco:b1325","P0A862","P51981"
"eco:b0433","eco:b1325","P0AE16","P51981"
"eco:b1184","eco:b1325","P04152","P51981"
"eco:b1107","eco:b1325","P75949","P51981"
"eco:b0945","eco:b1325","P0A7E1","P51981"
"eco:b1225","eco:b1325","P11349","P51981"
"eco:b1323","eco:b1325","P07604","P51981"
"eco:b1321","eco:b1325","P76046","P51981"
"eco:b1324","eco:b1326","P0A862","P0ACV6"
"eco:b0482","eco:b1326","P77301","P0ACV6"
"eco:b1107","eco:b1326","P75949","P0ACV6"
"eco:b1192","eco:b1326","P76008","P0ACV6"
"eco:b1323","eco:b1326","P07604","P0ACV6"
"eco:b1119","eco:b1326","P75959","P0ACV6"
"eco:b0110","eco:b1326","P13016","P0ACV6"
"eco:b0308","eco:b1326","P77433","P0ACV6"
"eco:b0678","eco:b1326","P0A759","P0ACV6"
"eco:b0433","eco:b1326","P0AE16","P0ACV6"
"eco:b1325","eco:b1326","P51981","P0ACV6"
"eco:b1200","eco:b1327","P76015","P76049"
"eco:b0900","eco:b1327","P75836","P76049"
"eco:b0316","eco:b1328","P77700","P77333"
"eco:b0944","eco:b1328","P40876","P77333"
"eco:b0402","eco:b1328","P0AAE2","P77333"
"eco:b0530","eco:b1328","P0ABW5","P77333"
"eco:b0135","eco:b1328","P31058","P77333"
"eco:b0768","eco:b1328","P52696","P77333"
"eco:b0825","eco:b1328","P78055","P77333"
"eco:b0076","eco:b1328","P10151","P77333"
"eco:b0717","eco:b1328","P75749","P77333"
"eco:b0254","eco:b1328","Q57083","P77333"
"eco:b0629","eco:b1328","P30979","P77333"
"eco:b0325","eco:b1328","P75691","P77333"
"eco:b0208","eco:b1328","P30864","P77333"
"eco:b0321","eco:b1328","P77221","P77333"
"eco:b1327","eco:b1328","P76049","P77333"
"eco:b0338","eco:b1328","P27111","P77333"
"eco:b1275","eco:b1328","P0A9F3","P77333"
"eco:b1315","eco:b1328","P77503","P77333"
"eco:b0900","eco:b1328","P75836","P77333"
"eco:b0603","eco:b1328","P77746","P77333"
"eco:b0020","eco:b1328","P0A9G2","P77333"
"eco:b0504","eco:b1328","P0ACR0","P77333"
"eco:b1246","eco:b1329","P76027","P77348"
"eco:b1305","eco:b1329","P0AFM9","P77348"
"eco:b1322","eco:b1329","P0A8R7","P77348"
"eco:b0830","eco:b1329","P75797","P77348"
"eco:b0069","eco:b1329","P33595","P77348"
"eco:b0831","eco:b1329","P75798","P77348"
"eco:b1293","eco:b1329","P0AGH3","P77348"
"eco:b1292","eco:b1329","P0AGH5","P77348"
"eco:b1326","eco:b1329","P0ACV6","P77348"
"eco:b1243","eco:b1329","P23843","P77348"
"eco:b1324","eco:b1329","P0A862","P77348"
"eco:b0829","eco:b1329","P75796","P77348"
"eco:b1244","eco:b1329","P0AFH2","P77348"
"eco:b0445","eco:b1329","P46890","P77348"
"eco:b1294","eco:b1329","Q47622","P77348"
"eco:b1245","eco:b1329","P0AFH6","P77348"
"eco:b0832","eco:b1329","P75799","P77348"
"eco:b0433","eco:b1329","P0AE16","P77348"
"eco:b1242","eco:b1329","P25743","P77348"
"eco:b0577","eco:b1330","P0AAT4","P0AEB5"
"eco:b1329","eco:b1330","P77348","P0AEB5"
"eco:b0808","eco:b1330","P75783","P0AEB5"
"eco:b1105","eco:b1330","P0AB38","P0AEB5"
"eco:b0465","eco:b1330","P77338","P0AEB5"
"eco:b1107","eco:b1330","P75949","P0AEB5"
"eco:b0530","eco:b1330","P0ABW5","P0AEB5"
"eco:b1267","eco:b1330","P0AFR4","P0AEB5"
"eco:b0432","eco:b1332","P0ABJ1","P64445"
"eco:b1330","eco:b1332","P0AEB5","P64445"
"eco:b0458","eco:b1332","P0AAS0","P64445"
"eco:b0430","eco:b1332","P0ABJ3","P64445"
"eco:b1296","eco:b1332","P76037","P64445"
"eco:b0431","eco:b1332","P0ABI8","P64445"
"eco:b0116","eco:b1332","P0A9P0","P64445"
"eco:b0429","eco:b1332","P0ABJ6","P64445"
"eco:b0273","eco:b1332","P06960","P64445"
"eco:b0033","eco:b1332","P00968","P64445"
"eco:b0312","eco:b1332","P17445","P64445"
"eco:b0721","eco:b1332","P69054","P64445"
"eco:b0643","eco:b1333","P0AAT9","P0AAC0"
"eco:b0119","eco:b1333","P0A8E5","P0AAC0"
"eco:b0712","eco:b1333","P75745","P0AAC0"
"eco:b0607","eco:b1333","P39177","P0AAC0"
"eco:b1002","eco:b1333","P19926","P0AAC0"
"eco:b0882","eco:b1333","P0ABH9","P0AAC0"
"eco:b1000","eco:b1333","P36659","P0AAC0"
"eco:b1332","eco:b1333","P64445","P0AAC0"
"eco:b1020","eco:b1333","P0A9K1","P0AAC0"
"eco:b0919","eco:b1333","P0AB03","P0AAC0"
"eco:b0564","eco:b1333","P05052","P0AAC0"
"eco:b0881","eco:b1333","P0A8Q6","P0AAC0"
"eco:b0902","eco:b1333","P0A9N4","P0AAC0"
"eco:b1075","eco:b1334","P75936","P0A9E5"
"eco:b1073","eco:b1334","P0ABW9","P0A9E5"
"eco:b1082","eco:b1334","P33235","P0A9E5"
"eco:b0093","eco:b1334","P06136","P0A9E5"
"eco:b0156","eco:b1334","P0ACC3","P0A9E5"
"eco:b0729","eco:b1334","P0AGE9","P0A9E5"
"eco:b0054","eco:b1334","P31554","P0A9E5"
"eco:b1333","eco:b1334","P0AAC0","P0A9E5"
"eco:b0143","eco:b1334","P0ABF1","P0A9E5"
"eco:b1078","eco:b1334","P0ABX5","P0A9E5"
"eco:b0053","eco:b1334","P0ABZ6","P0A9E5"
"eco:b0215","eco:b1334","P03007","P0A9E5"
"eco:b1080","eco:b1334","P0A6S3","P0A9E5"
"eco:b1071","eco:b1334","P0AEM4","P0A9E5"
"eco:b1194","eco:b1334","P76010","P0A9E5"
"eco:b1079","eco:b1334","P0A6S0","P0A9E5"
"eco:b0469","eco:b1334","P69503","P0A9E5"
"eco:b0110","eco:b1334","P13016","P0A9E5"
"eco:b0208","eco:b1334","P30864","P0A9E5"
"eco:b1072","eco:b1334","P75933","P0A9E5"
"eco:b0223","eco:b1334","Q47147","P0A9E5"
"eco:b0146","eco:b1334","P0A823","P0A9E5"
"eco:b0393","eco:b1334","P36767","P0A9E5"
"eco:b1076","eco:b1334","P75937","P0A9E5"
"eco:b1074","eco:b1334","P0ABX2","P0A9E5"
"eco:b0955","eco:b1334","P75867","P0A9E5"
"eco:b0049","eco:b1334","P05637","P0A9E5"
"eco:b1070","eco:b1334","P43533","P0A9E5"
"eco:b1334","eco:b1335","P0A9E5","P0AFH0"
"eco:b0454","eco:b1335","P0AFP2","P0AFH0"
"eco:b0716","eco:b1336","P75748","P46133"
"eco:b0531","eco:b1336","P77249","P46133"
"eco:b1153","eco:b1336","P75982","P46133"
"eco:b1238","eco:b1336","P23331","P46133"
"eco:b0365","eco:b1336","Q47537","P46133"
"eco:b0661","eco:b1336","P0AEI1","P46133"
"eco:b0517","eco:b1337","P77555","P76052"
"eco:b1045","eco:b1337","P0A8D6","P76052"
"eco:b0294","eco:b1337","P71301","P76052"
"eco:b1041","eco:b1337","P0ABK7","P76052"
"eco:b1336","eco:b1337","P46133","P76052"
"eco:b1225","eco:b1337","P11349","P76052"
"eco:b0809","eco:b1337","P10346","P76052"
"eco:b0652","eco:b1337","P0AAG3","P76052"
"eco:b0516","eco:b1338","P77425","P77357"
"eco:b1336","eco:b1338","P46133","P77357"
"eco:b1109","eco:b1338","P00393","P77357"
"eco:b0459","eco:b1338","P77791","P77357"
"eco:b1337","eco:b1338","P76052","P77357"
"eco:b1328","eco:b1339","P77333","P77744"
"eco:b1275","eco:b1339","P0A9F3","P77744"
"eco:b0020","eco:b1339","P0A9G2","P77744"
"eco:b0629","eco:b1339","P30979","P77744"
"eco:b1338","eco:b1339","P77357","P77744"
"eco:b0900","eco:b1339","P75836","P77744"
"eco:b0208","eco:b1339","P30864","P77744"
"eco:b0338","eco:b1339","P27111","P77744"
"eco:b0254","eco:b1339","Q57083","P77744"
"eco:b1337","eco:b1339","P76052","P77744"
"eco:b0316","eco:b1339","P77700","P77744"
"eco:b0504","eco:b1339","P0ACR0","P77744"
"eco:b0603","eco:b1339","P77746","P77744"
"eco:b1336","eco:b1339","P46133","P77744"
"eco:b0076","eco:b1339","P10151","P77744"
"eco:b0768","eco:b1339","P52696","P77744"
"eco:b0834","eco:b1341","P75801","P77302"
"eco:b0384","eco:b1341","P0AFM4","P77302"
"eco:b1194","eco:b1341","P76010","P77302"
"eco:b0581","eco:b1341","P77213","P77302"
"eco:b1025","eco:b1341","P75908","P77302"
"eco:b0897","eco:b1341","P21367","P77302"
"eco:b1040","eco:b1341","P52106","P77302"
"eco:b1003","eco:b1341","P0AB14","P77302"
"eco:b1197","eco:b1341","P13482","P77302"
"eco:b0979","eco:b1341","P26458","P77302"
"eco:b1004","eco:b1341","P0A8G6","P77302"
"eco:b1051","eco:b1341","P25738","P77302"
"eco:b0820","eco:b1341","P0A9U3","P77302"
"eco:b0694","eco:b1341","P21866","P77302"
"eco:b1041","eco:b1341","P0ABK7","P77302"
"eco:b0630","eco:b1341","P60720","P77302"
"eco:b1234","eco:b1341","P0AFR0","P77302"
"eco:b0315","eco:b1341","P21514","P77302"
"eco:b1324","eco:b1342","P0A862","P64423"
"eco:b0465","eco:b1342","P77338","P64423"
"eco:b0040","eco:b1342","P31553","P64423"
"eco:b1329","eco:b1342","P77348","P64423"
"eco:b0597","eco:b1342","P0A8Y8","P64423"
"eco:b0314","eco:b1342","P0ABC9","P64423"
"eco:b0208","eco:b1342","P30864","P64423"
"eco:b1296","eco:b1343","P76037","P21693"
"eco:b0489","eco:b1343","P0AA53","P21693"
"eco:b0628","eco:b1343","P60716","P21693"
"eco:b0870","eco:b1343","P75823","P21693"
"eco:b0835","eco:b1343","P0AEI4","P21693"
"eco:b0169","eco:b1343","P0A7V0","P21693"
"eco:b0126","eco:b1343","P61517","P21693"
"eco:b0949","eco:b1343","P43672","P21693"
"eco:b0086","eco:b1343","P11880","P21693"
"eco:b0797","eco:b1343","P25888","P21693"
"eco:b1168","eco:b1344","P75995","P76055"
"eco:b0759","eco:b1344","P09147","P76055"
"eco:b0808","eco:b1344","P75783","P76055"
"eco:b1234","eco:b1344","P0AFR0","P76055"
"eco:b0405","eco:b1344","P0A7F9","P76055"
"eco:b1343","eco:b1344","P21693","P76055"
"eco:b1247","eco:b1344","P77737","P76055"
"eco:b0961","eco:b1344","P0AB12","P76055"
"eco:b0054","eco:b1344","P31554","P76055"
"eco:b1334","eco:b1344","P0A9E5","P76055"
"eco:b0159","eco:b1344","P0AF12","P76055"
"eco:b0870","eco:b1344","P75823","P76055"
"eco:b1342","eco:b1344","P64423","P76055"
"eco:b1274","eco:b1344","P06612","P76055"
"eco:b1333","eco:b1344","P0AAC0","P76055"
"eco:b0485","eco:b1344","P77454","P76055"
"eco:b0948","eco:b1344","P75864","P76055"
"eco:b1285","eco:b1344","P77334","P76055"
"eco:b0967","eco:b1344","P75876","P76055"
"eco:b0787","eco:b1345","P75769","P76056"
"eco:b0031","eco:b1345","P04036","P76056"
"eco:b0281","eco:b1345","P71298","P76056"
"eco:b1314","eco:b1345","P76044","P76056"
"eco:b1321","eco:b1345","P76046","P76056"
"eco:b0306","eco:b1345","P77252","P76056"
"eco:b0537","eco:b1345","P24218","P76056"
"eco:b0009","eco:b1345","P0AF03","P76056"
"eco:b0035","eco:b1345","P39206","P76056"
"eco:b1181","eco:b1345","P0A8L5","P76056"
"eco:b1344","eco:b1345","P76055","P76056"
"eco:b1172","eco:b1345","Q7DFV3","P76056"
"eco:b1038","eco:b1346","P0AE98","P76057"
"eco:b1345","eco:b1346","P76056","P76057"
"eco:b1196","eco:b1347","P76012","P33230"
"eco:b0834","eco:b1347","P75801","P33230"
"eco:b0310","eco:b1347","P77180","P33230"
"eco:b1042","eco:b1348","P28307","P33229"
"eco:b0986","eco:b1348","P75884","P33229"
"eco:b0645","eco:b1348","P77627","P33229"
"eco:b0535","eco:b1349","P0AEL8","P33228"
"eco:b1038","eco:b1349","P0AE98","P33228"
"eco:b1001","eco:b1349","P36661","P33228"
"eco:b0618","eco:b1349","P77390","P33228"
"eco:b0132","eco:b1349","P31665","P33228"
"eco:b0804","eco:b1349","P75779","P33228"
"eco:b0296","eco:b1350","P0A7N1","P15032"
"eco:b1001","eco:b1350","P36661","P15032"
"eco:b0983","eco:b1350","P0A932","P15032"
"eco:b0587","eco:b1350","P26266","P15032"
"eco:b0319","eco:b1350","P77297","P15032"
"eco:b0328","eco:b1350","P75693","P15032"
"eco:b0305","eco:b1350","P77379","P15032"
"eco:b0363","eco:b1350","Q47536","P15032"
"eco:b0768","eco:b1350","P52696","P15032"
"eco:b1309","eco:b1350","P76041","P15032"
"eco:b0132","eco:b1350","P31665","P15032"
"eco:b1029","eco:b1350","P75910","P15032"
"eco:b1043","eco:b1350","P52107","P15032"
"eco:b1207","eco:b1350","P0A717","P15032"
"eco:b0069","eco:b1350","P33595","P15032"
"eco:b0825","eco:b1351","P78055","P15033"
"eco:b1349","eco:b1351","P33228","P15033"
"eco:b0944","eco:b1351","P40876","P15033"
"eco:b1328","eco:b1351","P77333","P15033"
"eco:b0295","eco:b1351","P56257","P15033"
"eco:b0296","eco:b1351","P0A7N1","P15033"
"eco:b1345","eco:b1351","P76056","P15033"
"eco:b0901","eco:b1351","P43340","P15033"
"eco:b1315","eco:b1351","P77503","P15033"
"eco:b1038","eco:b1351","P0AE98","P15033"
"eco:b0535","eco:b1351","P0AEL8","P15033"
"eco:b1196","eco:b1351","P76012","P15033"
"eco:b0108","eco:b1351","P36647","P15033"
"eco:b0091","eco:b1351","P17952","P15033"
"eco:b1350","eco:b1351","P15032","P15033"
"eco:b1309","eco:b1351","P76041","P15033"
"eco:b1349","eco:b1352","P33228","P38393"
"eco:b0295","eco:b1352","P56257","P38393"
"eco:b1351","eco:b1352","P15033","P38393"
"eco:b1287","eco:b1352","P76035","P38393"
"eco:b1065","eco:b1353","P69367","P38392"
"eco:b1351","eco:b1353","P15033","P38392"
"eco:b1184","eco:b1353","P04152","P38392"
"eco:b0644","eco:b1355","P77234","P76061"
"eco:b0379","eco:b1357","P0AAP7","P76063"
"eco:b0483","eco:b1357","P0A9T6","P76063"
"eco:b1299","eco:b1357","P0A9U6","P76063"
"eco:b0466","eco:b1358","P45807","P76064"
"eco:b0602","eco:b1358","P77216","P76064"
"eco:b0805","eco:b1358","P75780","P76064"
"eco:b0340","eco:b1359","P00816","P76065"
"eco:b0845","eco:b1359","P75810","P76065"
"eco:b1309","eco:b1360","P76041","P77546"
"eco:b0901","eco:b1360","P43340","P77546"
"eco:b0328","eco:b1360","P75693","P77546"
"eco:b0294","eco:b1360","P71301","P77546"
"eco:b0449","eco:b1360","P0AAG5","P77546"
"eco:b1351","eco:b1360","P15033","P77546"
"eco:b1301","eco:b1360","P37906","P77546"
"eco:b0160","eco:b1363","P15723","P23849"
"eco:b0564","eco:b1363","P05052","P23849"
"eco:b1191","eco:b1363","P76007","P23849"
"eco:b0418","eco:b1363","P18200","P23849"
"eco:b0525","eco:b1363","P23869","P23849"
"eco:b1351","eco:b1363","P15033","P23849"
"eco:b0049","eco:b1363","P05637","P23849"
"eco:b0695","eco:b1363","P21865","P23849"
"eco:b1278","eco:b1363","P0A924","P23849"
"eco:b0465","eco:b1363","P77338","P23849"
"eco:b0692","eco:b1363","P0AAF1","P23849"
"eco:b0698","eco:b1363","P03959","P23849"
"eco:b0677","eco:b1363","P0AF18","P23849"
"eco:b1291","eco:b1363","P0AAH4","P23849"
"eco:b0146","eco:b1363","P0A823","P23849"
"eco:b0314","eco:b1363","P0ABC9","P23849"
"eco:b1238","eco:b1363","P23331","P23849"
"eco:b0932","eco:b1363","P04825","P23849"
"eco:b0697","eco:b1363","P03960","P23849"
"eco:b0657","eco:b1363","P23930","P23849"
"eco:b0047","eco:b1363","P03819","P23849"
"eco:b1250","eco:b1363","P31069","P23849"
"eco:b0481","eco:b1363","P0AAR3","P23849"
"eco:b0694","eco:b1363","P21866","P23849"
"eco:b0696","eco:b1363","P03961","P23849"
"eco:b0358","eco:b1365","Q47534","P76068"
"eco:b0601","eco:b1365","P77174","P76068"
"eco:b1029","eco:b1365","P75910","P76068"
"eco:b0593","eco:b1365","P0AEJ2","P76068"
"eco:b1319","eco:b1365","P76045","P76068"
"eco:b0937","eco:b1372","P80644","P76072"
"eco:b0558","eco:b1372","P77598","P76072"
"eco:b1148","eco:b1372","P75977","P76072"
"eco:b0291","eco:b1372","P77802","P76072"
"eco:b1316","eco:b1373","P77154","P77163"
"eco:b0549","eco:b1373","P68661","P77163"
"eco:b0456","eco:b1373","P0AAQ6","P77163"
"eco:b1156","eco:b1373","P09153","P77163"
"eco:b1372","eco:b1373","P76072","P77163"
"eco:b0331","eco:b1373","P77541","P77163"
"eco:b0350","eco:b1373","P77608","P77163"
"eco:b1310","eco:b1373","P76042","P77163"
"eco:b1155","eco:b1373","P09154","P77163"
"eco:b0245","eco:b1373","P77692","P77163"
"eco:b0527","eco:b1373","P45570","P77163"
"eco:b1311","eco:b1373","P0AFR7","P77163"
"eco:b0644","eco:b1373","P77234","P77163"
"eco:b1373","eco:b1374","P77163","P0ADI0"
"eco:b1282","eco:b1374","P08245","P0ADI0"
"eco:b1158","eco:b1374","P03014","P0ADI0"
"eco:b0278","eco:b1374","P77607","P0ADI0"
"eco:b0233","eco:b1374","Q47157","P0ADI0"
"eco:b1119","eco:b1374","P75959","P0ADI0"
"eco:b0825","eco:b1374","P78055","P0ADI0"
"eco:b0574","eco:b1374","P77239","P0ADI0"
"eco:b0990","eco:b1375","P0A978","P76073"
"eco:b0815","eco:b1375","P75785","P76073"
"eco:b1162","eco:b1375","P75989","P76073"
"eco:b1040","eco:b1375","P52106","P76073"
"eco:b1060","eco:b1376","P0AB33","P37903"
"eco:b0752","eco:b1376","P75757","P37903"
"eco:b1002","eco:b1376","P19926","P37903"
"eco:b0607","eco:b1376","P39177","P37903"
"eco:b0836","eco:b1376","P0AAY1","P37903"
"eco:b1127","eco:b1376","P29745","P37903"
"eco:b1333","eco:b1376","P0AAC0","P37903"
"eco:b0587","eco:b1377","P26266","P77747"
"eco:b0930","eco:b1377","P0A8M0","P77747"
"eco:b0929","eco:b1377","P02931","P77747"
"eco:b1350","eco:b1377","P15032","P77747"
"eco:b1349","eco:b1377","P33228","P77747"
"eco:b0928","eco:b1377","P00509","P77747"
"eco:b0241","eco:b1377","P02932","P77747"
"eco:b0363","eco:b1377","Q47536","P77747"
"eco:b1312","eco:b1377","P77716","P77747"
"eco:b1081","eco:b1378","P75942","P52647"
"eco:b1325","eco:b1378","P51981","P52647"
"eco:b0992","eco:b1378","P52636","P52647"
"eco:b0925","eco:b1378","P22525","P52647"
"eco:b1274","eco:b1378","P06612","P52647"
"eco:b0435","eco:b1378","P0ABE2","P52647"
"eco:b1079","eco:b1378","P0A6S0","P52647"
"eco:b1247","eco:b1379","P77737","P52644"
"eco:b1077","eco:b1379","P75938","P52644"
"eco:b0220","eco:b1379","P0AD59","P52644"
"eco:b1378","eco:b1379","P52647","P52644"
"eco:b1075","eco:b1379","P75936","P52644"
"eco:b1245","eco:b1379","P0AFH6","P52644"
"eco:b1246","eco:b1379","P76027","P52644"
"eco:b1074","eco:b1379","P0ABX2","P52644"
"eco:b1283","eco:b1379","P0ADA7","P52644"
"eco:b0722","eco:b1379","P0AC44","P52644"
"eco:b0893","eco:b1380","P0A8L1","P52643"
"eco:b0492","eco:b1380","P77395","P52643"
"eco:b0723","eco:b1380","P0AC41","P52643"
"eco:b0115","eco:b1380","P06959","P52643"
"eco:b0904","eco:b1380","P0AC23","P52643"
"eco:b0871","eco:b1380","P07003","P52643"
"eco:b1379","eco:b1380","P52644","P52643"
"eco:b0357","eco:b1380","P0AAP3","P52643"
"eco:b0113","eco:b1380","P0ACL9","P52643"
"eco:b0801","eco:b1380","P30178","P52643"
"eco:b0812","eco:b1380","P0ABT2","P52643"
"eco:b0803","eco:b1380","P41039","P52643"
"eco:b1358","eco:b1380","P76064","P52643"
"eco:b0386","eco:b1380","P0A9L8","P52643"
"eco:b0631","eco:b1380","P0A8J4","P52643"
"eco:b1322","eco:b1380","P0A8R7","P52643"
"eco:b1004","eco:b1380","P0A8G6","P52643"
"eco:b1018","eco:b1380","P0AB24","P52643"
"eco:b0473","eco:b1380","P0A6Z3","P52643"
"eco:b0804","eco:b1380","P75779","P52643"
"eco:b1105","eco:b1380","P0AB38","P52643"
"eco:b1055","eco:b1380","P24188","P52643"
"eco:b0517","eco:b1380","P77555","P52643"
"eco:b1064","eco:b1380","P0AC59","P52643"
"eco:b0902","eco:b1380","P0A9N4","P52643"
"eco:b1033","eco:b1380","P75913","P52643"
"eco:b0903","eco:b1380","P09373","P52643"
"eco:b0710","eco:b1380","P0AFP6","P52643"
"eco:b0805","eco:b1380","P75780","P52643"
"eco:b0726","eco:b1380","P0AFG3","P52643"
"eco:b0118","eco:b1380","P36683","P52643"
"eco:b1198","eco:b1380","P37349","P52643"
"eco:b0073","eco:b1380","P30125","P52643"
"eco:b1218","eco:b1380","P39163","P52643"
"eco:b1379","eco:b1381","P52644","P52645"
"eco:b0344","eco:b1381","G0ZKW2","P52645"
"eco:b0344","eco:b1381","P00722","P52645"
"eco:b1380","eco:b1381","P52643","P52645"
"eco:b0237","eco:b1381","P15288","P52645"
"eco:b0233","eco:b1382","Q47157","P64448"
"eco:b1381","eco:b1382","P52645","P64448"
"eco:b1380","eco:b1382","P52643","P64448"
"eco:b1381","eco:b1383","P52645","P76076"
"eco:b1382","eco:b1383","P64448","P76076"
"eco:b0564","eco:b1384","P05052","Q47129"
"eco:b0546","eco:b1384","P77634","Q47129"
"eco:b0566","eco:b1384","P10805","Q47129"
"eco:b0064","eco:b1384","P0A9E0","Q47129"
"eco:b0305","eco:b1384","P77379","Q47129"
"eco:b1339","eco:b1384","P77744","Q47129"
"eco:b0529","eco:b1385","P24186","P80668"
"eco:b0967","eco:b1385","P75876","P80668"
"eco:b0312","eco:b1385","P17445","P80668"
"eco:b1206","eco:b1385","P0AFR2","P80668"
"eco:b0776","eco:b1385","P12998","P80668"
"eco:b0313","eco:b1385","P17446","P80668"
"eco:b1297","eco:b1385","P78061","P80668"
"eco:b0470","eco:b1385","P06710","P80668"
"eco:b1300","eco:b1385","P23883","P80668"
"eco:b1014","eco:b1385","P09546","P80668"
"eco:b1191","eco:b1385","P76007","P80668"
"eco:b0325","eco:b1385","P75691","P80668"
"eco:b0311","eco:b1385","P17444","P80668"
"eco:b1106","eco:b1386","P75948","P46883"
"eco:b0296","eco:b1386","P0A7N1","P46883"
"eco:b1363","eco:b1386","P23849","P46883"
"eco:b1155","eco:b1386","P09154","P46883"
"eco:b0171","eco:b1386","P0A7E9","P46883"
"eco:b0918","eco:b1386","P04951","P46883"
"eco:b0350","eco:b1386","P77608","P46883"
"eco:b0583","eco:b1386","P19925","P46883"
"eco:b0944","eco:b1386","P40876","P46883"
"eco:b0104","eco:b1386","P60560","P46883"
"eco:b0578","eco:b1386","P38489","P46883"
"eco:b1215","eco:b1386","P0A715","P46883"
"eco:b0614","eco:b1386","P0A6G5","P46883"
"eco:b1278","eco:b1386","P0A924","P46883"
"eco:b0352","eco:b1386","P51020","P46883"
"eco:b0048","eco:b1386","P0ABQ4","P46883"
"eco:b1328","eco:b1386","P77333","P46883"
"eco:b0644","eco:b1386","P77234","P46883"
"eco:b0069","eco:b1386","P33595","P46883"
"eco:b0799","eco:b1386","P27296","P46883"
"eco:b1311","eco:b1386","P0AFR7","P46883"
"eco:b1310","eco:b1386","P76042","P46883"
"eco:b0418","eco:b1386","P18200","P46883"
"eco:b0851","eco:b1386","P17117","P46883"
"eco:b0662","eco:b1386","P75728","P46883"
"eco:b0566","eco:b1386","P10805","P46883"
"eco:b0303","eco:b1386","P75687","P46883"
"eco:b0576","eco:b1386","P24207","P46883"
"eco:b0530","eco:b1386","P0ABW5","P46883"
"eco:b0931","eco:b1386","P18133","P46883"
"eco:b0549","eco:b1386","P68661","P46883"
"eco:b1316","eco:b1386","P77154","P46883"
"eco:b0986","eco:b1386","P75884","P46883"
"eco:b0717","eco:b1386","P75749","P46883"
"eco:b0294","eco:b1386","P71301","P46883"
"eco:b0716","eco:b1386","P75748","P46883"
"eco:b1351","eco:b1386","P15033","P46883"
"eco:b0351","eco:b1386","P77580","P46883"
"eco:b1315","eco:b1386","P77503","P46883"
"eco:b1148","eco:b1386","P75977","P46883"
"eco:b0037","eco:b1387","P31552","P77455"
