"network";"DRUG_ID";"Drug1";"Drug2";"SET";"clusters_all";"sigma.rate_all";"type";"clusters_set";"sigma.rate_set";"code_3letter1";"code_3letter2";"drug_cat";"drug_category1";"drug_category2";"categorycategory";"targ";"targeted_cellular_process1";"targeted_cellular_process2";"processprocess";"us";"use1";"use2";"useuse";"ebw";"ecr";"seo";"stm";"pae";"pau";"int_sign_ebw";"int_sign_ecr";"int_sign_seo";"int_sign_stm";"int_sign_pae";"int_sign_pau";"ebw_g";"ecr_g";"seo_g";"stm_g";"pae_g";"pau_g";"sum_g";"SR_ebw_D1";"SR_ecr_D1";"SR_stm_D1";"SR_seo_D1";"SR_pae_D1";"SR_pau_D1";"SR_ebw_D2";"SR_ecr_D2";"SR_stm_D2";"SR_seo_D2";"SR_pae_D2";"SR_pau_D2";"SR_ebw";"SR_ecr";"SR_stm";"SR_seo";"SR_pae";"SR_pau";"SR_score_ebw";"SR_score_ecr";"SR_score_stm";"SR_score_seo";"SR_score_pae";"SR_score_pau";"SR_score_total";"HDC_ebw_D1";"HDC_ecr_D1";"HDC_stm_D1";"HDC_seo_D1";"HDC_pae_D1";"HDC_pau_D1";"LF_ebw_D1";"LF_ecr_D1";"LF_stm_D1";"LF_seo_D1";"LF_pae_D1";"LF_pau_D1";"HDC_ebw_D2";"HDC_ecr_D2";"HDC_stm_D2";"HDC_seo_D2";"HDC_pae_D2";"HDC_pau_D2";"LF_ebw_D2";"LF_ecr_D2";"LF_stm_D2";"LF_seo_D2";"LF_pae_D2";"LF_pau_D2";"mean.path.length";"mean.k.edge";"mean.min.degree";"mean.max.degree";"mean.mean.degree";"max.adjacency";"mean.min.bet";"mean.max.bet";"mean.mean.bet";"mean.min.EVC";"mean.max.EVC";"mean.mean.EVC";"mean.sigma_all";"mean.sigma_set";"connection_onoff"
"Co-functional (EcoCyc/GO-BP)";"eco:b2913_eco:b2264";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4,000";"2,000";"2,000";"8,000";"5,000";"0";"0,000";"248,670";"124,335";"0,000";"0,000";"0,000";NA;NA;"connected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2913_eco:b2316";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5,000";"2,000";"2,000";"21,000";"11,500";"0";"0,000";"8372,410";"4186,205";"0,000";"0,000";"0,000";NA;NA;"connected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2913_eco:b2523";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"6,000";"2,000";"2,000";"4,000";"3,000";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";NA;NA;"connected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2913_eco:b2575";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"6,000";"2,000";"2,000";"7,000";"4,500";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";NA;NA;"connected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2913_eco:b2601";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Inf";"0,000";"2,000";"12,000";"7,000";"0";"0,000";"13,330";"6,665";"0,000";"0,000";"0,000";NA;NA;"disconnected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2913_eco:b2947";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"8,000";"1,000";"1,000";"2,000";"1,500";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";NA;NA;"connected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2913_eco:b3197";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"6,000";"2,000";"2,000";"4,000";"3,000";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";NA;NA;"connected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2913_eco:b3203";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5,000";"2,000";"2,000";"8,000";"5,000";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";NA;NA;"connected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2913_eco:b3389";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Inf";"0,000";"2,000";"10,000";"6,000";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";NA;NA;"disconnected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2913_eco:b3518";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"6,000";"2,000";"2,000";"4,000";"3,000";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";NA;NA;"connected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2913_eco:b3612";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3,000";"2,000";"2,000";"21,000";"11,500";"0";"0,000";"10,660";"5,330";"0,000";"0,150";"0,075";NA;NA;"connected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2913_eco:b3623";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"7,000";"2,000";"2,000";"9,000";"5,500";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";NA;NA;"connected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2913_eco:b3720";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Inf";"0,000";"2,000";"4,000";"3,000";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";NA;NA;"disconnected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2913_eco:b4022";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5,000";"2,000";"2,000";"6,000";"4,000";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";NA;NA;"connected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2913_eco:b4361";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Inf";"0,000";"1,000";"2,000";"1,500";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";NA;NA;"disconnected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2947_eco:b0167";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"7,000";"1,000";"1,000";"14,000";"7,500";"0";"0,000";"3377,730";"1688,865";"0,000";"0,000";"0,000";NA;NA;"connected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2947_eco:b1208";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"7,000";"1,000";"1,000";"17,000";"9,000";"0";"0,000";"748,640";"374,320";"0,000";"0,000";"0,000";NA;NA;"connected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2947_eco:b1427";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"7,000";"1,000";"1,000";"8,000";"4,500";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";NA;NA;"connected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2947_eco:b2264";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"8,000";"1,000";"1,000";"8,000";"4,500";"0";"0,000";"248,670";"124,335";"0,000";"0,000";"0,000";NA;NA;"connected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2947_eco:b2316";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"6,000";"1,000";"1,000";"21,000";"11,000";"0";"0,000";"8372,410";"4186,205";"0,000";"0,000";"0,000";NA;NA;"connected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2947_eco:b2575";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"6,000";"1,000";"1,000";"7,000";"4,000";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";NA;NA;"connected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2947_eco:b2601";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Inf";"0,000";"1,000";"12,000";"6,500";"0";"0,000";"13,330";"6,665";"0,000";"0,000";"0,000";NA;NA;"disconnected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2947_eco:b3389";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Inf";"0,000";"1,000";"10,000";"5,500";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";NA;NA;"disconnected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2947_eco:b3518";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"6,000";"1,000";"1,000";"4,000";"2,500";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";NA;NA;"connected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2947_eco:b3612";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"7,000";"1,000";"1,000";"21,000";"11,000";"0";"0,000";"10,660";"5,330";"0,000";"0,150";"0,075";NA;NA;"connected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2947_eco:b4022";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"8,000";"1,000";"1,000";"6,000";"3,500";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";NA;NA;"connected"
"Co-functional (EcoCyc/GO-BP)";"eco:b2947_eco:b4361";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Inf";"0,000";"1,000";"1,000";"1,000";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";NA;NA;"disconnected"
"Co-functional(EcoCyc)";"eco:b2979_eco:b2930";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Inf";"0,000";"6,000";"21,000";"13,500";"0";"1,000";"6,740";"3,870";"0,000";"0,030";"0,015";NA;NA;"disconnected"
"Co-functional(EcoCyc)";"eco:b2979_eco:b3223";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Inf";"0,000";"2,000";"6,000";"4,000";"0";"0,000";"1,000";"0,500";"0,000";"0,000";"0,000";NA;NA;"disconnected"
"Co-functional(EcoCyc)";"eco:b2979_eco:b3626";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Inf";"0,000";"6,000";"9,000";"7,500";"0";"0,000";"1,000";"0,500";"0,000";"0,000";"0,000";NA;NA;"disconnected"
"Co-functional(EcoCyc)";"eco:b2979_eco:b3885";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Inf";"0,000";"6,000";"7,000";"6,500";"0";"0,000";"1,000";"0,500";"0,000";"0,000";"0,000";NA;NA;"disconnected"
"Co-functional(EcoCyc)";"eco:b2979_eco:b4323";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";"Non-targets";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Inf";"0,000";"4,000";"6,000";"5,000";"0";"0,000";"1,000";"0,500";"0,000";"0,000";"0,000";NA;NA;"disconnected"
