"N1","N2"
"P00579","P0AG30"
"P31574","P0AG30"
"P39180","P0AG30"
"P76104","P0AG30"
"P0ABH7","P0AG30"
"P23830","P0AG30"
"P0A7L8","P0AG30"
"P0ADZ0","P0AG30"
"P0AE08","P0AG30"
"P0A6H1","P0AG30"
"P37906","P0AG30"
"P0A951","P0AG30"
"P0A7Y4","P14294"
"P06612","P14294"
"P46133","P14294"
"P0AEP7","P14294"
"P06959","P14294"
"P00893","P14294"
"P77432","P14294"
"P24171","P14294"
"P09557","P18843"
"P77188","P18843"
"P0A6Y8","P18843"
"P0A707","P18843"
"P00722","P18843"
"G0ZKW2","P18843"
"P15288","P18843"
"P0AFJ5","P18843"
"P0A7V0","P18843"
"P77609","P18843"
"P12999","P18843"
"P76078","P18843"
"P0AE08","P18843"
"P16918","P18843"
"P22523","P18843"
"P0ABH9","P18843"
"P61517","P18843"
"P0A9E5","P18843"
"P0AG67","P18843"
"P77536","P18843"
"P0A843","P18843"
"P0AAJ3","P18843"
"P39177","P18843"
"P27111","P18843"
"P0AG90","P07395"
"P0AFG8","P07395"
"P52645","P07395"
"P30958","P07395"
"P46883","P07395"
"P14900","P0A725"
"P06959","P0A9P0"
"P0AFG8","P0A9P0"
"P0A7U7","P0A9P0"
"P10408","P0A9P0"
"P08622","P0A9P0"
"P0ACL9","P0A9P0"
"P60240","P0A8E5"
"P0A7U7","P0A8E5"
"P0A9L8","P0AE08"
"P23917","P0AE08"
"P0A6H1","P0AE08"
"P0ACB2","P0AE08"
"P23869","P16918"
"P00722","P16918"
"G0ZKW2","P16918"
"P16919","P16918"
"P0A9M0","P16918"
"P77395","P16918"
"P0A6G5","P16918"
"P0AAR3","P16918"
"P0A6Y8","P16918"
"P0AFG8","P16918"
"P0A850","P16918"
"P0A6Z3","P0AC41"
"P18775","P18776"
"P08622","P69739"
"P10408","P69739"
"P0AEI1","P69739"
"P0AEU7","P69739"
"P06992","P76034"
"P0ACZ8","P76034"
"P0ACJ0","P76035"
"P77334","P76162"
"P0AG11","P76162"
"P0AG18","P76162"
"P13039","P76162"
"P0A6H1","P0A6L9"
"P0A6Z3","P0A6L9"
"P33014","P22256"
"P0A6Y8","P22256"
"P18843","P22256"
"P0A9E0","P22256"
"P46890","P22256"
"P0AAS0","P22256"
"P19925","P22256"
"P05825","P22256"
"P0A7I0","P22256"
"P0AEF4","Q46907"
"P43341","Q46907"
"P75992","Q46907"
"P76484","Q46851"
"P69741","Q46851"
"P67660","P42624"
"P75678","P42624"
"P77393","P42624"
"P75893","P42624"
"P0AAJ1","P42624"
"P0AFY2","P42624"
"P0AF18","P32662"
"P0A9B2","P32662"
"P31551","P32662"
"P76086","P0AE82"
"P0ADG7","P0AE82"
"P16918","P0DM85"
"P13009","P0DM85"
"P76773","P0DM85"
"P76104","P0DM85"
"P30125","P00893"
"P0A7V0","P0ABD5"
"P77221","P0AFJ5"
"P0A731","P0A8X4"
"P40874","P05020"
"P0AF20","P0AEZ3"
"P10408","P0AEZ3"
"P0A7V0","P0AEZ3"
"P0A6H1","P0AEZ3"
"P05637","P0AEZ3"
"P04036","P0AEZ3"
"P0A9A9","P0AEZ3"
"P06136","P76080"
"P0AB10","P76080"
"P0AEF4","P76080"
"P76250","P76256"
"P31574","P76256"
"P0AF03","P0A8A0"
"P39172","P0A8A0"
"P0A855","P0A8A0"
"P50457","P0A8A0"
"P0A9L8","P0A8A0"
"P0A905","P0A8A0"
"P52696","P0A8A0"
"P06612","P33602"
"P0AES4","P33602"
"P0A7V0","P33602"
"P31224","P33602"
"P30126","P33602"
"P76347","P33602"
"P0A8R7","P33602"
"P0A8E5","P33602"
"P76403","P33602"
"P0AEU7","P33602"
"P30011","P33602"
"P0AGG4","P37177"
"Q46890","P37177"
"P25535","P00805"
"P76502","P00805"
"P37751","P00805"
"P61320","P00805"
"P77239","P0C018"
"P0AGJ5","P0C018"
"P37765","P0C018"
"P0A9P6","P0C018"
"P0AA39","P0C018"
"P0A7W1","P0C018"
"P0AA10","P0C018"
"P0AG48","P0C018"
"P0A7K6","P0C018"
"P0A7V0","P0C018"
"P0AG67","P0C018"
"P75864","P0C018"
"P0A7T3","P0C018"
"P0A7L3","P0C018"
"P0A7V8","P0C018"
"P0AG44","P0C018"
"P0ACF4","P0C018"
"P0A7X3","P0C018"
"P02413","P0C018"
"P21507","P0C018"
"P0A776","P0C018"
"P0A7L8","P0C018"
"P43329","P0C018"
"P30871","P0C018"
"P0A7U7","P0C018"
"P30131","P0C018"
"P0ABD5","P0C018"
"P0A7S9","P0C018"
"P0AGK4","P0C018"
"P68679","P0C018"
"P0AAS7","P0C018"
"P76515","P0C018"
"P75966","P0C018"
"P0ADZ4","P0C018"
"P0A7R9","P0C018"
"P10408","P0C018"
"P23830","P0C018"
"P0ABH9","P0C018"
"P0AFM4","P0C018"
"P0A9Y6","P0C018"
"P0A6A8","P0C018"
"P22523","P0C018"
"P0A8M6","P0C018"
"P08622","P0C018"
"P36879","P0C018"
"P09546","P0C018"
"P76116","P0C018"
"P25888","P0C018"
"P23917","P0C018"
"P37751","P0C018"
"P0ABU7","P0C018"
"P36979","P0C018"
"P69913","P0C018"
"P0ACN4","P0C018"
"P0AA95","P0C018"
"P21645","P0C018"
"P77319","P0C018"
"P76187","P0C018"
"Q46904","P0C018"
"P60782","P0C018"
"P28631","P28905"
"P06710","P28905"
"P03007","P28905"
"P28630","P28905"
"P10443","P28905"
"P0AGE0","P28905"
"P0ABS8","P28905"
"P76257","P28905"
"P60422","P28905"
"P14294","P28905"
"P06612","P28905"
"P15043","P28905"
"P0A873","P28905"
"P60723","P28905"
"P17888","P28905"
"P64578","P28905"
"P0A780","P28905"
"P0A7K2","P28905"
"P0ADI0","P28905"
"P0A7M6","P28905"
"P0ADG7","P28905"
"P0A7N9","P28905"
"P0AG59","P28905"
"P0A7K6","P28905"
"P0A7M2","P28905"
"P69428","P28905"
"P77580","P51020"
"P0AD70","P75749"
"P0A6D3","P33919"
"P0ADF6","P33919"
"P0A962","P33919"
"P76062","P0A9S1"
"P0A6P9","P0A9J0"
"P0ADZ4","P0A9J0"
"P0A707","P0A9J0"
"P68679","P0A9J0"
"P0A7U7","P0A9J0"
"P30850","P0A9J0"
"P69797","P76268"
"P0ACP7","P76268"
"P0A8G9","P76268"
"P36767","P76268"
"P77748","P76268"
"P76034","P76268"
"P78067","P76268"
"P60716","P76268"
"P75967","P76268"
"P06612","P76268"
"P0ACF8","P76268"
"P0A6X7","P76268"
"P77455","P76268"
"P76938","P0ADF8"
"P0AED7","P0A9N8"
"P0A7U7","P05637"
"P0A6Y8","P09372"
"P69910","P09372"
"P76556","P09372"
"P77539","P09372"
"P08555","P09372"
"P52600","P09372"
"P0A769","P09372"
"P69434","P09372"
"P0AG03","P09372"
"P24178","P09372"
"P33644","P09372"
"Q47538","P09372"
"P69346","P09372"
"P0A794","P09372"
"P0A9M0","P0ABH9"
"P0A7V0","P0ABH9"
"P10408","P0ABH9"
"P61949","P0ABH9"
"P08622","P0ABH9"
"P0A6Y8","P0ABH9"
"P77488","P0ABH9"
"P0A6Q6","P0ABH9"
"P0A972","P0ABH9"
"P75826","P0ABH9"
"P0A8Q6","P0ABH9"
"P13458","P0ABH9"
"P0A7E9","P0ABH9"
"P16918","P0ABH9"
"P0C0V0","P0ABH9"
"P52095","P0ABH9"
"P0AAN3","P0AAM3"
"P16431","P0AAM3"
"P76594","P0AAM3"
"P77329","P0AAM3"
"P0A850","P0AAM3"
"P31574","P0AES0"
"P30863","P0AES0"
"P05706","P0AES0"
"P77485","P0AES0"
"P76339","P0AES0"
"P27305","P0A823"
"P31600","P32053"
"P0AB20","P32053"
"P0A6S3","P32053"
"P75988","P32053"
"P33371","P32053"
"P76037","P32053"
"P77409","P32053"
"P0AFD6","P32053"
"P0A955","P32053"
"P25437","P32053"
"P13458","P76092"
"P21693","P76092"
"P60240","P0A8V2"
"P0A7Z4","P0A8V2"
"P60422","P0A8V2"
"P00579","P0A8V2"
"P0A800","P0A8V2"
"P0AFF6","P0A8V2"
"P02359","P0A8V2"
"P0AFG0","P0A8V2"
"P60723","P0A8V2"
"P0A7V3","P0A8V2"
"P0A7V8","P0A8V2"
"P10408","P0A8V2"
"P0A7W1","P0A8V2"
"P0A7K2","P0A8V2"
"P0A7V0","P0A8V2"
"P60438","P0A8V2"
"P16919","P0A8V2"
"P0A7L0","P0A8V2"
"P77324","P0A8V2"
"P0AG30","P0A8V2"
"P0CE48","P0A8V2"
"P24255","P0A8V2"
"P0A7R5","P0A8V2"
"P0AA10","P0A8V2"
"P61175","P0A8V2"
"P0AFG8","P0A8V2"
"P09546","P0A8V2"
"P00490","P0A8V2"
"P0CE47","P0A8V2"
"P00722","P0A8V2"
"G0ZKW2","P0A8V2"
"P76578","P0A8V2"
"P02413","P0A8V2"
"P60624","P0A8V2"
"P0ACF8","P0A8V2"
"P0A7M2","P0A8V2"
"P0A7X3","P0A8V2"
"P0AG44","P0A8V2"
"P0A8E5","P0A8V2"
"P0A6W5","P0A8V2"
"P0AG74","P0A8V2"
"P19319","P0A8V2"
"P0AE60","P0A8V2"
"P06612","P0A8V2"
"P0AG55","P0A8V2"
"P0AG67","P0A8V2"
"P30128","P0A8V2"
"P0AGB3","P0A8V2"
"P76515","P0A8V2"
"P0A772","P0A8V2"
"P68679","P0A8V2"
"P0AG59","P0A8V2"
"P13445","P0A8V2"
"P22523","P0A8V2"
"P38489","P0A8V2"
"P0ABB4","P0A8V2"
"P0A9B2","P0A8V2"
"P0ACF4","P0A8V2"
"P0A7T3","P0A8V2"
"P0A7K6","P0A8V2"
"P0A6Y8","P0A8V2"
"P0AAN1","P0A8V2"
"P0A7S9","P0A8V2"
"P62399","P0A8V2"
"P0A847","P0A8V2"
"P0A7U7","P0A8V2"
"P76268","P0A8V2"
"P0AG24","P0A8V2"
"P0A8M6","P0A8V2"
"P0A7N9","P0A8V2"
"P0ADN2","P0A8V2"
"P38684","P0A8V2"
"P25539","P0A8V2"
"P03018","P0A8V2"
"P76550","P0A8V2"
"P0A890","P0A8V2"
"P0AC41","P0A8V2"
"P0A850","P0A8V2"
"P0AG48","P0A8V2"
"P39177","P0A8V2"
"P23830","P0A8V2"
"Q47146","P0A8V2"
"P30958","P0A8V2"
"P43329","P0A8V2"
"Q47157","P0A8V2"
"P30125","P25539"
"P23878","P10378"
"P0AEJ2","P10378"
"P0ABQ4","P0ACJ0"
"P0AFW4","P0ACJ0"
"P0A9I1","P0ACJ0"
"P75946","P75958"
"P0AD68","P75958"
"Q47155","P75958"
"P0ABE2","P76079"
"P0AEF4","P76079"
"P25437","P52614"
"P03014","P52614"
"P23886","P52614"
"P77692","P76346"
"P0AE58","P76346"
"P77766","P0A9R4"
"P25524","P0A9R4"
"P75919","P0A9R4"
"P25397","P0A9R4"
"P77335","P0ADG4"
"P77188","P77766"
"P54746","P64463"
"P19930","P64463"
"P0AEI4","P64463"
"P00722","P64463"
"G0ZKW2","P64463"
"P31828","P64463"
"P36554","P0A8T1"
"P60752","P0A8T1"
"P0DMC7","P0A8T1"
"P37765","P36979"
"P08622","P36979"
"P0AG67","P36979"
"P33599","P36979"
"P06996","P36979"
"P75864","P36979"
"P10408","P36979"
"P0ABH9","P36979"
"P0A9A6","P36979"
"P0ACP1","P36979"
"P76104","P36979"
"P0ACE7","P36979"
"P33021","P36979"
"P71238","P36979"
"P08400","P36979"
"P0AEH5","P36979"
"P39206","P36979"
"P76245","P36979"
"P0DMC7","P36979"
"P0A707","P36979"
"P43329","P36979"
"P0AEU7","P36979"
"P0A7L3","P36979"
"P0A7U7","P36979"
"P38134","P36979"
"P76115","P36979"
"P06710","P28631"
"P10443","P28631"
"P28630","P28631"
"P03007","P28631"
"P0A780","P28631"
"P77395","P28631"
"P0AAI5","P28631"
"P0AD99","P08312"
"P07395","P08312"
"P17117","P08312"
"P07862","P08312"
"P77564","P08312"
"P0A717","P08312"
"P0AG67","P75864"
"P0A7U7","P75864"
"P0A7V0","P75864"
"P60240","P75864"
"P0AAS7","P75864"
"P0ACF4","P75864"
"P0ABD5","P75864"
"P0A968","P75864"
"P0A972","P75864"
"P0A847","P75864"
"P08622","P75864"
"P0AFG8","P75864"
"P10408","P75864"
"P0ABF1","P75864"
"P0AEU7","P75864"
"P25888","P75864"
"P21645","P75864"
"P0A7X3","P0A7V8"
"P0AG44","P0A7V8"
"P0AGJ5","P0A7V8"
"P37765","P0A7V8"
"P0A9P6","P0A7V8"
"P23830","P0A7V8"
"P0AG48","P0A7V8"
"P0A7V0","P0A7V8"
"P05055","P0A7V8"
"P0A707","P0A7V8"
"P0A9Y6","P0A7V8"
"P38489","P0A7V8"
"P0A7Z4","P0A7V8"
"P0AA39","P0A7V8"
"P21513","P0A7V8"
"P0A7K6","P0A7V8"
"P0AFF6","P0A7V8"
"P0AGK4","P0A7V8"
"P0A7U7","P0A7V8"
"P0AA10","P0A7V8"
"P0AG67","P0A7V8"
"P0A7T3","P0A7V8"
"P68679","P0A7V8"
"P75864","P0A7V8"
"P21507","P0A7V8"
"P0A6Q6","P0A7V8"
"P0A972","P0A7V8"
"P30871","P0A7V8"
"P0DMC7","P0A7V8"
"P08245","P0A7V8"
"P0A7L3","P0A7V8"
"P0ADZ4","P0A7V8"
"P43329","P0A7V8"
"P0ADS6","P0A7V8"
"P0A8G0","P0A7V8"
"P0A8M6","P0A7V8"
"P21645","P0A7V8"
"P0A776","P0A7V8"
"P36979","P0A7V8"
"P0A968","P0A7V8"
"P69913","P0A7V8"
"P75829","P0A7V8"
"P0A9K3","P0A7V8"
"P20083","P0A7V8"
"P0AAS7","P0A7V8"
"P0A8I5","P0A7V8"
"P36659","P0A7V8"
"P0ABF1","P0A7V8"
"P77616","P0A7V8"
"P0A8Z3","P0A7V8"
"P75960","P0A7V8"
"P61949","P0A7V8"
"P10441","P0A7V8"
"P0A8E7","P0A7V8"
"P76316","P0A7V8"
"P0ACF4","P0A7V8"
"P68919","P0A7V8"
"P0A717","P0A7V8"
"P54901","P0A7V8"
"P0AGD7","P0A7V8"
"P30015","P0A7V8"
"P0A8E5","P0A7V8"
"P22523","P0A7V8"
"P75989","P0A7V8"
"Q47157","P0A7V8"
"P0ABH9","P0A7V8"
"P77188","P0A7V8"
"P0AB43","P0A7V8"
"P18843","P0A7V8"
"P76154","P0A7V8"
"P77433","P0A7V8"
"P0A759","P0A7V8"
"P76073","P0A7V8"
"P0A772","P0A7V8"
"P0A6W5","P0A7V8"
"P39177","P0A7V8"
"P08622","P0A7V8"
"P23827","P0A7V8"
"P0A8E1","P0A7V8"
"P0ABD5","P0A7V8"
"P31133","P0A7V8"
"P10408","P0A7V8"
"P0A7L8","P0A7V8"
"P0A6Y8","P0A7V8"
"P64574","P0A7V8"
"P0AEB2","P0A7V8"
"P0A9J0","P0A7V8"
"P25728","P0A7V8"
"P06959","P0A7V8"
"P22939","P0A7V8"
"P0AFG8","P0A7V8"
"P0A6P9","P0A7V8"
"P00579","P0A7V8"
"P0AA43","P0A7V8"
"P30870","P0A7V8"
"P36879","P0A7V8"
"P63228","P0A7V8"
"P37750","P0A7V8"
"P50465","P0A7V8"
"P0A8W8","P0A7V8"
"P77717","P0A7V8"
"P37751","P0A7V8"
"P00962","P0A7V8"
"P75966","P0A7V8"
"P0AAB6","P0A7V8"
"P69228","P0A7V8"
"P0AEG6","P0A7V8"
"P61889","P0A7V8"
"P23882","P0A7V8"
"P05704","P45543"
"Q46839","P45543"
"P0A9J0","P45543"
"P04951","P45543"
"P28635","P75691"
"P19930","P25907"
"P26266","P76177"
"P21367","P37348"
"P75957","P31802"
"Q47147","P31802"
"P0A879","P76506"
"P0ABD5","P76506"
"P71239","P0AED7"
"P64423","P60785"
"P17446","P60785"
"P0A8L7","P60785"
"P77335","P60785"
"P76037","P60785"
"P75830","P60785"
"P33025","P60785"
"P0AEW1","P60785"
"P15032","P60785"
"P0ADG4","P60785"
"P0A910","P0ABV2"
"P69441","P0ABV2"
"P0A6A8","P0ABV2"
"P0A9Y6","P0ABV2"
"P0ABT2","P0ABV2"
"P0A6X7","P0ABV2"
"P77357","Q46868"
"P23862","Q46868"
"P0A7K6","Q46868"
"P0AAF1","Q46868"
"P76187","Q46868"
"P71242","Q46868"
"P0AG74","Q46868"
"P23857","Q46868"
"Q06065","Q46868"
"P09030","P67660"
"P75678","P67660"
"P75968","P67660"
"P0ACY1","P67660"
"P0C079","P09980"
"P76512","P09980"
"P36548","P09980"
"P0A6G5","P30138"
"P33020","P30138"
"P63020","P30138"
"P0AF08","P30138"
"P0AAI5","P30138"
"P0AEG4","P30138"
"Q57083","P0A9F1"
"P30750","P0A9F1"
"P76268","P64503"
"P0A8G9","P64503"
"P0ACP7","P64503"
"P76034","P64503"
"P76270","P64503"
"P75967","P64503"
"P67553","P15067"
"P27247","P15067"
"P39902","P15067"
"P00895","P15067"
"P42598","P15067"
"P15770","P0AGJ2"
"P0ADK6","P0AGJ2"
"P05020","P0AGJ2"
"P0A6K3","P0AGJ2"
"P0AAY6","P0AGJ2"
"P0AG24","P0AGJ2"
"P77627","P0AGJ2"
"P77624","P0AGJ2"
"P30750","Q57083"
"P00561","Q57083"
"P56257","P77700"
"P17952","P60716"
"P0A9T6","P60716"
"P0AEM0","P0A6S3"
"P75906","P77257"
"P0ABU2","P0ACP7"
"P0AEM0","P77409"
"P77624","P00887"
"P0AEM0","P0A955"
"P06611","P0A955"
"P51981","P07913"
"P64483","P07913"
"P76535","P07913"
"P06846","P07913"
"P75973","P0A7X3"
"P0AG48","P0A7X3"
"P76073","P0A7X3"
"P0A7V0","P0A7X3"
"P76154","P0A7X3"
"P08245","P0A7X3"
"P0A7K6","P0A7X3"
"P0AG67","P0A7X3"
"P0AB43","P0A7X3"
"P77616","P0A7X3"
"P0A9P6","P0A7X3"
"P0A7U7","P0A7X3"
"Q47157","P0A7X3"
"P0AGJ5","P0A7X3"
"P0A7T3","P0A7X3"
"P0A772","P0A7X3"
"P0ADZ4","P0A7X3"
"P38489","P0A7X3"
"P37765","P0A7X3"
"P0ABY2","P0A7X3"
"P39177","P0A7X3"
"P18843","P0A7X3"
"P0A8I8","P0A7X3"
"P68679","P0A7X3"
"P75989","P0A7X3"
"P75864","P0A7X3"
"P0A707","P0A7X3"
"P15288","P0A7X3"
"P0ACF4","P0A7X3"
"P0A7L3","P0A7X3"
"P0A6W5","P0A7X3"
"Q46868","P0A7X3"
"P22523","P0A7X3"
"P0A8E1","P0A7X3"
"P0ADS6","P0A7X3"
"P21507","P0A7X3"
"P08622","P0A7X3"
"P0AFD1","P0A7X3"
"P19319","P0A7X3"
"P0A8F4","P0A7X3"
"P0AA39","P0A7X3"
"P07012","P0A7X3"
"P0A7L8","P0A7X3"
"P36879","P0A7X3"
"P69913","P0A7X3"
"P0A8M6","P0A7X3"
"P63228","P0A7X3"
"P0AG14","P0A7X3"
"P64429","P0A7X3"
"P0A715","P0A7X3"
"P76316","P0A7X3"
"P0A7Y4","P0A7X3"
"P0A9A9","P0A7X3"
"P09832","P0A7X3"
"P0ACF8","P0A7X3"
"P06965","P0A7X3"
"P37329","P0A7X3"
"P22524","P0A7X3"
"P0AFM4","P0A7X3"
"P37765","P02359"
"P0A7V8","P02359"
"P60422","P02359"
"P0A7V3","P02359"
"P0A7X3","P02359"
"P0A7S9","P02359"
"P0AG44","P02359"
"P60723","P02359"
"P02413","P02359"
"P0A7W1","P02359"
"P60438","P02359"
"P0AG48","P02359"
"P0A7K6","P02359"
"P0A7V0","P02359"
"P0AG55","P02359"
"P61175","P02359"
"P0AG67","P02359"
"P62399","P02359"
"P0A7R9","P02359"
"P0AA10","P02359"
"P0AG59","P02359"
"P60624","P02359"
"P0A7U7","P02359"
"P0A7R5","P02359"
"P0A7T3","P02359"
"P0AGJ5","P02359"
"P0A9P6","P02359"
"P0A7W7","P02359"
"P0A7L3","P02359"
"P0C018","P02359"
"P0ADY7","P02359"
"P75864","P02359"
"P0CE47","P02359"
"P0AGK4","P02359"
"P0A7U3","P02359"
"P21507","P02359"
"P23830","P02359"
"P0ACF4","P02359"
"P0A7M6","P02359"
"P0ADY3","P02359"
"P0ADZ0","P02359"
"P68679","P02359"
"P10408","P02359"
"P05055","P02359"
"P0ADZ4","P02359"
"P06959","P02359"
"P0ABD5","P02359"
"P43329","P02359"
"P30871","P02359"
"P77616","P02359"
"P0AFG8","P02359"
"P0ABH9","P02359"
"P0AA39","P02359"
"P39177","P02359"
"P68919","P02359"
"P08622","P02359"
"Q47157","P02359"
"P38489","P02359"
"P0A9Y6","P02359"
"P0A7Z4","P02359"
"P0A9P0","P02359"
"P0A6Y8","P02359"
"P0A817","P02359"
"P64574","P02359"
"P75989","P02359"
"P0ABL8","P02359"
"P0AFF6","P02359"
"P0A6Q6","P02359"
"P0A707","P02359"
"P0A7L8","P02359"
"P0A850","P02359"
"P0A6P9","P02359"
"P76073","P02359"
"P63284","P02359"
"P23882","P02359"
"P75966","P02359"
"P0A6M8","P02359"
"P00579","P02359"
"P21513","P02359"
"P0A847","P02359"
"P0A6X7","P02359"
"P0A8I8","P02359"
"P22523","P02359"
"P0A9Q5","P02359"
"P23862","P02359"
"P0ACF8","P02359"
"P19319","P02359"
"P76154","P02359"
"Q46868","P02359"
"P0A7X3","P0AG44"
"P37765","P0AG44"
"P0AG48","P0AG44"
"P76073","P0AG44"
"P76154","P0AG44"
"P0A9P6","P0AG44"
"P0A7K6","P0AG44"
"P77616","P0AG44"
"P0AG67","P0AG44"
"P0AA10","P0AG44"
"P21507","P0AG44"
"P0A7U7","P0AG44"
"P64574","P0AG44"
"P08245","P0AG44"
"P0A7V0","P0AG44"
"P39177","P0AG44"
"P75864","P0AG44"
"P0AGJ5","P0AG44"
"P0ACF4","P0AG44"
"P0A7L3","P0AG44"
"P0A9A9","P0AG44"
"P15288","P0AG44"
"P0A8P8","P0AG44"
"P23830","P0AG44"
"P30871","P0AG44"
"P75989","P0AG44"
"P0A6W5","P0AG44"
"P06959","P0AG44"
"P0AA39","P0AG44"
"P0AB43","P0AG44"
"P0A7T3","P0AG44"
"P0A8M6","P0AG44"
"P0A776","P0AG44"
"P0AEN4","P0AG44"
"P0A7L8","P0AG44"
"P77188","P0AG44"
"P69913","P0AG44"
"P0AD61","P0AG44"
"P0ADZ4","P0AG44"
"P05055","P0AG44"
"P36879","P0AG44"
"P76594","P0AG44"
"P43329","P0AG44"
"P75829","P0AG44"
"P76148","P0AG44"
"P37750","P0AG44"
"P0A8W8","P0AG44"
"P0A847","P0AG44"
"P09546","P0AG44"
"P36979","P0AG44"
"P0A8L7","P0AG44"
"P0A8E5","P0AG44"
"P0AAS7","P0AG44"
"Q47157","P0AG44"
"P27238","P0AG44"
"P0A8E7","P0AG44"
"P18843","P0AG44"
"P60240","P0A7Z4"
"P00579","P0A7Z4"
"P0AFF6","P0A7Z4"
"P0A8E5","P0A7Z4"
"P77324","P0A7Z4"
"P24255","P0A7Z4"
"P0ACF4","P0A7Z4"
"P0AE60","P0A7Z4"
"P06612","P0A7Z4"
"P0A9X4","P0A7Z4"
"P31133","P0A7Z4"
"P0AAS7","P0A7Z4"
"P0AA10","P0A7Z4"
"P30015","P0A7Z4"
"P0A759","P0A7Z4"
"P0A7K6","P0A7Z4"
"P0A9Y6","P0A7Z4"
"P0ACF8","P0A7Z4"
"P0A6Y8","P0A7Z4"
"P21889","P0A7Z4"
"P0AG67","P0A7Z4"
"P68679","P0A7Z4"
"P0A7V0","P0A7Z4"
"P23830","P0A7Z4"
"P0ADZ4","P0A7Z4"
"P37765","P0A7Z4"
"P0A6W5","P0A7Z4"
"P0A8M6","P0A7Z4"
"P0A7U7","P0A7Z4"
"P0AG48","P0A7Z4"
"P76268","P0A7Z4"
"P0A9B2","P0A7Z4"
"P0A7T3","P0A7Z4"
"P0A7L8","P0A7Z4"
"P37751","P0A7Z4"
"P76270","P0A7Z4"
"P69913","P0A7Z4"
"P0AFP4","P0A7Z4"
"P39180","P0A7Z4"
"Q46856","P0A7Z4"
"P0AG44","P0A7Z4"
"P0AB58","P0A7Z4"
"P0A930","P0A7Z4"
"P77360","P0A7Z4"
"P77743","P77434"
"P0A7V8","P60723"
"P60422","P60723"
"P0A7S9","P60723"
"P0A7X3","P60723"
"P0A7V3","P60723"
"P0A9P6","P60723"
"P0AG55","P60723"
"P0A7W1","P60723"
"P0AG44","P60723"
"P21507","P60723"
"P0AGK4","P60723"
"P02413","P60723"
"P10408","P60723"
"P0A7Z4","P60723"
"P37765","P60723"
"P0ADZ0","P60723"
"P62399","P60723"
"P0ABH9","P60723"
"P0A7V0","P60723"
"P0AGJ5","P60723"
"P0AA10","P60723"
"P0ADY3","P60723"
"P0AG67","P60723"
"P0AA39","P60723"
"P61175","P60723"
"P0A7K6","P60723"
"P0AG48","P60723"
"P60624","P60723"
"P0A7T3","P60723"
"P0AG59","P60723"
"P0A7U7","P60723"
"P0A7L3","P60723"
"P0ADY7","P60723"
"P75864","P60723"
"P0ACF4","P60723"
"P0A7M6","P60723"
"P0C018","P60723"
"P08622","P60723"
"P30871","P60723"
"P0A7W7","P60723"
"P23830","P60723"
"P68679","P60723"
"P05055","P60723"
"P0A7R9","P60723"
"P0A6Y8","P60723"
"P43329","P60723"
"P18843","P60723"
"P77188","P60723"
"P38489","P60723"
"P21513","P60723"
"P36979","P60723"
"P0A9P0","P60723"
"P68919","P60723"
"P0AFG8","P60723"
"P0A9K3","P60723"
"P00579","P60723"
"P06959","P60723"
"P0A715","P60723"
"P0A776","P60723"
"P21645","P60723"
"P0A817","P60723"
"P75829","P60723"
"P0ADZ4","P60723"
"P0ABL8","P60723"
"P0AFF6","P60723"
"P0A7U3","P60723"
"P20083","P60723"
"P76154","P60723"
"P08245","P60723"
"P0A9X1","P60723"
"P76073","P60723"
"P0ABF1","P60723"
"P0A8I5","P60723"
"P60240","P60723"
"P76316","P60723"
"P0A707","P60723"
"P0A9M0","P60723"
"P0AFI7","P60723"
"P36659","P60723"
"P69913","P60723"
"P0A7L8","P60723"
"P77616","P60723"
"P0AAS7","P60723"
"P0C8J8","P60723"
"P0A9Y6","P60723"
"P0ABD5","P60723"
"P76092","P60723"
"P0A972","P60723"
"P07813","P60723"
"P06961","P60723"
"P0A9U1","P60723"
"P0AED5","P60723"
"P0A8G0","P60723"
"P0A8M6","P60723"
"P0A9Q5","P60723"
"P76104","P60723"
"P14294","P60723"
"P64581","P60723"
"P0AD61","P60723"
"P0ACV4","P60723"
"P36879","P60723"
"P0A847","P60723"
"P21893","P60723"
"P76116","P60723"
"P0ADQ7","P60723"
"P0AEN4","P60723"
"P76389","P60723"
"P63228","P60723"
"P37903","P60723"
"P45469","P60723"
"P0AFZ3","P60723"
"P0AAT6","P60723"
"P15038","P60723"
"P77293","P60723"
"P0ADS6","P60723"
"P50465","P60723"
"P0A8Z3","P60723"
"P64519","P60723"
"P0ADA3","P60723"
"P77717","P60723"
"P0ABU7","P60723"
"P17315","P60723"
"P77781","P60723"
"P0AAI3","P60723"
"P24178","P60723"
"P75876","P60723"
"P0A8E7","P60723"
"P0AB43","P60723"
"P76078","P60723"
"P75989","P60723"
"P15288","P60723"
"P0A7V0","P0AG55"
"P0A7W1","P0AG55"
"P37765","P0AG55"
"P0AG67","P0AG55"
"P02413","P0AG55"
"P0A7X3","P0AG55"
"P0A9P6","P0AG55"
"P0AG44","P0AG55"
"P0A7V8","P0AG55"
"P0AA39","P0AG55"
"P0A6W5","P0AG55"
"P0AA10","P0AG55"
"P0A7K6","P0AG55"
"P21507","P0AG55"
"P0A7S9","P0AG55"
"P0AGJ5","P0AG55"
"P75864","P0AG55"
"P0AG48","P0AG55"
"P30871","P0AG55"
"P23830","P0AG55"
"P0A7U7","P0AG55"
"P0A7L3","P0AG55"
