"N1","N2"
"P0AE58","P60438"
"P0A6P9","P60438"
"P0AE60","P00579"
"P60240","P00579"
"P0AG67","P00579"
"P0A8M6","P00579"
"P0A9B2","P00579"
"P0A7K6","P00579"
"P76268","P00579"
"P37095","P00579"
"P38134","P00579"
"P0AFK9","P00579"
"P31224","P69222"
"Q47270","P69222"
"Q57083","P26616"
"P0A968","P0A8A4"
"P0AFG8","P0A8A4"
"P0A9L8","P0A8A4"
"P0A715","P0A8A4"
"P63228","P0A7Q1"
"P76194","P0A7Q1"
"P0AAU2","P0A7Q1"
"P0ABH7","P76407"
"P77581","P76407"
"P0A9D8","P76407"
"P0A8D0","P69902"
"P0A9P4","P0AC65"
"P77674","P0AC65"
"P11454","P0AC65"
"P0ACX0","P37146"
"P0AC65","P37146"
"P15288","P37146"
"P43533","P37146"
"P33235","P37146"
"P29744","P37146"
"P69791","P37146"
"P0AC19","P37146"
"P16703","P37146"
"P39452","Q46802"
"P0AB18","Q46802"
"P0A7E5","Q46802"
"P37007","Q46802"
"P0ABW5","P0AGI4"
"P69441","P77806"
"P0ABI8","P77806"
"P10443","P77806"
"P0A9M2","P10346"
"P0A9D8","P10346"
"P75970","P75977"
"P77737","P0AEE5"
"P0A8A0","P0AEE5"
"P10346","P04983"
"P0AEE5","P04983"
"P0AEV4","P04983"
"P76552","P04983"
"P60584","P04983"
"P0A7V8","P0ADY7"
"P0AG44","P0ADY7"
"P02413","P0ADY7"
"P0AGJ5","P0ADY7"
"P0A7W1","P0ADY7"
"P37765","P0ADY7"
"P0A7W7","P0ADY7"
"P0A7S9","P0ADY7"
"P0A7U7","P0ADY7"
"P0AA10","P0ADY7"
"P0AG48","P0ADY7"
"P0A7T3","P0ADY7"
"P0A7V0","P0ADY7"
"P60624","P0ADY7"
"P0AG59","P0ADY7"
"P0A7K6","P0ADY7"
"P0A7L3","P0ADY7"
"P23830","P0ADY7"
"P0A7X3","P0ADY7"
"P0AG55","P0ADY7"
"P0ADY3","P0ADY7"
"P68679","P0ADY7"
"P0A9P6","P0ADY7"
"P0ADZ4","P0ADY7"
"P0A7R9","P0ADY7"
"P0AG67","P0ADY7"
"P62399","P0ADY7"
"P75864","P0ADY7"
"P0C018","P0ADY7"
"P08622","P0ADY7"
"P0A717","P0ADY7"
"P0AA39","P0ADY7"
"P0AEB2","P0ADY7"
"P0AFF6","P0ADY7"
"P77499","P0ADY7"
"P0A8I8","P0ADY7"
"P0A7Z4","P0ADY7"
"P0ACF4","P0ADY7"
"P0A9K3","P0ADY7"
"P21645","P0ADY7"
"P0A8M6","P0ADY7"
"P75876","P0ADY7"
"P0AD61","P0ADY7"
"P0AAS7","P0ADY7"
"P60240","P0ADY7"
"P27431","P0ADY7"
"P0AGK4","P0ADY7"
"P36879","P0ADY7"
"P09546","P0ADY7"
"P76116","P0ADY7"
"P77781","P0ADY7"
"P76594","P0ADY7"
"P0ABL8","P0ADY7"
"P45395","P0ADY7"
"P0ABZ4","P0ADY7"
"P0ABG4","P0ADY7"
"P63228","P0ADY7"
"P0AFH2","P0ADY7"
"P0A996","P0ADY7"
"P0A8Z3","P0ADY7"
"P0ACA7","P0ADY7"
"P0A8W8","P0ADY7"
"P33570","P0ADY7"
"P77717","P0ADY7"
"P0ACV4","P0ADY7"
"P37751","P0ADY7"
"P0A776","P0ADY7"
"P31677","P0ADY7"
"P0A8E5","P0ADY7"
"P05020","P76484"
"P0AAF6","P76484"
"P36561","P76484"
"P46923","P76484"
"P75767","P76484"
"P37744","P76484"
"P77808","P76484"
"P38105","P36560"
"P0A8N0","P36560"
"P0A6P1","P36560"
"P0AG18","P36560"
"P45543","P0AG07"
"P0A6P9","P0AG07"
"P0A8M3","P0AG07"
"P76909","P0AG07"
"P52076","P0AG07"
"P42911","P0AG07"
"Q46839","P0AG07"
"P0A9J0","P0AG07"
"P05704","P0AG07"
"P16456","P0AG07"
"P31063","P0AG07"
"P0AGJ5","P0AG48"
"P37765","P0AG48"
"P0AGK4","P0AG48"
"P0A9P6","P0AG48"
"P05055","P0AG48"
"P23830","P0AG48"
"P0ACF4","P0AG48"
"P0A7K6","P0AG48"
"P0A7L3","P0AG48"
"P0A7V0","P0AG48"
"P0AG67","P0AG48"
"P0A7U7","P0AG48"
"P0A7T3","P0AG48"
"P75864","P0AG48"
"P21507","P0AG48"
"P06959","P0AG48"
"P68679","P0AG48"
"P68919","P0AG48"
"P08622","P0AG48"
"P0ADZ4","P0AG48"
"P30871","P0AG48"
"P21513","P0AG48"
"P0AA39","P0AG48"
"P39177","P0AG48"
"P21645","P0AG48"
"P43329","P0AG48"
"P0AFG8","P0AG48"
"P0A7L8","P0AG48"
"P0A9P0","P0AG48"
"P64574","P0AG48"
"P08245","P0AG48"
"P0A8I8","P0AG48"
"P10408","P0AG48"
"P0A9Y6","P0AG48"
"P0ABL8","P0AG48"
"P0A9Q5","P0AG48"
"P0A707","P0AG48"
"P0ABD5","P0AG48"
"P0A6Y8","P0AG48"
"P69913","P0AG48"
"P0A8M6","P0AG48"
"P0AAS7","P0AG48"
"P75876","P0AG48"
"P0A9M0","P0AG48"
"P76503","P0AG48"
"P36879","P0AG48"
"P0A847","P0AG48"
"P76550","P0AG48"
"P76116","P0AG48"
"P0A9K3","P0AG48"
"P77781","P0AG48"
"P0AAI3","P0AG48"
"P0A8E5","P0AG48"
"P10443","P0AG48"
"P0ABH9","P0AG48"
"P14294","P0AG48"
"P64455","P0AG48"
"P76543","P0AG48"
"P63228","P0AG48"
"P0A8D0","P0AG48"
"P75829","P0AG48"
"P76658","P0AG48"
"P0ACN4","P0AG48"
"P15038","P0AG48"
"P0C077","P0AG48"
"P37750","P0AG48"
"P0ADS6","P0AG48"
"P0A7E9","P0AG48"
"P50465","P0AG48"
"P0A715","P0AG48"
"P0A8G0","P0AG48"
"P76316","P0AG48"
"P0AED9","P0AG48"
"P0ABU7","P0AG48"
"P0A6Q3","P0AG48"
"P30745","P0AG48"
"P0A776","P0AG48"
"P36979","P0AG48"
"P0AEU7","P0AG48"
"P00579","P0AG48"
"P0A6P9","P0AG48"
"P77791","P0AG48"
"P0AEW6","P0AG48"
"Q46755","P0AG48"
"Q47319","P0AG48"
"P0AG44","P0A7R9"
"P0A7X3","P0A7R9"
"P0AGJ5","P0A7R9"
"P0A7V0","P0A7R9"
"P0A7V8","P0A7R9"
"P0A7U7","P0A7R9"
"P0ADZ4","P0A7R9"
"P0A9P6","P0A7R9"
"P68679","P0A7R9"
"P0AA10","P0A7R9"
"P0AG48","P0A7R9"
"P0AG67","P0A7R9"
"P64574","P0A7R9"
"P0AEB2","P0A7R9"
"P0A7T3","P0A7R9"
"P0AFW8","P0A7R9"
"P0A7L3","P0A7R9"
"P77499","P0A7R9"
"P0A7K6","P0A7R9"
"P0A8Z0","P0A7R9"
"P0ADS6","P0A7R9"
"P64614","P0A7R9"
"P0C077","P0A7R9"
"P68919","P0A7R9"
"P75864","P0A7R9"
"P0AG14","P0A7R9"
"P0A9Y6","P0A7R9"
"P76084","P0A7R9"
"P0A8M6","P0A7R9"
"P37765","P0A7R9"
"P36879","P0A7R9"
"P30871","P0A7R9"
"P23830","P0A7R9"
"P63228","P0A7R9"
"P0A8Z3","P0A7R9"
"P76550","P0A7R9"
"P18843","P0A7R9"
"P0A8E5","P0A7R9"
"P0A6Y8","P0A7R9"
"P03023","P0A7R9"
"A0A4D6FVL5","P0A7R9"
"P0ABY2","P0A7R9"
"P0A7L8","P0A7R9"
"P09152","P0A7R9"
"P04949","P0A7R9"
"P10408","P0AFG8"
"P0A7U7","P0AFG8"
"P17443","P0AGJ5"
"P37765","P0AGJ5"
"P75864","P0AGJ5"
"P0AA39","P0AGJ5"
"P43329","P0AGJ5"
"P0A7L3","P0AGJ5"
"P0A7U7","P0AGJ5"
"P0AAS7","P0AGJ5"
"P0A9Y6","P0AGJ5"
"P0A847","P0AGJ5"
"P0AG67","P0AGJ5"
"P0A7V0","P0AGJ5"
"P21513","P0AGJ5"
"P21507","P0AGJ5"
"P0ACF4","P0AGJ5"
"P36979","P0AGJ5"
"P0A9K3","P0AGJ5"
"P68919","P0AGJ5"
"P0AFG8","P0AGJ5"
"P28631","P0AGJ5"
"P08622","P0AGJ5"
"P0ABF1","P0AGJ5"
"P0A968","P0AGJ5"
"P75966","P0AGJ5"
"P10408","P0AGJ5"
"P0AEB2","P0AGJ5"
"P0A8M6","P0AGJ5"
"P0AEU7","P0AGJ5"
"P0AD70","P0AGJ5"
"P06959","P0AGJ5"
"P77499","P0AGJ5"
"P33362","P0AGJ5"
"P0AES4","P0AGJ5"
"P76116","P0AGJ5"
"P0A6Y8","P0AGJ5"
"P0A707","P0AGJ5"
"P75749","P0AGJ5"
"P0A8G0","P0AGJ5"
"P0A8W8","P0AGJ5"
"P77781","P0AGJ5"
"P0ABH9","P0AGJ5"
"P75829","P0AGJ5"
"P21645","P0AGJ5"
"P0A6X7","P0AGJ5"
"P0A7L0","P21499"
"P0A7V8","P21499"
"P60422","P21499"
"P02413","P21499"
"P37765","P21499"
"P0A9P6","P21499"
"P60723","P21499"
"P0AA10","P21499"
"P02359","P21499"
"P0A7V3","P21499"
"P0AA39","P21499"
"P0AGJ5","P21499"
"P0A7S9","P21499"
"P0AG55","P21499"
"P60624","P21499"
"P0A7T3","P21499"
"P0A7U7","P21499"
"P0A7L3","P21499"
"P0AG48","P21499"
"P0ACF0","P21499"
"P23830","P21499"
"P0A6X3","P21499"
"P0AAS7","P21499"
"P75864","P21499"
"P0AG67","P21499"
"P0A7W1","P21499"
"P60438","P21499"
"P61175","P21499"
"P21507","P21499"
"P0A7K6","P21499"
"P30871","P21499"
"P0AG59","P21499"
"P05055","P21499"
"P43329","P21499"
"P62399","P21499"
"P0A7V0","P21499"
"P37634","P21499"
"P68679","P21499"
"P0C018","P21499"
"P36979","P21499"
"P69913","P21499"
"P0ADY7","P21499"
"P0AG44","P21499"
"P0A8T7","P21499"
"P14081","P21499"
"P0A7M2","P21499"
"P0ADK8","P21499"
"P21513","P21499"
"P0A972","P21499"
"P0A9Y6","P21499"
"P08622","P21499"
"P0AG24","P21499"
"P0A8V2","P21499"
"P0A776","P21499"
"P0A9K3","P21499"
"P75829","P21499"
"P0ACF4","P21499"
"P0AEU7","P21499"
"P68919","P21499"
"P0AG30","P21499"
"P0A968","P21499"
"P0A7R9","P21499"
"P0A8M6","P21499"
"P0A7R5","P21499"
"P0A7X3","P21499"
"P75966","P21499"
"P10408","P21499"
"P0ABD5","P21499"
"P0A7U3","P21499"
"P0AFG8","P21499"
"P0ADY3","P21499"
"P0ADZ0","P21499"
"P0A707","P21499"
"P75876","P21499"
"P0ADZ4","P21499"
"P0A7K2","P21499"
"P0A7W7","P21499"
"P0AGK4","P21499"
"P76116","P21499"
"P06959","P21499"
"P25888","P21499"
"P0A6K1","P21499"
"P63228","P21499"
"P0AG14","P21499"
"P0A8W8","P21499"
"Q47319","P21499"
"P0A6X7","P21499"
"P39177","P21499"
"P37057","P21499"
"P0A9X9","P21499"
"P0AE88","P21499"
"P10443","P28630"
"P03007","P28630"
"P06710","P28630"
"P0A780","P28630"
"Q47150","P28630"
"P14294","P15043"
"P06612","P15043"
"P0A7M2","P15043"
"P0A7Y4","P15043"
"P04995","P15043"
"A0A0G3HGF9","P15043"
"P21893","P15043"
"P0ABA6","P15043"
"P00490","P15043"
"P0A7N9","P15043"
"P60438","P15043"
"Q46811","P15043"
"P0AG59","P15043"
"P60422","P15043"
"P06959","P15043"
"P0A7K6","P15043"
"P03007","P15043"
"P0AEL6","P15043"
"P08192","P15043"
"P08622","P0A9X4"
"P0A7G6","P0A9X4"
"P0A817","P0A9X4"
"P0C8J6","P0A9X4"
"P0A9A6","P0A9X4"
"P22333","P0A9X4"
"P10408","P0A9X4"
"P0A7V0","P0A9X4"
"P09152","P0A9X4"
"P0A6Y8","P0A9X4"
"P06996","P0A9X4"
"P23836","P0A9X4"
"P36979","P0A9X4"
"P0AES4","P0A9X4"
"P24192","P0A9X4"
"P00452","P0A9X4"
"P0AEI1","P0A9X4"
"P0AFI2","P0A9X4"
"P0A6H1","P0A9X4"
"P0AFP6","P0A9X4"
"P0AAM7","P0A9X4"
"P0C8J8","P0A9X4"
"P33599","P0A9X4"
"P39177","P0A9X4"
"P15042","P0A9X4"
"P0ABH9","P0A9X4"
"P05055","P0A9X4"
"P0AEZ3","P0A9X4"
"P0A772","P0A9X4"
"P63284","P0A9X4"
"P04152","P0A9X4"
"P0ACA7","P0A9X4"
"P0A8J4","P0A9X4"
"P37188","P0A9X4"
"P0A7L8","P0A9X4"
"P64476","P0A9X4"
"P76192","P0A9X4"
"P07363","P0A9X4"
"P0A717","P0A9X4"
"P0A9A9","P0A9X4"
"P21889","P0A9X4"
"P0A9J8","P0A9X4"
"P0ACF4","P00490"
"P0ACF8","P00490"
"P06959","P00490"
"P0ABU7","P00490"
"P0A7Z4","P00490"
"P0A9P0","P00490"
"P0A832","P00490"
"P0ABT5","P00490"
"P15977","P00490"
"P06612","P00490"
"P37765","P00490"
"P16919","P00490"
"P21893","P00490"
"P0A6R3","P00490"
"P05055","P00490"
"P0A715","P00490"
"P0A7Y4","P00490"
"P10408","P00490"
"P14294","P00490"
"P0AA10","P00490"
"P75989","P00490"
"P60438","P00490"
"P0AG48","P00490"
"P76049","P00490"
"P76550","P00490"
"P76268","P00490"
"P0A7K6","P00490"
"P0A8M6","P00490"
"P0AB14","P00490"
"P0A7T3","P00490"
"P0AGK4","P00490"
"P36767","P00490"
"P0A6Y8","P0AG67"
"P0AAS7","P0AG67"
"P0A7V0","P0AG67"
"P0A7U7","P0AG67"
"P0ACF4","P0AG67"
"P0ABH9","P0AG67"
"P08622","P0AG67"
"P75829","P0AG67"
"P0A972","P0AG67"
"P0AFG8","P0AG67"
"P0A9K3","P0AG67"
"P0A6Q6","P0AG67"
"P0A968","P0AG67"
"P0ABD5","P0AG67"
"P06959","P0AG67"
"P0A9P0","P0AG67"
"P10408","P0AG67"
"P0A6Z3","P0AG67"
"P0AEU7","P0AG67"
"P0ABT2","P0AG67"
"P0A9L8","P0AG67"
"P0A7E9","P0AG67"
"P10443","P0AG67"
"P0AEM0","P0AG67"
"P00893","P0AG67"
"P0A836","P0AG67"
"P0AEI4","P0AG67"
"P0A8E5","P0AG67"
"P0A850","P0AG67"
"P0A847","P0AG67"
"P15288","P0AG67"
"Q47319","P0AFF6"
"P00579","P0AFF6"
"P60240","P0AFF6"
"P0A705","P0AFF6"
"P0A717","P0AFF6"
"P0A7K6","P0AFF6"
"P0A7U7","P0AFF6"
"P64506","P0AFF6"
"Q47679","P0AFF6"
"P68679","P0AFF6"
"P0A7Z4","P0A800"
"P00579","P0A800"
"P0AFF6","P0A800"
"P60240","P0A800"
"P0AE60","P0A800"
"P60422","P0A800"
"P0A7V3","P0A800"
"P0A850","P0A800"
"P0A8E5","P0A800"
"P02413","P0A800"
"P0A7W1","P0A800"
"P0A7U7","P0A800"
"P0A7S9","P0A800"
"P0A7R5","P0A800"
"P02359","P0A800"
"P60723","P0A800"
"P0A7V8","P0A800"
"P61175","P0A800"
"P60438","P0A800"
"P0A7K6","P0A800"
"P42590","P0A800"
"P30128","P0A800"
"P0AGB3","P0A800"
"P77212","P0A800"
"P33570","P0A800"
"P68679","P0A800"
"P06612","P0A800"
"P0ADY7","P0A800"
"P75864","P0AA39"
"P0AG67","P0AA39"
"P0AAS7","P0AA39"
"P0A7U7","P0AA39"
"P0A968","P0AA39"
"P0ABD5","P0AA39"
"P10408","P0AA39"
"P0A7V0","P0AA39"
"P0ACF4","P0AA39"
"P25888","P0AA39"
"P75828","P0AA39"
"P75794","P0AA39"
"P0A8E7","P0AA39"
"P0A972","P0AA39"
"P80644","P0AA39"
"P64455","P0AA10"
"P37765","P0AA10"
"P0AGK4","P0AA10"
"P0A9P6","P0AA10"
"P0AA39","P0AA10"
"P05055","P0AA10"
"P0A9M0","P0AA10"
"P0A7V0","P0AA10"
"P0AG48","P0AA10"
"P0A7K6","P0AA10"
"P0A7U7","P0AA10"
"P0AGJ5","P0AA10"
"P0A7L3","P0AA10"
"P0AG67","P0AA10"
"P0A7T3","P0AA10"
"P21507","P0AA10"
"P0ACF4","P0AA10"
"P75864","P0AA10"
"P06959","P0AA10"
"P68679","P0AA10"
"P0A9P0","P0AA10"
"P0AFG8","P0AA10"
"P10408","P0AA10"
"P23830","P0AA10"
"P30871","P0AA10"
"P0A9K3","P0AA10"
"P75829","P0AA10"
"P0A7X3","P0AA10"
"P0A776","P0AA10"
"P43329","P0AA10"
"P0A9Y6","P0AA10"
"P69913","P0AA10"
"P08622","P0AA10"
"P36979","P0AA10"
"P68919","P0AA10"
"P0A8I5","P0AA10"
"P0A7L8","P0AA10"
"P0A6Y8","P0AA10"
"P22523","P0AA10"
"P0A8E5","P0AA10"
"P0A8M6","P0AA10"
"P0ABH9","P0AA10"
"P21513","P0AA10"
"P0ABF1","P0AA10"
"P0ADZ4","P0AA10"
"P0ABL8","P0AA10"
"P0AAS7","P0AA10"
"P75966","P0AA10"
"P0DMC7","P0AA10"
"P0A968","P0AA10"
"P0A847","P0AA10"
"P24255","P0AA10"
"P0AEU7","P0AA10"
"P0A6P9","P0AA10"
"P0A7G6","P0AA10"
"P36879","P0AA10"
"P75876","P0AA10"
"P77781","P0AA10"
"P77539","P0AA10"
"P0A832","P0AA10"
"P0AD61","P0AA10"
"P10443","P0AA10"
"P06612","P0AA10"
"P14294","P0AA10"
"P76086","P0AA10"
"P76491","P0AA10"
"P0AED9","P0AA10"
"P76594","P0AA10"
"P61316","P0AA10"
"P76543","P0AA10"
"P0AEN8","P0AA10"
"P45465","P0AA10"
"P0ABZ4","P0AA10"
"P63228","P0AA10"
"P64451","P0AA10"
"Q47152","P0AA10"
"P19931","P0AA10"
"P76243","P0AA10"
"P64517","P0AA10"
"P0ADS6","P0AA10"
"P64588","P0AA10"
"P02929","P0AA10"
"P0A8G0","P0AA10"
"P76316","P0AA10"
"P0A8W8","P0AA10"
"P77717","P0AA10"
"P37751","P0AA10"
"P0ABU7","P0AA10"
"P76116","P0AA10"
"P64521","P0AA10"
"P0A7G6","P0A817"
"P08622","P0A817"
"P0AES4","P0A817"
"P0A7V0","P0A817"
"P0ABH9","P0A817"
"P36979","P0A817"
"P77488","P0A817"
"P69222","P0A817"
"P0A6H1","P0A817"
"P0A6Q3","P0A817"
"P0AGD7","P0A817"
"P75957","P0A817"
"P0A6Y8","P0A817"
"P0A7K6","P0A817"
"P10408","P0A817"
"P63284","P0A817"
"P0A9A6","P0A817"
"P33599","P0A817"
"P0A707","P0A817"
"P60651","P0A817"
"P64517","P0A817"
"P22333","P0A817"
"P21507","P0A817"
"P0AAQ0","P0A817"
"P0C8J6","P0A817"
"P0A9M0","P0A817"
"P0A6L9","P0A817"
"P28915","P0A817"
"P21513","P0A6P9"
"P30015","P0A6P9"
"P0A759","P0A6P9"
"P31133","P0A6P9"
"P0A7U7","P0A6P9"
"P0A6Y8","P0A6P9"
"P00888","P0A6P9"
"P37765","P0A6P9"
"P36767","P0A6P9"
"P77216","P0A6P9"
"P76062","P0A6P9"
"P76536","P0A6P9"
"P69913","P0A6P9"
"P0A7V0","P0A6P9"
"P0AAS7","P0A6P9"
"P0A9L8","P0A6P9"
"P33570","P0A6P9"
"P0ABS1","P0A6P9"
"P09546","P0A6P9"
"P17315","P0A6P9"
"P31677","P0A6P9"
"P23917","P0A6P9"
"P0AE06","P0A6P9"
"P05637","P0A6P9"
"P0A6A6","P0A6P9"
"P0A836","P0A6P9"
"P13482","P0A6P9"
"P02929","P0A6P9"
"P0ADI0","P0A6P9"
"P39180","P0A6P9"
"P0ACV4","P0A6P9"
"P0A8M3","P0A6P9"
"P37751","P0A6P9"
"P0AEW1","P0A6P9"
"P36879","P0A6P9"
"P0A6Q3","P0A6P9"
"P46923","P0A6P9"
"P77539","P0A6P9"
"P28305","P0A6P9"
"P37765","P30871"
"P0AA39","P30871"
"P0AG67","P30871"
"P21507","P30871"
"P75864","P30871"
"P0A7T3","P30871"
"P0AGJ5","P30871"
"P43329","P30871"
"P0A910","P30871"
"P0A7V0","P30871"
"P0AAS7","P30871"
"P0A7K6","P30871"
"P23830","P30871"
"P0A7L3","P30871"
"P0A8I5","P30871"
"P0ABH9","P30871"
"P0A707","P30871"
"P0A7U7","P30871"
"P10408","P30871"
"P0AFG8","P30871"
"P21513","P30871"
"P0AEM9","P30871"
"P0ACF4","P30871"
"P66948","P30871"
"P02932","P30871"
"P08622","P30871"
"P36566","P30871"
"P67826","P30871"
"P46144","P30871"
"P00804","P0A9M2"
"P0AEM0","P25437"
"P0AB65","P0A734"
"Q47156","P0A734"
"P0A7N1","P0A734"
"P75973","P0A734"
"P05825","P0A9E5"
"P21866","P0A9E5"
"P77243","P77649"
"P0A9B2","P0A9H9"
"P0AAN9","P0A9H9"
"P75692","P0A9H9"
"P69791","P0A9H9"
"P75728","P76938"
"P15286","P76938"
"P0AFT2","P76938"
"P77165","P76938"
"P0ADA3","P0ABU5"
"P60716","P15038"
"P0AG67","P15038"
"P09373","P15038"
"P80644","P37349"
"P75694","P37349"
"P0A8E7","P0A9I5"
"P75687","P0A9I5"
"P0AD07","P0A9I5"
"P77756","P0A9I5"
"P75694","P0A9I5"
"P0A8E5","P0A9I5"
"P07821","P37355"
"P0ABU0","P37355"
"P37355","P0ACZ4"
"P09158","P0ACZ4"
"P0A912","P0ACZ4"
"P0AGD3","P0ACZ4"
"P36649","P0ACZ4"
"P0A8E5","P0ACZ4"
"P11875","P0ACZ4"
"P23872","P0AFX7"
"P0A6I0","P0AFX7"
"P76116","P0AFX7"
"P76141","P0AFX7"
"P77269","P0AFX7"
"P0ABM9","P28912"
"P0ADW6","P28912"
"P75745","P28912"
"P50465","P28912"
"P0A8C4","P0AGK4"
"P0AGJ5","P0AGK4"
"P0AG67","P0AGK4"
"P37765","P0AGK4"
"P0A7U7","P0AGK4"
"P0A7T3","P0AGK4"
"P0A7K6","P0AGK4"
"P0A7V0","P0AGK4"
"P0AA39","P0AGK4"
"P0A7L3","P0AGK4"
"P0AGD7","P0AGK4"
"P0A9Q7","P0AGK4"
"P06959","P0AGK4"
"P75966","P0AGK4"
"P0ACF4","P0AGK4"
"P0A7Y4","P0AGK4"
"P05055","P0AGK4"
"P0AFG8","P0AGK4"
"P0A707","P0AGK4"
"P0A9P0","P0AGK4"
"P0A7E9","P0AGK4"
"P0A9K3","P0AGK4"
"P36979","P0AGK4"
"P08622","P0AGK4"
"P68919","P0AGK4"
"P0ABH9","P0AGK4"
"P0AEM0","P0AGK4"
"P64588","P0AGK4"
"P0A8G0","P0AGK4"
"P21893","P0AGK4"
"P76160","P0AGK4"
"P77781","P0AGK4"
"P25516","P0AGK4"
"P0A6A8","P0AGK4"
"P10408","P0AGK4"
"P64461","P0AGK4"
"P42914","P0AGK4"
"P0AGJ5","P23830"
"P37765","P23830"
"P75864","P23830"
"P0AG67","P23830"
"P0AA39","P23830"
"P0A7U7","P23830"
"P0A7L3","P23830"
"P0A7V0","P23830"
"P0A8M6","P23830"
"P21507","P23830"
"P0AAS7","P23830"
"P21645","P23830"
"P0A9K3","P23830"
"P06959","P23830"
"P75838","P23830"
"P0ABF1","P23830"
"P0A9P0","P23830"
"P0ADY1","P23830"
"P77781","P23830"
"P0ACF4","P23830"
"P0A8P1","P23830"
"P0A8A2","P23830"
"P43329","P23830"
"P0AFL6","P23830"
"P0A6Q6","P23830"
"P75989","P76073"
"P16918","P16917"
"P16919","P16917"
"P27303","P16917"
"P00722","P16917"
"G0ZKW2","P16917"
"P06149","P16917"
"P06710","P16917"
"P69924","P16917"
"P76578","P16917"
"P06611","P16917"
"P0A7S9","P0AG59"
"P0AGJ5","P0AG59"
"P0A9P6","P0AG59"
"P0AGK4","P0AG59"
"P0A7X3","P0AG59"
"P37765","P0AG59"
"P23830","P0AG59"
"P02413","P0AG59"
"P0A7W1","P0AG59"
"P0A7U7","P0AG59"
"P0AA10","P0AG59"
"P0A7V0","P0AG59"
"P0AG48","P0AG59"
"P0A7K6","P0AG59"
"P0AG67","P0AG59"
"P0A7V8","P0AG59"
"P0A7T3","P0AG59"
"P68679","P0AG59"
"P75864","P0AG59"
"P0A7W7","P0AG59"
"P0A7L3","P0AG59"
"P0ADZ4","P0AG59"
"P0A7R9","P0AG59"
"P0C018","P0AG59"
"P0AG44","P0AG59"
"P0ACF4","P0AG59"
"P06959","P0AG59"
"P0AFG8","P0AG59"
"P0AG55","P0AG59"
"P0A9P0","P0AG59"
"P0A9Y6","P0AG59"
"P0AA39","P0AG59"
"P0ABH9","P0AG59"
"P75966","P0AG59"
"P05055","P0AG59"
"P10408","P0AG59"
"P0A8E5","P0AG59"
"P43329","P0AG59"
"P30871","P0AG59"
"P0A8M6","P0AG59"
"P0A707","P0AG59"
"P0ABD5","P0AG59"
"P08622","P0AG59"
"P0A7L8","P0AG59"
"P0AAS7","P0AG59"
"P0AEB2","P0AG59"
"P21507","P0AG59"
"P0A9K3","P0AG59"
"P0AEM0","P0AG59"
"P60240","P0AG59"
"P06612","P0AG59"
"P68919","P0AG59"
"P0A7Z4","P0AG59"
"P0A799","P0AG59"
"P0AD33","P0AG59"
"P14294","P0AG59"
"P0AED9","P0AG59"
"P0A847","P0AG59"
"P75876","P0AG59"
"P36979","P0AG59"
"P76594","P0AG59"
"P0A9L8","P0AG59"
"P0ACN4","P0AG59"
"P0A968","P0AG59"
"P76491","P0AG59"
"P0A894","P0AG59"
"P0A7E9","P0AG59"
"P0A8G0","P0AG59"
"P76316","P0AG59"
"P0A7Y4","P0AG59"
"P17952","P0AG59"
"P36879","P0AG59"
"P76116","P0AG59"
"P77781","P0AG59"
"P39831","P0AG59"
"P69913","P0AG59"
"P33937","P0AG59"
"P0A910","P0AG59"
"P0AAT2","P0AG59"
"P0A8B2","P0AG59"
"P63228","P0AG59"
"P77718","P0AG59"
"P0AEQ6","P0AG59"
"P05042","P0AG59"
"P45577","P0AG59"
"P0ABU0","P0AG59"
"P05637","P0AG59"
"P76223","P0AG59"
"P0AEB7","P0AG59"
"Q46821","P0AG59"
"P0ADS6","P0AG59"
"P64588","P0AG59"
"P0A715","P0AG59"
"P39180","P0AG59"
"P0A8W8","P0AG59"
"P0ADA3","P0AG59"
"P0ACB2","P0AG59"
"P77717","P0AG59"
"P0AA53","P0AG59"
"P75960","P0AG59"
"P0ACV4","P0AG59"
"P76104","P0AG59"
"P64483","P0AG59"
"P37751","P0AG59"
"P0AEW1","P0AG59"
"P0ABU7","P0AG59"
"P09832","P0AG59"
"P17315","P0AG59"
"Q46820","P0AG59"
"P0ACE0","P0AG59"
"P46923","P0AG59"
"P0A832","P0AG59"
"P0AFW4","P0AG59"
"P0AD05","P0AG59"
"P0AGJ5","P68679"
"P23830","P68679"
"P0A7U7","P68679"
"P0AG67","P68679"
"P75864","P68679"
"P0A7T3","P68679"
"P0A7V0","P68679"
"P0A7K6","P68679"
"P37765","P68679"
"P30871","P68679"
"P0AEB2","P68679"
"P19319","P68679"
"P0A8M6","P68679"
"P77499","P68679"
"P21507","P68679"
"P60240","P68679"
"P02931","P68679"
"P0AD05","P68679"
"P0AA39","P68679"
"P0A9Y6","P68679"
"P14175","P68679"
"P0A707","P68679"
"P0ABH9","P68679"
"P0A8E5","P68679"
"P0A968","P68679"
"P76316","P68679"
"P36879","P68679"
"P07014","P68679"
"P0A910","P68679"
"Q46800","P68679"
"P03007","P0ABS8"
"P06710","P0ABS8"
"P28631","P0ABS8"
"P28630","P0ABS8"
"P10443","P0ABS8"
"P77395","P0ABS8"
"P06612","P0ABS8"
"P0A7Y4","P06612"
"P37765","P06612"
"P07813","P06612"
"P22523","P06612"
"P75767","P06612"
"P06959","P06612"
