"N1","N2"
"P21829","P0A858"
"P0AD61","P0A858"
"P23538","P0A858"
"P06999","P0A858"
"P0A9B2","P0A858"
"P21599","P0A858"
"P0A991","P0A858"
"P0A6P9","P0A858"
"P0AB71","P0A858"
"P0A799","P0A858"
"P21437","P0A858"
"P37689","P0A858"
"P0A796","P0A858"
"P62707","P0A9C9"
"P21829","P0A9C9"
"P26616","P0A9C9"
"P0AD61","P0A9C9"
"P23538","P0A9C9"
"P06999","P0A9C9"
"P0A9B2","P0A9C9"
"P21599","P0A9C9"
"P0A991","P0A9C9"
"P76558","P0A9C9"
"P0A6P9","P0A9C9"
"P0AB71","P0A9C9"
"P0A799","P0A9C9"
"P21437","P0A9C9"
"P61889","P0A9C9"
"P22259","P0A9C9"
"P37689","P0A9C9"
"P0A796","P0A9C9"
"P0A858","P0A9C9"
"P23256","P00935"
"P06721","P00935"
"P0A9Q9","P00935"
"P25665","P00935"
"P00561","P00562"
"P00547","P00562"
"P00934","P00562"
"P00893","P00562"
"P00894","P00562"
"P00509","P00562"
"P23256","P00562"
"P06721","P00562"
"P0AGF6","P00562"
"P0A9Q9","P00562"
"P0ADF8","P00562"
"P08142","P00562"
"P0ADG1","P00562"
"P0AB80","P00562"
"P05791","P00562"
"P04968","P00562"
"P05793","P00562"
"P25665","P00562"
"P00935","P00562"
"P0ABQ4","P0AEZ1"
"P0A9P0","P0AEZ1"
"P24186","P0AEZ1"
"P37051","P0AEZ1"
"P0AFS3","P0AEZ1"
"P08192","P0AEZ1"
"P0A9R4","P0AEZ1"
"P0A825","P0AEZ1"
"P0A884","P0AEZ1"
"P33195","P0AEZ1"
"P0A6T9","P0AEZ1"
"P27248","P0AEZ1"
"P0AC28","P0AEZ1"
"P0AFG8","P00864"
"P06959","P00864"
"P0A9P0","P00864"
"P36683","P00864"
"P0ABH7","P00864"
"P09373","P00864"
"P08200","P00864"
"P0A9Q7","P00864"
"P52643","P00864"
"P39451","P00864"
"P05042","P00864"
"P0AC33","P00864"
"P0AD61","P00864"
"P21599","P00864"
"P0A6A3","P00864"
"P0A9M8","P00864"
"P77218","P00864"
"P16433","P00864"
"P16432","P00864"
"P16431","P00864"
"P16430","P00864"
"P16429","P00864"
"P0AAK1","P00864"
"P0A6P9","P00864"
"P42632","P00864"
"P61889","P00864"
"P0A6F1","P23908"
"P00968","P23908"
"P06960","P23908"
"P0A6C5","P23908"
"P0A6E4","P23908"
"P18335","P23908"
"P0A6F1","P11446"
"P00968","P11446"
"P06960","P11446"
"P0A6C5","P11446"
"P0A6E4","P11446"
"P18335","P11446"
"P23908","P11446"
"P0A6F1","P0A6C8"
"P00968","P0A6C8"
"P06960","P0A6C8"
"P0A6C5","P0A6C8"
"P0A6E4","P0A6C8"
"P18335","P0A6C8"
"P23908","P0A6C8"
"P11446","P0A6C8"
"P0A6F1","P11447"
"P00968","P11447"
"P06960","P11447"
"P0A6C5","P11447"
"P0A6E4","P11447"
"P18335","P11447"
"P23908","P11447"
"P11446","P11447"
"P0A6C8","P11447"
"P0AD68","P22634"
"P22188","P22634"
"P11880","P22634"
"P0A6W3","P22634"
"P14900","P22634"
"P17443","P22634"
"P17952","P22634"
"P07862","P22634"
"P02919","P22634"
"P0A6J8","P22634"
"P76577","P22634"
"P0A749","P22634"
"P46022","P22634"
"P02918","P22634"
"P77488","P30140"
"P77718","P30140"
"P0A6B7","P30140"
"P77488","P30139"
"P77718","P30139"
"P0A6B7","P30139"
"P30140","P30139"
"P77488","P30138"
"P77718","P30138"
"P0A6B7","P30138"
"P30140","P30138"
"P30139","P30138"
"P69441","P15640"
"P09029","P15640"
"P0AG18","P15640"
"P61949","P15640"
"P0AB89","P15640"
"P33221","P15640"
"P00452","P15640"
"P69924","P15640"
"P0AG16","P15640"
"P0A7D7","P15640"
"P08178","P15640"
"P08179","P15640"
"P04079","P15640"
"P0ADG7","P15640"
"P0A763","P15640"
"P15254","P15640"
"P0AGG4","P15640"
"P0AC65","P15640"
"P39452","P15640"
"P37146","P15640"
"P0ABY4","P15640"
"P60546","P15640"
"P0A6E6","P15640"
"P0ABB4","P15640"
"P0ABA6","P15640"
"P0ABB0","P15640"
"P0ABA4","P15640"
"P0ABA0","P15640"
"P68699","P15640"
"P0AB98","P15640"
"P0AA25","P15640"
"P69441","P15639"
"P09029","P15639"
"P0AG18","P15639"
"P61949","P15639"
"P0AB89","P15639"
"P33221","P15639"
"P00452","P15639"
"P69924","P15639"
"P0AG16","P15639"
"P0A7D7","P15639"
"P08178","P15639"
"P04079","P15639"
"P0ADG7","P15639"
"P0A763","P15639"
"P15254","P15639"
"P0AGG4","P15639"
"P0AC65","P15639"
"P39452","P15639"
"P37146","P15639"
"P0ABY4","P15639"
"P60546","P15639"
"P0A6E6","P15639"
"P0ABB4","P15639"
"P0ABA6","P15639"
"P0ABB0","P15639"
"P0ABA4","P15639"
"P0ABA0","P15639"
"P68699","P15639"
"P0AB98","P15639"
"P0AA25","P15639"
"P15640","P15639"
"P23256","P07623"
"P06721","P07623"
"P0A9Q9","P07623"
"P25665","P07623"
"P00935","P07623"
"P00562","P07623"
"P36683","P08997"
"P0ABH7","P08997"
"P25516","P08997"
"P61889","P08997"
"P62707","P0A6T1"
"P0A6T3","P0A6T1"
"P09148","P0A6T1"
"P09147","P0A6T1"
"P21829","P0A6T1"
"P0AEP3","P0A6T1"
"P26616","P0A6T1"
"P00946","P0A6T1"
"P0AD61","P0A6T1"
"P23538","P0A6T1"
"P06999","P0A6T1"
"P0A9B2","P0A6T1"
"P21599","P0A6T1"
"P76373","P0A6T1"
"P24175","P0A6T1"
"P24174","P0A6T1"
"P32055","P0A6T1"
"P0AC88","P0A6T1"
"P0A991","P0A6T1"
"P76558","P0A6T1"
"P0A6P9","P0A6T1"
"P0AB71","P0A6T1"
"P0A799","P0A6T1"
"P21437","P0A6T1"
"P61889","P0A6T1"
"P22259","P0A6T1"
"P37689","P0A6T1"
"P0A796","P0A6T1"
"P0A858","P0A6T1"
"P0A9C9","P0A6T1"
"P0ABG1","P0A7A7"
"P18200","P0A7A7"
"P0AA84","P0A7A7"
"P0A6A8","P0A7A7"
"P0A6H8","P0A7A7"
"P0A924","P0A7A7"
"P0ABF8","P0A7A7"
"P0AD42","P0A7A7"
"P23830","P0A7A7"
"P26647","P0A7A7"
"P0A6S7","P0A7A7"
"P0AFG8","P07658"
"P06959","P07658"
"P0A9P0","P07658"
"P36683","P07658"
"P0ABH7","P07658"
"P09373","P07658"
"P08200","P07658"
"P0A9Q7","P07658"
"P52643","P07658"
"P39451","P07658"
"P05042","P07658"
"P0AC33","P07658"
"P0AD61","P07658"
"P21599","P07658"
"P0A6A3","P07658"
"P0A9M8","P07658"
"P77218","P07658"
"P16433","P07658"
"P16432","P07658"
"P16431","P07658"
"P16430","P07658"
"P16429","P07658"
"P0AAK1","P07658"
"P0A6P9","P07658"
"P42632","P07658"
"P61889","P07658"
"P00864","P07658"
"P32718","P32719"
"P16692","P16689"
"P16692","P16679"
"P16689","P16679"
"P16692","P16688"
"P16689","P16688"
"P16679","P16688"
"P16692","P16687"
"P16689","P16687"
"P16679","P16687"
"P16688","P16687"
"P16692","P16686"
"P16689","P16686"
"P16679","P16686"
"P16688","P16686"
"P16687","P16686"
"P0AFG8","P14407"
"P06959","P14407"
"P0A9P0","P14407"
"P36683","P14407"
"P0ABH7","P14407"
"P69054","P14407"
"P0AC44","P14407"
"P0AC41","P14407"
"P07014","P14407"
"P0AFG3","P14407"
"P0AFG6","P14407"
"P0A836","P14407"
"P0AGE9","P14407"
"P09373","P14407"
"P08200","P14407"
"P0A9Q7","P14407"
"P25516","P14407"
"P52643","P14407"
"P39451","P14407"
"P05042","P14407"
"P0AC33","P14407"
"P0AD61","P14407"
"P21599","P14407"
"P33940","P14407"
"P0A6A3","P14407"
"P0A9M8","P14407"
"P77218","P14407"
"P16433","P14407"
"P16432","P14407"
"P16431","P14407"
"P16430","P14407"
"P16429","P14407"
"P0AAK1","P14407"
"P0A6P9","P14407"
"P42632","P14407"
"P61889","P14407"
"P00864","P14407"
"P07658","P14407"
"P00956","P0A8N5"
"P16659","P0A8N5"
"P21888","P0A8N5"
"P07813","P0A8N5"
"P00962","P0A8N5"
"P0A8L1","P0A8N5"
"P0A8M0","P0A8N5"
"P0AGJ9","P0A8N5"
"P07395","P0A8N5"
"P08312","P0A8N5"
"P0A8M3","P0A8N5"
"P21889","P0A8N5"
"P11875","P0A8N5"
"P00959","P0A8N5"
"P04805","P0A8N5"
"P60906","P0A8N5"
"P00957","P0A8N5"
"P0A8N3","P0A8N5"
"P00954","P0A8N5"
"P00961","P0A8N5"
"P00960","P0A8N5"
"P0AFG8","P0A8Q3"
"P06959","P0A8Q3"
"P0A9P0","P0A8Q3"
"P36683","P0A8Q3"
"P0ABH7","P0A8Q3"
"P09373","P0A8Q3"
"P08200","P0A8Q3"
"P0A9Q7","P0A8Q3"
"P52643","P0A8Q3"
"P39451","P0A8Q3"
"P05042","P0A8Q3"
"P0AC33","P0A8Q3"
"P0AD61","P0A8Q3"
"P21599","P0A8Q3"
"P0AFF0","P0A8Q3"
"P0AFE8","P0A8Q3"
"P33607","P0A8Q3"
"P0AFE4","P0A8Q3"
"P0AFE0","P0A8Q3"
"P0AFD6","P0A8Q3"
"P0AFD4","P0A8Q3"
"P33602","P0A8Q3"
"P31979","P0A8Q3"
"P0AFD1","P0A8Q3"
"P33599","P0A8Q3"
"P0AFC7","P0A8Q3"
"P0AFC3","P0A8Q3"
"P0A6A3","P0A8Q3"
"P0A9M8","P0A8Q3"
"P77218","P0A8Q3"
"P16433","P0A8Q3"
"P16432","P0A8Q3"
"P16431","P0A8Q3"
"P16430","P0A8Q3"
"P16429","P0A8Q3"
"P0AAK1","P0A8Q3"
"P0A6P9","P0A8Q3"
"P42632","P0A8Q3"
"P61889","P0A8Q3"
"P00864","P0A8Q3"
"P07658","P0A8Q3"
"P14407","P0A8Q3"
"P0AFG8","P0A8Q0"
"P06959","P0A8Q0"
"P0A9P0","P0A8Q0"
"P36683","P0A8Q0"
"P0ABH7","P0A8Q0"
"P09373","P0A8Q0"
"P08200","P0A8Q0"
"P0A9Q7","P0A8Q0"
"P52643","P0A8Q0"
"P39451","P0A8Q0"
"P05042","P0A8Q0"
"P0AC33","P0A8Q0"
"P0AD61","P0A8Q0"
"P21599","P0A8Q0"
"P0AFF0","P0A8Q0"
"P0AFE8","P0A8Q0"
"P33607","P0A8Q0"
"P0AFE4","P0A8Q0"
"P0AFE0","P0A8Q0"
"P0AFD6","P0A8Q0"
"P0AFD4","P0A8Q0"
"P33602","P0A8Q0"
"P31979","P0A8Q0"
"P0AFD1","P0A8Q0"
"P33599","P0A8Q0"
"P0AFC7","P0A8Q0"
"P0AFC3","P0A8Q0"
"P0A6A3","P0A8Q0"
"P0A9M8","P0A8Q0"
"P77218","P0A8Q0"
"P16433","P0A8Q0"
"P16432","P0A8Q0"
"P16431","P0A8Q0"
"P16430","P0A8Q0"
"P16429","P0A8Q0"
"P0AAK1","P0A8Q0"
"P0A6P9","P0A8Q0"
"P42632","P0A8Q0"
"P61889","P0A8Q0"
"P00864","P0A8Q0"
"P07658","P0A8Q0"
"P14407","P0A8Q0"
"P0A8Q3","P0A8Q0"
"P0AFG8","P0AC47"
"P06959","P0AC47"
"P0A9P0","P0AC47"
"P36683","P0AC47"
"P0ABH7","P0AC47"
"P09373","P0AC47"
"P08200","P0AC47"
"P0A9Q7","P0AC47"
"P52643","P0AC47"
"P39451","P0AC47"
"P05042","P0AC47"
"P0AC33","P0AC47"
"P0AD61","P0AC47"
"P21599","P0AC47"
"P0AFF0","P0AC47"
"P0AFE8","P0AC47"
"P33607","P0AC47"
"P0AFE4","P0AC47"
"P0AFE0","P0AC47"
"P0AFD6","P0AC47"
"P0AFD4","P0AC47"
"P33602","P0AC47"
"P31979","P0AC47"
"P0AFD1","P0AC47"
"P33599","P0AC47"
"P0AFC7","P0AC47"
"P0AFC3","P0AC47"
"P0A6A3","P0AC47"
"P0A9M8","P0AC47"
"P77218","P0AC47"
"P16433","P0AC47"
"P16432","P0AC47"
"P16431","P0AC47"
"P16430","P0AC47"
"P16429","P0AC47"
"P0AAK1","P0AC47"
"P0A6P9","P0AC47"
"P42632","P0AC47"
"P61889","P0AC47"
"P00864","P0AC47"
"P07658","P0AC47"
"P14407","P0AC47"
"P0A8Q3","P0AC47"
"P0A8Q0","P0AC47"
"P69441","P0A7D4"
"P09029","P0A7D4"
"P0AG18","P0A7D4"
"P61949","P0A7D4"
"P0AB89","P0A7D4"
"P33221","P0A7D4"
"P00452","P0A7D4"
"P69924","P0A7D4"
"P0AG16","P0A7D4"
"P0A7D7","P0A7D4"
"P08178","P0A7D4"
"P04079","P0A7D4"
"P0ADG7","P0A7D4"
"P0A763","P0A7D4"
"P15254","P0A7D4"
"P0AGG4","P0A7D4"
"P0AC65","P0A7D4"
"P39452","P0A7D4"
"P37146","P0A7D4"
"P0ABY4","P0A7D4"
"P60546","P0A7D4"
"P0A6E6","P0A7D4"
"P0ABB4","P0A7D4"
"P0ABA6","P0A7D4"
"P0ABB0","P0A7D4"
"P0ABA4","P0A7D4"
"P0ABA0","P0A7D4"
"P68699","P0A7D4"
"P0AB98","P0A7D4"
"P0AA25","P0A7D4"
"P15640","P0A7D4"
"P15639","P0A7D4"
"P39300","P39304"
"P39300","P39305"
"P39304","P39305"
"P0A6F1","P0A7F3"
"P00968","P0A7F3"
"P0A7E9","P0A7F3"
"P0A7E1","P0A7F3"
"P05020","P0A7F3"
"P08244","P0A7F3"
"P0A763","P0A7F3"
"P0A7E5","P0A7F3"
"P0A7E3","P0A7F3"
"P30863","P0A9P9"
"Q46857","P0A9P9"
"P46859","P0A9P9"
"P37666","P0A9P9"
"P30863","P39346"
"Q46857","P39346"
"P46859","P39346"
"P37666","P39346"
"P0A9P9","P39346"
"P05804","P24215"
"P0A8G3","P24215"
"P37647","P24215"
"P07024","P0A8Y1"
"P0AF24","P0A8Y1"
"P22333","P0A8Y1"
"P45563","P0A8Y1"
"P0A840","P0A8Y1"
"Q46799","P0A8Y1"
"Q46800","P0A8Y1"
"Q46801","P0A8Y1"
"P77580","P0A6L0"
"P0A9Q7","P0A6L0"
"P22333","P0A6L0"
"P0ABF6","P0A6L0"
"P77580","P07650"
"P23331","P07650"
"P0A9Q7","P07650"
"P0ABF6","P07650"
"P0A6L0","P07650"
"P77580","P0A6K6"
"P0A9Q7","P0A6K6"
"P22333","P0A6K6"
"P0ABF6","P0A6K6"
"P45563","P0A6K6"
"P12758","P0A6K6"
"P16690","P0A6K6"
"P0A6L0","P0A6K6"
"P07650","P0A6K6"
"P0AEP7","P52074"
"P77161","P52074"
"P77364","P52074"
"P37330","P52074"
"P0AEP9","P52074"
"P31459","Q6BF16"
"P00561","P08660"
"P00547","P08660"
"P00934","P08660"
"P04036","P08660"
"P00893","P08660"
"P00894","P08660"
"P0A9D8","P08660"
"P00509","P08660"
"P0AED7","P08660"
"P0A6L2","P08660"
"P00861","P08660"
"P0AGF6","P08660"
"P18335","P08660"
"P0A9Q9","P08660"
"P0ADF8","P08660"
"P08142","P08660"
"P0ADG1","P08660"
"P0AB80","P08660"
"P05791","P08660"
"P04968","P08660"
"P05793","P08660"
"P0A6K1","P08660"
"P00562","P08660"
"P0A870","P37351"
"P52697","P37351"
"P0AC53","P37351"
"P00350","P37351"
"P0A867","P37351"
"P33570","P37351"
"P0A7Z0","P37351"
"P27302","P37351"
"P0AG07","P37351"
"P32718","P37351"
"P32719","P37351"
"P0AG40","P0A7J0"
"P25539","P0A7J0"
"P61714","P0A7J0"
"P0A7I7","P0A7J0"
"P0AFU8","P0A7J0"
"P00956","P07118"
"P16659","P07118"
"P21888","P07118"
"P07813","P07118"
"P00962","P07118"
"P0A8L1","P07118"
"P0A8M0","P07118"
"P0AGJ9","P07118"
"P07395","P07118"
"P08312","P07118"
"P0A8M3","P07118"
"P21889","P07118"
"P11875","P07118"
"P00959","P07118"
"P04805","P07118"
"P60906","P07118"
"P00957","P07118"
"P0A8N3","P07118"
"P00954","P07118"
"P00961","P07118"
"P00960","P07118"
"P0A8N5","P07118"
"P22564","P69503"
"P22564","P33022"
"P41409","P33022"
"P0ABF6","P33022"
"P0A6F1","P0A786"
"P00968","P0A786"
"P0A7E9","P0A786"
"P0A7E1","P0A786"
"P05020","P0A786"
"P08244","P0A786"
"P0A763","P0A786"
"P0A7E5","P0A786"
"P0A7E3","P0A786"
"P0A7F3","P0A786"
"P0A6F1","P04391"
"P00968","P04391"
"P06960","P04391"
"P0A6C5","P04391"
"P0A6E4","P04391"
"P18335","P04391"
"P23908","P04391"
"P11446","P04391"
"P0A6C8","P04391"
"P11447","P04391"
"P31551","P60584"
"P31552","P60584"
"P31572","P60584"
"P0ABQ4","P0AC13"
"P0AFS3","P0AC13"
"P08192","P0AC13"
"P0ABQ4","P13009"
"P0A9P0","P13009"
"P24186","P13009"
"P37051","P13009"
"P0AFS3","P13009"
"P23256","P13009"
"P08192","P13009"
"P0A9R4","P13009"
"P0A825","P13009"
"P0A884","P13009"
"P33195","P13009"
"P0A6T9","P13009"
"P27248","P13009"
"P0AC28","P13009"
"P06721","P13009"
"P0A9Q9","P13009"
"P25665","P13009"
"P00935","P13009"
"P00562","P13009"
"P0AEZ1","P13009"
"P07623","P13009"
"P19624","P0A9B6"
"P77488","P0A9B6"
"P23721","P0A9B6"
"P0AFI7","P0A9B6"
"P05459","P0A9B6"
"P0A794","P0A9B6"
"P08203","P08204"
"P08202","P08204"
"P30126","P04693"
"P0A6A6","P04693"
"P30125","P04693"
"P09151","P04693"
"P00509","P04693"
"P0A9J8","P04693"
"P07023","P04693"
"P0AB80","P04693"
"P0AD68","P08373"
"P22188","P08373"
"P11880","P08373"
"P0A6W3","P08373"
"P14900","P08373"
"P17443","P08373"
"P17952","P08373"
"P07862","P08373"
"P02919","P08373"
"P0A6J8","P08373"
"P76577","P08373"
"P0A749","P08373"
"P46022","P08373"
"P02918","P08373"
"P22634","P08373"
"P0A6I9","P0A6I3"
"P0A790","P0A6I3"
"P31663","P0A6I3"
"P31057","P0A6I3"
"P0A9J4","P0A6I3"
"P0A6I6","P0A6I3"
"P0ABQ0","P0A6I3"
"P30011","P10902"
"P0A752","P10902"
"P11458","P10902"
"P18843","P10902"
"P0AFG8","P00363"
"P06959","P00363"
"P0A9P0","P00363"
"P36683","P00363"
"P0ABH7","P00363"
"P09373","P00363"
"P08200","P00363"
"P0A9Q7","P00363"
"P52643","P00363"
"P39451","P00363"
"P05042","P00363"
"P0AC33","P00363"
"P0AD61","P00363"
"P21599","P00363"
"P0AFF0","P00363"
"P0AFE8","P00363"
"P33607","P00363"
"P0AFE4","P00363"
"P0AFE0","P00363"
"P0AFD6","P00363"
"P0AFD4","P00363"
"P33602","P00363"
"P31979","P00363"
"P0AFD1","P00363"
"P33599","P00363"
"P0AFC7","P00363"
"P0AFC3","P00363"
"P0A6A3","P00363"
"P0A9M8","P00363"
"P77218","P00363"
"P16433","P00363"
"P16432","P00363"
"P16431","P00363"
"P16430","P00363"
"P16429","P00363"
"P0AAK1","P00363"
"P0A6P9","P00363"
"P42632","P00363"
"P61889","P00363"
"P00864","P00363"
"P07658","P00363"
"P14407","P00363"
"P0A8Q3","P00363"
"P0A8Q0","P00363"
"P0AC47","P00363"
"P06959","P32099"
"P60716","P32099"
"P0AFG6","P32099"
"P0A6T9","P32099"
"P36683","P0A9G6"
"P0ABH7","P0A9G6"
"P25516","P0A9G6"
"P61889","P0A9G6"
"P08997","P0A9G6"
"P36683","P27550"
"P77541","P27550"
"P31660","P27550"
"P77243","P27550"
"P77495","P27550"
"P09158","P0A9H3"
"P52095","P0A9H3"
"P15877","P0A8Y3"
"P36938","P0A8Y3"
"P75792","P0A8Y3"
"P19926","P0A8Y3"
"P0A6V8","P0A8Y3"
"P0A8Y5","P0A8Y3"
"P27848","P0A8Y3"
"P0A9M2","P0ABP8"
"P0A9M5","P0ABP8"
"P77580","P0ABP8"
"P0AEW6","P0ABP8"
"P07024","P0ABP8"
"P0AF24","P0ABP8"
"P0A9Q7","P0ABP8"
"P22333","P0ABP8"
"P45563","P0ABP8"
"P0A840","P0ABP8"
"Q46799","P0ABP8"
"Q46800","P0ABP8"
"Q46801","P0ABP8"
"P76641","P0ABP8"
"P64636","P0ABP8"
"P0A8Y1","P0ABP8"
"P0A6L0","P0ABP8"
"P0A6K6","P0ABP8"
"P26281","P0AC16"
"P0AFC0","P0AC16"
"P0A6T5","P0AC16"
"P23893","P29680"
"P0ACB2","P29680"
"P23871","P29680"
"P0A6X1","P29680"
"P04805","P29680"
"P36553","P29680"
"P09126","P29680"
"P06983","P29680"
"P0ACB4","P29680"
"P32131","P29680"
"P27249","P0A9C5"
"P0AC55","P0A9C5"
"P00370","P0A9C5"
"P0A9R4","P0A9C5"
"P0A9Z1","P0A9C5"
"P30870","P0A9C5"
"P09831","P0A9C5"
"P09832","P0A9C5"
"P0AFB8","P0A9C5"
"P0AFB5","P0A9C5"
"P60472","P0AD57"
"P22939","P0AD57"
"Q46822","P0AD57"
"P0ABG1","P0A8K1"
"P18200","P0A8K1"
"P0AA84","P0A8K1"
"P0A6A8","P0A8K1"
"P0A6H8","P0A8K1"
"P0A924","P0A8K1"
"P0ABF8","P0A8K1"
"P0AD42","P0A8K1"
"P23830","P0A8K1"
"P26647","P0A8K1"
"P0A6S7","P0A8K1"
"P0A7A7","P0A8K1"
"P0A6Q6","P13001"
"P12995","P13001"
"P12996","P13001"
"P12998","P13001"
"P12999","P13001"
"P13000","P13001"
"P0A6R0","P13001"
"P0AEK2","P13001"
"P0A6A8","P13001"
"P0AEK4","P13001"
"P0A953","P13001"
"P0ABD5","P06709"
"P0A9Q5","P06709"
"P0ABD8","P06709"
"P24182","P06709"
"P63228","P67910"
"P63224","P67910"
"P76658","P67910"
"P30863","P0A9S5"
"P37349","P0A9S5"
"P76014","P0A9S5"
"P76015","P0A9S5"
"P76234","P0A9S5"
"Q46851","P0A9S5"
"Q46857","P0A9S5"
"P07913","P0A9S5"
"P30863","P39208"
"Q46857","P39208"
"P46859","P39208"
"P37666","P39208"
"P0A9P9","P39208"
"P39346","P39208"
"P0AC84","P33018"
"P51025","P33018"
"P25437","P33018"
"P0AC81","P33018"
"P06149","P33018"
"Q47146","P21177"
"P77712","P21177"
"P0A9Q7","P21177"
"P77455","P21177"
"P39451","P21177"
"P0A9U8","P21177"
"P38135","P21177"
"P69451","P21177"
"P76461","P21177"
"P77399","P21177"
"P76503","P21177"
"P0A9R4","P21177"
"P21151","P21177"
"P0A7B5","P0A9L8"
"P07004","P0A9L8"
"P17444","P17445"
"P0ABE9","P00816"
"P77397","P77650"
"P0ABR9","P77650"
"P77044","P77650"
"P77608","P77650"
"P77580","P77650"
"P51020","P77650"
"P0A9Q7","P77650"
"P0ABR5","P77650"
"Q47140","P77650"
"P0ABW0","P77650"
"P0CI31","P77650"
"P0A6E1","P0A6D7"
"P0AB91","P0A6D7"
"P0A6D3","P0A6D7"
"P0A6D5","P0A6D7"
"P05194","P0A6D7"
"P00887","P0A6D7"
"P12008","P0A6D7"
"P00888","P0A6D7"
"P15770","P0A6D7"
"P07639","P0A6D7"
"P0AFJ5","P08400"
"P21517","P15067"
"P36938","P15067"
"P0A6V8","P15067"
"P15977","P15067"
"P00490","P15067"
"P0AC86","P15067"
"P21515","P37623"
"P0A6A8","P37623"
"P24224","P37623"
"P0A7F9","P39288"
"P0A847","P39288"
"Q46920","P39288"
"P0AGG0","P75948"
"P0AGG0","P30137"
"P76422","P30137"
"P76423","P30137"
"P40191","P30137"
"P77488","O32583"
"P77718","O32583"
"P77444","O32583"
"P0A6B7","O32583"
"Q46925","O32583"
"P30140","O32583"
"P30139","O32583"
"P30138","O32583"
"P0ABJ6","P09546"
"P0ABJ3","P09546"
"P0ABI8","P09546"
"P0ABJ1","P09546"
"P77756","P65870"
"P0A6T5","P65870"
"P0AGG2","P0A8Z0"
"P0ADA1","P0A8Z0"
"P69441","P28903"
"P09029","P28903"
"P0AG18","P28903"
"P61949","P28903"
"P0A720","P28903"
"P0AB89","P28903"
"P33221","P28903"
"P28248","P28903"
"P00452","P28903"
"P69924","P28903"
"P52006","P28903"
"P0AG16","P28903"
"P0A7D7","P28903"
"P08178","P28903"
"P04079","P28903"
"P0ADG7","P28903"
"P0A763","P28903"
"P15254","P28903"
"P0AGG4","P28903"
"P0AC65","P28903"
"P39452","P28903"
"P37146","P28903"
"P0AEY3","P28903"
"P0A884","P28903"
"P0ABY4","P28903"
"P06968","P28903"
"P60546","P28903"
"P0A6E6","P28903"
"P0ABB4","P28903"
"P0ABA6","P28903"
"P0ABB0","P28903"
"P0ABA4","P28903"
"P0ABA0","P28903"
"P68699","P28903"
"P0AB98","P28903"
"P0AA25","P28903"
"P15640","P28903"
"P15639","P28903"
"P0A7D4","P28903"
"P0AEP7","P52073"
"P77161","P52073"
"P77364","P52073"
"P37330","P52073"
"P0AEP9","P52073"
"P52074","P52073"
"P77671","P37306"
"P75713","P37306"
"P77425","P37306"
"P77555","P37306"
"P77485","P0ACZ8"
"P19925","P38051"
"P11454","P38051"
"P0AEJ2","P38051"
"P10378","P38051"
"P0ADI4","P38051"
"P15047","P38051"
"P0A8Z3","P38051"
"P37353","P38051"
"P29208","P38051"
"P0ABU0","P38051"
"P37355","P38051"
"P17109","P38051"
"P77231","P69330"
"P0A6G5","P69330"
"P75726","P69330"
"P0A9I1","P69330"
"P77510","P0AEF4"
"P52086","P0AE76"
"P0A9H5","P0AE76"
"P36562","P0AE76"
"P36561","P0AE76"
"P0A752","P0A6G3"
"P18133","P0A6G3"
"P18843","P0A6G3"
"P21369","P0A6G3"
"P75728","P0AGK1"
"P17993","P0AGK1"
"P0AG03","P0AGK1"
"P25534","P0AGK1"
"P0A887","P0AGK1"
"P0A6A0","P0AGK1"
"P0AAB4","P0AGK1"
"P22106","P00963"
"P0AF18","P75959"
"P0A759","P75959"
"P21866","P21865"
"P62707","P0A993"
"P21829","P0A993"
"P26616","P0A993"
"P0AD61","P0A993"
"P23538","P0A993"
"P06999","P0A993"
"P0A9B2","P0A993"
"P21599","P0A993"
"P0A991","P0A993"
"P76558","P0A993"
"P0A6P9","P0A993"
"P0AB71","P0A993"
"P0A799","P0A993"
"P21437","P0A993"
"P61889","P0A993"
"P22259","P0A993"
"P37689","P0A993"
"P0A796","P0A993"
"P0A858","P0A993"
"P0A9C9","P0A993"
"P0A6T1","P0A993"
"P37595","P00805"
"P0A962","P00805"
"P68688","P0AC62"
"P0AC59","P0AC62"
"P06715","P0AC62"
"P0AB96","P0AC62"
"P0A8L1","P0A821"
"P16456","P0A821"
"P18775","P32176"
"P18776","P32176"
"P18777","P32176"
"P33226","P32176"
"P33225","P32176"
"P09152","P32176"
"P11349","P32176"
"P11350","P32176"
"P0AF32","P32176"
"P19318","P32176"
"P19319","P32176"
"P24183","P32176"
"P0AAJ3","P32176"
"P0AEK7","P32176"
"P46923","P32176"
"P52005","P32176"
"P0AEL0","P32176"
"P0AAJ5","P32176"
"P23721","P0AGB0"
"P0A9T0","P0AGB0"
"P04951","P0ABZ4"
"P0A715","P0ABZ4"
"P17115","P0ABZ4"
"P45395","P0ABZ4"
"P00509","P0AC38"
"P80645","P80644"
"P39453","P38684"
"P75894","P39831"
"P75895","P39831"
"P0AFQ5","P39831"
"P75897","P39831"
"P75898","P39831"
"P0ACV0","P24205"
"P0A6A8","P24205"
"P21513","P0A7Y8"
"P30850","P0A7Y8"
"P30014","P0A7Y8"
"P09155","P0A7Y8"
"P0A8V0","P0A7Y8"
"P05055","P0A7Y8"
"P28305","P00903"
"P05041","P00903"
"P23837","P23836"
"P29012","P0A6B4"
