"N1","N2"
"P19319","P0AFF0"
"P46923","P0AFF0"
"P52005","P0AFF0"
"P0ABJ6","P0AFE8"
"P0ABJ3","P0AFE8"
"P0ABI8","P0AFE8"
"P0ABJ1","P0AFE8"
"P0ABJ9","P0AFE8"
"P0ABK2","P0AFE8"
"P18775","P0AFE8"
"P18776","P0AFE8"
"P18777","P0AFE8"
"P26459","P0AFE8"
"P26458","P0AFE8"
"P33226","P0AFE8"
"P33225","P0AFE8"
"P09152","P0AFE8"
"P11349","P0AFE8"
"P11350","P0AFE8"
"P0AF32","P0AFE8"
"P19318","P0AFE8"
"P19319","P0AFE8"
"P46923","P0AFE8"
"P52005","P0AFE8"
"P0AFF0","P0AFE8"
"P0ABJ6","P33607"
"P0ABJ3","P33607"
"P0ABI8","P33607"
"P0ABJ1","P33607"
"P0ABJ9","P33607"
"P0ABK2","P33607"
"P18775","P33607"
"P18776","P33607"
"P18777","P33607"
"P26459","P33607"
"P26458","P33607"
"P33226","P33607"
"P33225","P33607"
"P09152","P33607"
"P11349","P33607"
"P11350","P33607"
"P0AF32","P33607"
"P19318","P33607"
"P19319","P33607"
"P46923","P33607"
"P52005","P33607"
"P0AFF0","P33607"
"P0AFE8","P33607"
"P0ABJ6","P0AFE4"
"P0ABJ3","P0AFE4"
"P0ABI8","P0AFE4"
"P0ABJ1","P0AFE4"
"P0ABJ9","P0AFE4"
"P0ABK2","P0AFE4"
"P18775","P0AFE4"
"P18776","P0AFE4"
"P18777","P0AFE4"
"P26459","P0AFE4"
"P26458","P0AFE4"
"P33226","P0AFE4"
"P33225","P0AFE4"
"P09152","P0AFE4"
"P11349","P0AFE4"
"P11350","P0AFE4"
"P0AF32","P0AFE4"
"P19318","P0AFE4"
"P19319","P0AFE4"
"P46923","P0AFE4"
"P52005","P0AFE4"
"P0AFF0","P0AFE4"
"P0AFE8","P0AFE4"
"P33607","P0AFE4"
"P0ABJ6","P0AFE0"
"P0ABJ3","P0AFE0"
"P0ABI8","P0AFE0"
"P0ABJ1","P0AFE0"
"P0ABJ9","P0AFE0"
"P0ABK2","P0AFE0"
"P18775","P0AFE0"
"P18776","P0AFE0"
"P18777","P0AFE0"
"P26459","P0AFE0"
"P26458","P0AFE0"
"P33226","P0AFE0"
"P33225","P0AFE0"
"P09152","P0AFE0"
"P11349","P0AFE0"
"P11350","P0AFE0"
"P0AF32","P0AFE0"
"P19318","P0AFE0"
"P19319","P0AFE0"
"P46923","P0AFE0"
"P52005","P0AFE0"
"P0AFF0","P0AFE0"
"P0AFE8","P0AFE0"
"P33607","P0AFE0"
"P0AFE4","P0AFE0"
"P0ABJ6","P0AFD6"
"P0ABJ3","P0AFD6"
"P0ABI8","P0AFD6"
"P0ABJ1","P0AFD6"
"P0ABJ9","P0AFD6"
"P0ABK2","P0AFD6"
"P18775","P0AFD6"
"P18776","P0AFD6"
"P18777","P0AFD6"
"P26459","P0AFD6"
"P26458","P0AFD6"
"P33226","P0AFD6"
"P33225","P0AFD6"
"P09152","P0AFD6"
"P11349","P0AFD6"
"P11350","P0AFD6"
"P0AF32","P0AFD6"
"P19318","P0AFD6"
"P19319","P0AFD6"
"P46923","P0AFD6"
"P52005","P0AFD6"
"P0AFF0","P0AFD6"
"P0AFE8","P0AFD6"
"P33607","P0AFD6"
"P0AFE4","P0AFD6"
"P0AFE0","P0AFD6"
"P0ABJ6","P0AFD4"
"P0ABJ3","P0AFD4"
"P0ABI8","P0AFD4"
"P0ABJ1","P0AFD4"
"P0ABJ9","P0AFD4"
"P0ABK2","P0AFD4"
"P18775","P0AFD4"
"P18776","P0AFD4"
"P18777","P0AFD4"
"P26459","P0AFD4"
"P26458","P0AFD4"
"P33226","P0AFD4"
"P33225","P0AFD4"
"P09152","P0AFD4"
"P11349","P0AFD4"
"P11350","P0AFD4"
"P0AF32","P0AFD4"
"P19318","P0AFD4"
"P19319","P0AFD4"
"P46923","P0AFD4"
"P52005","P0AFD4"
"P0AFF0","P0AFD4"
"P0AFE8","P0AFD4"
"P33607","P0AFD4"
"P0AFE4","P0AFD4"
"P0AFE0","P0AFD4"
"P0AFD6","P0AFD4"
"P0ABJ6","P33602"
"P0ABJ3","P33602"
"P0ABI8","P33602"
"P0ABJ1","P33602"
"P0ABJ9","P33602"
"P0ABK2","P33602"
"P18775","P33602"
"P18776","P33602"
"P18777","P33602"
"P26459","P33602"
"P26458","P33602"
"P33226","P33602"
"P33225","P33602"
"P09152","P33602"
"P11349","P33602"
"P11350","P33602"
"P0AF32","P33602"
"P19318","P33602"
"P19319","P33602"
"P46923","P33602"
"P52005","P33602"
"P0AFF0","P33602"
"P0AFE8","P33602"
"P33607","P33602"
"P0AFE4","P33602"
"P0AFE0","P33602"
"P0AFD6","P33602"
"P0AFD4","P33602"
"P0ABJ6","P31979"
"P0ABJ3","P31979"
"P0ABI8","P31979"
"P0ABJ1","P31979"
"P0ABJ9","P31979"
"P0ABK2","P31979"
"P18775","P31979"
"P18776","P31979"
"P18777","P31979"
"P26459","P31979"
"P26458","P31979"
"P33226","P31979"
"P33225","P31979"
"P09152","P31979"
"P11349","P31979"
"P11350","P31979"
"P0AF32","P31979"
"P19318","P31979"
"P19319","P31979"
"P46923","P31979"
"P52005","P31979"
"P0AFF0","P31979"
"P0AFE8","P31979"
"P33607","P31979"
"P0AFE4","P31979"
"P0AFE0","P31979"
"P0AFD6","P31979"
"P0AFD4","P31979"
"P33602","P31979"
"P0ABJ6","P0AFD1"
"P0ABJ3","P0AFD1"
"P0ABI8","P0AFD1"
"P0ABJ1","P0AFD1"
"P0ABJ9","P0AFD1"
"P0ABK2","P0AFD1"
"P18775","P0AFD1"
"P18776","P0AFD1"
"P18777","P0AFD1"
"P26459","P0AFD1"
"P26458","P0AFD1"
"P33226","P0AFD1"
"P33225","P0AFD1"
"P09152","P0AFD1"
"P11349","P0AFD1"
"P11350","P0AFD1"
"P0AF32","P0AFD1"
"P19318","P0AFD1"
"P19319","P0AFD1"
"P46923","P0AFD1"
"P52005","P0AFD1"
"P0AFF0","P0AFD1"
"P0AFE8","P0AFD1"
"P33607","P0AFD1"
"P0AFE4","P0AFD1"
"P0AFE0","P0AFD1"
"P0AFD6","P0AFD1"
"P0AFD4","P0AFD1"
"P33602","P0AFD1"
"P31979","P0AFD1"
"P0ABJ6","P33599"
"P0ABJ3","P33599"
"P0ABI8","P33599"
"P0ABJ1","P33599"
"P0ABJ9","P33599"
"P0ABK2","P33599"
"P18775","P33599"
"P18776","P33599"
"P18777","P33599"
"P26459","P33599"
"P26458","P33599"
"P33226","P33599"
"P33225","P33599"
"P09152","P33599"
"P11349","P33599"
"P11350","P33599"
"P0AF32","P33599"
"P19318","P33599"
"P19319","P33599"
"P46923","P33599"
"P52005","P33599"
"P0AFF0","P33599"
"P0AFE8","P33599"
"P33607","P33599"
"P0AFE4","P33599"
"P0AFE0","P33599"
"P0AFD6","P33599"
"P0AFD4","P33599"
"P33602","P33599"
"P31979","P33599"
"P0AFD1","P33599"
"P0ABJ6","P0AFC7"
"P0ABJ3","P0AFC7"
"P0ABI8","P0AFC7"
"P0ABJ1","P0AFC7"
"P0ABJ9","P0AFC7"
"P0ABK2","P0AFC7"
"P18775","P0AFC7"
"P18776","P0AFC7"
"P18777","P0AFC7"
"P26459","P0AFC7"
"P26458","P0AFC7"
"P33226","P0AFC7"
"P33225","P0AFC7"
"P09152","P0AFC7"
"P11349","P0AFC7"
"P11350","P0AFC7"
"P0AF32","P0AFC7"
"P19318","P0AFC7"
"P19319","P0AFC7"
"P46923","P0AFC7"
"P52005","P0AFC7"
"P0AFF0","P0AFC7"
"P0AFE8","P0AFC7"
"P33607","P0AFC7"
"P0AFE4","P0AFC7"
"P0AFE0","P0AFC7"
"P0AFD6","P0AFC7"
"P0AFD4","P0AFC7"
"P33602","P0AFC7"
"P31979","P0AFC7"
"P0AFD1","P0AFC7"
"P33599","P0AFC7"
"P0ABJ6","P0AFC3"
"P0ABJ3","P0AFC3"
"P0ABI8","P0AFC3"
"P0ABJ1","P0AFC3"
"P0ABJ9","P0AFC3"
"P0ABK2","P0AFC3"
"P18775","P0AFC3"
"P18776","P0AFC3"
"P18777","P0AFC3"
"P26459","P0AFC3"
"P26458","P0AFC3"
"P33226","P0AFC3"
"P33225","P0AFC3"
"P09152","P0AFC3"
"P11349","P0AFC3"
"P11350","P0AFC3"
"P0AF32","P0AFC3"
"P19318","P0AFC3"
"P19319","P0AFC3"
"P46923","P0AFC3"
"P52005","P0AFC3"
"P0AFF0","P0AFC3"
"P0AFE8","P0AFC3"
"P33607","P0AFC3"
"P0AFE4","P0AFC3"
"P0AFE0","P0AFC3"
"P0AFD6","P0AFC3"
"P0AFD4","P0AFC3"
"P33602","P0AFC3"
"P31979","P0AFC3"
"P0AFD1","P0AFC3"
"P33599","P0AFC3"
"P0AFC7","P0AFC3"
"P36683","P0A6A3"
"P0ABH7","P0A6A3"
"P09373","P0A6A3"
"P08200","P0A6A3"
"P0A9Q7","P0A6A3"
"P52643","P0A6A3"
"P39451","P0A6A3"
"P05042","P0A6A3"
"P0AC33","P0A6A3"
"P0AD61","P0A6A3"
"P33221","P0A6A3"
"P21599","P0A6A3"
"P36683","P0A9M8"
"P0ABH7","P0A9M8"
"P09373","P0A9M8"
"P08200","P0A9M8"
"P0A9Q7","P0A9M8"
"P52643","P0A9M8"
"P39451","P0A9M8"
"P05042","P0A9M8"
"P0AC33","P0A9M8"
"P0AD61","P0A9M8"
"P33221","P0A9M8"
"P21599","P0A9M8"
"P0A6A3","P0A9M8"
"P75728","P0AG03"
"P17993","P0AG03"
"P69441","P0AG16"
"P09029","P0AG16"
"P0AG18","P0AG16"
"P61949","P0AG16"
"P0AB89","P0AG16"
"P33221","P0AG16"
"P00452","P0AG16"
"P69924","P0AG16"
"P0ABQ4","P08192"
"P0A9P0","P08192"
"P24186","P08192"
"P37051","P08192"
"P0AFS3","P08192"
"P0ABD5","P0A9Q5"
"P0A6R0","P0A9Q5"
"P0AAI9","P0A9Q5"
"P0A6A8","P0A9Q5"
"P19624","P05459"
"P77488","P05459"
"P23721","P05459"
"P0AFI7","P05459"
"P0A6Q6","P0A953"
"P0ADA1","P0A953"
"P12995","P0A953"
"P12996","P0A953"
"P12998","P0A953"
"P12999","P0A953"
"P13000","P0A953"
"P0A6Q3","P0A953"
"P0A6R0","P0A953"
"P0AEK2","P0A953"
"P0A6A8","P0A953"
"P0AAI5","P0A953"
"P0AEK4","P0A953"
"P0A6E1","P12008"
"P0AB91","P12008"
"P0A6D3","P12008"
"P0A6D5","P12008"
"P05194","P12008"
"P00887","P12008"
"Q47146","P77399"
"P0A9Q7","P77399"
"P77455","P77399"
"P39451","P77399"
"P0A9U8","P77399"
"P38135","P77399"
"P69451","P77399"
"P76461","P77399"
"Q47146","P76503"
"P77455","P76503"
"P0A9U8","P76503"
"P38135","P76503"
"P69451","P76503"
"P76461","P76503"
"P77399","P76503"
"P15877","P0A6V8"
"P21517","P0A6V8"
"P36938","P0A6V8"
"P75792","P0A6V8"
"P19926","P0A6V8"
"P00956","P04805"
"P23893","P04805"
"P16659","P04805"
"P0ACB2","P04805"
"P23871","P04805"
"P21888","P04805"
"P07813","P04805"
"P00962","P04805"
"P0A8L1","P04805"
"P0A8M0","P04805"
"P0A6X1","P04805"
"P0AGJ9","P04805"
"P07395","P04805"
"P08312","P04805"
"P0A8M3","P04805"
"P21889","P04805"
"P11875","P04805"
"P00959","P04805"
"P0A9M2","P45563"
"P0A9M5","P45563"
"P07024","P45563"
"P0AF24","P45563"
"P22333","P45563"
"P23256","P0ABK5"
"P0AGG0","P40191"
"P77150","P40191"
"P0AFI7","P40191"
"P76422","P40191"
"P76423","P40191"
"P23256","P16703"
"P0ABK5","P16703"
"P23893","P36553"
"P0ACB2","P36553"
"P23871","P36553"
"P0A6X1","P36553"
"P04805","P36553"
"P36683","P77218"
"P0ABH7","P77218"
"P09373","P77218"
"P08200","P77218"
"P0A9Q7","P77218"
"P52643","P77218"
"P39451","P77218"
"P05042","P77218"
"P0AC33","P77218"
"P0AD61","P77218"
"P33221","P77218"
"P21599","P77218"
"P0A6A3","P77218"
"P0A9M8","P77218"
"P62707","P76558"
"P21829","P76558"
"P26616","P76558"
"P23538","P76558"
"P0A9B2","P76558"
"P0A991","P76558"
"P0A870","P0A867"
"P52697","P0A867"
"P0AC53","P0A867"
"P00350","P0A867"
"P0A870","P33570"
"P52697","P33570"
"P0AC53","P33570"
"P00350","P33570"
"P0A867","P33570"
"P04036","P0AED7"
"P0A9D8","P0AED7"
"P69441","P0A7D7"
"P09029","P0A7D7"
"P0AG18","P0A7D7"
"P61949","P0A7D7"
"P0AB89","P0A7D7"
"P33221","P0A7D7"
"P00452","P0A7D7"
"P69924","P0A7D7"
"P0AG16","P0A7D7"
"P04036","P0A6L2"
"P0A9D8","P0A6L2"
"P0AED7","P0A6L2"
"P25524","P0A8F0"
"P0A6I0","P0A8F0"
"P0A8F4","P0A8F0"
"P0ABF6","P0A8F0"
"P69441","P08178"
"P09029","P08178"
"P0AG18","P08178"
"P61949","P08178"
"P0AB89","P08178"
"P33221","P08178"
"P00452","P08178"
"P69924","P08178"
"P0AG16","P08178"
"P0A7D7","P08178"
"P24186","P08179"
"P0AG16","P08179"
"P08178","P08179"
"P69441","P04079"
"P09029","P04079"
"P0AG18","P04079"
"P61949","P04079"
"P0AB89","P04079"
"P33221","P04079"
"P00452","P04079"
"P69924","P04079"
"P0AG16","P04079"
"P0A7D7","P04079"
"P08178","P04079"
"P69441","P0ADG7"
"P09029","P0ADG7"
"P0AG18","P0ADG7"
"P61949","P0ADG7"
"P0AB89","P0ADG7"
"P33221","P0ADG7"
"P00452","P0ADG7"
"P69924","P0ADG7"
"P0AG16","P0ADG7"
"P45563","P0ADG7"
"P0A7D7","P0ADG7"
"P08178","P0ADG7"
"P04079","P0ADG7"
"P00956","P60906"
"P16659","P60906"
"P21888","P60906"
"P07813","P60906"
"P00962","P60906"
"P0A8L1","P60906"
"P0A8M0","P60906"
"P0AGJ9","P60906"
"P07395","P60906"
"P08312","P60906"
"P0A8M3","P60906"
"P21889","P60906"
"P11875","P60906"
"P00959","P60906"
"P04805","P60906"
"P62623","P62620"
"P45568","P62620"
"P77488","P62620"
"P62615","P62620"
"P0A6F1","P0A763"
"P00968","P0A763"
"P0A7E9","P0A763"
"P25524","P0A763"
"P69441","P0A763"
"P09029","P0A763"
"P0AG18","P0A763"
"P61949","P0A763"
"P0A6I0","P0A763"
"P0A7E1","P0A763"
"P05020","P0A763"
"P0A720","P0A763"
"P0AB89","P0A763"
"P08244","P0A763"
"P33221","P0A763"
"P28248","P0A763"
"P0A8F4","P0A763"
"P0ABF6","P0A763"
"P00452","P0A763"
"P69924","P0A763"
"P52006","P0A763"
"P0AG16","P0A763"
"P0A7D7","P0A763"
"P0A8F0","P0A763"
"P08178","P0A763"
"P04079","P0A763"
"P0ADG7","P0A763"
"P0AD68","P76577"
"P22188","P76577"
"P11880","P76577"
"P0A6W3","P76577"
"P14900","P76577"
"P17443","P76577"
"P17952","P76577"
"P07862","P76577"
"P02919","P76577"
"P0A6J8","P76577"
"P00509","P31142"
"P23857","P31142"
"P62623","P0A9R4"
"P06959","P0A9R4"
"P0A9P0","P0A9R4"
"P45568","P0A9R4"
"P77488","P0A9R4"
"P24186","P0A9R4"
"P0A6A8","P0A9R4"
"P62615","P0A9R4"
"P37051","P0A9R4"
"P77455","P0A9R4"
"P00370","P0A9R4"
"P76461","P0A9R4"
"P77399","P0A9R4"
"P76503","P0A9R4"
"P62620","P0A9R4"
"P0AF03","P0A6B7"
"P77488","P0A6B7"
"P77718","P0A6B7"
"P30745","P0A6B7"
"P30748","P0A6B7"
"P30749","P0A6B7"
"P12282","P0A6B7"
"P12281","P0A6B7"
"P77444","P0A6B7"
"P78067","P0A6B7"
"P77397","P0ABR5"
"P0ABR9","P0ABR5"
"P77044","P0ABR5"
"P77608","P0ABR5"
"P77580","P0ABR5"
"P51020","P0ABR5"
"P0A9Q7","P0ABR5"
"P77397","Q47140"
"P0ABR9","Q47140"
"P77044","Q47140"
"P77608","Q47140"
"P77580","Q47140"
"P51020","Q47140"
"P0A9Q7","Q47140"
"P0ABR5","Q47140"
"P77397","P0ABW0"
"P0ABR9","P0ABW0"
"P77044","P0ABW0"
"P77608","P0ABW0"
"P77580","P0ABW0"
"P51020","P0ABW0"
"P0A9Q7","P0ABW0"
"P0ABR5","P0ABW0"
"Q47140","P0ABW0"
"P77397","P0CI31"
"P0ABR9","P0CI31"
"P77044","P0CI31"
"P77608","P0CI31"
"P77580","P0CI31"
"P51020","P0CI31"
"P0A9Q7","P0CI31"
"P0ABR5","P0CI31"
"Q47140","P0CI31"
"P0ABW0","P0CI31"
"P0ABQ4","P0A825"
"P0A9P0","P0A825"
"P24186","P0A825"
"P37051","P0A825"
"P0AFS3","P0A825"
"P08192","P0A825"
"P0A9R4","P0A825"
"P27249","P0A9Z1"
"P0AC55","P0A9Z1"
"P69441","P15254"
"P09029","P15254"
"P0AG18","P15254"
"P61949","P15254"
"P0AB89","P15254"
"P33221","P15254"
"P00452","P15254"
"P69924","P15254"
"P0AG16","P15254"
"P0A7D7","P15254"
"P08178","P15254"
"P08179","P15254"
"P04079","P15254"
"P0ADG7","P15254"
"P0A763","P15254"
"P0ABG1","P0AD42"
"P18200","P0AD42"
"P0AA84","P0AD42"
"P0A6A8","P0AD42"
"P0A6H8","P0AD42"
"P0A924","P0AD42"
"P0ABF8","P0AD42"
"P21515","P24224"
"P0A6A8","P24224"
"P19624","P0A794"
"P77488","P0A794"
"P23721","P0A794"
"P0AFI7","P0A794"
"P05459","P0A794"
"P69441","P0AGG4"
"P09029","P0AGG4"
"P0AG18","P0AGG4"
"P61949","P0AGG4"
"P0A9P4","P0AGG4"
"P0A720","P0AGG4"
"P0AB89","P0AGG4"
"P33221","P0AGG4"
"P28248","P0AGG4"
"P00452","P0AGG4"
"P69924","P0AGG4"
"P52006","P0AGG4"
"P0AG16","P0AGG4"
"P0A7D7","P0AGG4"
"P08178","P0AGG4"
"P04079","P0AGG4"
"P0ADG7","P0AGG4"
"P0A763","P0AGG4"
"P15254","P0AGG4"
"P0ABG1","P23830"
"P18200","P23830"
"P0AA84","P23830"
"P0A6A8","P23830"
"P0A6H8","P23830"
"P0A924","P23830"
"P0ABF8","P23830"
"P0AD42","P23830"
"P00509","P0A9J8"
"P00509","P07023"
"P0A9J8","P07023"
"P0A6E1","P00888"
"P0AB91","P00888"
"P0A6D3","P00888"
"P0A6D5","P00888"
"P05194","P00888"
"P00887","P00888"
"P12008","P00888"
"P69441","P0AC65"
"P09029","P0AC65"
"P0AG18","P0AC65"
"P61949","P0AC65"
"P0A720","P0AC65"
"P0AB89","P0AC65"
"P33221","P0AC65"
"P28248","P0AC65"
"P00452","P0AC65"
"P69924","P0AC65"
"P52006","P0AC65"
"P0AG16","P0AC65"
"P0A7D7","P0AC65"
"P08178","P0AC65"
"P04079","P0AC65"
"P0ADG7","P0AC65"
"P0A763","P0AC65"
"P15254","P0AC65"
"P0AGG4","P0AC65"
"P69441","P39452"
"P09029","P39452"
"P0AG18","P39452"
"P61949","P39452"
"P0A720","P39452"
"P0AB89","P39452"
"P33221","P39452"
"P28248","P39452"
"P00452","P39452"
"P69924","P39452"
"P52006","P39452"
"P0AG16","P39452"
"P0A7D7","P39452"
"P08178","P39452"
"P04079","P39452"
"P0ADG7","P39452"
"P0A763","P39452"
"P15254","P39452"
"P0AGG4","P39452"
"P0AC65","P39452"
"P69441","P37146"
"P09029","P37146"
"P0AG18","P37146"
"P61949","P37146"
"P0A720","P37146"
"P0AB89","P37146"
"P33221","P37146"
"P28248","P37146"
"P00452","P37146"
"P69924","P37146"
"P52006","P37146"
"P0AG16","P37146"
"P0A7D7","P37146"
"P08178","P37146"
"P04079","P37146"
"P0ADG7","P37146"
"P0A763","P37146"
"P15254","P37146"
"P0AGG4","P37146"
"P0AC65","P37146"
"P39452","P37146"
"P0AF12","P45578"
"P00956","P00957"
"P16659","P00957"
"P21888","P00957"
"P07813","P00957"
"P00962","P00957"
"P0A8L1","P00957"
"P0A8M0","P00957"
"P0AGJ9","P00957"
"P07395","P00957"
"P08312","P00957"
"P0A8M3","P00957"
"P21889","P00957"
"P11875","P00957"
"P00959","P00957"
"P04805","P00957"
"P60906","P00957"
"P04951","P17115"
"P0A715","P17115"
"P0AFG8","P16433"
"P06959","P16433"
"P0A9P0","P16433"
"P36683","P16433"
"P0ABH7","P16433"
"P09373","P16433"
"P08200","P16433"
"P0A9Q7","P16433"
"P52643","P16433"
"P39451","P16433"
"P05042","P16433"
"P0AC33","P16433"
"P0AD61","P16433"
"P21599","P16433"
"P0A6A3","P16433"
"P0A9M8","P16433"
"P77218","P16433"
"P0AFG8","P16432"
"P06959","P16432"
"P0A9P0","P16432"
"P36683","P16432"
"P0ABH7","P16432"
"P09373","P16432"
"P08200","P16432"
"P0A9Q7","P16432"
"P52643","P16432"
"P39451","P16432"
"P05042","P16432"
"P0AC33","P16432"
"P0AD61","P16432"
"P21599","P16432"
"P0A6A3","P16432"
"P0A9M8","P16432"
"P77218","P16432"
"P16433","P16432"
"P0AFG8","P16431"
"P06959","P16431"
"P0A9P0","P16431"
"P36683","P16431"
"P0ABH7","P16431"
"P09373","P16431"
"P08200","P16431"
"P0A9Q7","P16431"
"P52643","P16431"
"P39451","P16431"
"P05042","P16431"
"P0AC33","P16431"
"P0AD61","P16431"
"P21599","P16431"
"P0A6A3","P16431"
"P0A9M8","P16431"
"P77218","P16431"
"P16433","P16431"
"P16432","P16431"
"P0AFG8","P16430"
"P06959","P16430"
"P0A9P0","P16430"
"P36683","P16430"
"P0ABH7","P16430"
"P09373","P16430"
"P08200","P16430"
"P0A9Q7","P16430"
"P52643","P16430"
"P39451","P16430"
"P05042","P16430"
"P0AC33","P16430"
"P0AD61","P16430"
"P21599","P16430"
"P0A6A3","P16430"
"P0A9M8","P16430"
"P77218","P16430"
"P16433","P16430"
"P16432","P16430"
"P16431","P16430"
"P0AFG8","P16429"
"P06959","P16429"
"P0A9P0","P16429"
"P36683","P16429"
"P0ABH7","P16429"
"P09373","P16429"
"P08200","P16429"
"P0A9Q7","P16429"
"P52643","P16429"
"P39451","P16429"
"P05042","P16429"
"P0AC33","P16429"
"P0AD61","P16429"
"P21599","P16429"
"P0A6A3","P16429"
"P0A9M8","P16429"
"P77218","P16429"
"P16433","P16429"
"P16432","P16429"
"P16431","P16429"
"P16430","P16429"
"P0AFG8","P0AAK1"
"P06959","P0AAK1"
"P0A9P0","P0AAK1"
"P36683","P0AAK1"
"P0ABH7","P0AAK1"
"P09373","P0AAK1"
"P08200","P0AAK1"
"P0A9Q7","P0AAK1"
"P52643","P0AAK1"
"P39451","P0AAK1"
"P05042","P0AAK1"
"P0AC33","P0AAK1"
"P0AD61","P0AAK1"
"P21599","P0AAK1"
"P0A6A3","P0AAK1"
"P0A9M8","P0AAK1"
"P77218","P0AAK1"
"P16433","P0AAK1"
"P16432","P0AAK1"
"P16431","P0AAK1"
"P16430","P0AAK1"
"P16429","P0AAK1"
"P07024","P0A840"
"P0AF24","P0A840"
"P22333","P0A840"
"P45563","P0A840"
"P62623","P62617"
"P45568","P62617"
"P77488","P62617"
"P62615","P62617"
"P62620","P62617"
"P0A9R4","P62617"
"P62623","Q46893"
"P45568","Q46893"
"P77488","Q46893"
"P62615","Q46893"
"P62620","Q46893"
"P0A9R4","Q46893"
"P62617","Q46893"
"P0AGG4","P0A6J1"
"P0AGG4","P23845"
"P0A6J1","P23845"
"P0AGG4","P21156"
"P0A6J1","P21156"
"P23845","P21156"
"P0AGG4","P17854"
"P0A6J1","P17854"
"P23845","P17854"
"P21156","P17854"
"P0AGG4","P17846"
"P0A6J1","P17846"
"P23845","P17846"
"P21156","P17846"
"P17854","P17846"
"P0AGG4","P38038"
"P0A6J1","P38038"
"P23845","P38038"
"P21156","P38038"
"P17854","P38038"
"P17846","P38038"
"P0AFG8","P0A6P9"
"P06959","P0A6P9"
"P0A9P0","P0A6P9"
"P36683","P0A6P9"
"P0ABH7","P0A6P9"
"P62707","P0A6P9"
"P21829","P0A6P9"
"P09373","P0A6P9"
"P08200","P0A6P9"
"P26616","P0A6P9"
"P05042","P0A6P9"
"P0AC33","P0A6P9"
"P0AD61","P0A6P9"
"P23538","P0A6P9"
"P06999","P0A6P9"
"P0A9B2","P0A6P9"
"P21599","P0A6P9"
"P0A991","P0A6P9"
"P76558","P0A6P9"
"P16433","P0A6P9"
"P16432","P0A6P9"
"P16431","P0A6P9"
"P16430","P0A6P9"
"P16429","P0A6P9"
"P0AAK1","P0A6P9"
"P0A6F1","P0A7E5"
"P00968","P0A7E5"
"P0A7E9","P0A7E5"
"P0A7E1","P0A7E5"
"P05020","P0A7E5"
"P08244","P0A7E5"
"P0A763","P0A7E5"
"P61949","P0AEY3"
"P0A720","P0AEY3"
"P28248","P0AEY3"
"P00452","P0AEY3"
"P69924","P0AEY3"
"P52006","P0AEY3"
"P0A763","P0AEY3"
"P0AGG4","P0AEY3"
"P0AC65","P0AEY3"
"P39452","P0AEY3"
"P37146","P0AEY3"
"P0A763","P0AG20"
"P0A7F9","Q46920"
"P0A847","Q46920"
"P16095","P30744"
"P25553","P0AB87"
"P25553","P69922"
"P0AB87","P69922"
"P0AF03","Q46925"
"P30745","Q46925"
"P30748","Q46925"
"P30749","Q46925"
"P12282","Q46925"
"P12281","Q46925"
"P77444","Q46925"
"P78067","Q46925"
"P0A6B7","Q46925"
"P0A6F1","P0A6C5"
"P00968","P0A6C5"
"P06960","P0A6C5"
"P0ABQ4","P0A884"
"P0A9P0","P0A884"
"P24186","P0A884"
"P61949","P0A884"
"P0A720","P0A884"
"P37051","P0A884"
"P0AFS3","P0A884"
"P28248","P0A884"
"P00452","P0A884"
"P69924","P0A884"
"P52006","P0A884"
"P08192","P0A884"
"P0A763","P0A884"
"P0A825","P0A884"
"P0AGG4","P0A884"
"P0AC65","P0A884"
"P39452","P0A884"
"P37146","P0A884"
"P0AEY3","P0A884"
"P04036","P00861"
"P0A9D8","P00861"
"P0AED7","P00861"
"P0A6L2","P00861"
"P07024","Q46799"
"P0AF24","Q46799"
"P22333","Q46799"
"P45563","Q46799"
"P0ADG7","Q46799"
"P0A840","Q46799"
"P07024","Q46800"
"P0AF24","Q46800"
"P22333","Q46800"
"P45563","Q46800"
"P0ADG7","Q46800"
"P0A840","Q46800"
"Q46799","Q46800"
"P07024","Q46801"
"P0AF24","Q46801"
"P22333","Q46801"
"P45563","Q46801"
"P0ADG7","Q46801"
"P0A840","Q46801"
"Q46799","Q46801"
"Q46800","Q46801"
"P0AF24","P76641"
"P45563","P76641"
"P0A840","P76641"
"Q46799","P76641"
"Q46800","P76641"
"Q46801","P76641"
"P62623","Q46822"
"P45568","Q46822"
"P60472","Q46822"
"P77488","Q46822"
"P22939","Q46822"
"P62615","Q46822"
"P62620","Q46822"
"P0A9R4","Q46822"
"P62617","Q46822"
"Q46893","Q46822"
"P00956","P0A8N3"
"P16659","P0A8N3"
"P21888","P0A8N3"
"P07813","P0A8N3"
"P00962","P0A8N3"
"P0A8L1","P0A8N3"
"P0A8M0","P0A8N3"
"P0AGJ9","P0A8N3"
"P07395","P0A8N3"
"P08312","P0A8N3"
"P0A8M3","P0A8N3"
"P21889","P0A8N3"
"P11875","P0A8N3"
"P00959","P0A8N3"
"P04805","P0A8N3"
"P60906","P0A8N3"
"P00957","P0A8N3"
"P69441","P0ABY4"
"P09029","P0ABY4"
"P0AG18","P0ABY4"
"P61949","P0ABY4"
"P0A720","P0ABY4"
"P0AB89","P0ABY4"
"P33221","P0ABY4"
"P28248","P0ABY4"
"P00452","P0ABY4"
