node1 node2 experimental database textmining combined_score
PA0017 PA5315 416 0 0 416
PA0017 PA4277 221 0 0 221
PA0017 PA3629 185 0 0 185
PA0017 PA4005 337 0 0 337
PA0017 PA3701 284 0 0 284
PA0017 PA2400 197 0 0 197
PA0017 PA3861 440 0 0 440
PA0017 PA2966 197 0 0 197
PA0017 PA4262 712 0 0 712
PA0017 PA3742 337 0 0 337
PA0017 PA4247 214 0 0 214
PA0017 PA4567 337 0 0 337
PA0017 PA0455 440 0 0 440
PA0017 PA4724 195 0 0 195
PA0017 PA4566 221 0 0 221
PA0017 PA4255 651 0 0 651
PA0017 PA4273 519 0 0 519
PA0017 PA0428 440 0 0 440
PA0017 PA4244 727 0 0 727
PA0017 PA5254 202 0 56 214
PA0017 PA4253 640 0 0 640
PA0017 PA2122 221 0 0 221
PA0017 PA4261 727 0 0 727
PA0017 PA4932 337 0 0 337
PA0017 PA2840 440 0 0 440
PA0017 PA1869 197 0 0 197
PA0018 PA0009 0 0 239 238
PA0018 PA3011 0 0 239 238
PA0018 PA4439 0 0 239 238
PA0018 PA3834 0 0 174 173
PA0019 PA4432 611 0 0 611
PA0019 PA4251 611 0 0 611
PA0019 PA4433 611 0 0 611
PA0019 PA4240 611 0 0 611
PA0019 PA4264 611 0 0 611
PA0019 PA5554 184 0 0 183
PA0019 PA4935 644 0 0 644
PA0019 PA4239 611 0 0 611
PA0019 PA4258 611 0 0 611
PA0019 PA5570 611 0 0 611
PA0019 PA3600 444 0 0 444
PA0019 PA2970 611 0 0 611
PA0019 PA4237 611 0 0 611
PA0019 PA2741 611 0 0 611
PA0019 PA4256 611 0 0 611
PA0019 PA4267 611 0 0 611
PA0019 PA4260 611 0 0 611
PA0019 PA4568 611 0 0 611
PA0019 PA4249 611 0 0 611
PA0019 PA5315 611 0 0 611
PA0019 PA4699 156 0 0 155
PA0019 PA4263 611 0 0 611
PA0019 PA4248 611 0 0 611
PA0019 PA4274 611 0 0 611
PA0019 PA5049 611 0 0 611
PA0019 PA4671 611 0 0 611
PA0019 PA4245 611 0 0 611
PA0019 PA4242 611 0 0 611
PA0019 PA4632 156 0 0 155
PA0019 PA4252 611 0 0 611
PA0019 PA3657 367 0 0 367
PA0019 PA0015 156 0 0 155
PA0019 PA5316 611 0 0 611
PA0019 PA4567 611 0 0 611
PA0019 PA4259 611 0 0 611
PA0019 PA4741 611 0 0 611
PA0019 PA4262 611 0 0 611
PA0019 PA2748 367 0 0 367
PA0019 PA4247 611 0 0 611
PA0019 PA3742 611 0 0 611
PA0019 PA4268 611 0 0 611
PA0019 PA0579 611 0 0 611
PA0019 PA4563 611 0 0 611
PA0019 PA4241 611 0 0 611
PA0019 PA1800 611 0 0 611
PA0019 PA4667 156 0 0 155
PA0019 PA4932 611 0 0 611
PA0019 PA3601 505 0 0 505
PA0019 PA3656 611 0 0 611
PA0019 PA4250 611 0 0 611
PA0019 PA1005 156 0 0 155
PA0019 PA4261 611 0 0 611
PA0019 PA4254 611 0 0 611
PA0019 PA4244 611 0 0 611
PA0019 PA4257 611 0 0 611
PA0019 PA4246 611 0 0 611
PA0019 PA2742 611 0 0 611
PA0019 PA4253 611 0 0 611
PA0019 PA3745 611 0 0 611
PA0019 PA3063 156 0 0 155
PA0019 PA4255 611 0 0 611
PA0019 PA4934 611 0 0 611
PA0020 PA2676 383 0 0 382
PA0020 PA0622 673 0 0 673
PA0020 PA5210 354 0 0 354
PA0020 PA0943 274 0 0 274
PA0020 PA0617 688 0 0 688
PA0020 PA0329 688 0 0 688
PA0020 PA0628 643 0 0 643
PA0020 PA2783 274 0 0 274
PA0020 PA0616 425 0 0 424
PA0020 PA5040 947 0 0 946
PA0020 PA5043 492 0 0 491
PA0020 PA5041 425 0 0 424
PA0020 PA3102 383 0 0 382
PA0020 PA5042 492 0 0 491
PA0020 PA4526 354 0 0 354
PA0020 PA5044 492 0 0 491
PA0020 PA3103 354 0 0 354
PA0020 PA0683 367 0 0 367
PA0020 PA0686 354 0 0 354
PA0020 PA0687 383 0 0 382
PA0020 PA2677 354 0 0 354
PA0021 PA3617 152 0 358 432
PA0021 PA4232 0 0 358 358
PA0022 PA0580 0 0 240 239
PA0022 PA3685 0 0 225 224
PA0023 PA2424 0 0 239 238
PA0024 PA1546 0 900 0 900
PA0024 PA4655 0 0 335 335
PA0025 PA1068 180 0 0 179
PA0025 PA3011 0 0 239 238
PA0025 PA5038 0 0 224 224
PA0025 PA3769 0 0 489 489
PA0025 PA0244 0 900 0 900
PA0025 PA1596 180 0 0 179
PA0025 PA3617 230 0 224 376
PA0025 PA1770 0 0 254 253
PA0025 PA3118 168 0 0 167
PA0025 PA0651 181 0 0 181
PA0027 PA3028 168 0 93 213
PA0027 PA3770 163 0 0 163
PA0027 PA0633 118 0 99 171
PA0027 PA1777 0 0 163 163
PA0027 PA1847 0 0 241 240
PA0027 PA4270 162 0 0 161
PA0027 PA3914 168 0 93 213
PA0027 PA3648 139 0 134 222
PA0027 PA1082 176 0 0 175
PA0027 PA3800 118 0 99 171
PA0029 PA3106 188 0 43 189
PA0029 PA1470 188 0 43 189
PA0029 PA2424 334 0 0 334
PA0029 PA3427 188 0 43 189
PA0029 PA2515 188 0 43 189
PA0029 PA3511 188 0 43 189
PA0029 PA2003 188 0 43 189
PA0029 PA2887 188 0 43 189
PA0029 PA4148 188 0 43 189
