node1 node2 experimental database textmining combined_score
STM0136 STM0131 205 0 0 205
STM0136 STM3420 750 900 892 997
STM0138 STM2272 670 0 0 670
STM0138 STM3835 675 0 0 675
STM0138 STM3174 495 0 0 495
STM0138 STM3181 501 0 0 501
STM0138 STM2724 463 0 0 463
STM0139 STM3060 0 0 181 181
STM0139 STM0133 646 0 0 646
STM0141 STM3058 237 0 0 237
STM0141 STM2953 0 0 192 192
STM0141 STM0316 186 0 0 186
STM0141 STM1651 529 0 0 529
STM0141 STM0680 0 0 181 181
STM0141 STM3984 237 0 0 237
STM0141 STM3921 0 0 216 216
STM0141 STM0004 193 0 0 193
STM0141 STM4366 0 0 310 309
STM0141 STM3704 208 0 0 208
STM0141 STM4330 0 0 192 192
STM0141 STM0171 204 0 0 204
STM0141 STM3425 172 0 0 171
STM0142 STM0143 478 0 309 623
STM0142 STM3488 478 0 310 624
STM0142 STM3099 0 0 311 311
STM0142 STM3492 478 0 311 624
STM0142 STM3000 0 0 309 309
STM0142 STM1394 0 0 192 192
STM0142 STM2898 0 0 192 192
STM0142 STM2795 478 0 0 478
STM0142 STM3491 478 0 311 624
STM0142 STM3442 0 0 311 311
STM0143 STM3217 0 0 225 224
STM0143 STM3488 478 0 311 624
STM0143 STM0142 478 0 309 623
STM0143 STM0983 0 0 365 365
STM0143 STM1651 220 0 0 220
STM0143 STM3491 593 0 311 707
STM0143 STM2123 0 0 340 340
STM0143 STM3388 0 0 210 210
STM0143 STM3375 0 0 341 341
STM0143 STM2795 478 0 0 478
STM0143 STM2898 0 0 191 191
STM0143 STM3442 51 0 311 318
STM0143 STM3099 0 0 311 311
STM0143 STM3492 478 0 311 624
STM0143 STM2410 0 0 210 210
STM0143 STM2503 0 0 210 210
STM0143 STM3615 0 0 210 210
STM0143 STM3328 0 0 264 264
STM0143 STM1394 0 0 191 191
STM0144 STM3000 172 0 0 171
STM0144 STM3488 0 0 308 307
STM0144 STM3491 0 0 222 222
STM0151 STM0597 245 0 0 244
STM0152 STM4114 0 900 0 900
STM0152 STM0737 435 0 190 522
STM0152 STM0153 616 900 190 966
STM0152 STM3580 301 0 164 390
STM0152 STM2584 526 0 0 526
STM0152 STM0154 0 900 156 911
STM0152 STM0973 0 900 0 900
STM0152 STM0564 0 0 156 155
STM0152 STM4126 0 0 156 155
STM0152 STM0736 0 0 311 311
STM0152 STM1651 0 900 0 900
STM0152 STM0843 0 900 0 900
STM0152 STM3241 0 900 0 900
STM0152 STM2241 526 0 0 526
STM0153 STM0369 185 0 144 272
STM0153 STM2271 235 0 0 235
STM0153 STM4184 0 0 168 167
STM0153 STM2804 0 0 162 161
STM0153 STM0730 185 0 144 272
STM0153 STM3178 235 0 0 235
STM0153 STM1471 235 0 0 235
STM0153 STM3501 235 0 0 235
STM0153 STM4576 194 0 0 194
STM0153 STM3826 235 0 0 235
STM0153 STM2564 235 0 0 235
STM0153 STM0843 0 900 0 900
STM0153 STM1230 235 0 0 235
STM0153 STM3328 235 0 0 235
STM0153 STM1395 581 0 111 611
STM0153 STM1712 0 0 191 191
STM0153 STM0732 0 0 189 189
STM0153 STM4114 0 900 0 900
STM0153 STM2269 235 0 0 235
STM0153 STM4173 235 0 0 235
STM0153 STM0154 463 925 427 974
STM0153 STM2784 235 0 0 235
STM0153 STM0158 0 0 172 171
STM0153 STM1780 295 345 168 582
STM0153 STM4589 235 0 0 235
STM0153 STM3597 391 281 85 564
STM0153 STM0152 616 900 190 966
STM0153 STM0958 0 0 164 163
STM0153 STM4291 235 0 0 235
STM0153 STM0973 0 900 0 900
STM0153 STM1392 235 0 0 235
STM0153 STM2958 235 0 0 235
STM0153 STM2326 218 0 0 218
STM0153 STM0736 574 348 191 755
STM0153 STM1651 0 900 0 900
STM0153 STM3241 0 900 0 900
STM0153 STM0564 463 281 112 627
STM0153 STM4058 235 0 0 235
STM0153 STM4126 391 281 112 577
STM0154 STM0736 375 931 164 960
STM0154 STM2838 195 0 0 195
STM0154 STM1116 294 0 86 327
STM0154 STM2326 162 0 0 161
STM0154 STM3053 0 900 338 930
STM0154 STM2511 195 0 0 195
STM0154 STM1780 98 333 144 440
STM0154 STM3359 0 0 163 163
STM0154 STM3813 294 0 86 327
STM0154 STM4330 0 0 157 156
STM0154 STM0737 391 925 112 955
STM0154 STM0152 0 900 156 911
STM0154 STM0973 0 900 0 900
STM0154 STM1651 0 900 0 900
STM0154 STM3241 0 900 0 900
STM0154 STM4114 0 900 0 900
STM0154 STM3054 0 900 144 910
STM0154 STM1749 0 0 165 165
STM0154 STM2667 0 0 234 234
STM0154 STM2669 0 0 198 198
STM0154 STM0732 0 0 163 163
STM0154 STM3580 391 281 85 564
STM0154 STM0843 0 900 0 900
STM0154 STM3055 0 900 144 910
STM0154 STM2248 294 0 86 327
STM0154 STM0153 463 925 427 974
STM0156 STM1183 0 0 185 185
STM0156 STM2887 127 0 143 219
STM0156 STM0086 213 0 0 213
STM0156 STM3457 213 0 0 213
STM0156 STM1651 697 0 0 697
STM0156 STM0942 199 0 0 199
STM0156 STM0260 219 0 0 219
STM0156 STM1178 0 0 179 179
STM0156 STM1914 127 0 143 219
STM0157 STM4130 271 0 0 271
STM0157 STM4203 204 0 0 204
STM0157 STM2881 285 0 0 284
STM0157 STM2695 204 0 0 204
STM0157 STM1845 296 0 0 296
STM0157 STM0585 286 0 56 297
STM0157 STM0655 241 0 0 240
STM0157 STM3620 271 0 0 271
STM0157 STM3799 299 0 0 299
STM0157 STM2199 286 0 56 297
STM0157 STM2777 286 0 56 297
STM0157 STM2563 299 0 0 299
STM0157 STM1196 285 0 0 284
STM0157 STM0506 253 0 0 252
STM0157 STM2795 216 0 0 216
STM0157 STM0960 503 0 149 558
STM0157 STM2701 202 0 0 202
STM0157 STM0657 241 0 0 240
STM0157 STM2709 204 0 0 204
STM0157 STM4213 202 0 0 202
STM0157 STM2640 222 0 0 222
STM0157 STM4208 204 0 0 204
STM0158 STM0738 0 0 311 311
STM0158 STM0730 0 0 191 191
STM0158 STM4300 0 0 272 272
STM0158 STM4342 0 0 190 190
STM0158 STM0691 0 0 160 159
STM0158 STM0736 0 0 235 235
STM0158 STM1712 0 900 308 927
STM0158 STM0732 0 0 311 311
STM0158 STM0369 0 0 191 191
STM0158 STM1468 0 0 272 272
STM0158 STM0735 0 0 190 190
STM0158 STM3580 0 0 157 156
STM0158 STM0734 0 0 160 159
STM0158 STM0737 0 0 172 171
STM0158 STM0153 0 0 172 171
STM0158 STM4343 0 0 160 159
STM0163 STM2578 0 0 186 186
STM0166 STM1976 607 0 0 607
STM0166 STM2948 220 0 0 220
STM0168 STM3474 0 0 153 152
STM0168 STM3973 162 0 0 161
STM0168 STM3975 334 0 164 419
STM0168 STM3974 334 0 0 334
STM0168 STM0632 162 0 0 161
STM0168 STM1623 0 0 153 152
STM0168 STM3325 0 0 163 163
STM0168 STM2408 0 0 189 189
STM0170 STM0656 253 0 0 252
STM0170 STM0658 253 0 0 252
STM0170 STM2886 253 0 0 252
STM0170 STM0317 0 900 0 900
STM0170 STM2535 253 0 0 252
STM0170 STM3325 494 0 0 493
STM0170 STM3618 253 0 0 252
STM0170 STM0483 0 900 0 900
STM0170 STM2422 0 0 284 284
STM0170 STM3072 253 0 0 252
STM0171 STM0069 523 0 0 523
STM0171 STM0141 204 0 0 204
STM0171 STM3399 523 0 0 523
STM0171 STM1781 0 0 308 307
STM0171 STM2511 204 0 0 204
STM0172 STM0942 0 0 234 234
STM0172 STM3864 469 0 0 469
STM0172 STM3865 500 0 0 499
STM0172 STM3867 499 0 0 499
STM0172 STM2582 0 0 339 339
STM0172 STM3870 255 0 0 254
STM0172 STM3871 279 0 0 279
STM0172 STM3325 0 0 151 150
STM0172 STM3868 279 0 0 279
STM0172 STM3866 488 0 0 487
STM0172 STM0173 0 0 196 196
STM0172 STM0088 190 0 0 190
STM0173 STM1679 0 360 0 360
STM0173 STM2352 0 360 0 360
STM0173 STM1255 0 360 0 360
STM0173 STM0664 0 360 0 360
STM0173 STM0815 0 360 0 360
STM0173 STM0829 0 360 0 360
STM0173 STM0878 0 360 0 360
STM0173 STM1952 0 360 0 360
STM0173 STM3585 0 360 0 360
STM0173 STM0817 0 0 163 163
STM0173 STM0778 0 360 0 360
STM0173 STM4077 0 360 0 360
STM0173 STM3186 0 0 154 153
STM0173 STM2862 0 360 0 360
STM0173 STM3857 0 360 0 360
STM0173 STM3586 0 360 163 441
STM0173 STM3554 0 360 0 360
STM0173 STM2216 0 360 0 360
STM0173 STM2263 0 360 0 360
STM0173 STM1634 0 360 0 360
STM0173 STM4228 0 360 0 360
STM0173 STM1746 0 360 0 360
STM0173 STM2165 0 360 0 360
STM0173 STM0172 0 0 196 196
STM0173 STM4230 0 360 0 360
STM0173 STM1342 0 360 0 360
STM0173 STM4480 0 360 0 360
STM0173 STM2353 0 360 0 360
STM0173 STM1493 0 360 0 360
STM0173 STM2864 0 360 0 360
STM0173 STM1893 0 360 0 360
STM0173 STM3319 0 360 0 360
STM0173 STM1636 0 360 0 360
STM0173 STM2441 0 360 0 360
STM0173 STM2022 0 360 0 360
STM0173 STM3630 0 360 0 360
STM0173 STM2811 0 360 0 360
STM0173 STM0889 0 360 0 360
STM0173 STM3555 0 360 0 360
STM0173 STM1892 0 360 0 360
STM0173 STM1692 0 360 0 360
STM0173 STM4229 0 360 0 360
STM0173 STM2023 0 360 0 360
STM0173 STM0663 0 360 0 360
STM0173 STM0888 0 360 0 360
STM0173 STM0428 0 360 0 360
STM0173 STM1226 0 360 0 360
STM0173 STM0849 0 360 0 360
STM0173 STM2020 0 360 0 360
STM0173 STM2863 0 360 0 360
STM0173 STM4479 0 360 0 360
STM0173 STM3312 0 360 0 360
STM0173 STM2810 0 360 0 360
STM0173 STM2021 0 360 0 360
STM0173 STM0816 0 360 0 360
STM0174 STM0176 197 0 0 197
STM0174 STM0027 197 0 0 197
STM0174 STM0339 197 0 0 197
STM0174 STM0022 197 0 0 197
STM0174 STM0300 197 0 0 197
STM0174 STM3639 197 0 0 197
STM0174 STM0545 197 0 0 197
STM0174 STM0336 197 0 0 197
STM0174 STM0197 197 0 0 197
STM0174 STM2151 197 0 0 197
STM0174 STM4573 197 0 0 197
STM0174 STM3027 197 0 0 197
STM0174 STM4594 197 0 0 197
STM0175 STM0021 205 0 0 205
STM0175 STM4594 203 0 0 203
STM0175 STM0200 215 0 0 215
STM0175 STM0026 205 0 0 205
STM0175 STM3027 197 0 0 197
STM0175 STM4573 183 0 0 183
STM0175 STM4592 252 0 0 252
STM0175 STM3639 203 0 0 203
STM0175 STM4591 215 0 0 215
STM0175 STM0336 197 0 0 197
STM0175 STM0545 203 0 0 203
STM0175 STM2152 205 0 0 205
STM0175 STM0176 203 0 0 203
STM0175 STM0022 203 0 0 203
STM0175 STM0544 204 0 0 204
STM0175 STM0197 203 0 0 203
STM0175 STM3636 205 0 0 205
STM0175 STM3640 205 0 0 205
STM0175 STM2151 203 0 0 203
STM0175 STM0548 205 0 0 205
STM0175 STM0195 252 0 0 252
STM0175 STM0300 203 0 0 203
STM0175 STM3029 204 0 0 204
STM0175 STM0339 203 0 0 203
STM0175 STM0027 183 0 0 183
STM0175 STM0543 205 0 0 205
STM0176 STM3640 244 0 0 243
STM0176 STM0198 197 0 0 197
STM0176 STM0337 191 0 0 191
STM0176 STM0544 231 0 0 230
STM0176 STM3636 244 0 0 243
STM0176 STM3638 203 0 0 203
STM0176 STM0547 197 0 0 197
STM0176 STM0338 203 0 0 203
STM0176 STM0023 203 0 0 203
STM0176 STM4572 203 0 0 203
STM0176 STM0199 197 0 0 197
STM0176 STM0543 244 0 0 243
STM0176 STM0301 203 0 0 203
STM0176 STM3029 231 0 0 230
STM0176 STM3028 203 0 0 203
STM0176 STM0548 244 0 0 243
STM0176 STM0195 348 0 0 347
STM0176 STM3637 197 0 0 197
STM0176 STM0196 203 0 0 203
STM0176 STM4574 191 0 0 191
STM0176 STM2150 203 0 0 203
STM0176 STM4592 278 0 0 278
STM0176 STM1146 197 0 0 197
STM0176 STM0200 256 0 0 256
STM0176 STM0026 244 0 0 243
STM0176 STM2149 197 0 0 197
STM0176 STM0021 244 0 0 243
STM0176 STM0546 203 0 0 203
STM0176 STM0340 197 0 0 197
STM0176 STM0177 197 0 0 197
STM0176 STM4593 183 0 0 183
STM0176 STM0174 197 0 0 197
STM0176 STM0175 203 0 0 203
STM0176 STM2152 244 0 0 243
STM0176 STM0024 197 0 0 197
STM0176 STM4591 256 0 0 256
STM0176 STM4575 191 0 0 191
STM0176 STM4595 197 0 0 197
STM0176 STM0025 197 0 0 197
STM0177 STM0339 197 0 0 197
STM0177 STM0022 197 0 0 197
STM0177 STM0027 197 0 0 197
STM0177 STM0176 197 0 0 197
STM0177 STM0336 197 0 0 197
STM0177 STM0545 197 0 0 197
STM0177 STM3639 197 0 0 197
STM0177 STM0300 197 0 0 197
STM0177 STM4573 197 0 0 197
STM0177 STM3027 197 0 0 197
STM0177 STM2151 197 0 0 197
STM0177 STM0197 197 0 0 197
STM0177 STM4594 197 0 0 197
STM0178 STM2431 212 0 0 212
STM0178 STM3324 212 0 0 212
STM0178 STM3779 212 0 0 212
STM0178 STM3256 212 0 0 212
STM0178 STM2206 212 0 0 212
STM0178 STM4110 212 0 0 212
STM0180 STM0064 0 0 311 311
STM0180 STM3924 508 0 0 508
STM0180 STM3565 607 0 0 607
STM0181 STM3315 225 0 0 224
STM0183 STM3416 0 0 234 234
STM0184 STM4361 128 0 590 627
STM0184 STM2643 128 0 110 190
STM0184 STM2952 248 0 0 248
STM0184 STM3914 128 0 110 190
STM0184 STM3282 128 0 424 476
STM0185 STM4330 0 0 160 159
STM0185 STM1449 0 0 164 163
STM0185 STM3140 213 50 0 220
STM0185 STM0963 0 0 164 163
STM0185 STM3428 591 140 0 633
STM0185 STM1338 0 0 337 337
STM0185 STM3435 591 350 0 722
STM0185 STM3446 581 0 0 581
STM0185 STM4267 213 50 0 220
STM0185 STM3453 188 0 0 188
STM0185 STM1818 222 0 0 222
STM0185 STM4151 591 349 158 756
STM0185 STM3438 591 349 145 752
STM0185 STM2305 222 0 0 222
STM0185 STM1655 167 0 0 167
STM0185 STM4397 188 0 0 188
STM0185 STM1909 511 115 164 606
STM0185 STM3416 591 0 164 643
STM0185 STM3420 541 0 0 541
STM0185 STM3441 591 0 0 591
STM0185 STM2914 277 0 0 277
STM0185 STM3283 591 0 150 637
STM0185 STM2108 277 0 0 277
STM0185 STM3682 204 0 0 204
STM0185 STM0046 545 115 164 633
STM0185 STM3434 591 0 0 591
STM0185 STM3424 591 349 0 722
STM0185 STM3423 591 0 157 640
STM0185 STM2155 544 87 337 699
STM0185 STM1817 229 0 0 228
STM0185 STM2878 203 0 0 203
STM0185 STM3431 591 0 0 591
STM0185 STM4150 591 324 0 711
STM0185 STM3448 591 0 0 591
STM0185 STM1000 385 0 164 463
STM0185 STM2348 213 50 0 220
STM0185 STM0862 213 50 0 220
STM0185 STM3315 202 0 0 202
STM0185 STM3447 591 0 0 591
STM0185 STM2643 167 0 0 167
STM0185 STM4149 591 124 164 674
STM0185 STM2299 277 0 0 277
STM0185 STM3427 591 0 0 591
STM0185 STM0071 222 0 0 222
STM0185 STM3422 591 347 0 721
STM0185 STM3436 591 0 0 591
STM0185 STM3571 336 0 0 336
STM0185 STM3421 591 325 0 712
STM0185 STM4334 501 0 0 501
STM0185 STM3439 591 307 0 704
STM0185 STM1451 213 50 0 220
STM0185 STM3433 591 331 0 714
STM0185 STM2677 483 0 0 483
STM0185 STM2522 0 0 164 163
STM0185 STM0820 167 0 0 167
STM0185 STM0242 516 115 164 610
STM0185 STM3425 591 347 0 721
STM0185 STM3430 591 140 0 633
STM0185 STM3010 222 0 0 222
STM0185 STM3417 591 0 0 591
STM0185 STM3342 213 50 0 220
STM0185 STM3345 591 320 157 745
STM0185 STM3418 591 0 0 591
STM0185 STM4496 205 0 0 205
STM0185 STM2091 277 0 0 277
STM0185 STM2176 213 50 0 220
STM0185 STM2070 277 0 0 277
STM0185 STM3426 591 0 0 591
STM0185 STM0648 515 115 164 609
STM0185 STM0215 530 0 0 530
STM0185 STM3440 591 340 0 718
STM0185 STM1850 202 0 0 202
STM0185 STM3437 591 124 0 626
STM0185 STM0932 277 0 0 277
STM0185 STM2349 213 50 0 220
STM0185 STM3684 213 50 0 220
STM0185 STM2827 0 0 164 163
STM0185 STM2953 330 0 0 330
STM0185 STM3429 591 332 0 715
STM0185 STM2211 501 0 0 501
STM0185 STM3432 591 325 125 737
STM0185 STM3914 167 0 0 167
STM0185 STM3286 504 0 0 504
STM0185 STM0216 591 0 0 591
STM0185 STM1337 0 0 164 163
STM0185 STM3710 277 0 0 277
STM0185 STM1350 222 0 0 222
STM0185 STM0537 0 0 164 163
STM0185 STM3297 495 0 0 495
STM0185 STM3040 371 42 164 452
STM0185 STM3280 167 0 0 167
STM0185 STM2089 277 0 0 277
STM0185 STM3408 202 0 0 202
STM0186 STM3915 128 0 144 221
STM0186 STM3568 205 0 293 413
STM0186 STM4153 607 0 0 607
STM0186 STM2924 205 0 308 426
STM0186 STM3299 241 0 0 240
STM0186 STM0013 0 0 647 647
STM0186 STM4154 676 0 0 676
STM0186 STM3741 478 0 0 478
STM0186 STM3211 478 0 523 740
STM0186 STM3415 478 0 0 478
STM0187 STM0322 189 0 0 189
STM0187 STM2158 189 0 0 189
STM0189 STM2485 296 0 0 296
STM0189 STM0984 116 85 0 156
STM0189 STM2584 513 427 112 730
STM0189 STM3418 468 0 0 468
STM0189 STM3518 547 0 0 547
STM0189 STM0629 182 0 0 181
STM0189 STM1996 182 0 0 181
STM0189 STM3417 304 536 0 663
STM0189 STM0903 182 0 56 194
STM0189 STM0774 158 0 0 157
STM0189 STM2774 116 85 0 156
STM0189 STM0820 266 296 91 489
STM0189 STM4154 158 0 0 157
STM0189 STM1112 182 0 56 194
STM0189 STM3325 0 176 112 237
STM0189 STM0240 204 0 0 204
STM0189 STM0090 318 0 0 317
STM0189 STM3439 301 0 0 301
STM0189 STM3734 233 0 0 232
STM0189 STM3280 266 296 91 489
STM0189 STM3649 182 0 0 181
STM0189 STM3286 158 0 0 157
STM0189 STM3914 266 296 91 489
STM0189 STM1022 182 0 56 194
STM0189 STM3284 212 0 0 212
STM0189 STM0461 116 85 0 156
STM0189 STM3437 182 0 0 181
STM0189 STM1837 182 0 0 181
STM0189 STM4368 205 0 0 205
STM0189 STM3041 204 0 0 204
STM0189 STM3472 263 333 0 487
STM0189 STM3426 300 0 0 300
STM0189 STM0943 182 0 0 181
STM0189 STM0981 299 536 158 702
STM0189 STM3283 346 0 0 345
STM0189 STM0013 182 0 56 194
STM0189 STM2581 224 0 181 337
STM0189 STM0315 204 0 0 204
STM0189 STM3416 495 536 0 755
STM0189 STM1655 266 296 91 489
STM0189 STM3446 513 0 155 570
STM0189 STM3428 203 0 0 203
STM0189 STM1623 56 368 0 377
STM0189 STM4330 244 0 0 243
STM0189 STM0460 116 85 0 156
STM0189 STM0536 263 333 0 487
STM0189 STM3422 204 0 0 204
STM0189 STM3427 203 0 0 203
STM0189 STM2643 266 296 91 489
STM0189 STM3447 346 0 0 345
STM0189 STM3448 334 0 0 334
STM0189 STM3958 0 0 173 173
STM0189 STM3431 465 0 0 465
STM0189 STM2555 158 0 0 157
STM0189 STM0443 196 0 0 196
STM0189 STM1243 182 0 0 181
STM0189 STM3423 195 536 0 610
STM0189 STM1817 492 0 0 491
STM0190 STM0127 51 0 434 440
STM0190 STM1836 139 0 329 397
STM0190 STM3264 0 0 216 216
STM0190 STM3205 0 0 163 163
STM0190 STM4093 668 0 168 711
STM0190 STM0639 0 0 309 309
STM0190 STM3374 0 0 225 224
STM0190 STM2571 0 0 221 221
STM0190 STM0133 0 0 309 309
STM0190 STM1199 0 0 309 309
STM0190 STM1910 139 0 190 272
STM0190 STM0122 139 0 354 420
STM0190 STM1446 0 0 213 213
STM0190 STM3372 0 0 196 196
STM0190 STM0132 0 0 270 270
STM0190 STM0960 353 0 308 533
STM0190 STM2531 0 900 0 900
STM0190 STM3493 128 900 178 922
STM0190 STM0131 0 0 244 243
STM0190 STM3373 191 0 179 307
STM0190 STM1207 208 0 402 506
STM0190 STM0640 139 0 190 272
STM0190 STM2428 0 0 217 217
STM0191 STM0655 524 0 122 564
STM0191 STM2391 0 0 164 163
STM0191 STM1737 769 0 205 808
STM0191 STM0657 524 0 122 564
STM0191 STM0193 0 0 180 179
STM0191 STM4231 0 0 303 303
STM0191 STM1732 0 0 163 163
STM0191 STM1070 0 0 232 231
STM0192 STM0194 607 900 144 963
STM0192 STM0770 481 0 98 511
STM0192 STM3142 280 0 112 333
STM0192 STM0592 481 0 98 511
STM0192 STM0206 280 0 98 322
STM0192 STM0193 478 900 123 950
STM0193 STM0191 0 0 180 179
STM0193 STM0771 280 0 123 341
STM0193 STM0590 280 0 123 341
STM0193 STM0770 488 0 127 533
STM0193 STM0592 488 0 127 533
STM0193 STM2078 208 0 0 208
STM0193 STM1342 279 0 0 279
STM0193 STM1340 591 0 42 591
STM0193 STM2776 0 0 280 280
STM0193 STM2861 0 0 168 167
STM0193 STM0194 607 900 127 962
STM0193 STM0192 478 900 123 950
STM0194 STM0192 607 900 144 963
STM0194 STM3142 357 0 109 402
STM0194 STM0193 607 900 127 962
STM0194 STM0590 488 0 98 518
STM0194 STM0206 357 0 98 395
STM0194 STM0771 488 0 98 518
STM0195 STM0338 252 0 0 252
STM0195 STM4572 252 0 0 252
STM0195 STM4594 348 0 0 347
STM0195 STM0023 252 0 0 252
STM0195 STM0546 252 0 0 252
STM0195 STM3027 256 0 0 256
STM0195 STM4573 197 0 0 197
STM0195 STM2151 348 0 0 347
STM0195 STM2150 252 0 0 252
STM0195 STM0197 348 0 0 347
STM0195 STM3638 252 0 0 252
STM0195 STM0336 256 0 0 256
STM0195 STM3028 252 0 0 252
STM0195 STM0545 348 0 0 347
STM0195 STM3639 348 0 0 347
STM0195 STM0196 252 0 0 252
STM0195 STM0300 348 0 0 347
STM0195 STM0339 348 0 0 347
STM0195 STM0022 348 0 0 347
STM0195 STM0027 197 0 0 197
STM0195 STM0175 252 0 0 252
STM0195 STM0301 252 0 0 252
STM0195 STM0176 348 0 0 347
STM0196 STM0195 252 0 0 252
STM0196 STM0300 203 0 0 203
STM0196 STM0548 205 0 0 205
STM0196 STM3029 204 0 0 204
STM0196 STM0543 205 0 0 205
STM0196 STM0339 203 0 0 203
STM0196 STM0027 183 0 0 183
STM0196 STM0197 203 0 0 203
STM0196 STM3636 205 0 0 205
STM0196 STM0544 204 0 0 204
STM0196 STM2151 203 0 0 203
STM0196 STM3640 205 0 0 205
STM0196 STM3639 203 0 0 203
STM0196 STM0545 203 0 0 203
STM0196 STM4591 215 0 0 215
STM0196 STM0336 197 0 0 197
STM0196 STM0176 203 0 0 203
STM0196 STM2152 205 0 0 205
STM0196 STM0022 203 0 0 203
STM0196 STM0021 205 0 0 205
STM0196 STM4594 203 0 0 203
STM0196 STM0200 215 0 0 215
STM0196 STM0026 205 0 0 205
STM0196 STM4592 252 0 0 252
STM0196 STM3027 197 0 0 197
STM0196 STM4573 183 0 0 183
STM0197 STM3029 231 0 157 324
STM0197 STM3028 203 0 0 203
STM0197 STM0548 244 0 0 243
STM0197 STM0196 203 0 0 203
STM0197 STM3637 197 0 0 197
STM0197 STM0195 348 0 0 347
STM0197 STM0543 244 0 0 243
STM0197 STM0199 197 0 0 197
STM0197 STM0301 203 0 0 203
STM0197 STM0338 203 0 0 203
STM0197 STM0023 203 0 0 203
STM0197 STM4572 203 0 0 203
STM0197 STM0198 197 0 0 197
STM0197 STM3640 244 0 0 243
STM0197 STM0337 191 0 0 191
STM0197 STM0544 231 0 0 230
STM0197 STM0547 197 0 0 197
STM0197 STM3638 203 0 0 203
STM0197 STM3636 244 0 0 243
STM0197 STM4591 256 0 0 256
STM0197 STM0025 197 0 0 197
STM0197 STM4595 197 0 0 197
STM0197 STM4575 191 0 0 191
STM0197 STM0174 197 0 0 197
STM0197 STM4593 183 0 0 183
STM0197 STM0175 203 0 0 203
STM0197 STM0024 197 0 0 197
STM0197 STM2152 244 0 0 243
STM0197 STM0546 203 0 0 203
STM0197 STM0021 244 0 0 243
STM0197 STM0177 197 0 0 197
STM0197 STM0340 197 0 0 197
STM0197 STM4574 191 0 0 191
STM0197 STM4592 278 0 0 278
STM0197 STM1146 197 0 0 197
STM0197 STM2150 203 0 0 203
STM0197 STM0026 244 0 0 243
STM0197 STM0200 256 0 0 256
STM0197 STM2149 197 0 0 197
STM0198 STM0300 197 0 0 197
STM0198 STM3639 197 0 0 197
STM0198 STM0545 197 0 0 197
STM0198 STM0336 197 0 0 197
STM0198 STM0176 197 0 0 197
STM0198 STM0022 197 0 0 197
STM0198 STM0339 197 0 0 197
STM0198 STM0027 197 0 0 197
STM0198 STM4594 197 0 0 197
STM0198 STM0197 197 0 0 197
STM0198 STM2151 197 0 0 197
STM0198 STM3027 197 0 0 197
STM0198 STM4573 197 0 0 197
STM0199 STM3639 197 0 0 197
STM0199 STM0300 197 0 0 197
STM0199 STM0336 197 0 0 197
STM0199 STM0545 197 0 0 197
STM0199 STM0176 197 0 0 197
STM0199 STM0027 197 0 0 197
STM0199 STM0339 197 0 0 197
STM0199 STM0022 197 0 0 197
STM0199 STM4594 197 0 0 197
STM0199 STM0197 197 0 0 197
STM0199 STM4573 197 0 0 197
STM0199 STM3027 197 0 0 197
STM0199 STM2151 197 0 0 197
STM0200 STM0545 256 0 0 256
STM0200 STM3028 215 0 0 215
STM0200 STM0336 256 0 0 256
STM0200 STM0300 256 0 0 256
STM0200 STM0196 215 0 0 215
STM0200 STM3639 256 0 0 256
STM0200 STM0175 215 0 0 215
STM0200 STM0027 197 0 0 197
STM0200 STM0339 256 0 0 256
STM0200 STM0022 256 0 0 256
STM0200 STM0176 256 0 0 256
STM0200 STM0301 215 0 0 215
STM0200 STM4572 215 0 0 215
STM0200 STM4594 256 0 0 256
STM0200 STM0023 215 0 0 215
STM0200 STM0338 215 0 0 215
STM0200 STM0546 215 0 0 215
STM0200 STM2150 215 0 0 215
STM0200 STM2151 256 0 0 256
STM0200 STM4573 197 0 0 197
STM0200 STM3027 256 0 0 256
STM0200 STM3638 215 0 0 215
STM0200 STM0197 256 0 0 256
STM0202 STM0588 508 0 0 508
STM0204 STM2542 0 0 311 311
STM0204 STM0049 0 0 310 309
STM0204 STM3511 99 0 308 349
STM0204 STM1372 46 0 236 239
STM0204 STM3048 213 0 236 373
STM0204 STM1370 46 0 205 209
STM0206 STM0192 280 0 98 322
STM0206 STM0194 357 0 98 395
STM0206 STM2861 0 0 266 266
STM0206 STM1342 279 900 0 924
STM0206 STM1340 769 900 203 979
STM0206 STM2078 208 0 0 208
STM0206 STM0770 357 0 98 395
STM0206 STM0592 357 0 98 395
STM0206 STM0590 280 0 98 322
STM0206 STM0771 280 0 98 322
STM0206 STM1891 0 0 285 284
STM0207 STM0260 203 0 0 203
STM0209 STM3421 192 0 0 192
STM0209 STM0449 0 0 164 163
STM0209 STM0922 133 248 0 320
STM0209 STM0470 204 0 0 204
STM0209 STM3427 203 0 0 203
STM0209 STM0833 205 0 65 224
STM0209 STM0999 243 0 0 242
STM0209 STM4149 263 0 0 263
STM0209 STM3447 211 0 0 211
STM0209 STM3927 238 277 106 464
STM0209 STM1046 133 248 0 320
STM0209 STM2224 216 0 0 216
STM0209 STM3448 202 0 0 202
STM0209 STM3431 208 0 0 208
STM0209 STM3344 232 0 0 231
STM0209 STM3423 205 0 0 205
STM0209 STM0070 163 0 0 163
STM0209 STM3419 204 0 0 204
STM0209 STM4391 249 0 0 248
STM0209 STM0320 243 0 0 242
STM0209 STM3283 202 0 0 202
