#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentExponential.t:concatenate" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ExponentialGrowth.t:concatenate" spec="beast.evolution.tree.coalescent.ExponentialGrowth">
#                <parameter id="ePopSize.t:concatenate" name="popSize" spec="beast.core.parameter.RealParameter">0.3</parameter>
#                <parameter id="growthRate.t:concatenate" name="growthRate" spec="beast.core.parameter.RealParameter">3.0E-4</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:concatenate" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:concatenate" spec="beast.evolution.tree.Tree">
#                    <taxonset id="TaxonSet.concatenate" spec="beast.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="ClockPrior.c:concatenate" name="distribution">
#            <parameter id="clockRate.c:concatenate" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ePopSizePrior.t:concatenate" name="distribution" x="@ePopSize.t:concatenate">
#            <OneOnX id="OneOnX.1" name="distr"/>
#        </prior>
#        <prior id="GrowthRatePrior.t:concatenate" name="distribution" x="@growthRate.t:concatenate">
#            <LaplaceDistribution id="LaplaceDistribution.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="mu" spec="beast.core.parameter.RealParameter">0.001</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="scale" spec="beast.core.parameter.RealParameter">30.701135</parameter>
#            </LaplaceDistribution>
#        </prior>
#        <distribution id="All.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:concatenate">
#            <taxonset id="All" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="bce" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="cdf" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="ebw" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="ecr" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="pae" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="pau" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="rrc" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="sau" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="seo" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="stm" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Uniform id="Uniform.5" lower="2801.0" name="distr" offset="3634.0" upper="Infinity"/>
#        </distribution>
#        <distribution id="ES.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:concatenate">
#            <taxonset id="ES" spec="beast.evolution.alignment.TaxonSet">
#                <taxon idref="ebw"/>
#                <taxon idref="ecr"/>
#                <taxon idref="seo"/>
#                <taxon idref="stm"/>
#            </taxonset>
#            <Uniform id="Uniform.6" lower="57.0" name="distr" offset="176.0" upper="Infinity"/>
#        </distribution>
#        <distribution id="Firmicute.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:concatenate">
#            <taxonset id="Firmicute" spec="beast.evolution.alignment.TaxonSet">
#                <taxon idref="bce"/>
#                <taxon idref="cdf"/>
#                <taxon idref="sau"/>
#            </taxonset>
#            <Uniform id="Uniform.7" lower="2587.0" name="distr" offset="3352.0" upper="Infinity"/>
#        </distribution>
#        <distribution id="proteobacteria.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:concatenate">
#            <taxonset id="proteobacteria" spec="beast.evolution.alignment.TaxonSet">
#                <taxon idref="ebw"/>
#                <taxon idref="ecr"/>
#                <taxon idref="rrc"/>
#                <taxon idref="seo"/>
#                <taxon idref="stm"/>
#            </taxonset>
#            <Uniform id="Uniform.8" lower="2801.0" name="distr" offset="3634.0" upper="Infinity"/>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@concatenate" id="treeLikelihood.concatenate" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:concatenate">
#            <siteModel id="SiteModel.s:concatenate" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:concatenate" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:concatenate" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:concatenate" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:concatenate" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:concatenate" id="StrictClock.c:concatenate" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.concatenate	TreeHeight	monophyletic(ES)	logP(mrca(ES))	mrca.age(ES)	monophyletic(Firmicute)	logP(mrca(Firmicute))	mrca.age(Firmicute)	monophyletic(proteobacteria)	logP(mrca(proteobacteria))	mrca.age(proteobacteria)	monophyletic(All)	logP(mrca(All))	mrca.age(All)	clockRate	CoalescentExponential	ePopSize	growthRate
4328000	-81457.2741485486	-81334.8311422893	-122.44300625930715	-81334.8311422893	48068.03832796079	1	0.0	1029.2218674685178	1	0.0	32402.811965683777	0	0.0	45172.47116666103	0	0.0	48068.03832796079	9.939086577897128E-6	-108.51536493315332	18217.905746501172	-5.302914656390463E-5
4329000	-81444.00435065315	-81335.08870468325	-108.9156459699045	-81335.08870468325	13839.537439445301	1	0.0	340.15095732495223	1	0.0	9419.466610325475	0	0.0	13156.81124366817	0	0.0	13839.537439445301	3.459874778958883E-5	-95.24540893130134	14083.454309356926	-5.302914656390463E-5
4330000	-81449.3412965307	-81335.1103338447	-114.23096268600266	-81335.1103338447	23578.533172914114	1	0.0	562.2879032883213	1	0.0	16047.839778688629	0	0.0	22789.924553939636	0	0.0	23578.533172914114	1.9794534959181002E-5	-100.31026495217121	18091.84619557511	-5.302914656390463E-5
4331000	-81444.850774467	-81337.46155910536	-107.38921536164243	-81337.46155910536	11755.517772574769	1	0.0	296.0539130922378	1	0.0	7944.818858299996	0	0.0	10967.210401806988	0	0.0	11755.517772574769	4.021561152447921E-5	-93.79481474804167	13054.908980311364	-5.302914656390463E-5
4332000	-81442.63498393077	-81335.38994752277	-107.24503640799342	-81335.38994752277	11921.41241450942	1	0.0	275.537410024823	1	0.0	8230.046046953576	0	0.0	11180.681505109893	0	0.0	11921.41241450942	3.992797134489581E-5	-93.71575572341453	12231.863399421423	-5.302914656390463E-5
4333000	-81455.82006915916	-81340.69588425412	-115.12418490504788	-81340.69588425412	24139.942695267924	1	0.0	529.3359652027842	1	0.0	16620.377584105834	0	0.0	23238.58675390626	0	0.0	24139.942695267924	1.9773667517916266E-5	-100.95271788000557	23248.268160785014	-5.302914656390463E-5
4334000	-81458.40753985297	-81335.22124079673	-123.18629905623575	-81335.22124079673	46978.60110581508	1	0.0	986.4803968386632	1	0.0	32169.62874522392	0	0.0	44039.139256227	0	0.0	46978.60110581508	1.0115420649456198E-5	-108.60302186029004	35094.373288626615	-5.302914656390463E-5
4335000	-81454.5452397422	-81340.81697789133	-113.728261850871	-81340.81697789133	21242.400032488385	1	0.0	544.6076929635458	1	0.0	14784.261752288645	0	0.0	20229.69353794398	0	0.0	21242.400032488385	2.2140152643766684E-5	-99.67299670254022	20697.827950521474	-5.302914656390463E-5
4336000	-81444.68636868725	-81334.75759286273	-109.92877582452573	-81334.75759286273	13430.20083312306	1	0.0	307.83948799185515	1	0.0	9032.144382430932	0	0.0	12926.810191949126	0	0.0	13430.20083312306	3.525138930950543E-5	-95.96315191187573	18923.178174822868	-5.302914656390463E-5
4337000	-81446.09128207536	-81336.08492744678	-110.00635462858573	-81336.08492744678	15305.557160304577	1	0.0	359.7965487750491	1	0.0	10538.344150557461	0	0.0	14239.565353498847	0	0.0	15305.557160304577	3.12734798292781E-5	-96.20689283123362	16026.208507705629	-5.302914656390463E-5
4338000	-81441.9452354421	-81335.70810425362	-106.2371311884743	-81335.70810425362	11440.501678450242	1	0.0	268.858839598078	1	0.0	7926.955103797583	0	0.0	10559.17248851062	0	0.0	11440.501678450242	4.187211904300438E-5	-93.11295498031791	8157.516928294931	-5.302914656390463E-5
4339000	-81447.61259742088	-81336.81317999588	-110.79941742500472	-81336.81317999588	16565.362706527256	1	0.0	449.2629996836136	1	0.0	11113.147005024919	0	0.0	15659.96229553613	0	0.0	16565.362706527256	2.8933716197968606E-5	-97.76340555003239	7469.107331092364	-5.302914656390463E-5
4340000	-81445.61915362712	-81337.35794234631	-108.2612112808182	-81337.35794234631	11118.37647883283	1	0.0	264.46096555505056	1	0.0	7610.450952796527	0	0.0	10616.598529250588	0	0.0	11118.37647883283	4.244101342517349E-5	-94.3897445271223	17222.735979475772	-5.302914656390463E-5
4341000	-81446.93817033211	-81336.97755457307	-109.96061575905186	-81336.97755457307	14845.387639790773	1	0.0	308.872607773364	1	0.0	10005.853792013211	0	0.0	14181.102120363028	0	0.0	14845.387639790773	3.16413790468341E-5	-96.13467543443556	16456.22690963213	-5.302914656390463E-5
4342000	-81447.10599869501	-81339.04854405845	-108.057454636567	-81339.04854405845	13675.515570534271	1	0.0	307.81217459756095	1	0.0	9391.79491134527	0	0.0	12507.168494670103	0	0.0	13675.515570534271	3.480320144491801E-5	-93.99723541147026	20800.730512465045	1.0862082908816821E-4
4343000	-81447.62640631676	-81339.71232271547	-107.9140836012945	-81339.71232271547	13123.703435973901	1	0.0	255.61800243497487	1	0.0	8950.908274973675	0	0.0	12574.196925676179	0	0.0	13123.703435973901	3.694858943601181E-5	-94.13727874271963	15667.268706220853	1.0862082908816821E-4
4344000	-81446.97181994027	-81341.91295309213	-105.0588668481417	-81341.91295309213	9683.101517647747	1	0.0	262.50502948160323	1	0.0	6690.58509542239	0	0.0	9159.313210846838	0	0.0	9683.101517647747	4.936013742789902E-5	-92.16628744529918	6471.0981878024	3.32447859615667E-5
4345000	-81445.11841953869	-81340.09186701868	-105.02655252001246	-81340.09186701868	10273.947499486809	1	0.0	270.97677728380495	1	0.0	7130.29574562738	0	0.0	9557.200654084043	0	0.0	10273.947499486809	4.6665579030998775E-5	-91.60351646752885	10998.979316829784	3.32447859615667E-5
4346000	-81455.77303381558	-81335.451172817	-120.3218609985792	-81335.451172817	46232.25573449422	1	0.0	918.7850070783953	1	0.0	31061.488247188605	0	0.0	43413.76447719611	0	0.0	46232.25573449422	1.0338490801745027E-5	-105.00963888276897	72747.0636065676	3.32447859615667E-5
4347000	-81442.24355622764	-81333.83113933244	-108.41241689519835	-81333.83113933244	12269.334473810513	1	0.0	282.9373527857281	1	0.0	8437.089861033652	0	0.0	11564.827346883912	0	0.0	12269.334473810513	3.8215304237549805E-5	-94.24696582236692	23108.892483846837	3.32447859615667E-5
4348000	-81442.71757618744	-81336.56267152753	-106.1549046599174	-81336.56267152753	11267.946067728179	1	0.0	279.76676231253794	1	0.0	7508.5428802582155	0	0.0	10881.270850934898	0	0.0	11267.946067728179	4.202119769894061E-5	-92.48835229261888	14031.6963269397	3.32447859615667E-5
4349000	-81449.46880782886	-81338.07465404931	-111.39415377955126	-81338.07465404931	19526.835540263593	1	0.0	476.0212327460863	1	0.0	13162.668821292928	0	0.0	18190.950101113875	0	0.0	19526.835540263593	2.40183737434304E-5	-97.12782000029443	25561.829557696055	3.32447859615667E-5
4350000	-81444.6005040302	-81335.51632703142	-109.08417699877681	-81335.51632703142	15752.675276970449	1	0.0	393.70382688693405	1	0.0	10632.211238860978	0	0.0	14826.491021931808	0	0.0	15752.675276970449	3.042571033004741E-5	-95.31533882478843	15542.910225726559	3.32447859615667E-5
4351000	-81446.7358536165	-81336.93591259909	-109.79994101740412	-81336.93591259909	14834.555685399777	0	0.0	384.241405986794	1	0.0	10251.086921531349	0	0.0	14264.584920117299	0	0.0	14834.555685399777	3.1520484425564315E-5	-95.54434713153177	25288.767188600268	3.32447859615667E-5
4352000	-81446.81167603364	-81333.99685752999	-112.8148185036528	-81333.99685752999	22469.697835108058	1	0.0	516.5790332520879	1	0.0	15284.482751202997	0	0.0	21325.43342211946	0	0.0	22469.697835108058	2.1011814529625622E-5	-98.56932024408637	25034.7456560809	3.32447859615667E-5
4353000	-81448.2193752536	-81338.95052927313	-109.26884598046864	-81338.95052927313	14602.476023097246	1	0.0	292.02639529219334	1	0.0	10162.382060977796	0	0.0	13998.89175894034	0	0.0	14602.476023097246	3.301548982540621E-5	-95.91075008197251	10307.40248664272	3.32447859615667E-5
4354000	-81450.76985838609	-81338.10234672263	-112.66751166345678	-81338.10234672263	14373.421960381353	1	0.0	340.6342249886233	1	0.0	9767.76588910855	0	0.0	13790.972908610822	0	0.0	14373.421960381353	3.368920538993735E-5	-97.85907051600593	43956.81057794314	3.32447859615667E-5
4355000	-81447.26418608586	-81334.85238330571	-112.4118027801417	-81334.85238330571	14427.422016697197	1	0.0	324.8838686005	1	0.0	9820.713826605417	0	0.0	13425.219069750485	0	0.0	14427.422016697197	3.329129550346994E-5	-97.63980629494414	42383.66005194252	3.32447859615667E-5
4356000	-81448.216882691	-81335.9326901151	-112.28419257589235	-81335.9326901151	20229.370021589075	1	0.0	444.7175790683779	1	0.0	14211.388700167916	0	0.0	19039.227416697933	0	0.0	20229.370021589075	2.3280799385290727E-5	-97.82747630114652	30922.457546815185	3.32447859615667E-5
4357000	-81449.81407473961	-81337.10354356324	-112.71053117637369	-81337.10354356324	22102.945249553868	1	0.0	556.8471838208698	1	0.0	15059.5360409055	0	0.0	21134.99638172244	0	0.0	22102.945249553868	2.139250943926287E-5	-98.32791329494287	28713.985624505014	3.32447859615667E-5
4358000	-81443.84836096995	-81337.8862452242	-105.96211574575014	-81337.8862452242	11231.284148557748	1	0.0	247.4387962803912	1	0.0	7734.958444547973	0	0.0	10574.871368198892	0	0.0	11231.284148557748	4.2917185865519166E-5	-92.6879970515526	9477.164051511523	3.32447859615667E-5
4359000	-81442.96340886904	-81335.36250763328	-107.60090123574643	-81335.36250763328	12754.230610756551	1	0.0	308.70216101512233	1	0.0	8561.051655699419	0	0.0	12126.10852247646	0	0.0	12754.230610756551	3.748722648203046E-5	-94.37556107531879	9025.975500339868	3.32447859615667E-5
4360000	-81438.63722705212	-81333.62196901966	-105.01525803245869	-81333.62196901966	10276.569102914138	1	0.0	244.69917972993755	1	0.0	6985.064348725308	0	0.0	9697.850437720417	0	0.0	10276.569102914138	4.6524436045932696E-5	-91.51880720223866	11836.846568364877	3.32447859615667E-5
4361000	-81445.3323409097	-81337.03190512849	-108.30043578122373	-81337.03190512849	12362.59444736372	1	0.0	247.56420310181434	1	0.0	8691.622846240605	0	0.0	11562.243580590577	0	0.0	12362.59444736372	3.824977114038471E-5	-94.17564326755992	22188.162818388282	3.32447859615667E-5
4362000	-81441.04400046781	-81334.4593301874	-106.58467028040907	-81334.4593301874	11834.316704301671	0	0.0	253.2991825200883	0	0.0	7994.561959520928	0	0.0	11218.295666442942	0	0.0	11834.316704301671	4.028269443855282E-5	-92.8418669513658	15143.475144810218	3.32447859615667E-5
4363000	-81441.04711528552	-81334.3714260851	-106.67568920042542	-81334.3714260851	12255.852534165919	1	0.0	263.97281408605517	1	0.0	8361.37323527121	0	0.0	11555.123234748624	0	0.0	12255.852534165919	3.895283993602006E-5	-93.2385458846829	11155.244458797468	3.32447859615667E-5
4364000	-81445.32099398451	-81336.76271358113	-108.55828040338173	-81336.76271358113	14822.520641362398	1	0.0	349.33315491598546	1	0.0	10221.78392310988	0	0.0	13613.017129960026	0	0.0	14822.520641362398	3.2448616441758E-5	-94.817800649624	15108.328988409521	3.32447859615667E-5
4365000	-81439.74085362058	-81333.99021864703	-105.75063497354759	-81333.99021864703	10136.500153985004	1	0.0	234.31353881567512	1	0.0	6878.825880733461	0	0.0	9717.54057069635	0	0.0	10136.500153985004	4.697915668272151E-5	-91.97608274291049	15631.977520686161	3.32447859615667E-5
4366000	-81441.60574355665	-81335.90288485614	-105.7028587005066	-81335.90288485614	11095.21255037272	1	0.0	268.8525414363423	1	0.0	7772.079050066261	0	0.0	10371.175068722941	0	0.0	11095.21255037272	4.279437607801605E-5	-92.25129535562748	11317.26879920929	3.32447859615667E-5
4367000	-81443.24685547668	-81336.21208496351	-107.03477051317513	-81336.21208496351	10867.040613251029	1	0.0	259.9200060276266	1	0.0	7427.153484837581	0	0.0	10290.900691470348	0	0.0	10867.040613251029	4.37426970118986E-5	-93.03213721783985	19636.68934899842	3.32447859615667E-5
4368000	-81445.2855025035	-81335.56164122185	-109.72386128163787	-81335.56164122185	16551.21260206877	1	0.0	387.384177658448	1	0.0	11483.439422834708	0	0.0	15803.607923797	0	0.0	16551.21260206877	2.8733771176659048E-5	-95.77016308368178	18698.8986160119	3.32447859615667E-5
4369000	-81443.42925488077	-81336.65686706461	-106.77238781615836	-81336.65686706461	11973.299870616636	1	0.0	247.44041027747286	1	0.0	8093.342180643244	0	0.0	11548.519349065118	0	0.0	11973.299870616636	3.933490542672212E-5	-93.02085587432421	15276.235238483168	3.32447859615667E-5
4370000	-81445.36493467423	-81334.65630061575	-110.70863405847624	-81334.65630061575	17520.00328496547	1	0.0	423.6281615062253	1	0.0	11893.299121134592	0	0.0	16388.52728511028	0	0.0	17520.00328496547	2.705441793371105E-5	-97.06862236495228	13664.184234432434	3.32447859615667E-5
4371000	-81458.20927169458	-81337.33711017355	-120.87216152102178	-81337.33711017355	48002.71501188457	1	0.0	1122.426809094413	1	0.0	33575.17103653952	0	0.0	44634.785227880355	0	0.0	48002.71501188457	9.81471643681978E-6	-105.58665002346055	70829.6659966916	3.32447859615667E-5
4372000	-81442.49915733647	-81336.87013179203	-105.6290255444388	-81336.87013179203	10965.714615505158	1	0.0	234.71582688250072	1	0.0	7293.6282914110925	0	0.0	10330.606540711988	0	0.0	10965.714615505158	4.323070031118455E-5	-92.43520317489197	8745.933033765967	3.32447859615667E-5
4373000	-81446.63627398292	-81339.64028577805	-106.9959882048683	-81339.64028577805	12193.353206048127	1	0.0	296.66456843774466	1	0.0	8495.17905807592	0	0.0	11230.882642895951	0	0.0	12193.353206048127	3.93497099032876E-5	-93.80084796895476	8757.466602938834	3.32447859615667E-5
4374000	-81454.74111188925	-81340.05297053639	-114.68814135286206	-81340.05297053639	27224.417895826133	1	0.0	758.8214557842994	1	0.0	18632.222259769165	0	0.0	25409.593234412143	0	0.0	27224.417895826133	1.739085715252222E-5	-100.18907331352284	32260.206247633963	3.32447859615667E-5
4375000	-81448.51179363113	-81337.69498235187	-110.81681127926379	-81337.69498235187	16593.36262454357	1	0.0	379.32538052653786	1	0.0	11236.635184176273	0	0.0	15922.832635776485	0	0.0	16593.36262454357	2.8753260832192122E-5	-97.42417000818065	10669.697322000327	3.32447859615667E-5
4376000	-81440.91963145102	-81334.63430480812	-106.28532664290503	-81334.63430480812	9938.796378808422	1	0.0	245.44797656208846	1	0.0	6752.325578008065	0	0.0	9426.20820310844	0	0.0	9938.796378808422	4.7700658029567054E-5	-92.3534247474828	18295.74139394566	3.32447859615667E-5
4377000	-81443.7121566459	-81337.3209324415	-106.39122420439548	-81337.3209324415	11404.15722975708	1	0.0	299.45937087586265	1	0.0	7801.091454140996	0	0.0	10714.490058915879	0	0.0	11404.15722975708	4.191843448921254E-5	-92.6371456214064	15315.187906015157	3.32447859615667E-5
4378000	-81448.79105538831	-81336.61888977946	-112.17216560884852	-81336.61888977946	20623.207090537675	1	0.0	527.1633067623059	1	0.0	14507.587687896019	0	0.0	19443.209909720914	0	0.0	20623.207090537675	2.298544896885189E-5	-97.84293644886182	27221.186529159906	3.32447859615667E-5
4379000	-81447.35290271301	-81335.43119240477	-111.92171030824771	-81335.43119240477	20108.247605743403	1	0.0	453.4547299167907	1	0.0	13437.772648129627	0	0.0	19449.950935290468	0	0.0	20108.247605743403	2.379143303575856E-5	-97.56063227582595	28102.104283007797	3.32447859615667E-5
4380000	-81448.93316334409	-81338.92913493176	-110.00402841232612	-81338.92913493176	16843.799219293207	1	0.0	383.7241828389128	0	0.0	11769.63928520889	0	0.0	16047.600594594707	0	0.0	16843.799219293207	2.8222470406233824E-5	-96.14828968839203	16954.02299605377	3.32447859615667E-5
4381000	-81461.23590267595	-81338.21377450814	-123.0221281678062	-81338.21377450814	58164.85015360135	1	0.0	1451.8811244823037	1	0.0	40326.192427874266	0	0.0	54134.7752564548	0	0.0	58164.85015360135	8.253520892813384E-6	-107.24500291055766	115803.14039268496	3.32447859615667E-5
4382000	-81446.85217944294	-81336.79516517847	-110.05701426447784	-81336.79516517847	17267.084442405725	1	0.0	377.1772014607505	1	0.0	11784.943844008665	0	0.0	16228.236342146523	0	0.0	17267.084442405725	2.7202874496270216E-5	-96.25480501398316	16070.34546654102	3.32447859615667E-5
4383000	-81449.20201719878	-81335.05541954913	-114.14659764965765	-81335.05541954913	24441.15988807253	1	0.0	602.1956490656402	0	0.0	16629.921131880827	0	0.0	22833.18083084891	0	0.0	24441.15988807253	1.934434535459749E-5	-100.11810310917119	20151.142108659362	3.32447859615667E-5
4384000	-81445.71750187739	-81338.91859294867	-106.79890892871414	-81338.91859294867	11611.383640140564	1	0.0	278.245095082716	1	0.0	8114.778870776996	0	0.0	10685.84115521306	0	0.0	11611.383640140564	4.0734026417215536E-5	-92.96928351083555	16517.027929776526	3.32447859615667E-5
4385000	-81450.65955960767	-81336.27978678365	-114.37977282401008	-81336.27978678365	25770.785128894404	1	0.0	591.6198440874476	1	0.0	17401.545416766134	0	0.0	24911.761302952007	0	0.0	25770.785128894404	1.828676765386565E-5	-99.75386931147722	36622.761249056246	3.32447859615667E-5
4386000	-81455.91398673442	-81334.49023157055	-121.42375516387081	-81334.49023157055	49448.33296221665	1	0.0	1126.0968418481755	1	0.0	33808.71847115331	0	0.0	46356.266446614434	0	0.0	49448.33296221665	9.694120905198748E-6	-105.7950991559359	99825.37750053866	3.32447859615667E-5
4387000	-81448.00183030918	-81339.93234159477	-108.06948871440824	-81339.93234159477	14086.214573731326	1	0.0	308.3377954742717	1	0.0	9662.207083905094	0	0.0	13597.63908410817	0	0.0	14086.214573731326	3.296112257586155E-5	-94.30169748600488	15526.64615976884	3.32447859615667E-5
4388000	-81448.20677218979	-81336.71383833843	-111.49293385136014	-81336.71383833843	19208.9542114496	1	0.0	509.8498367121002	1	0.0	12979.968131933567	0	0.0	18647.952181614677	0	0.0	19208.9542114496	2.4461961749107015E-5	-97.22049544700224	25718.35221402518	3.32447859615667E-5
4389000	-81444.04893904526	-81332.53992417458	-111.50901487068336	-81332.53992417458	13013.229267438332	1	0.0	303.5109743309778	1	0.0	8910.557560362962	0	0.0	12294.548570440806	0	0.0	13013.229267438332	3.656170758367981E-5	-96.84143196636599	38181.43225984938	3.32447859615667E-5
4390000	-81440.74569114314	-81333.42602748254	-107.3196636605971	-81333.42602748254	11810.769746735188	1	0.0	290.3679022473945	1	0.0	8152.521251350344	0	0.0	11197.84046354298	0	0.0	11810.769746735188	3.983661701345073E-5	-93.37281514677156	18571.254726134353	3.32447859615667E-5
4391000	-81447.3041066142	-81340.18950230235	-107.11460431185644	-81340.18950230235	12409.36041880459	1	0.0	267.76942224755487	1	0.0	8232.402518807889	0	0.0	12195.67177779407	0	0.0	12409.36041880459	3.800688244704316E-5	-93.336511555906	15687.421024443254	3.32447859615667E-5
4392000	-81452.29566403151	-81334.88626402871	-117.40940000279579	-81334.88626402871	31784.266589472798	0	0.0	732.0642015803114	1	0.0	21472.048350662866	0	0.0	30021.808325157563	0	0.0	31784.266589472798	1.5093114533644112E-5	-102.1948233884035	65979.43093962167	3.32447859615667E-5
4393000	-81456.80283575435	-81336.96345216461	-119.83938358974478	-81336.96345216461	41550.68726255323	1	0.0	1032.298000156335	1	0.0	28259.29474252047	0	0.0	38940.17603039844	0	0.0	41550.68726255323	1.1356166328641343E-5	-104.36446468831569	85600.00384445385	3.32447859615667E-5
4394000	-81461.14212586182	-81336.77962053259	-124.36250532923312	-81336.77962053259	58841.43700707493	1	0.0	1473.708212580882	1	0.0	40861.011003486194	0	0.0	56550.561198995194	0	0.0	58841.43700707493	7.96776300235904E-6	-108.15881645705242	177408.55601950927	3.32447859615667E-5
4395000	-81452.07437764842	-81335.17611698936	-116.89826065906084	-81335.17611698936	29387.74931073581	1	0.0	694.2411313548859	1	0.0	19440.92537671561	0	0.0	28099.21548193085	0	0.0	29387.74931073581	1.6194208684835936E-5	-102.81211966953626	21346.918915198374	3.32447859615667E-5
4396000	-81444.29176039004	-81336.41455728178	-107.87720310825699	-81336.41455728178	13564.078989142303	1	0.0	305.96500971592644	1	0.0	9288.87209569659	0	0.0	13035.982183903725	0	0.0	13564.078989142303	3.469159053965004E-5	-94.35170963934098	12185.66054810185	3.32447859615667E-5
4397000	-81442.68551543671	-81336.30119330726	-106.38432212944551	-81336.30119330726	11744.253248480558	1	0.0	291.6743701310716	1	0.0	8193.872599438368	0	0.0	11012.976849060024	0	0.0	11744.253248480558	3.97970266334941E-5	-92.97077758390523	10895.076306386482	3.32447859615667E-5
4398000	-81444.77399124083	-81337.18376243609	-107.59022880473583	-81337.18376243609	13386.029503582364	0	0.0	301.4467649750606	1	0.0	9433.413866725705	0	0.0	12759.494635684467	0	0.0	13386.029503582364	3.556381320427248E-5	-93.96950837584461	13403.111151879086	3.32447859615667E-5
4399000	-81442.30582556258	-81336.39927222888	-105.9065533336957	-81336.39927222888	10593.733437325802	1	0.0	238.23114145192423	1	0.0	7328.734291469647	0	0.0	9959.903958510313	0	0.0	10593.733437325802	4.4209183610010154E-5	-92.1750457152205	14973.381306525445	3.32447859615667E-5
4400000	-81451.83571876206	-81336.03541579102	-115.80030297103326	-81336.03541579102	29948.194961919075	1	0.0	717.9988243917314	1	0.0	20057.107827637632	0	0.0	28469.47729207756	0	0.0	29948.194961919075	1.591642211722296E-5	-100.99110189230231	43990.22742892164	3.32447859615667E-5
4401000	-81458.71202147657	-81340.7490088376	-117.96301263896191	-81340.7490088376	33903.13427090818	1	0.0	700.8963476097908	1	0.0	22583.296541714022	0	0.0	31877.11764009339	0	0.0	33903.13427090818	1.4293733102828834E-5	-102.55423847410928	80121.27435000907	5.856416199111729E-5
4402000	-81453.46599680142	-81337.6095226275	-115.85647417391436	-81337.6095226275	21800.08529675972	0	0.0	557.5598404143389	1	0.0	14872.42201604184	0	0.0	20396.794557054644	0	0.0	21800.08529675972	2.1568598551521956E-5	-100.52966844669417	73815.81311873959	5.856416199111729E-5
4403000	-81455.22987312687	-81335.7875861124	-119.44228701446697	-81335.7875861124	38504.6002099571	1	0.0	876.954403791738	1	0.0	25653.716489489987	0	0.0	36615.01217883637	0	0.0	38504.6002099571	1.2469127100009725E-5	-103.8531211523619	95960.16077813225	5.856416199111729E-5
4404000	-81451.63741997258	-81339.32636573684	-112.31105423575254	-81339.32636573684	18745.35521907168	0	0.0	437.3487854201724	1	0.0	12928.135121984631	0	0.0	18049.79368201575	0	0.0	18745.35521907168	2.49254097295677E-5	-97.6005881514181	39854.42082297433	5.856416199111729E-5
4405000	-81444.73771324236	-81337.39986037846	-107.33785286390209	-81337.39986037846	9700.552674758657	1	0.0	247.75057511894303	1	0.0	6699.99515049323	0	0.0	9103.615138670946	0	0.0	9700.552674758657	4.854650679732225E-5	-93.1099510964303	24598.095440103272	5.856416199111729E-5
