#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentExponential.t:concatenate" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ExponentialGrowth.t:concatenate" spec="beast.evolution.tree.coalescent.ExponentialGrowth">
#                <parameter id="ePopSize.t:concatenate" name="popSize" spec="beast.core.parameter.RealParameter">0.3</parameter>
#                <parameter id="growthRate.t:concatenate" name="growthRate" spec="beast.core.parameter.RealParameter">3.0E-4</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:concatenate" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:concatenate" spec="beast.evolution.tree.Tree">
#                    <taxonset id="TaxonSet.concatenate" spec="beast.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="ClockPrior.c:concatenate" name="distribution">
#            <parameter id="clockRate.c:concatenate" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ePopSizePrior.t:concatenate" name="distribution" x="@ePopSize.t:concatenate">
#            <OneOnX id="OneOnX.1" name="distr"/>
#        </prior>
#        <prior id="GrowthRatePrior.t:concatenate" name="distribution" x="@growthRate.t:concatenate">
#            <LaplaceDistribution id="LaplaceDistribution.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="mu" spec="beast.core.parameter.RealParameter">0.001</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="scale" spec="beast.core.parameter.RealParameter">30.701135</parameter>
#            </LaplaceDistribution>
#        </prior>
#        <distribution id="All.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:concatenate">
#            <taxonset id="All" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="bce" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="cdf" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="ebw" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="ecr" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="pae" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="pau" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="rrc" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="sau" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="seo" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="stm" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Uniform id="Uniform.5" lower="2801.0" name="distr" offset="3634.0" upper="Infinity"/>
#        </distribution>
#        <distribution id="ES.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:concatenate">
#            <taxonset id="ES" spec="beast.evolution.alignment.TaxonSet">
#                <taxon idref="ebw"/>
#                <taxon idref="ecr"/>
#                <taxon idref="seo"/>
#                <taxon idref="stm"/>
#            </taxonset>
#            <Uniform id="Uniform.6" lower="57.0" name="distr" offset="176.0" upper="Infinity"/>
#        </distribution>
#        <distribution id="Firmicute.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:concatenate">
#            <taxonset id="Firmicute" spec="beast.evolution.alignment.TaxonSet">
#                <taxon idref="bce"/>
#                <taxon idref="cdf"/>
#                <taxon idref="sau"/>
#            </taxonset>
#            <Uniform id="Uniform.7" lower="2587.0" name="distr" offset="3352.0" upper="Infinity"/>
#        </distribution>
#        <distribution id="proteobacteria.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:concatenate">
#            <taxonset id="proteobacteria" spec="beast.evolution.alignment.TaxonSet">
#                <taxon idref="ebw"/>
#                <taxon idref="ecr"/>
#                <taxon idref="rrc"/>
#                <taxon idref="seo"/>
#                <taxon idref="stm"/>
#            </taxonset>
#            <Uniform id="Uniform.8" lower="2801.0" name="distr" offset="3634.0" upper="Infinity"/>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@concatenate" id="treeLikelihood.concatenate" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:concatenate">
#            <siteModel id="SiteModel.s:concatenate" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:concatenate" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:concatenate" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:concatenate" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:concatenate" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:concatenate" id="StrictClock.c:concatenate" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.concatenate	TreeHeight	monophyletic(ES)	logP(mrca(ES))	mrca.age(ES)	monophyletic(Firmicute)	logP(mrca(Firmicute))	mrca.age(Firmicute)	monophyletic(proteobacteria)	logP(mrca(proteobacteria))	mrca.age(proteobacteria)	monophyletic(All)	logP(mrca(All))	mrca.age(All)	clockRate	CoalescentExponential	ePopSize	growthRate
1389000	-81444.4992515627	-81335.55200234728	-108.94724921541922	-81335.55200234728	14669.626750524634	0	0.0	328.24409621589615	1	0.0	10050.03073878761	0	0.0	14158.940017516754	0	0.0	14669.626750524634	3.2204095370027514E-5	-94.85684321474547	21438.20523345138	1.0061130706318615E-4
1390000	-81443.77061654636	-81336.20070633331	-107.56991021304583	-81336.20070633331	11919.251647145891	1	0.0	270.7807854939531	1	0.0	8079.801493503459	0	0.0	11301.830373367186	0	0.0	11919.251647145891	4.0521758496334426E-5	-93.3104566191649	25386.618761170528	1.0061130706318615E-4
1391000	-81444.9890665664	-81337.55632868614	-107.43273788024831	-81337.55632868614	12918.917964013177	1	0.0	285.21924000538576	1	0.0	8922.489366588105	0	0.0	12196.51804809466	0	0.0	12918.917964013177	3.711084998497783E-5	-93.47641007689954	18748.175185633598	1.0061130706318615E-4
1392000	-81443.93367810713	-81335.80915369057	-108.12452441656197	-81335.80915369057	13611.88579763085	0	0.0	300.16201849197205	1	0.0	9431.258009233528	0	0.0	12865.82198532562	0	0.0	13611.88579763085	3.4682156126201774E-5	-94.02430180519988	21649.692091822308	1.0061130706318615E-4
1393000	-81449.62305657056	-81335.83472289283	-113.78833367772711	-81335.83472289283	19303.196331260187	1	0.0	463.5366273165749	1	0.0	13257.015641061971	0	0.0	18367.8888581557	0	0.0	19303.196331260187	2.4704948173173334E-5	-99.7461123278145	20429.705033414277	1.0061130706318615E-4
1394000	-81453.42473185972	-81334.36709828845	-119.05763357126256	-81334.36709828845	31443.6703280943	1	0.0	706.9610130079387	1	0.0	21466.38350812649	0	0.0	30068.430084381143	0	0.0	31443.6703280943	1.5093006175408637E-5	-103.23967045647146	120630.44948177012	1.0061130706318615E-4
1395000	-81446.29149410749	-81334.26312527557	-112.02836883192248	-81334.26312527557	17789.576213900305	1	0.0	389.44548014763393	1	0.0	12071.260747611299	0	0.0	16581.173818009185	0	0.0	17789.576213900305	2.70579264818585E-5	-97.11776075218754	48685.27878098084	1.0061130706318615E-4
1396000	-81442.13628108971	-81335.07782007381	-107.05846101590384	-81335.07782007381	12294.251898090832	1	0.0	292.05084782840146	1	0.0	8559.006554570087	0	0.0	11581.80821156343	0	0.0	12294.251898090832	3.912400270701635E-5	-93.09031724593487	18971.01695054153	1.0061130706318615E-4
1397000	-81442.53825171982	-81334.8881700047	-107.65008171511323	-81334.8881700047	13096.677401979225	1	0.0	302.4123722935775	1	0.0	8767.755398841442	0	0.0	12317.788447579704	0	0.0	13096.677401979225	3.6427100690790906E-5	-93.6273058759113	20036.27659097694	1.0061130706318615E-4
1398000	-81442.68480401726	-81337.39256253475	-105.2922414825081	-81337.39256253475	10124.747544463915	1	0.0	273.250495702949	1	0.0	6768.161137604502	0	0.0	9772.715499615355	0	0.0	10124.747544463915	4.7264337355954146E-5	-91.44988447441217	16728.697017891798	1.0061130706318615E-4
1399000	-81450.68019485268	-81335.23913246334	-115.44106238934785	-81335.23913246334	23693.099497181145	1	0.0	522.1095575620159	1	0.0	16116.884734834592	0	0.0	23000.582427497775	0	0.0	23693.099497181145	1.985480808278725E-5	-100.74989067237593	39092.87939982929	1.0061130706318615E-4
1400000	-81443.83975264087	-81334.69475399818	-109.14499864269149	-81334.69475399818	14433.763198308598	1	0.0	333.2849158384962	1	0.0	9844.127122055266	0	0.0	13647.030203607084	0	0.0	14433.763198308598	3.270912388245535E-5	-94.75124408816504	29035.61486911996	1.0061130706318615E-4
1401000	-81442.83028681006	-81335.63763585416	-107.19265095590254	-81335.63763585416	12651.359846325793	1	0.0	281.8813462889829	1	0.0	8459.016150345285	0	0.0	12105.49969321713	0	0.0	12651.359846325793	3.7760454881204275E-5	-93.38586317297562	16144.128187327387	1.0061130706318615E-4
1402000	-81453.9550545481	-81336.70944405152	-117.24561049658519	-81336.70944405152	28309.639888089347	1	0.0	643.9396890260332	1	0.0	19071.368487230673	0	0.0	26746.3003097989	0	0.0	28309.639888089347	1.6675507861929887E-5	-101.71289166506443	90693.65986515314	1.0061130706318615E-4
1403000	-81449.01355749612	-81337.38855771317	-111.62499978295068	-81337.38855771317	18578.497439713745	1	0.0	412.8389361800037	1	0.0	12580.79640803654	0	0.0	17682.340222416326	0	0.0	18578.497439713745	2.5039794740719115E-5	-97.2240350331936	29245.72387419873	1.0061130706318615E-4
1404000	-81453.45829146303	-81333.44019819227	-120.01809327075469	-81333.44019819227	32400.276251247116	1	0.0	739.2333650301808	1	0.0	21973.035261264995	0	0.0	30781.68742062632	0	0.0	32400.276251247116	1.4695084777684863E-5	-103.8800578428111	166135.55455699726	1.0061130706318615E-4
1405000	-81455.31415951281	-81336.4581272435	-118.85603226930431	-81336.4581272435	31378.88166417613	1	0.0	769.1871785444305	1	0.0	21179.085814575727	0	0.0	29527.308102242427	0	0.0	31378.88166417613	1.5186806016228362E-5	-103.32520366585672	90522.39008368709	1.0061130706318615E-4
1406000	-81449.87840689068	-81335.0959274444	-114.78247944627407	-81335.0959274444	16684.81963100576	1	0.0	379.90848835752814	1	0.0	11380.832684911707	0	0.0	15680.41117266736	0	0.0	16684.81963100576	2.8650800827645234E-5	-99.35004544977046	82039.64593236562	1.0061130706318615E-4
1407000	-81446.18942168572	-81336.00546974986	-110.18395193585584	-81336.00546974986	11852.15288919622	1	0.0	287.0027748249863	1	0.0	8016.503301589185	0	0.0	11042.66566003876	0	0.0	11852.15288919622	4.0624305269713475E-5	-95.41757600109105	42146.201242923315	1.0061130706318615E-4
1408000	-81446.1760956286	-81336.0355335132	-110.1405621154023	-81336.0355335132	16228.581766577749	1	0.0	352.0736858466373	1	0.0	11310.160378314042	0	0.0	15462.05397333612	0	0.0	16228.581766577749	2.8936307449085402E-5	-95.78379583161492	27981.25732210035	1.0061130706318615E-4
1409000	-81447.41986363272	-81335.94594277916	-111.47392085355739	-81335.94594277916	18249.67471400567	1	0.0	402.30667955918534	1	0.0	12696.776465130024	0	0.0	17107.510688514645	0	0.0	18249.67471400567	2.6076912312812775E-5	-97.12716327577101	27702.597979942966	1.0061130706318615E-4
1410000	-81443.89572626798	-81337.67985111232	-106.2158751556536	-81337.67985111232	11482.903469329196	1	0.0	250.04906311638445	1	0.0	7528.621514498695	0	0.0	10826.19118329755	0	0.0	11482.903469329196	4.131639083662523E-5	-92.33656459901515	17358.44579934747	1.0061130706318615E-4
1411000	-81442.92914179755	-81337.22229676551	-105.70684503204043	-81337.22229676551	10316.66161623178	1	0.0	258.02335641369683	1	0.0	6995.077029373543	0	0.0	9637.58202242561	0	0.0	10316.66161623178	4.645813593787417E-5	-91.74171861965756	18913.860882142388	1.0061130706318615E-4
1412000	-81449.35706399413	-81335.49967454498	-113.85738944915789	-81335.49967454498	22148.97409001721	1	0.0	533.42119936512	1	0.0	14829.408302129621	0	0.0	21432.001618083097	0	0.0	22148.97409001721	2.1587854032850663E-5	-99.04716274303317	44035.464781566996	1.0061130706318615E-4
1413000	-81447.34563211729	-81337.57656152794	-109.76907058935126	-81337.57656152794	14207.723726671311	1	0.0	353.5358444074724	1	0.0	9901.148988463856	0	0.0	13105.142455379697	0	0.0	14207.723726671311	3.380584310115917E-5	-95.1751224471582	35471.046178464494	1.0061130706318615E-4
1414000	-81447.7900234404	-81339.14966022238	-108.64036321801606	-81339.14966022238	13318.482395222218	1	0.0	328.46739173366075	1	0.0	8800.446334271179	0	0.0	12319.825085354123	0	0.0	13318.482395222218	3.622390144674028E-5	-94.23002259231137	29521.21763274243	1.0061130706318615E-4
1415000	-81443.53456721011	-81335.33639149292	-108.19817571718335	-81335.33639149292	11954.364726843167	1	0.0	294.6536499075729	1	0.0	8294.45961414079	0	0.0	11425.81693501208	0	0.0	11954.364726843167	3.9669467679417324E-5	-93.81262435746815	28798.404336194955	1.0061130706318615E-4
1416000	-81442.66157919455	-81336.63904324837	-106.02253594617383	-81336.63904324837	10270.662667148357	1	0.0	253.87127650584122	1	0.0	6967.5884310542615	0	0.0	9748.758147896391	0	0.0	10270.662667148357	4.685360257476506E-5	-91.98904002940448	20252.222440283687	1.0061130706318615E-4
1417000	-81445.80062830263	-81339.07777597201	-106.7228523306243	-81339.07777597201	11740.309443872533	1	0.0	253.7416970424515	1	0.0	8075.771731006534	0	0.0	10858.18408657319	0	0.0	11740.309443872533	4.0031516254230205E-5	-93.19456996231953	12219.719376541745	1.0061130706318615E-4
1418000	-81445.16605557292	-81338.28690364027	-106.87915193264752	-81338.28690364027	10668.02891509799	1	0.0	253.4902052586546	1	0.0	7397.5815105195	0	0.0	9979.678297017996	0	0.0	10668.02891509799	4.435831917792574E-5	-92.67066140368367	24125.253377456735	1.0061130706318615E-4
1419000	-81442.80022576787	-81335.61375593432	-107.18646983354955	-81335.61375593432	10218.02326640073	1	0.0	234.90480013078442	1	0.0	6957.32766269373	0	0.0	9822.689573614398	0	0.0	10218.02326640073	4.616389775648982E-5	-92.89064412070081	26326.98170810596	1.0061130706318615E-4
1420000	-81444.32435723812	-81338.75026327939	-105.57409395872261	-81338.75026327939	10717.788789552405	1	0.0	256.9276014266153	1	0.0	7336.844496277465	0	0.0	10336.399202166553	0	0.0	10717.788789552405	4.4078498622765216E-5	-91.94594578875075	13503.066271421738	1.0061130706318615E-4
1421000	-81447.05032002825	-81336.2743830561	-110.77593697216031	-81336.2743830561	17068.696110487937	1	0.0	415.7142898326525	1	0.0	11417.684617958248	0	0.0	16328.91207712946	0	0.0	17068.696110487937	2.77511457900061E-5	-96.22129162365238	34103.97578424425	1.0061130706318615E-4
1422000	-81449.7182307037	-81337.52485942398	-112.19337127972136	-81337.52485942398	18940.76631421761	0	0.0	461.4744656922007	1	0.0	12729.688188977143	0	0.0	18126.486277375432	0	0.0	18940.76631421761	2.5069234399426474E-5	-97.3784886067214	44240.97048956312	1.0061130706318615E-4
1423000	-81456.4162417313	-81343.82376509458	-112.59247663672613	-81343.82376509458	17626.571544803854	0	0.0	419.7819456626698	1	0.0	12169.743340871639	0	0.0	16075.19818279568	0	0.0	17626.571544803854	2.6857231156736226E-5	-97.54068340910635	56067.80985789639	1.0061130706318615E-4
1424000	-81447.83814414065	-81339.0171733895	-108.82097075115601	-81339.0171733895	14480.148058031393	1	0.0	343.7072054913789	1	0.0	9642.598455862693	0	0.0	13744.416482046025	0	0.0	14480.148058031393	3.289916666374273E-5	-94.6013494409919	24395.28634518627	1.0061130706318615E-4
1425000	-81444.31083533364	-81337.67304833727	-106.6377869963799	-81337.67304833727	11701.319283516284	1	0.0	287.46018654661873	1	0.0	8136.797261217341	0	0.0	10755.931718081163	0	0.0	11701.319283516284	4.0238105613890656E-5	-93.09834313857779	12356.873645113854	1.0061130706318615E-4
1426000	-81445.66419574246	-81337.54076979127	-108.1234259511798	-81337.54076979127	13160.808802667652	1	0.0	347.88148991742605	1	0.0	9005.025752062	0	0.0	12182.448028073675	0	0.0	13160.808802667652	3.6165327269666564E-5	-93.88324011377114	24902.15779892027	1.0061130706318615E-4
1427000	-81454.12146705658	-81336.00440854815	-118.11705850843134	-81336.00440854815	29231.686065447055	1	0.0	722.1923323585884	1	0.0	20308.009790192646	0	0.0	27623.641000797317	0	0.0	29231.686065447055	1.6225619650295228E-5	-102.86400874299699	68567.48112982688	1.0061130706318615E-4
1428000	-81449.52989175332	-81335.52086913123	-114.009022622087	-81335.52086913123	22491.596205729402	1	0.0	492.2571050987341	1	0.0	15113.622650003757	0	0.0	21333.111956102995	0	0.0	22491.596205729402	2.1332029039570046E-5	-99.056383202726	50775.199687963104	1.0061130706318615E-4
1429000	-81457.08994637738	-81339.81797160681	-117.27197477057345	-81339.81797160681	27590.870642745234	0	0.0	646.6048972996987	1	0.0	18686.185932248147	0	0.0	25347.33973837294	0	0.0	27590.870642745234	1.7664466435643882E-5	-101.5693658624867	107487.81894257388	1.0061130706318615E-4
1430000	-81446.57406220547	-81336.93675635844	-109.63730584704012	-81336.93675635844	15654.357843982243	1	0.0	344.3439500059498	1	0.0	10662.618377168497	0	0.0	14470.55365516584	0	0.0	15654.357843982243	3.072768783052891E-5	-95.24529543371692	28985.016794784944	1.0061130706318615E-4
1431000	-81441.91044213786	-81335.17832308031	-106.73211905754567	-81335.17832308031	11848.4958902271	1	0.0	243.98646991080085	1	0.0	8001.472434055098	0	0.0	11005.45192019922	0	0.0	11848.4958902271	4.003596653723897E-5	-93.20477417503892	12208.268931324026	1.0061130706318615E-4
1432000	-81448.99532629788	-81336.27999933154	-112.71532696634179	-81336.27999933154	16474.027706979483	1	0.0	374.7272891854032	1	0.0	11414.243978209066	0	0.0	15380.912587763622	0	0.0	16474.027706979483	2.8464820642013342E-5	-97.61647316902959	58769.4650535756	1.0061130706318615E-4
1433000	-81454.67613118443	-81338.23277177643	-116.44335940801002	-81338.23277177643	22686.26999530797	1	0.0	656.5431501844654	1	0.0	15706.180547469676	0	0.0	21360.774132802075	0	0.0	22686.26999530797	2.0953263675882873E-5	-100.77237544019769	104141.71217732996	1.0061130706318615E-4
1434000	-81449.30613324481	-81334.33815870003	-114.96797454477775	-81334.33815870003	18792.355982779536	1	0.0	448.5194076600878	1	0.0	12770.984134007373	0	0.0	17648.254363767373	0	0.0	18792.355982779536	2.498175308790396E-5	-99.51179013341414	84011.44438671986	1.0061130706318615E-4
1435000	-81454.3583362014	-81336.82795402213	-117.53038217927323	-81336.82795402213	25778.83665750037	1	0.0	648.1326387883051	1	0.0	18078.705534944063	0	0.0	24455.246848692976	0	0.0	25778.83665750037	1.8227345528140422E-5	-101.71427341889303	120406.96514930602	1.0061130706318615E-4
1436000	-81443.16893077952	-81336.33269606775	-106.83623471176458	-81336.33269606775	10995.500195638277	1	0.0	273.82177784308396	1	0.0	7604.803653531462	0	0.0	10264.71204319843	0	0.0	10995.500195638277	4.301564211490806E-5	-92.67610225812044	22986.361793203407	1.0061130706318615E-4
1437000	-81445.79267652026	-81337.54922081932	-108.24345570094613	-81337.54922081932	12890.6853989798	1	0.0	322.390977169674	1	0.0	8505.88485074666	0	0.0	12090.3644498485	0	0.0	12890.6853989798	3.7024840889262155E-5	-93.90106674248223	27581.839840349578	1.0061130706318615E-4
1438000	-81444.42941136418	-81335.48758429672	-108.9418270674584	-81335.48758429672	13804.955002773675	1	0.0	309.9371172559162	1	0.0	9323.03955193752	0	0.0	13022.677339464484	0	0.0	13804.955002773675	3.425536007970046E-5	-95.33446811722594	13225.245899824378	1.0061130706318615E-4
1439000	-81443.99858189684	-81334.23368128287	-109.76490061396629	-81334.23368128287	15600.249823874556	1	0.0	360.850254908945	1	0.0	10841.458744320546	0	0.0	14749.40084231696	0	0.0	15600.249823874556	3.024570888034679E-5	-95.7005910283504	20885.981796962726	1.0061130706318615E-4
1440000	-81449.75546664136	-81338.26844260971	-111.48702403164816	-81338.26844260971	18132.480333512733	1	0.0	368.33326346369444	1	0.0	12502.565721271043	0	0.0	17347.787141685643	0	0.0	18132.480333512733	2.608613364795754E-5	-96.869501829764	36317.17692160374	1.0061130706318615E-4
1441000	-81441.81089410099	-81335.71009590308	-106.10079819791157	-81335.71009590308	11356.089229105632	1	0.0	274.8085895459238	1	0.0	7780.644146534077	0	0.0	10831.50350225039	0	0.0	11356.089229105632	4.150093309478447E-5	-92.96553153814455	8248.495739429292	-3.5442571718566644E-5
1442000	-81445.66058333708	-81337.22742166925	-108.4331616678461	-81337.22742166925	13785.633344545482	1	0.0	326.7404090059253	1	0.0	9491.129940060535	0	0.0	13031.432447591387	0	0.0	13785.633344545482	3.4688417795075734E-5	-94.80478262496794	13506.124270161745	-3.5442571718566644E-5
1443000	-81448.3299743881	-81339.74360591556	-108.58636847254922	-81339.74360591556	13873.100378100766	1	0.0	319.0211919664003	1	0.0	9556.784377787653	0	0.0	13403.336898945157	0	0.0	13873.100378100766	3.396738058434268E-5	-94.91691976781725	14072.364281466127	-3.5442571718566644E-5
1444000	-81452.09820982616	-81338.27056658841	-113.82764323774946	-81338.27056658841	22930.588275206486	1	0.0	520.1109740740062	1	0.0	15137.844833522036	0	0.0	22367.488008253218	0	0.0	22930.588275206486	2.065783132860618E-5	-99.72508309341463	21700.261988466926	-3.5442571718566644E-5
1445000	-81443.4044836235	-81335.3015142153	-108.10296940820012	-81335.3015142153	13549.489173814885	1	0.0	319.21027307572047	1	0.0	9446.544855095204	0	0.0	12633.78252371261	0	0.0	13549.489173814885	3.530661900150953E-5	-95.00798851366349	7922.803210126004	-3.5442571718566644E-5
1446000	-81445.38572778905	-81335.69920843138	-109.68651935767238	-81335.69920843138	10948.851821323515	1	0.0	281.0178805977489	1	0.0	7343.003488364792	0	0.0	10427.808877287522	0	0.0	10948.851821323515	4.344740335717157E-5	-97.32355957269824	3810.3611486340897	-3.5442571718566644E-5
1447000	-81445.52797165762	-81334.81500542868	-110.7129662289357	-81334.81500542868	16302.630362805634	1	0.0	395.19955990438194	1	0.0	11168.328850390735	0	0.0	15232.693272357927	0	0.0	16302.630362805634	2.907578952491256E-5	-96.76609500795098	18571.634881170492	-3.5442571718566644E-5
1448000	-81448.61041477318	-81336.07237663788	-112.53803813529798	-81336.07237663788	21083.391421541906	1	0.0	459.7125900188635	1	0.0	14394.354464397105	0	0.0	19990.211188806836	0	0.0	21083.391421541906	2.2674585833601905E-5	-98.7216591682389	16299.642195884018	-3.5442571718566644E-5
1449000	-81446.79913102525	-81336.74433555367	-110.05479547158353	-81336.74433555367	16213.029017610053	1	0.0	347.9924033076839	1	0.0	11235.676113139227	0	0.0	15127.312980659322	0	0.0	16213.029017610053	2.927569180957387E-5	-96.27635410291562	15692.85570276389	-3.5442571718566644E-5
1450000	-81448.42443168195	-81340.44406625394	-107.98036542800497	-81340.44406625394	13388.750642304885	1	0.0	324.5575580899866	1	0.0	9271.651625626364	0	0.0	12744.085444935996	0	0.0	13388.750642304885	3.5488851922260794E-5	-94.48565388597137	11816.250338134954	-3.5442571718566644E-5
1451000	-81444.03902216877	-81334.43226217951	-109.60675998926034	-81334.43226217951	15908.40951537074	1	0.0	383.9172809024692	1	0.0	10906.37921255384	0	0.0	14940.959668836666	0	0.0	15908.40951537074	2.9953927616686127E-5	-95.97441969474251	13559.731532903026	-3.5442571718566644E-5
1452000	-81441.9219742158	-81336.62490779524	-105.2970664205704	-81336.62490779524	9986.439707182648	1	0.0	236.90690806745454	1	0.0	6999.254727891423	0	0.0	9504.667270391705	0	0.0	9986.439707182648	4.781025963946076E-5	-91.90214957793401	10693.980702157656	-3.5442571718566644E-5
1453000	-81451.28766767881	-81339.99103834888	-111.29662932994674	-81339.99103834888	18822.474357465522	1	0.0	355.51441710590956	0	0.0	12942.845866255275	0	0.0	17478.979622842984	0	0.0	18822.474357465522	2.5167806414509653E-5	-97.57902489658976	14766.611060140674	-3.5442571718566644E-5
1454000	-81446.56999247221	-81335.4983618435	-111.0716306287031	-81335.4983618435	18114.145372915285	1	0.0	455.45759590684077	1	0.0	12606.882242984577	0	0.0	16783.81860647505	0	0.0	18114.145372915285	2.6179591480774323E-5	-97.31409940746909	15368.122715625212	-3.5442571718566644E-5
1455000	-81454.96550101376	-81336.77856797118	-118.18693304258792	-81336.77856797118	34824.71388077665	1	0.0	877.8705334313811	0	0.0	23470.39727670544	0	0.0	32876.575275246614	0	0.0	34824.71388077665	1.3818405007528244E-5	-103.82246195522487	28197.555130990237	-3.5442571718566644E-5
1456000	-81451.03712441427	-81334.00910215186	-117.02802226241697	-81334.00910215186	31065.835120704145	1	0.0	722.5641070608893	1	0.0	21085.419392274336	0	0.0	29360.983466189755	0	0.0	31065.835120704145	1.5215883019917292E-5	-103.36500478107995	13982.15216116199	-3.5442571718566644E-5
1457000	-81447.61502146421	-81340.86479220602	-106.75022925819091	-81340.86479220602	10467.026068854942	0	0.0	282.2913859336103	0	0.0	7067.255309497412	0	0.0	10123.381414581434	0	0.0	10467.026068854942	4.4233953764663914E-5	-92.72591066792442	20067.17969671755	5.205550985367373E-5
1458000	-81440.81221117925	-81336.45797089541	-104.35424028383103	-81336.45797089541	9284.818215887179	1	0.0	240.15840454725844	1	0.0	6200.132684174915	0	0.0	8807.000583428016	0	0.0	9284.818215887179	5.1783774999791476E-5	-90.73841942888282	13337.610403684537	5.205550985367373E-5
1459000	-81446.79616051713	-81337.06277138913	-109.73338912799997	-81337.06277138913	15424.49739627865	1	0.0	342.4307050098163	1	0.0	10663.681431346746	0	0.0	14851.11471159172	0	0.0	15424.49739627865	3.0255023300979755E-5	-96.15560552263861	12839.812399139111	5.336951274187955E-5
1460000	-81447.92976242822	-81334.32514368498	-113.60461874323082	-81334.32514368498	20548.82171817666	1	0.0	464.18779706600895	1	0.0	14224.719297896356	0	0.0	19100.279502713573	0	0.0	20548.82171817666	2.3250539316018232E-5	-99.84961170558262	15329.424015186354	5.336951274187955E-5
1461000	-81452.6388028872	-81336.52257773434	-116.11622515286194	-81336.52257773434	29880.449868404467	1	0.0	758.0324455752802	1	0.0	20036.3723525654	0	0.0	28337.93506206724	0	0.0	29880.449868404467	1.5930446839389015E-5	-101.16598237778504	50653.57735941223	5.336951274187955E-5
1462000	-81454.46623727768	-81333.8209541123	-120.64528316537525	-81333.8209541123	35133.468879285996	1	0.0	827.6828323337472	0	0.0	23989.81151860338	0	0.0	32874.068883380765	0	0.0	35133.468879285996	1.3615856447834511E-5	-104.66602410292984	141744.50048626206	5.336951274187955E-5
1463000	-81444.41122306568	-81337.74504091976	-106.6661821459147	-81337.74504091976	11504.887874020029	0	0.0	250.32042991680132	1	0.0	7703.231054920825	0	0.0	10817.812285015865	0	0.0	11504.887874020029	4.2026180563877334E-5	-93.4841297429429	8643.60278674382	5.336951274187955E-5
1464000	-81442.31440015935	-81337.90318438776	-104.41121577157939	-81337.90318438776	9305.01272861977	0	0.0	237.6531855720243	0	0.0	6233.533190283691	0	0.0	8676.081450802769	0	0.0	9305.01272861977	5.162692646765938E-5	-90.7786329826487	13563.059325843002	5.336951274187955E-5
1465000	-81441.73528981092	-81336.32290970541	-105.41238010550728	-81336.32290970541	10795.704564606362	1	0.0	267.88803489940744	1	0.0	7182.11785464907	0	0.0	10137.897428837106	0	0.0	10795.704564606362	4.403095110144441E-5	-92.07684373042602	10077.482275777698	5.336951274187955E-5
