b1474	b3891	5.2610657139505
b0652	b0655	5.25929125852728
b0133	b2299	5.22994497030759
b2530	b3470	5.20230607340557
b0115	b0116	5.16865956437557
b0959	b1120	5.15862056658984
b2660	b3775	5.13521303380476
b0726	b0727	5.13104557823891
b1246	b2180	5.12315215585236
b2993	b4375	5.11801108098949
b0731	b3229	5.10639740855107
b0104	b0237	5.10507144624375
b2264	b3526	5.09530292237544
b1411	b3729	5.08661735190173
b1682	b1683	4.98611994067978
b4200	b4202	4.98391774351286
b0947	b2764	4.97064431609225
b0032	b0033	4.97059040893654
b4052	b4361	4.9660227263866
b1089	b3637	4.93523008594945
b3706	b3741	4.90149154334286
b0036	b1276	4.88872169263171
b0037	b0506	4.88872169263171
b0090	b2581	4.88872169263171
b0127	b2020	4.88872169263171
b0240	b2741	4.88872169263171
b0292	b2515	4.88872169263171
b0311	b0588	4.88872169263171
b0319	b0320	4.88872169263171
b0382	b1235	4.88872169263171
b0504	b0516	4.88872169263171
b0537	b4239	4.88872169263171
b0559	b2169	4.88872169263171
b0570	b2322	4.88872169263171
b0571	b1969	4.88872169263171
b0581	b2726	4.88872169263171
b0760	b3774	4.88872169263171
b0874	b2677	4.88872169263171
b0929	b1489	4.88872169263171
b0939	b1787	4.88872169263171
b0993	b0995	4.88872169263171
b1133	b3498	4.88872169263171
b1302	b1846	4.88872169263171
b1435	b2616	4.88872169263171
b1631	b3533	4.88872169263171
b1817	b3794	4.88872169263171
b1963	b2462	4.88872169263171
b1967	b3743	4.88872169263171
b2017	b4539	4.88872169263171
b2151	b2837	4.88872169263171
b2289	b2878	4.88872169263171
b2293	b2297	4.88872169263171
b2360	b2532	4.88872169263171
b2473	b3340	4.88872169263171
b2583	b3169	4.88872169263171
b2610	b3464	4.88872169263171
b2751	b2752	4.88872169263171
b2795	b4051	4.88872169263171
b2810	b2811	4.88872169263171
b3031	b3608	4.88872169263171
b3061	b3423	4.88872169263171
b3172	b3182	4.88872169263171
b3365	b3414	4.88872169263171
b3567	b4222	4.88872169263171
b4244	b4245	4.88872169263171
b0008	b0071	4.83732212586972
b0094	b3448	4.82912679926126
b0897	b1868	4.82479724076739
b1887	b4355	4.81417300459846
b0880	b3541	4.80988335641009
b4167	b4180	4.80869096385521
b2216	b2217	4.80601523998703
b0071	b0072	4.79895298168708
b3867	b4099	4.79895298168708
b0421	b1849	4.79690526044248
b0838	b2022	4.79396208113522
b2222	b2595	4.79061863149691
