b0022	b3444	5.26579999999797
b0022	b4294	5.26579999999797
b3444	b4294	5.26579999999797
b0265	b3444	5.26579999999748
b0265	b4294	5.26579999999748
b0275	b3444	5.26579999999748
b0275	b4294	5.26579999999748
b0022	b0265	5.26579999999748
b0022	b0275	5.26579999999748
b0022	b4516	5.26579999999748
b3444	b4516	5.26579999999748
b4294	b4516	5.26579999999748
b0022	b1894	5.26579999999697
b1894	b3444	5.26579999999697
b1894	b4294	5.26579999999697
b0265	b0275	5.26579999999687
b0265	b4516	5.26579999999687
b0275	b4516	5.26579999999687
b0265	b1894	5.26579999999622
b0275	b1894	5.26579999999622
b1894	b4516	5.26579999999622
b3902	b3904	5.26579999986732
b0737	b0738	5.26579999978981
b4318	b4319	5.2657999992631
b0440	b4000	5.26579998221086
b3686	b3687	5.26579997307737
b3509	b3510	5.26579996298292
b0274	b0988	5.26579995992552
b0274	b3445	5.26579995992552
b0988	b3445	5.26579995992552
b0021	b0274	5.26579995119645
b0021	b0988	5.26579995119645
b0021	b3445	5.26579995119645
b0264	b0274	5.26579995119645
b0264	b0988	5.26579995119645
b0264	b3445	5.26579995119645
b1893	b3445	5.26579995119645
b0274	b1893	5.26579995119645
b0988	b1893	5.26579995119645
b0021	b0264	5.26579994056612
b0021	b1893	5.26579994056612
b0264	b1893	5.26579994056612
b1896	b1897	5.26579992805683
b3181	b3406	5.2657998065268
b2017	b4539	5.26579795369437
b3725	b3726	5.26579768075039
b0723	b0724	5.26579676672791
b3931	b3932	5.26579143340579
b0726	b0727	5.2657900049012
b0721	b0722	5.26578985993586
b3725	b3727	5.26577972789492
b0467	b4201	5.26577639341904
b0583	b0586	5.26577622933507
b0225	b0226	5.2657708281136
b2528	b2529	5.26577056996245
b1082	b1083	5.2657644782664
b3726	b3727	5.26576035375007
b1091	b1092	5.26575868844215
b0450	b0451	5.2657525708325
b0019	b1186	5.26574568946182
b0990	b1557	5.26574014371257
b0594	b0595	5.26573855346942
b0003	b0004	5.26572633707831
b3249	b3250	5.26572601025977
b3630	b3631	5.26571782555322
b3722	b3723	5.26571646129215
b2937	b2938	5.26571413392701
b4292	b4293	5.26571232810906
b1074	b1078	5.26570860512906
b1040	b1041	5.26570376669877
b2193	b2469	5.26569724140985
b0912	b1712	5.26569718878144
b1073	b1074	5.26569456010146
b0722	b0724	5.26569436257319
b0721	b0724	5.26568947813979
b0085	b0086	5.26568530095154
b0110	b0433	5.26567389148068
b0721	b0723	5.26566195992764
b0586	b0595	5.26566131671836
b1074	b1077	5.26565970351793
b0628	b0630	5.26565277417433
b4174	b4175	5.26564648940673
b3905	b3906	5.26564123571644
b2526	b2527	5.26563706791697
b3510	b3511	5.26563585838468
b3458	b3460	5.26562106893829
b3983	b3985	5.26560119188107
b0623	b1823	5.26559121342305
b0087	b0090	5.26558598026644
b3737	b3738	5.26558514654128
b0179	b0181	5.2655798469367
b0085	b0091	5.26557324481353
b4152	b4153	5.26555424239685
b0177	b2512	5.26555211581272
b1938	b1946	5.26555094536759
b3736	b3737	5.26554616897742
b0722	b0723	5.26553355836492
b1949	b1950	5.26551882461128
b0696	b0698	5.26551559445506
b0077	b0078	5.26550994083166
b1305	b1306	5.26546509162634
b3429	b3430	5.26546106120753
b3958	b3959	5.26546106024404
b0225	b4539	5.2654552497949
b3626	b3627	5.26545342893606
b3315	b3319	5.26542912699765
b0694	b0695	5.26542324090533
b1091	b1095	5.26541447717903
b0085	b0088	5.26540030848864
b0586	b0594	5.26537855823941
b3734	b3738	5.2653771614472
b0086	b0091	5.26537422184315
b4151	b4152	5.2653702931981
b0604	b4136	5.26536545566568
b2763	b2764	5.265364935325
b1676	b1854	5.26535761728641
b2060	b2061	5.26535327873475
b3509	b3511	5.26535109323707
b3735	b3736	5.26533866078746
b3320	b3321	5.26529651546468
b1764	b3590	5.26529012664697
b1713	b1714	5.26528061817697
b4151	b4153	5.26527008887848
b2512	b2595	5.2652352019539
b1073	b1078	5.26521471193987
b1940	b1941	5.26520794691951
b2507	b2508	5.26517339413891
b0593	b0595	5.26515817280061
b3724	b3726	5.26514562305701
b0167	b2553	5.26513715810322
b1091	b1093	5.26512905446787
b3724	b3725	5.26512247637408
b3627	b3631	5.26511710492187
b0181	b0182	5.26510793265016
b1077	b1078	5.26508982895035
b2023	b2025	5.2650726563097
b1681	b1683	5.26506590465206
b0047	b3350	5.26504658840866
b3315	b3316	5.26500283836931
b1937	b1938	5.26498168475898
b1037	b1041	5.26496914156139
b1073	b1077	5.26493463349934
b1092	b1093	5.26493284427153
b0169	b0170	5.26492428820534
b1092	b1095	5.26490623194809
b0697	b0698	5.26488962422286
b0264	b0265	5.26487695410022
b2606	b2609	5.26486728242906
b1893	b1894	5.26485225940914
b1038	b1039	5.26485147821202
b2369	b2370	5.26483432070071
b0583	b0595	5.26481357174543
b1244	b1245	5.26479931491685
b4201	b4362	5.26477654193579
b3462	b3463	5.26476575901899
b3736	b3738	5.26475954080441
