node1,node2
b0008,b4085
b1291,b3543
b1608,b1884
b0054,b0093
b0215,b2907
b0009,b1872
b0212,b0215
b0212,b3521
b0054,b1208
b1851,b2373
b0053,b2742
b0156,b2946
b0182,b3005
b0042,b0428
b0008,b4301
b0871,b1851
b0871,b3771
b0871,b4297
b1851,b3671
b0053,b3738
b0403,b4033
b0212,b2947
b1253,b1699
b1781,b3158
b0177,b3179
b0053,b4200
b0093,b3860
b0208,b3229
b0053,b0524
b0212,b3229
b0571,b3404
b0523,b3179
b0215,b0849
b0156,b0915
b0177,b0215
b1235,b3404
b0054,b2346
b2193,b4355
b2022,b2024
b0049,b0053
b1884,b2370
b0143,b0683
b0054,b2619
b0093,b2331
b0486,b4115
b1884,b3405
b0478,b3025
b0049,b0915
b0096,b2378
b0385,b3252
b2081,b4384
b1486,b3544
b0145,b2595
b0212,b3243
b0053,b0156
b0093,b3803
b0215,b1118
b0054,b2618
b0049,b1987
b0399,b3669
b0054,b2962
b0110,b3738
b0522,b1253
b0995,b3869
b0009,b1588
b0653,b0655
b1406,b3831
b0047,b0078
b0009,b0894
b0054,b1212
b0628,b0727
b0096,b3005
b0399,b0570
b0478,b2219
b0093,b1088
b0054,b3461
b1697,b2247
b1394,b1699
b0047,b3724
b0215,b1116
b0828,b3616
b0053,b2865
b0182,b4220
b1184,b2763
b0420,b0522
b1096,b2078
b1435,b3895
b1489,b2733
b0177,b0179
b0043,b2341
b0179,b3006
b0054,b1716
b0367,b3959
b0695,b1130
b0043,b2029
b0156,b3259
b0108,b2618
b0029,b2515
b0108,b2748
b1260,b3350
b0049,b2747
b0177,b1215
b1245,b3476
b0054,b3390
b0110,b2531
b0020,b1987
b0093,b0721
b0093,b3200
b0031,b1406
b0110,b1912
b0215,b3190
b0054,b3179
b2078,b4113
b1883,b3911
b0110,b2528
b0049,b2532
b1489,b3030
b1778,b4058
b0177,b3513
b0181,b3005
b0215,b0740
b0182,b1054
b0150,b3265
b0054,b0640
b0156,b0636
b0064,b1735
b0049,b1275
b0108,b1209
b0973,b2717
b0156,b3839
b0053,b1204
b0110,b4200
b0054,b2330
b0093,b1855
b0049,b1628
b1884,b3210
b1129,b4113
b0072,b4297
b1395,b4238
b0110,b0683
b0156,b1628
b1609,b4401
b1393,b3839
b0177,b0657
b0177,b3035
b0054,b4234
b0053,b0915
b0071,b3671
b2019,b2024
b0156,b2593
b1517,b3012
b0029,b2746
b0047,b4003
b0330,b3202
b0619,b4398
b0078,b2081
b0043,b2262
b0015,b0570
b0215,b1254
b0143,b3738
b2081,b3012
b0053,b1077
b0156,b0785
b2067,b4006
b0156,b3190
b1968,b4398
b0177,b3609
b0054,b3192
b0215,b3232
b0110,b0915
b0150,b0463
b2078,b2125
b0150,b0737
b0908,b3160
b0054,b2817
