node1,node2
b1070,b1072
b1082,b1940
b3316,b4202
b3993,b3994
b0177,b2595
b1305,b1307
b3317,b4200
b2309,b2310
b3313,b4202
b3309,b3341
b0042,b1697
b0592,b0593
b1074,b1078
b1081,b1943
b1072,b1079
b3320,b4203
b3310,b3312
b2195,b2196
b3304,b3341
b1880,b1937
b3307,b3321
b0911,b3305
b1075,b1077
b0169,b3314
b1937,b1940
b1077,b1940
b2278,b2281
b3437,b4476
b3296,b3309
b3294,b3313
b3310,b3341
b3297,b3307
b3307,b3313
b0497,b3593
b0589,b0592
b4099,b4100
b2423,b2425
b3321,b4200
b3231,b3309
b3309,b3319
b0723,b0727
b3315,b4202
b2312,b2313
b1511,b1512
b1070,b1074
b3304,b3321
b0181,b0182
b2276,b2282
b3297,b4203
b0019,b0020
b0911,b3301
b3313,b4200
b2423,b2424
b3307,b3320
b1070,b1073
b3317,b4203
b3294,b3315
b3513,b3514
b3319,b3983
b3231,b3316
b3317,b3340
b1074,b1949
b1094,b1095
b0049,b0050
b2194,b2197
b1297,b1298
b1078,b1082
b0041,b1698
b3231,b4200
b2205,b2206
b1074,b1077
b2609,b3319
b3297,b3299
b2609,b3983
b3316,b4203
b2465,b2935
b2207,b2208
b2281,b2283
b1925,b1946
b1745,b1746
b3309,b3314
b0588,b0589
b3309,b3317
b3732,b3737
b3302,b3341
b1071,b1075
b3455,b3456
b4099,b4101
b0797,b1343
b3732,b3735
b1073,b1880
b1093,b1288
b3309,b3313
b3230,b3317
b1881,b1888
b2280,b2285
b1076,b1081
b3320,b4200
b2712,b2730
b0911,b3308
b3309,b3320
b3321,b3985
b3297,b3321
b1079,b1950
b0448,b0449
b0724,b0727
b1883,b1888
b3991,b3994
b1946,b1950
b1081,b1083
b4067,b4068
b3231,b3313
b3305,b3321
b4174,b4175
b3298,b3304
b3315,b3341
b0284,b2867
b3231,b3306
b3305,b3316
b1073,b1879
b4097,b4101
b0351,b0352
b3316,b3318
b1262,b1263
b0042,b0044
b0023,b3637
b3314,b4200
b2762,b2764
b4094,b4096
b1073,b1081
b2609,b3320
b3231,b3308
b1071,b1078
b1925,b1938
b4094,b4097
b1081,b1941
b2277,b2279
b3620,b3621
b0990,b1552
b3307,b3319
