node1,node2
b0596,b0597
b0594,b3248
b0588,b4288
b0571,b3026
b0567,b0568
b0514,b1317
b0503,b1763
b0495,b3041
b0493,b1249
b0478,b0915
b0469,b1261
b0459,b2690
b0421,b3634
b0420,b0469
b0419,b3863
b0406,b2515
b0406,b1100
b0406,b0838
b0406,b0423
b0402,b3202
b0400,b2385
b0399,b3026
b0393,b4207
b0387,b2436
b0386,b2536
b0386,b2518
b0381,b1719
b0378,b1131
b0356,b2267
b0356,b1451
b0342,b2690
b0330,b3972
b0330,b1294
b0312,b1180
b0269,b3187
b0268,b1180
b0262,b2678
b0260,b3202
b0222,b2615
b0211,b3706
b0209,b2016
b0208,b0799
b0200,b2480
b0199,b0878
b0198,b3540
b0198,b3271
b0198,b2306
b0198,b1917
b0198,b1247
b0198,b0864
b0198,b0829
b0198,b0652
b0191,b3822
b0190,b3492
b0187,b0219
b0186,b0759
b0184,b0423
b0183,b3549
b0177,b2103
b0177,b0723
b0159,b2315
b0154,b3865
b0151,b4288
b0134,b4161
b0134,b3540
b0134,b3480
b0134,b1483
b0134,b1290
b0134,b1247
b0134,b0829
b0128,b3486
b0127,b4375
b0127,b0470
b0125,b3665
b0110,b1323
b0092,b3633
b0090,b3256
b0089,b3998
b0058,b1871
b0052,b3081
b0051,b1896
b0047,b2042
b0047,b1236
b0047,b0915
b0039,b1774
b0039,b1580
b0037,b3248
b0031,b1729
b0029,b2892
b0026,b0195
b0026,b0027
b0020,b2010
b0020,b0839
b0020,b0632
b0009,b3353
b0009,b0827
b0007,b2581
b0002,b3941
b3318,b3339
b0444,b2765
b1187,b1188
b3284,b3290
b2906,b2912
b2494,b2495
b4371,b4372
b3300,b3318
b1199,b2383
b1644,b1645
b2478,b2493
b4394,b4395
b2703,b2704
b3199,b3204
b3302,b3308
b1199,b3947
